directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;Mes;Area;clase;DPTO;Fex_c_2011
147447;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;63;1;63;118,76466834822
147448;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;07;08;1;08;400,470446292299
147448;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;08;1;08;400,470446292299
147448;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;08;1;08;400,470446292299
147449;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;05;1;05;1026,08670170853
147449;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;05;1;05;1026,08670170853
147449;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;05;1;05;1026,08670170853
147450;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;63;1;63;182,716294737712
147450;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;63;1;63;182,716294737712
147453;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;205,174968680758
147453;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;205,174968680758
147453;1;3;3;2;2;2;1;3; ; ; ; ; ; ;1;1;07;44;1;44;205,174968680758
147453;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;205,174968680758
147454;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;193,918035312364
147454;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;23;1;23;193,918035312364
147454;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;193,918035312364
147454;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;193,918035312364
147454;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;193,918035312364
147455;1;1;4;2;2;2;2; ;1;8;1;2; ; ; ;1;07;19;1;19;131,791152347186
147455;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;131,791152347186
147455;1;3;6;2;2;2;2; ;1;2;1;2; ; ; ;1;07;19;1;19;131,791152347186
147456;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;70;1;70;51,5208706331074
147457;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;44;1;44;24,9491480353495
147457;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;24,9491480353495
147457;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;24,9491480353495
147458;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;50;1;50;402,866061795609
147458;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;07;50;1;50;402,866061795609
147459;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;07;76;1;76;1341,1340204167
147459;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;76;1;76;1341,1340204167
147459;1;3;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;76;1;76;1341,1340204167
147459;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;76;1;76;1341,1340204167
147460;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;17;1;17;49,4884849884719
147460;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;49,4884849884719
147460;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;49,4884849884719
147461;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;23;1;23;252,809129023986
147461;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;252,809129023986
147461;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;07;23;1;23;252,809129023986
147461;1;4;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;23;1;23;252,809129023986
147462;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;44;1;44;88,4048828186674
147462;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;44;1;44;88,4048828186674
147462;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;88,4048828186674
147462;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;88,4048828186674
147465;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;50;1;50;305,292945267649
147465;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;50;1;50;305,292945267649
147465;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;50;1;50;305,292945267649
147465;1;4;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;50;1;50;305,292945267649
147466;1;1;4;2;2;2;2; ;1;11; ; ; ; ; ;1;07;13;1;13;284,493386653549
147467;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;18;1;18;72,8549385917414
147467;1;2;4;2;2;2;2; ;1;2;2; ;2; ; ;1;07;18;1;18;72,8549385917414
147467;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;18;1;18;72,8549385917414
147468;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;15;1;15;215,909456538254
147468;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;15;1;15;215,909456538254
147470;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;17;1;17;62,1483299855229
147470;1;2;4;2;2;2;2; ;1;2;1;2; ; ; ;1;07;17;1;17;62,1483299855229
147470;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;62,1483299855229
147470;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;62,1483299855229
147470;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;17;1;17;62,1483299855229
147470;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;62,1483299855229
147472;1;1;4;2;2;2;1;3; ; ; ; ; ; ;1;1;07;17;1;17;166,599283489354
147473;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;70;1;70;129,395118565151
147473;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;70;1;70;129,395118565151
147474;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;163,591594254104
147474;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;66;1;66;163,591594254104
147475;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;232,056371914744
147475;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;232,056371914744
147475;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;232,056371914744
147475;1;4;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;52;1;52;232,056371914744
147476;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;44;1;44;143,037379322172
147476;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;143,037379322172
147476;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;143,037379322172
147477;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;143,108252527611
147479;1;1;4;2;2;2;2; ;1;8;2; ;2; ; ;1;07;44;1;44;60,5907880858487
147479;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;60,5907880858487
147480;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;274,454895513005
147480;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;274,454895513005
147480;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;274,454895513005
147480;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;274,454895513005
147481;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;44;1;44;66,8397032846493
147481;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;66,8397032846493
147481;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;66,8397032846493
147482;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;253,754987242659
147482;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;253,754987242659
147483;1;1;6;2;2;1; ; ; ; ; ; ; ; ; ;1;07;68;1;68;606,70429587347
147483;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;68;1;68;606,70429587347
147483;1;3;6;2;2;1; ; ; ; ; ; ; ; ; ;1;07;68;1;68;606,70429587347
147483;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;07;68;1;68;606,70429587347
147483;2;1;6;2;2;2;1;3; ; ; ; ; ; ;1;1;07;68;1;68;606,70429587347
147483;2;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;68;1;68;606,70429587347
147483;3;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;07;68;1;68;606,70429587347
147483;3;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;68;1;68;606,70429587347
147484;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;70;1;70;155,642257063351
147484;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;70;1;70;155,642257063351
147486;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;73;1;73;129,578824840119
147486;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;73;1;73;129,578824840119
147486;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;07;73;1;73;129,578824840119
147486;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;73;1;73;129,578824840119
147487;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;15;1;15;152,116267370203
147487;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;15;1;15;152,116267370203
147488;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;120,336574912711
147488;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;120,336574912711
147489;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;44;1;44;446,027393262957
147490;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;63;1;63;152,280863541003
147490;1;2;4;2;2;2;2; ;1;11; ; ; ; ; ;1;07;63;1;63;152,280863541003
147490;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;63;1;63;152,280863541003
147490;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;63;1;63;152,280863541003
147490;1;5;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;63;1;63;152,280863541003
147491;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;194,047931420857
147491;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;194,047931420857
147492;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;50;1;50;224,933488650336
147492;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;50;1;50;224,933488650336
147492;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;50;1;50;224,933488650336
147494;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;90,6726503911118
147494;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;07;23;1;23;90,6726503911118
147494;1;3;4;2;2;2;1;4; ; ; ; ; ; ;1;1;07;23;1;23;90,6726503911118
147494;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;90,6726503911118
147495;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;338,103809368129
147495;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;338,103809368129
147496;1;1;4;2;2;2;1;4; ; ; ; ; ; ;1;1;07;18;1;18;116,973450121088
147496;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;18;1;18;116,973450121088
147497;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;399,142311913788
147497;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;399,142311913788
147497;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;399,142311913788
147498;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;50;1;50;184,312232661951
147498;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;50;1;50;184,312232661951
147498;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;50;1;50;184,312232661951
147498;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;50;1;50;184,312232661951
147498;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;50;1;50;184,312232661951
147499;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;222,495475440711
147499;1;2;6;2;2;2;2; ;1;11; ; ; ; ; ;1;07;66;1;66;222,495475440711
147500;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;71,0316395798227
147500;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;71,0316395798227
147501;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;05;1;05;1297,27798334324
147501;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;05;1;05;1297,27798334324
147502;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;82,3967019125944
147502;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;82,3967019125944
147503;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;166,612880038928
147504;1;1;4;2;2;2;2; ;1;12; ; ; ; ; ;1;07;44;1;44;116,238101515588
147504;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;116,238101515588
147505;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;15;1;15;74,2594612115526
147505;1;2;2;2;2;2;1;3; ; ; ; ; ; ;1;1;07;15;1;15;74,2594612115526
147506;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;70;1;70;66,5120309143166
147506;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;70;1;70;66,5120309143166
147507;1;1;4;2;2;2;2; ;1;2;2; ;1;4;1;1;07;44;1;44;446,027393262957
147510;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;338,356898351629
147510;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;338,356898351629
147510;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;338,356898351629
147510;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;338,356898351629
147511;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;172,112056884787
147511;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;172,112056884787
147513;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;50;1;50;221,075756685024
147513;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;50;1;50;221,075756685024
147517;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;44;1;44;36,2758098650229
147517;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;07;44;1;44;36,2758098650229
147517;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;36,2758098650229
147517;1;5;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;36,2758098650229
147518;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;17;1;17;140,405488066573
147518;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;17;1;17;140,405488066573
147518;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;140,405488066573
147518;1;4;4;2;2;2;2; ;1;11; ; ; ; ; ;1;07;17;1;17;140,405488066573
147518;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;17;1;17;140,405488066573
147519;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;15;1;15;86,8244161761813
147519;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;15;1;15;86,8244161761813
147520;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;82,3967019125944
147520;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;82,3967019125944
147521;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;99,360728776952
147521;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;99,360728776952
147522;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;18;1;18;87,6854673258361
147522;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;18;1;18;87,6854673258361
147522;1;3;3;1; ; ; ; ; ; ; ; ; ; ; ;1;07;18;1;18;87,6854673258361
147523;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;08;1;08;555,307278589488
147523;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;07;08;1;08;555,307278589488
147523;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;08;1;08;555,307278589488
147524;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;331,90943993487
147524;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;331,90943993487
147524;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;331,90943993487
147525;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;27;1;27;28,7007857835555
147525;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;27;1;27;28,7007857835555
147526;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;05;1;05;1409,04437463273
147526;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;05;1;05;1409,04437463273
147526;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;05;1;05;1409,04437463273
147527;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;66;1;66;149,835428484912
147527;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;149,835428484912
147528;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;258,385757823829
147528;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;258,385757823829
147528;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;258,385757823829
147530;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;41;1;41;94,5431081568026
147530;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;41;1;41;94,5431081568026
147530;1;3;4;2;2;2;1;5; ; ; ; ; ; ;1;1;07;41;1;41;94,5431081568026
147530;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;41;1;41;94,5431081568026
147531;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;15;1;15;64,9549939703768
147531;1;2;4;2;2;2;2; ;1;2;1;2; ; ; ;1;07;15;1;15;64,9549939703768
147531;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;15;1;15;64,9549939703768
147532;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;15;1;15;110,971444896027
147533;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;303,778902498309
147533;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;303,778902498309
147535;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;54;1;54;262,66590370652
147535;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;54;1;54;262,66590370652
147536;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;13;1;13;498,688661925284
147536;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;498,688661925284
147536;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;13;1;13;498,688661925284
147537;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;101,092465233839
147537;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;101,092465233839
147537;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;101,092465233839
147538;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;68;1;68;445,72912889855
147538;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;68;1;68;445,72912889855
147538;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;68;1;68;445,72912889855
147539;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;05;1;05;756,716001750668
147539;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;07;05;1;05;756,716001750668
147539;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;05;1;05;756,716001750668
147540;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;08;1;08;304,984418796932
147540;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;08;1;08;304,984418796932
147540;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;08;1;08;304,984418796932
147540;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;08;1;08;304,984418796932
147540;1;5;3;2;2;2;1;7; ; ; ; ; ; ;1;1;07;08;1;08;304,984418796932
147541;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;457,331629801714
147541;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;47;1;47;457,331629801714
147542;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;70;1;70;55,4952991677744
147542;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;70;1;70;55,4952991677744
147542;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;70;1;70;55,4952991677744
147543;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;73;1;73;515,009821962182
147544;1;1;4;2;2;2;2; ;1;2;1;2; ; ; ;1;07;15;1;15;64,9155387454139
147544;1;2;4;2;2;2;2; ;1;2;1;2; ; ; ;1;07;15;1;15;64,9155387454139
147544;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;15;1;15;64,9155387454139
147545;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;05;1;05;803,353054738838
147545;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;05;1;05;803,353054738838
147545;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;05;1;05;803,353054738838
147547;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;222,495475440711
147547;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;222,495475440711
147549;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;05;1;05;758,849121308703
147549;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;05;1;05;758,849121308703
147549;1;3;2;1; ; ; ; ; ; ; ; ; ; ; ;1;07;05;1;05;758,849121308703
147550;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;74,7738610538706
147550;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;44;1;44;74,7738610538706
147550;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;74,7738610538706
147551;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;18;1;18;105,231088798086
147552;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;08;1;08;584,157543183816
147552;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;07;08;1;08;584,157543183816
147552;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;08;1;08;584,157543183816
147552;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;08;1;08;584,157543183816
147553;1;1;4;2;2;2;2; ;1;3;1;1; ;4;1;1;07;54;1;54;330,88821074972
147553;1;2;6;2;2;2;1;2; ; ; ; ; ; ;1;1;07;54;1;54;330,88821074972
147553;1;3;6;2;2;2;2; ;1;11; ; ; ; ; ;1;07;54;1;54;330,88821074972
147554;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;15;1;15;53,9195877874498
147554;1;2;6;1; ; ; ; ; ; ; ; ; ; ; ;1;07;15;1;15;53,9195877874498
147554;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;15;1;15;53,9195877874498
147556;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;196,323459154988
147556;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;07;23;1;23;196,323459154988
147557;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;63;1;63;128,346224810628
147557;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;63;1;63;128,346224810628
147557;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;63;1;63;128,346224810628
147557;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;63;1;63;128,346224810628
147558;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;15;1;15;77,9442985510939
147558;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;15;1;15;77,9442985510939
147560;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;41;1;41;96,2404200796256
147560;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;41;1;41;96,2404200796256
147561;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;70;1;70;152,369864260302
147561;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;07;70;1;70;152,369864260302
147561;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;70;1;70;152,369864260302
147563;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;370,442847768839
147564;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;13;1;13;315,460686350549
147564;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;315,460686350549
147564;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;315,460686350549
147564;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;315,460686350549
147565;1;1;6;2;2;2;1;6; ; ; ; ; ; ;1;1;07;73;1;73;223,729148182348
147565;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;73;1;73;223,729148182348
147565;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;73;1;73;223,729148182348
147566;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;185,105144966587
147566;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;19;1;19;185,105144966587
147566;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;185,105144966587
147566;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;185,105144966587
147566;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;185,105144966587
147568;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;118,728536176778
147568;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;118,728536176778
147568;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;17;1;17;118,728536176778
147569;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;263,039095409907
147569;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;263,039095409907
