directorio;secuencia_p;orden;P7430;P7440;P7450;ini;mes;area;dpto;fex_c_2011
141518;1;1;1;4;5;1;07;68;68;365,883348010786
141518;1;2;2; ; ;1;07;68;68;365,883348010786
141520;1;1;1;1,3;3;1;07;66;66;608,927968563859
141521;1;1;1;1,3;8;1;07;68;68;442,002748035306
141521;1;3;2; ; ;1;07;68;68;442,002748035306
141522;1;4;2; ; ;1;07;68;68;270,163329282905
141522;1;5;2; ; ;1;07;68;68;270,163329282905
141523;1;1;1;2;5;1;07;13;13;325,539101010137
141524;1;1;1;3;3;1;07;13;13;334,844326335303
141529;1;2;1;1,3;1;1;07;17;17;96,7990947916639
141529;1;3;2; ; ;1;07;17;17;96,7990947916639
141529;1;5;1;2;9;1;07;17;17;96,7990947916639
141530;1;1;2; ; ;1;07;13;13;383,794499073101
141533;1;2;1;1,3;3;1;07;68;68;531,606098620901
141545;1;1;1;2;5;1;07;13;13;255,975920818872
141545;1;2;1;4;5;1;07;13;13;255,975920818872
141547;1;3;2; ; ;1;07;13;13;433,365126713895
141548;1;3;2; ; ;1;07;17;17;158,993670202464
141548;1;4;1;4;3;1;07;17;17;158,993670202464
141557;1;1;1;4;3;1;07;76;76;1485,41130519854
141564;1;1;1;9;4;1;07;54;54;269,561181570419
141565;1;1;1;1,2;9;1;07;50;50;60,7022477448495
141568;1;1;1;4;6;1;07;54;54;508,531042608896
141575;1;1;1;4;5;1;07;13;13;221,53397157191
141575;1;3;2; ; ;1;07;13;13;221,53397157191
141575;1;6;1;4;7;1;07;13;13;221,53397157191
141582;1;1;1;4;5;1;07;50;50;82,1366103836332
141585;1;1;1;4;5;1;07;76;76;1055,01398332478
141585;1;2;2; ; ;1;07;76;76;1055,01398332478
141586;1;2;1;1,3;9;1;07;54;54;429,893308864371
141586;1;4;1;4;8;1;07;54;54;429,893308864371
141590;1;2;1;1,4;3;1;07;50;50;146,079705319012
141592;1;3;2; ; ;1;07;23;23;136,767218538367
141592;1;4;2; ; ;1;07;23;23;136,767218538367
141593;1;2;1;3;3;1;07;50;50;115,199179606366
141596;1;2;2; ; ;1;07;52;52;236,122545931375
141598;1;1;1;4;9;1;07;13;13;550,912324786386
141601;1;1;1;4;5;1;07;76;76;2166,69063630033
141601;1;2;2; ; ;1;07;76;76;2166,69063630033
141602;1;4;1;3;2;1;07;68;68;1115,88562725081
141605;1;2;1;1,3;7;1;07;13;13;467,330989725264
141614;1;5;2; ; ;1;07;50;50;98,9584669460276
141615;1;1;1;1,3;1;1;07;17;17;94,4780167961736
141617;1;1;1;1,4;3;1;07;66;66;243,972872593634
141617;1;4;2; ; ;1;07;66;66;243,972872593634
141623;1;2;1;2;3;1;07;50;50;167,421756454439
141625;1;2;1;1,3;9;1;07;52;52;119,839527360636
141628;1;2;1;4;4;1;07;23;23;128,826496845333
141631;1;1;1;4;5;1;07;76;76;1393,88832951107
141633;1;1;1;4;5;1;07;13;13;231,403128435572
141634;1;3;1;1,4;2;1;07;54;54;321,630775886345
141634;1;4;2; ; ;1;07;54;54;321,630775886345
141634;1;5;2; ; ;1;07;54;54;321,630775886345
141636;1;1;2; ; ;1;07;11;11;2034,26223777484
141639;1;5;1;3;3;1;07;76;76;2085,61699155817
141640;1;2;2; ; ;1;07;54;54;372,227140145537
141644;1;4;2; ; ;1;07;76;76;1919,18563527803
141644;1;5;2; ; ;1;07;76;76;1919,18563527803
141645;1;1;2; ; ;1;07;17;17;195,546389900798
141645;1;3;2; ; ;1;07;17;17;195,546389900798
141655;1;1;1;1,4;8;1;07;11;11;2251,79784766613
141655;1;2;1;4;3;1;07;11;11;2251,79784766613
141658;1;3;2; ; ;1;07;68;68;389,669307155185
141661;1;2;1;4;3;1;07;23;23;131,47285165291
141663;1;4;2; ; ;1;07;76;76;1956,81735040468
141666;1;1;1;3;4;1;07;50;50;57,9002681959566
141666;1;2;1;3;3;1;07;50;50;57,9002681959566
141667;1;2;1;4;3;1;07;54;54;658,107978517435
141668;1;1;1;3;3;1;07;68;68;458,927249305359
141669;1;1;1;2;5;1;07;66;66;152,725803884637
141669;1;2;2; ; ;1;07;66;66;152,725803884637
141669;1;3;2; ; ;1;07;66;66;152,725803884637
141672;1;1;1;4;3;1;07;52;52;144,737926383962
141677;1;2;1;4;3;1;07;68;68;425,057152773844
141677;1;3;2; ; ;1;07;68;68;425,057152773844
141679;1;3;2; ; ;1;07;68;68;355,857503760728
141679;1;4;2; ; ;1;07;68;68;355,857503760728
141679;1;5;1;4;5;1;07;68;68;355,857503760728
141680;1;2;2; ; ;1;07;50;50;53,7840469547615
141681;1;3;1;3;4;1;07;08;08;501,002166961481
141681;1;5;2; ; ;1;07;08;08;501,002166961481
141685;1;2;1;1,4;9;1;07;68;68;1537,79977403901
141687;1;3;2; ; ;1;07;66;66;244,372510155692
141687;1;4;2; ; ;1;07;66;66;244,372510155692
141688;1;1;1;4;4;1;07;66;66;209,985416473485
141688;1;2;2; ; ;1;07;66;66;209,985416473485
141690;1;1;2; ; ;1;07;54;54;95,326319040768
141690;1;3;2; ; ;1;07;54;54;95,326319040768
141691;1;2;1;4;4;1;07;13;13;337,605644082018
141691;1;4;2; ; ;1;07;13;13;337,605644082018
141692;1;1;1;4;4;1;07;50;50;168,665998657787
141692;1;2;1;4;3;1;07;50;50;168,665998657787
141693;1;2;1;3;3;1;07;13;13;452,118620349594
141697;1;1;1;4;6;1;07;76;76;1646,269084164
141697;1;2;1;4;8;1;07;76;76;1646,269084164
141697;1;3;1;4;5;1;07;76;76;1646,269084164
141700;1;2;1;4;5;1;07;17;17;196,69265887923
141701;1;2;1;4;3;1;07;73;73;170,585025629826
141703;1;1;1;4;4;1;07;11;11;1767,12468233748
141703;1;2;1;1,3;9;1;07;11;11;1767,12468233748
141707;1;1;1;4;7;1;07;23;23;84,812091155507
141709;1;1;1;4;3;1;07;54;54;221,053572004263
141710;1;1;1;1,4;8;1;07;50;50;71,6999564060585
141710;1;2;1;4;3;1;07;50;50;71,6999564060585
141710;2;2;2; ; ;1;07;50;50;71,6999564060585
141710;2;3;2; ; ;1;07;50;50;71,6999564060585
141711;1;1;1;3;4;1;07;23;23;99,4197227059348
141711;1;2;2; ; ;1;07;23;23;99,4197227059348
141712;1;1;1;4;5;1;07;76;76;938,274524084989
141712;1;2;1;4;3;1;07;76;76;938,274524084989
141712;1;3;2; ; ;1;07;76;76;938,274524084989
141717;1;1;1;4;5;1;07;73;73;87,6993473859765
141717;1;2;1;4;5;1;07;73;73;87,6993473859765
141718;1;2;2; ; ;1;07;23;23;104,441890316046
141720;1;3;2; ; ;1;07;50;50;143,777675277641
141725;1;1;1;4;5;1;07;23;23;147,51978156091
141725;1;2;1;4;3;1;07;23;23;147,51978156091
141731;1;1;1;1,2;7;1;07;17;17;105,157064817622
141732;1;1;1;4;3;1;07;52;52;203,200266900445
141732;1;3;2; ; ;1;07;52;52;203,200266900445
141736;1;2;1;1,4;5;1;07;23;23;117,066471668297
141736;1;3;2; ; ;1;07;23;23;117,066471668297
141738;1;1;1;1,4;8;1;07;76;76;2002,73942549644
141739;1;5;1;4;4;1;07;50;50;242,113154039045
141739;1;6;1;1,4;4;1;07;50;50;242,113154039045
141741;1;2;1;1,3;4;1;07;73;73;222,736490532394
141741;1;3;2; ; ;1;07;73;73;222,736490532394
141741;1;4;1;3;4;1;07;73;73;222,736490532394
141743;1;2;1;4;4;1;07;23;23;176,085952022902
141744;1;1;1;1,2;9;1;07;52;52;268,852687078311
141746;1;2;1;1,4;8;1;07;13;13;446,904670508515
141747;1;3;2; ; ;1;07;54;54;260,498699578428
141754;1;1;1;4;1;1;07;11;11;2240,01306475195
141754;1;2;1;4;7;1;07;11;11;2240,01306475195
141755;1;1;1;4;5;1;07;23;23;198,103192164642
141755;1;2;1;2;4;1;07;23;23;198,103192164642
141755;1;3;2; ; ;1;07;23;23;198,103192164642
141760;1;1;1;4;5;1;07;73;73;187,204376150834
141760;1;2;1;4;3;1;07;73;73;187,204376150834
141761;1;1;1;3;4;1;07;17;17;167,240445794682
141761;1;2;2; ; ;1;07;17;17;167,240445794682
141765;1;3;1;1,3;7;1;07;05;05;1556,6526728707
141766;1;2;2; ; ;1;07;13;13;290,184270942623
141766;1;4;2; ; ;1;07;13;13;290,184270942623
141766;1;5;1;1,3;9;1;07;13;13;290,184270942623
141766;1;6;2; ; ;1;07;13;13;290,184270942623
141767;1;2;2; ; ;1;07;73;73;213,384645619578
141771;1;1;1;4;3;1;07;68;68;377,488785692164
141771;1;2;1;4;8;1;07;68;68;377,488785692164
141774;1;1;1;3;5;1;07;73;73;233,875425617175
141777;1;3;2; ; ;1;07;11;11;2382,80066373967
141777;1;4;2; ; ;1;07;11;11;2382,80066373967
141783;1;2;1;2;5;1;07;08;08;473,998661341275
141784;1;3;2; ; ;1;07;23;23;180,950306994376
141784;1;4;2; ; ;1;07;23;23;180,950306994376
141786;1;3;2; ; ;1;07;17;17;238,628146619577
141790;1;2;1;3;3;1;07;73;73;170,585025629826
141797;1;1;1;4;5;1;07;50;50;81,7223012487571
141797;1;2;1;1,4;8;1;07;50;50;81,7223012487571
141798;1;1;1;3;4;1;07;05;05;1506,85129668896
141798;1;2;2; ; ;1;07;05;05;1506,85129668896
141799;1;3;1;4;4;1;07;17;17;150,481484347532
141799;1;4;2; ; ;1;07;17;17;150,481484347532
141802;1;1;1;2;5;1;07;52;52;148,467774327646
141802;1;2;1;4;7;1;07;52;52;148,467774327646
141807;1;2;1;4;4;1;07;73;73;243,042823887908
141807;1;3;2; ; ;1;07;73;73;243,042823887908
141810;1;1;1;1,3;9;1;07;23;23;236,861286868556
141810;1;2;1;1,3;9;1;07;23;23;236,861286868556
141810;1;3;2; ; ;1;07;23;23;236,861286868556
141810;1;4;2; ; ;1;07;23;23;236,861286868556
141816;1;2;1;1,3;9;1;07;11;11;2640,99747565781
141821;1;1;1;1,4;7;1;07;52;52;41,0239902747443
141821;1;2;1;1,4;7;1;07;52;52;41,0239902747443
141821;1;3;1;1,4;2;1;07;52;52;41,0239902747443
141821;1;4;1;4;5;1;07;52;52;41,0239902747443
141826;1;1;1;4;5;1;07;66;66;250,384427639815
141826;1;2;2; ; ;1;07;66;66;250,384427639815
141827;1;2;2; ; ;1;07;73;73;200,243972375492
141829;1;3;1;4;4;1;07;76;76;813,572344903244
141831;1;1;1;1,4;7;1;07;76;76;1477,31787207169
141836;1;1;1;4;5;1;07;17;17;125,100673951404
141836;1;2;2; ; ;1;07;17;17;125,100673951404
141836;1;4;2; ; ;1;07;17;17;125,100673951404
141836;1;5;2; ; ;1;07;17;17;125,100673951404
141838;1;1;1;3;4;1;07;17;17;134,49808346843
141845;1;1;1;4;5;1;07;66;66;204,076927685543
141845;1;2;1;4;3;1;07;66;66;204,076927685543
141848;1;2;2; ; ;1;07;13;13;506,101279275458
141854;1;1;1;4;4;1;07;76;76;2517,74254848164
141854;1;2;1;1,4;7;1;07;76;76;2517,74254848164
141856;1;1;2; ; ;1;07;68;68;634,034126341231
141856;1;2;1;4;5;1;07;68;68;634,034126341231
141857;1;1;1;4;4;1;07;17;17;88,3722946222713
141857;1;2;2; ; ;1;07;17;17;88,3722946222713
141857;1;3;1;4;5;1;07;17;17;88,3722946222713
141858;1;3;2; ; ;1;07;66;66;224,97198410575
141858;1;5;1;4;4;1;07;66;66;224,97198410575
141858;1;6;1;4;3;1;07;66;66;224,97198410575
141864;1;2;1;3;4;1;07;52;52;119,234430634289
141870;1;1;1;4;5;1;07;17;17;199,11139272002
141870;1;2;1;4;5;1;07;17;17;199,11139272002
141870;1;3;2; ; ;1;07;17;17;199,11139272002
141872;1;2;1;1,3;7;1;07;17;17;88,3722946222713
141872;1;3;2; ; ;1;07;17;17;88,3722946222713
141872;1;4;1;4;4;1;07;17;17;88,3722946222713
141874;1;1;1;1,4;7;1;07;76;76;897,207375515753
141874;1;4;2; ; ;1;07;76;76;897,207375515753
141875;1;1;2; ; ;1;07;68;68;577,992759200565
141877;1;2;2; ; ;1;07;50;50;190,218167659826
141877;1;3;2; ; ;1;07;50;50;190,218167659826
141879;1;1;1;4;7;1;07;52;52;74,2882424821649
141883;1;1;2; ; ;1;07;08;08;991,399432370591
141883;1;4;2; ; ;1;07;08;08;991,399432370591
141883;1;5;1;4;3;1;07;08;08;991,399432370591
141886;1;3;2; ; ;1;07;13;13;622,559373428476
141887;1;1;2; ; ;1;07;68;68;233,929237014622
141887;1;2;2; ; ;1;07;68;68;233,929237014622
141887;1;3;2; ; ;1;07;68;68;233,929237014622
141887;1;4;2; ; ;1;07;68;68;233,929237014622
141888;1;1;1;1,3;7;1;07;13;13;506,101279275458
141889;1;3;1;4;4;1;07;52;52;256,964131055698
141890;1;1;1;4;5;1;07;52;52;62,6348422944756
141890;1;2;1;4;5;1;07;52;52;62,6348422944756
141890;1;3;1;4;4;1;07;52;52;62,6348422944756
141891;1;1;1;4;3;1;07;17;17;143,653574508008
141891;1;2;1;4;3;1;07;17;17;143,653574508008
141892;1;2;1;4;3;1;07;50;50;301,00935937936
141895;1;1;1;4;4;1;07;52;52;185,981858392223
141902;1;1;1;4;5;1;07;17;17;206,058975968717
141904;1;2;1;1,2;9;1;07;13;13;312,021642044265
141906;1;2;1;1,3;9;1;07;52;52;213,61492836783
141909;1;1;1;4;3;1;07;73;73;294,671917540738
141910;1;3;2; ; ;1;07;52;52;221,011341083165
141910;1;4;2; ; ;1;07;52;52;221,011341083165
141914;1;1;1;4;4;1;07;50;50;161,347710162476
141917;1;1;1;4;5;1;07;17;17;98,9769699769438
141917;1;2;1;4;3;1;07;17;17;98,9769699769438
141917;1;4;2; ; ;1;07;17;17;98,9769699769438
141921;1;1;1;3;6;1;07;23;23;173,792112034864
141921;1;2;1;4;5;1;07;23;23;173,792112034864
141926;1;2;2; ; ;1;07;76;76;1338,68145289543
141930;1;5;1;1,2;3;1;07;50;50;205,782033961109
141932;1;2;1;1,3;3;1;07;08;08;397,883879133036
141932;1;3;1;1,3;8;1;07;08;08;397,883879133036
141932;1;4;2; ; ;1;07;08;08;397,883879133036
141932;1;5;2; ; ;1;07;08;08;397,883879133036
141934;1;2;1;4;4;1;07;50;50;305,251381831868
141937;1;5;2; ; ;1;07;52;52;62,6348422944756
141938;1;2;1;4;7;1;07;17;17;88,862178053043
141938;1;7;2; ; ;1;07;17;17;88,862178053043
141944;1;1;1;1,2;1;1;07;13;13;271,640116958556
141944;1;2;1;1,2;9;1;07;13;13;271,640116958556
141947;1;1;1;4;4;1;07;68;68;1433,3474656036
141950;1;3;2; ; ;1;07;17;17;226,417713592873
141950;1;4;2; ; ;1;07;17;17;226,417713592873
141953;1;2;1;2;3;1;07;73;73;197,079623499235
141954;1;1;1;1,2;1;1;07;66;66;441,221018339537
141962;1;1;1;3;3;1;07;50;50;266,220863659855
141962;1;2;1;1,3;1;1;07;50;50;266,220863659855
141962;1;4;2; ; ;1;07;50;50;266,220863659855
141965;1;1;1;4;3;1;07;17;17;195,204293978226
141966;1;1;1;4;5;1;07;52;52;157,330416145033
141966;1;2;2; ; ;1;07;52;52;157,330416145033
141969;1;1;1;4;3;1;07;23;23;143,959667721192
141969;1;4;2; ; ;1;07;23;23;143,959667721192
141976;1;1;1;4;4;1;07;23;23;212,414071367238
141976;1;2;1;1,3;1;1;07;23;23;212,414071367238
141976;1;3;1;1,3;9;1;07;23;23;212,414071367238
141977;1;1;1;4;6;1;07;52;52;69,5676263631897
141977;1;2;1;4;3;1;07;52;52;69,5676263631897
141982;1;1;1;4;4;1;07;68;68;1225,9843526998
141982;1;5;2; ; ;1;07;68;68;1225,9843526998
141988;1;1;1;2;1;1;07;17;17;178,845504628948
141992;1;3;2; ; ;1;07;66;66;212,103906773248
141995;1;1;1;4;4;1;07;52;52;69,5676263631897
141995;1;2;1;4;3;1;07;52;52;69,5676263631897
141998;1;1;1;4;5;1;07;17;17;113,116537116507
141998;1;2;1;4;3;1;07;17;17;113,116537116507
141998;1;3;1;4;8;1;07;17;17;113,116537116507
141999;1;1;1;1,3;9;1;07;23;23;177,961890156871
141999;1;3;2; ; ;1;07;23;23;177,961890156871
142004;1;2;1;4;5;1;07;13;13;551,939843925788
142004;1;5;1;3;1;1;07;13;13;551,939843925788
142007;1;2;2; ; ;1;07;73;73;237,327615993003
142007;1;3;2; ; ;1;07;73;73;237,327615993003
142008;1;1;1;4;5;1;07;05;05;1507,53277815977
142008;1;2;1;4;3;1;07;05;05;1507,53277815977
142008;1;3;2; ; ;1;07;05;05;1507,53277815977
142009;1;2;2; ; ;1;07;66;66;212,480563774233
142009;1;3;2; ; ;1;07;66;66;212,480563774233
142011;1;1;1;4;8;1;07;17;17;129,33963382739
142011;1;2;1;4;5;1;07;17;17;129,33963382739
142012;1;1;1;4;5;1;07;73;73;173,778903147021
142013;1;2;2; ; ;1;07;50;50;248,985822226879
142013;1;3;2; ; ;1;07;50;50;248,985822226879
142015;1;1;1;2;3;1;07;23;23;188,32370866738
142015;1;3;2; ; ;1;07;23;23;188,32370866738
142015;1;4;2; ; ;1;07;23;23;188,32370866738
142015;1;5;1;1,3;9;1;07;23;23;188,32370866738
142017;1;1;1;1,3;9;1;07;68;68;1780,65454298119
142019;1;2;1;3;8;1;07;13;13;456,898213182263
142020;1;1;1;1,3;7;1;07;66;66;180,133646856215
142020;1;3;2; ; ;1;07;66;66;180,133646856215
142022;1;1;1;1,3;8;1;07;05;05;1332,50290022577
142022;1;2;1;4;3;1;07;05;05;1332,50290022577
142025;1;1;1;4;5;1;07;73;73;90,370756454432
142032;1;1;1;1,3;7;1;07;66;66;383,573108340699
142032;1;3;2; ; ;1;07;66;66;383,573108340699
142034;1;2;1;4;4;1;07;68;68;1828,43145863029
142034;1;3;2; ; ;1;07;68;68;1828,43145863029
142035;1;1;1;2;4;1;07;23;23;129,424311955696
142035;1;2;2; ; ;1;07;23;23;129,424311955696
142035;1;3;1;3;3;1;07;23;23;129,424311955696
142038;1;1;1;4;7;1;07;05;05;1178,28592501521
142038;1;3;2; ; ;1;07;05;05;1178,28592501521
142040;1;3;2; ; ;1;07;73;73;112,48412394952
142043;1;2;1;4;3;1;07;73;73;166,932000340045
142044;1;3;1;1,2;9;1;07;05;05;1353,30969613827
142045;1;1;1;4;5;1;07;73;73;212,164959637612
142045;1;2;1;4;3;1;07;73;73;212,164959637612
142046;1;2;1;4;3;1;07;73;73;228,794139152856
142046;1;4;2; ; ;1;07;73;73;228,794139152856
142047;1;1;1;4;5;1;07;05;05;1435,4579835912
142050;1;3;1;1,4;2;1;07;76;76;1171,97543055673
142051;1;4;2; ; ;1;07;05;05;1127,67943256278
142052;1;1;1;3;5;1;07;05;05;1394,38383986474
142052;1;2;2; ; ;1;07;05;05;1394,38383986474
142053;1;3;2; ; ;1;07;76;76;1328,3642295819
142054;1;1;1;1,3;7;1;07;13;13;571,523106804429
142054;1;4;1;4;9;1;07;13;13;571,523106804429
142056;1;1;1;4;5;1;07;13;13;441,141260391587
142056;1;5;2; ; ;1;07;13;13;441,141260391587
142056;1;6;2; ; ;1;07;13;13;441,141260391587
142058;1;3;2; ; ;1;07;08;08;514,865008989763
142059;1;1;1;4;5;1;07;13;13;460,166197846891
142059;1;2;2; ; ;1;07;13;13;460,166197846891
142062;1;3;1;2;2;1;07;08;08;460,856049184599
142064;1;1;1;2;4;1;07;50;50;57,4830733258127
142064;1;3;2; ; ;1;07;50;50;57,4830733258127
142066;1;2;1;3;3;1;07;13;13;504,223833392014
142067;1;1;1;2;5;1;07;08;08;664,92598769692
142067;1;2;1;4;3;1;07;08;08;664,92598769692
142069;1;2;2; ; ;1;07;73;73;194,772319332189
142069;1;3;2; ; ;1;07;73;73;194,772319332189
142072;1;2;2; ; ;1;07;50;50;93,9404187924267
142075;1;1;1;4;5;1;07;73;73;190,618873348847
142076;1;4;2; ; ;1;07;50;50;93,5232239222828
142078;1;4;2; ; ;1;07;08;08;754,56536389679
142080;1;1;1;1,2;9;1;07;13;13;260,05671448582
142080;1;2;1;3;1;1;07;13;13;260,05671448582
142091;1;2;2; ; ;1;07;13;13;503,87313183281
142091;1;3;2; ; ;1;07;13;13;503,87313183281
142092;1;2;1;4;4;1;07;68;68;325,378981842405
142092;1;4;2; ; ;1;07;68;68;325,378981842405
142093;1;1;1;4;5;1;07;52;52;97,9109502009152
142094;1;4;2; ; ;1;07;68;68;308,493896442268
142094;1;5;2; ; ;1;07;68;68;308,493896442268
142094;1;6;2; ; ;1;07;68;68;308,493896442268
142095;1;1;1;3;5;1;07;73;73;156,74742962675
142099;1;2;1;3;4;1;07;66;66;373,991434916374
142099;1;3;2; ; ;1;07;66;66;373,991434916374
142101;1;1;1;1,4;4;1;07;50;50;140,542092478446
142101;1;2;1;1,4;3;1;07;50;50;140,542092478446
142101;1;4;2; ; ;1;07;50;50;140,542092478446
142101;1;5;2; ; ;1;07;50;50;140,542092478446
142105;1;2;1;4;3;1;07;52;52;250,852167042673
142107;1;1;1;3;4;1;07;73;73;149,763500920668
142110;1;1;1;3;5;1;07;11;11;1234,86247623932
142110;1;2;1;4;3;1;07;11;11;1234,86247623932
142121;1;1;1;4;4;1;07;54;54;154,883708789416
142123;1;2;1;3;5;1;07;73;73;118,267345566824
142123;1;3;2; ; ;1;07;73;73;118,267345566824
142128;1;2;2; ; ;1;07;13;13;351,040191392124
142128;1;5;2; ; ;1;07;13;13;351,040191392124
142129;1;2;1;1,3;1;1;07;68;68;553,48376716583
142129;1;3;2; ; ;1;07;68;68;553,48376716583
142131;1;2;1;3;3;1;07;66;66;606,359231407525
142131;1;4;2; ; ;1;07;66;66;606,359231407525
142132;1;2;1;1,3;7;1;07;52;52;83,6630277831823
142136;1;1;1;1,4;4;1;07;73;73;270,871689972402
142136;1;3;2; ; ;1;07;73;73;270,871689972402
142140;1;3;2; ; ;1;07;08;08;523,524889637143
142141;1;5;1;4;3;1;07;13;13;557,705071620584
142145;1;2;1;3;3;1;07;68;68;351,106460914327
142149;1;3;1;4;4;1;07;54;54;141,313820609263
142149;1;5;1;4;4;1;07;54;54;141,313820609263
142154;1;1;1;1,3;7;1;07;13;13;450,693347378476
142156;1;1;1;4;5;1;07;54;54;200,659955576532
142156;1;2;1;4;4;1;07;54;54;200,659955576532
142161;1;1;1;3;5;1;07;08;08;354,439007073418
142163;1;2;1;4;6;1;07;73;73;347,557806294042
142166;1;1;1;4;3;1;07;05;05;1122,75194655256
142171;1;2;2; ; ;1;07;13;13;274,2842341902
142171;1;3;2; ; ;1;07;13;13;274,2842341902
142173;1;1;1;1,3;7;1;07;54;54;255,442877183102
142173;1;3;2; ; ;1;07;54;54;255,442877183102
142173;1;4;2; ; ;1;07;54;54;255,442877183102
142174;1;1;2; ; ;1;07;66;66;262,716629146699
142174;1;3;2; ; ;1;07;66;66;262,716629146699
142174;1;4;2; ; ;1;07;66;66;262,716629146699
142177;1;4;2; ; ;1;07;23;23;278,301304216243
142180;1;1;1;1,3;9;1;07;23;23;176,085952022902
142180;1;2;1;1,3;9;1;07;23;23;176,085952022902
142183;1;3;2; ; ;1;07;50;50;240,446143040014
142186;1;4;2; ; ;1;07;13;13;645,062016416922
142187;1;2;1;4;5;1;07;23;23;159,518825850252
142187;1;3;2; ; ;1;07;23;23;159,518825850252
142187;1;4;2; ; ;1;07;23;23;159,518825850252
142188;1;2;2; ; ;1;07;23;23;310,44077395352
142188;1;3;2; ; ;1;07;23;23;310,44077395352
142190;1;1;1;4;5;1;07;50;50;85,5631796316158
