directorio;secuencia_p;orden;P7250;P7310;P7320;OFICIO2;RAMA2D_D_r4;RAMA4D_D_r4;P7350;P7360;dsi;mes;area;dpto;fex_c_2011
141675;1;1;2;2;3;02;42;4210;1;9;1;07;52;52;233,03446731036
141676;1;2;12;2;12;33;64;6499;1;3;1;07;23;23;145,755295433249
141679;1;1;13;2;13;97;53;5320;4;1;1;07;68;68;355,857503760728
141679;1;2;14;2;14;39;42;4210;1;6;1;07;68;68;355,857503760728
141699;1;2;16;2;16;54;88;8890;9;2;1;07;68;68;1627,96569863397
141699;1;3;16;2;16;54;88;8890;9;2;1;07;68;68;1627,96569863397
141702;1;1;33;2;21;45;46;4631;1;4;1;07;52;52;264,927539071637
141710;2;1;13;2;13;53;56;5613;1;3;1;07;50;50;71,6999564060585
141716;1;1;8;2;8;77;10;1081;4;1;1;07;68;68;2034,8142210438
141718;1;1;15;2;16;59;86;8621;1;7;1;07;23;23;104,441890316046
141732;1;2;8;2;25;97;47;4729;1;3;1;07;52;52;203,200266900445
141739;1;2;25;2;25;59;97;9700;3;1;1;07;50;50;242,113154039045
141748;1;1;8;2;8;97;47;4711;1;9;1;07;76;76;830,9444576049
141748;1;2;8;2;8;54;97;9700;3;1;1;07;76;76;830,9444576049
141753;1;3;5;2;5;45;47;4711;1;4;1;07;54;54;1030,64349733693
141754;1;3;16;2;16;13;85;8553;4;1;1;07;11;11;2240,01306475195
141754;1;4;4;2;48;59;73;7310;1;4;1;07;11;11;2240,01306475195
141787;1;1;5;2;5;53;56;5611;1;2;1;07;52;52;192,983901845282
141794;1;1;20;2;20;53;55;5511;1;7;1;07;13;13;277,626241609527
141794;1;3;26;1; ; ; ; ; ; ;1;07;13;13;277,626241609527
141794;1;4;26;2;26;32;25;2592;1;7;1;07;13;13;277,626241609527
141802;1;3;28;2;52;32;85;8544;1;9;1;07;52;52;148,467774327646
141829;1;1;8;2;8;95;42;4210;1;6;1;07;76;76;813,572344903244
141831;1;2;3;2;15;54;81;8121;4;1;1;07;76;76;1477,31787207169
141838;1;3;28;2;28;62;01;0123;8;4;1;07;17;17;134,49808346843
141853;1;1;12;2;12;98;49;4921;1;9;1;07;50;50;466,291025471908
141877;1;4;14;2;14;95;41;4111;1;4;1;07;50;50;190,218167659826
141889;1;1;4;2;15;55;81;8121;4;1;1;07;52;52;256,964131055698
141909;1;3;9;2;10;87;25;2592;4;1;1;07;73;73;294,671917540738
141914;1;2;24;2;16;19;74;7490;4;1;1;07;50;50;161,347710162476
141930;1;2;24;1; ; ; ; ; ; ;1;07;50;50;205,782033961109
141930;1;3;13;2;5;45;47;4781;4;1;1;07;50;50;205,782033961109
141932;1;1;6;2;15;95;71;7110;1;4;1;07;08;08;397,883879133036
141934;1;3;14;2;14;53;56;5630;1;5;1;07;50;50;305,251381831868
141937;1;4;4;2;24;45;47;4771;1;2;1;07;52;52;62,6348422944756
141950;1;1;16;2;16;98;49;4921;1;3;1;07;17;17;226,417713592873
141978;1;3;52;2;30;21;82;8220;1;9;1;07;11;11;2074,01714531389
142007;1;1;8;2;8;97;10;1081;1;9;1;07;73;73;237,327615993003
142024;1;1;4;2;4;55;81;8121;4;1;1;07;68;68;1950,04573300505
142025;1;2;8;2;14;92;18;1812;4;1;1;07;73;73;90,370756454432
142031;1;3;20;2;32;57;96;9609;1;3;1;07;05;05;1498,42346266128
142032;1;2;8;2;8;11;49;4921;1;4;1;07;66;66;383,573108340699
142034;1;1;12;2;14;45;47;4782;4;1;1;07;68;68;1828,43145863029
142034;2;1;14;2;14;54;97;9700;3;1;1;07;68;68;1828,43145863029
142036;1;1;10;2;13;33;56;5613;1;4;1;07;73;73;103,692193801151
142040;1;1;4;2;13;33;56;5613;1;3;1;07;73;73;112,48412394952
142040;1;2;8;2;14;53;56;5611;1;3;1;07;73;73;112,48412394952
142053;1;1;4;2;12;53;56;5611;1;2;1;07;76;76;1328,3642295819
142053;1;2;12;2;12;99;41;4111;1;4;1;07;76;76;1328,3642295819
142054;1;3;12;2;12;39;52;5229;1;7;1;07;13;13;571,523106804429
142058;1;2;2;2;48;53;56;5619;1;3;1;07;08;08;514,865008989763
142066;1;1;26;2;26;97;49;4921;1;9;1;07;13;13;504,223833392014
142069;1;1;14;2;14;11;69;6920;4;1;1;07;73;73;194,772319332189
142076;1;2;8;2;8;53;56;5619;1;4;1;07;50;50;93,5232239222828
142094;1;3;6;2;12;62;01;0122;1;3;1;07;68;68;308,493896442268
142095;1;2;25;2;152;12;84;8424;4;9;1;07;73;73;156,74742962675
142099;1;1;4;2;6;81;31;3110;1;2;1;07;66;66;373,991434916374
142099;1;4;4;1; ; ; ; ; ; ;1;07;66;66;373,991434916374
142105;1;1;8;2;11;98;49;4921;1;9;1;07;52;52;250,852167042673
142112;1;3;12;2;48;03;25;2592;1;9;1;07;08;08;584,813988643207
142118;1;1;12;2;12;41;47;4772;4;1;1;07;68;68;425,448672261525
142122;1;2;12;2;12;45;47;4771;1;2;1;07;11;11;1943,05791188954
142122;1;3;16;2;16;45;47;4772;1;2;1;07;11;11;1943,05791188954
142125;1;2;13;2;13;59;73;7310;4;1;1;07;68;68;335,385739048807
142128;1;4;12;1; ; ; ; ; ; ;1;07;13;13;351,040191392124
142131;1;1;8;2;14;80;15;1522;4;3;1;07;66;66;606,359231407525
142136;1;2;4;2;17;53;56;5611;1;2;1;07;73;73;270,871689972402
142139;1;1;20;2;20;12;69;6910;1;6;1;07;73;73;204,268839913117
142141;1;2;208;2;208;02;41;4111;1;6;1;07;13;13;557,705071620584
142148;1;1;15;2;15;45;47;4773;1;2;1;07;73;73;103,692193801151
142151;1;1;13;2;13;79;14;1410;4;1;1;07;68;68;363,84389762376
142157;1;1;16;2;16;53;55;5511;1;5;1;07;73;73;214,047586943628
142157;1;2;25;1; ; ; ; ; ; ;1;07;73;73;214,047586943628
142160;1;1;24;2;38;54;97;9700;3;1;1;07;50;50;241,661449835651
142160;1;2;12;2;12;45;47;4724;1;3;1;07;50;50;241,661449835651
142163;1;1;12;2;12;39;14;1410;1;8;1;07;73;73;347,557806294042
142163;1;3;2;2;14;55;81;8121;4;1;1;07;73;73;347,557806294042
142166;1;2;52;2;52;93;45;4511;1;8;1;07;05;05;1122,75194655256
142183;1;1;8;2;16;54;85;8512;1;4;1;07;50;50;240,446143040014
142186;1;2;14;2;14;59;86;8621;1;7;1;07;13;13;645,062016416922
142188;1;1;8;2;8;19;94;9499;2;7;1;07;23;23;310,44077395352
142195;1;1;16;2;8;98;49;4923;1;3;1;07;13;13;515,439832954419
142199;1;2;8;2;16;55;81;8121;4;1;1;07;66;66;577,309019184081
142200;1;1;2;2;52;98;49;4923;1;8;1;07;73;73;401,862344013597
142204;1;1;28;2;30;58;80;8010;1;9;1;07;13;13;515,439832954419
142204;1;2;12;2;26;59;47;4773;1;9;1;07;13;13;515,439832954419
142207;1;2;20;1; ; ; ; ; ; ;1;07;13;13;354,34508759823
142209;1;1;4;2;4;97;13;1313;1;9;1;07;05;05;796,801997403891
142216;1;3;20;2;20;45;10;1081;1;3;1;07;23;23;141,027102162537
142220;1;3;4;2;24;18;84;8413;4;9;1;07;73;73;180,741512908864
142221;1;3;9;2;9;98;49;4923;4;2;1;07;13;13;425,16469526298
142224;1;2;4;2;12;98;49;4921;4;1;1;07;13;13;562,832125234546
142233;1;2;4;2;12;95;41;4111;4;1;1;07;54;54;332,997293431576
142233;1;3;4;1; ; ; ; ; ; ;1;07;54;54;332,997293431576
142237;1;4;20;2;78;45;13;1312;1;6;1;07;05;05;576,005939831305
142252;1;1;3;2;8;55;85;8530;1;5;1;07;73;73;211,314632820401
142256;1;2;10;2;15;53;56;5611;1;3;1;07;05;05;1576,82891108628
142272;1;3;6;2;52;33;86;8610;4;9;1;07;73;73;273,426454803293
142272;1;4;5;1; ; ; ; ; ; ;1;07;73;73;273,426454803293
142275;1;1;8;2;8;98;49;4921;4;1;1;07;17;17;288,904276708301
142295;1;1;3;2;3;95;41;4111;1;7;1;07;52;52;399,514494256322
142297;1;2;12;2;156;54;97;9700;3;1;1;07;73;73;407,969646459708
142298;1;1;10;2;14;59;59;5911;1;9;1;07;73;73;230,887579010701
142303;1;1;16;2;16;97;42;4210;1;6;1;07;11;11;5319,5478525051
142306;1;1;48;2;52;94;47;4774;1;6;1;07;05;05;1092,7571733008
142306;1;2;15;2;15;33;93;9319;1;5;1;07;05;05;1092,7571733008
142315;1;3;4;2;104;03;17;1702;1;9;1;07;05;05;1381,63816888654
142320;1;2;16;2;16;03;95;9511;4;1;1;07;11;11;4957,89745301799
142323;1;2;16;2;16;45;56;5619;1;3;1;07;52;52;301,435023156266
142326;1;1;998;2;70;19;42;4210;4;9;1;07;68;68;556,332887485655
142330;1;2;24;2;39;44;61;6110;1;8;1;07;13;13;338,55793599508
142330;1;3;10;2;12;98;49;4921;4;1;1;07;13;13;338,55793599508
142335;1;1;4;2;4;59;86;8691;1;9;1;07;05;05;1237,10664637663
142342;1;2;15;2;15;45;56;5619;4;1;1;07;68;68;362,513864218287
142346;1;3;32;1; ; ; ; ; ; ;1;07;13;13;327,330294542845
142347;1;1;2;2;4;97;14;1410;1;6;1;07;66;66;277,83213582663
142351;1;2;26;2;26;39;68;6820;1;5;1;07;13;13;452,844435654195
142353;1;1;2;2;11;79;14;1410;1;4;1;07;23;23;145,903461289555
142360;1;2;16;2;16;45;47;4792;4;1;1;07;11;11;4364,43664395011
142362;1;3;2;2;32;16;96;9609;1;3;1;07;05;05;1412,73650588779
142363;1;2;30;2;48;62;01;0126;8;5;1;07;50;50;145,226828894394
142363;1;3;30;2;48;54;97;9700;3;1;1;07;50;50;145,226828894394
142364;1;2;14;2;14;33;35;3511;1;9;1;07;68;68;1568,88868718279
142372;1;1;5;2;6;53;56;5613;1;4;1;07;73;73;288,572329881664
142372;1;2;13;2;13;59;88;8810;4;1;1;07;73;73;288,572329881664
142387;1;1;4;2;16;39;86;8621;1;9;1;07;50;50;129,089240704486
142393;1;1;12;2;12;55;81;8121;4;1;1;07;50;50;173,082004577359
142398;1;2;5;1; ; ; ; ; ; ;1;07;76;76;1217,23466807102
142403;1;3;8;2;14;51;56;5630;4;2;1;07;54;54;631,288646615445
142403;1;4;12;2;14;51;56;5630;4;2;1;07;54;54;631,288646615445
142410;1;2;12;2;15;55;55;5511;1;3;1;07;68;68;1623,52901496839
142414;1;3;12;1; ; ; ; ; ; ;1;07;73;73;422,236675035174
142415;1;1;8;2;26;18;84;8413;4;9;1;07;13;13;468,135017938967
142417;4;2;4;2;4;95;42;4210;1;6;1;07;68;68;1309,15821812382
142433;1;3;3;2;20;81;31;3110;1;2;1;07;54;54;258,488210418238
142443;1;1;3;2;24;55;81;8121;4;1;1;07;54;54;224,808408695471
142443;1;2;8;2;12;95;41;4111;1;7;1;07;54;54;224,808408695471
142449;1;8;24;1; ; ; ; ; ; ;1;07;54;54;300,401731036851
142456;1;4;16;2;16;33;55;5511;1;7;1;07;50;50;400,065107408718
142459;1;1;3;2;12;53;56;5630;1;4;1;07;23;23;150,981902047412
142460;1;1;12;2;12;21;49;4923;1;6;1;07;73;73;304,254873003149
142460;1;2;12;2;12;98;49;4923;1;6;1;07;73;73;304,254873003149
142466;1;1;10;2;14;51;56;5611;5;2;1;07;73;73;804,18265333877
142466;1;2;8;2;14;33;56;5611;1;2;1;07;73;73;804,18265333877
142470;1;1;14;2;14;53;56;5611;1;3;1;07;76;76;1465,75835313637
142470;1;3;13;2;13;79;31;3110;1;4;1;07;76;76;1465,75835313637
142470;1;5;13;2;13;79;31;3110;1;4;1;07;76;76;1465,75835313637
142471;1;2;12;2;12;53;56;5611;1;4;1;07;73;73;291,639389583171
142477;1;2;15;2;15;45;47;4789;4;1;1;07;76;76;1028,93745751183
142479;1;1;4;2;12;79;14;1410;1;2;1;07;05;05;1568,50261354577
142479;1;4;8;2;12;53;10;1081;1;2;1;07;05;05;1568,50261354577
142487;1;3;12;2;12;45;47;4771;1;3;1;07;73;73;140,822998192784
142496;1;1;12;2;2;98;49;4921;4;1;1;07;23;23;283,117232491389
142511;1;1;16;2;16;98;49;4921;4;1;1;07;50;50;229,017785379033
142520;1;3;16;2;16;39;86;8610;1;8;1;07;13;13;360,426323219756
142536;1;3;52;1; ; ; ; ; ; ;1;07;52;52;116,123585250232
142545;1;3;15;2;15;17;90;9007;4;1;1;07;73;73;341,074717734868
142545;1;4;24;1; ; ; ; ; ; ;1;07;73;73;341,074717734868
142550;1;3;4;2;96;45;47;4771;1;4;1;07;73;73;271,395846925625
142550;1;4;5;2;144;45;10;1081;1;4;1;07;73;73;271,395846925625
142552;1;2;12;2;12;53;56;5611;1;2;1;07;50;50;371,855622186456
142580;1;1;10;2;16;55;81;8121;4;1;1;07;54;54;212,79486826564
142587;1;1;4;2;14;45;31;3110;1;3;1;07;73;73;456,61392620496
142606;1;3;9;2;10;58;80;8010;1;8;1;07;17;17;152,629967763521
142621;1;3;12;1; ; ; ; ; ; ;1;07;54;54;195,763587889445
142623;1;2;16;2;16;59;86;8621;1;7;1;07;76;76;1021,20566745777
142623;1;3;5;2;5;95;41;4111;1;3;1;07;76;76;1021,20566745777
142632;1;2;13;2;13;95;43;4330;1;2;1;07;73;73;261,902794604873
142649;1;4;24;1; ; ; ; ; ; ;1;07;13;13;789,436870769245
142653;1;1;13;2;14;57;96;9602;4;1;1;07;73;73;608,8793246846
142665;1;1;17;2;17;55;81;8121;4;1;1;07;66;66;429,249081133217
142665;1;3;32;2;32;33;47;4711;1;9;1;07;66;66;429,249081133217
142665;1;4;17;2;17;39;49;4923;1;9;1;07;66;66;429,249081133217
142668;1;1;4;2;16;41;47;4722;4;1;1;07;08;08;491,377859776076
142672;1;3;15;2;15;39;84;8412;4;9;1;07;17;17;123,377372782115
142691;1;1;8;2;4;87;45;4520;1;2;1;07;50;50;95,6171698469949
142691;1;3;24;2;25;11;35;3520;1;9;1;07;50;50;95,6171698469949
142701;1;2;16;2;24;33;20;2023;1;9;1;07;05;05;1108,16799083791
142711;1;3;64;2;36;58;85;8544;1;9;1;07;08;08;408,423784144537
142719;1;1;22;2;22;55;81;8121;4;1;1;07;73;73;256,289160542786
142719;1;3;20;2;20;97;52;5224;4;1;1;07;73;73;256,289160542786
142723;1;2;4;2;13;21;49;4923;5;2;1;07;76;76;897,207375515753
142744;1;1;24;2;24;45;47;4759;1;5;1;07;73;73;353,328481453023
142753;1;3;28;1; ; ; ; ; ; ;1;07;52;52;332,805866016314
142754;1;1;16;2;16;95;41;4111;1;3;1;07;52;52;112,081175807361
142763;1;4;40;2;44;45;92;9200;1;9;1;07;13;13;329,018614216688
142771;1;2;24;2;24;94;32;3220;1;3;1;07;76;76;1098,11003511637
142771;1;4;8;2;24;95;41;4111;5;2;1;07;76;76;1098,11003511637
142771;1;5;8;2;22;54;97;9700;3;1;1;07;76;76;1098,11003511637
142771;1;7;1;2;13;89;23;2310;1;3;1;07;76;76;1098,11003511637
142777;1;1;8;2;14;98;49;4921;1;9;1;07;52;52;163,792035557236
142779;1;1;20;2;20;95;41;4111;1;3;1;07;73;73;463,55210902434
142796;1;4;16;2;16;03;93;9329;1;9;1;07;11;11;4251,88793404409
142797;1;3;10;2;16;08;62;6202;4;1;1;07;11;11;1773,5232583473
142805;1;2;5;2;12;95;41;4111;4;1;1;07;13;13;345,719601038052
142809;1;3;16;2;16;33;70;7020;1;9;1;07;05;05;1886,65953453709
142817;1;1;12;2;14;95;42;4290;1;3;1;07;76;76;919,134153462572
142837;1;2;8;2;14;54;97;9700;3;2;1;07;73;73;319,922887211903
142839;1;3;12;2;18;98;49;4921;4;1;1;07;76;76;1338,46411037001
142855;1;3;8;2;8;58;82;8299;1;9;1;07;54;54;425,749066682958
142860;1;1;12;2;13;54;97;9700;3;1;1;07;05;05;821,358586674156
142860;1;2;20;1; ; ; ; ; ; ;1;07;05;05;821,358586674156
142861;1;1;15;2;15;98;49;4921;4;1;1;07;76;76;430,266180818584
142869;1;1;23;2;23;50;56;5611;1;4;1;07;73;73;311,658116272197
142869;1;3;20;2;20;98;49;4923;1;6;1;07;73;73;311,658116272197
142871;1;1;12;2;12;55;47;4771;1;4;1;07;76;76;881,402236271706
142875;1;1;14;2;14;95;41;4111;1;7;1;07;05;05;750,01302729998
142886;1;2;1;2;15;57;96;9602;4;3;1;07;76;76;1911,98978070388
142888;1;5;15;2;15;53;56;5611;1;3;1;07;73;73;385,097785701915
142895;1;2;10;2;15;45;47;4771;1;3;1;07;05;05;1170,26985608604
142901;1;3;13;2;13;74;20;2012;1;9;1;07;76;76;897,207375515753
142907;1;3;16;2;16;37;47;4773;1;2;1;07;05;05;1599,668359856
142908;1;1;4;2;4;85;43;4321;4;1;1;07;66;66;107,312270283304
142911;1;1;14;2;14;57;96;9602;4;2;1;07;68;68;202,195095162797
142919;1;2;24;2;32;55;41;4111;1;9;1;07;05;05;1272,63989733939
142923;2;1;14;2;14;53;56;5611;1;3;1;07;68;68;198,020990544333
142924;1;2;26;2;26;57;96;9602;4;1;1;07;08;08;1030,89766390937
142925;1;2;14;2;14;58;68;6820;1;9;1;07;73;73;219,952111463015
142928;1;1;17;2;17;81;31;3110;1;4;1;07;66;66;429,249081133217
142940;1;5;16;2;16;97;10;1089;1;7;1;07;13;13;979,128544209816
142944;1;1;13;2;13;59;86;8622;1;2;1;07;73;73;243,989578648291
142950;1;4;16;2;16;32;53;5320;1;9;1;07;54;54;230,178185000879
142950;1;5;25;1; ; ; ; ; ; ;1;07;54;54;230,178185000879
142951;1;2;52;2;52;54;97;9700;3;1;1;07;23;23;190,661372815216
142956;1;1;17;2;17;55;81;8121;4;1;1;07;66;66;244,541124420486
142973;1;2;8;2;8;13;85;8559;1;9;1;07;23;23;333,28842369669
142976;1;12;6;2;10;95;41;4111;1;2;1;07;23;23;157,694684072439
142984;1;3;20;2;20;45;47;4799;4;1;1;07;23;23;192,452850998942
142986;1;2;14;2;16;79;14;1410;4;3;1;07;11;11;3691,48159127984
142989;1;1;170;2;170;79;13;1392;1;5;1;07;11;11;1894,52922190989
142990;1;3;4;2;52;39;84;8412;4;9;1;07;68;68;505,915149970815
142992;1;2;8;2;12;45;47;4772;1;6;1;07;08;08;553,031688271165
142993;1;1;48;2;122;58;84;8422;2;9;1;07;73;73;313,954956260623
142995;1;4;52;2;104;54;97;9700;3;1;1;07;23;23;133,639791901546
143003;1;3;16;2;78;84;29;2910;1;9;1;07;13;13;607,252175611675
143003;1;4;26;1; ; ; ; ; ; ;1;07;13;13;607,252175611675
143004;1;2;12;2;12;33;56;5611;1;4;1;07;50;50;194,826106340493
143005;1;5;24;1; ; ; ; ; ; ;1;07;11;11;2306,2690660486
143006;1;2;12;2;12;13;85;8530;1;5;1;07;23;23;120,848437974482
143008;1;4;12;2;20;45;20;2023;1;9;1;07;23;23;223,057631592365
143012;1;2;28;2;208;13;85;8530;1;4;1;07;73;73;191,867447063785
143014;1;2;13;2;13;98;49;4923;1;3;1;07;66;66;333,400977837199
143015;1;2;12;2;12;33;10;1081;1;3;1;07;17;17;289,986373215449
143017;1;2;12;2;24;59;85;8559;4;1;1;07;08;08;1351,1473441656
143018;1;2;12;2;13;79;14;1410;1;4;1;07;05;05;1229,23057662721
143021;1;4;208;2;104;39;41;4111;1;3;1;07;08;08;373,580967278727
143021;1;5;208;2;16;53;56;5611;1;3;1;07;08;08;373,580967278727
143023;1;1;12;2;20;45;47;4771;1;4;1;07;23;23;228,152103964849
143028;1;2;36;2;36;45;47;4771;1;2;1;07;05;05;975,51338337445
143032;1;1;6;2;14;95;41;4111;1;5;1;07;13;13;503,222683382624
143042;1;3;20;1; ; ; ; ; ; ;1;07;11;11;3796,91942783956
143047;1;3;8;2;12;84;45;4542;4;3;1;07;08;08;627,203599401853
143048;1;2;12;2;16;45;47;4771;1;3;1;07;11;11;5256,73177914997
143051;1;1;13;2;13;79;14;1410;1;4;1;07;05;05;1191,09337563582
143058;1;2;16;2;20;33;47;4711;1;8;1;07;17;17;206,720982899284
143063;1;1;12;2;12;54;81;8121;4;1;1;07;11;11;3741,12264140634
143066;1;2;13;2;12;55;81;8121;1;9;1;07;73;73;333,86400068009
143095;1;1;16;2;16;39;41;4111;1;9;1;07;11;11;3291,29722092731
143104;1;1;8;2;4;45;56;5619;4;1;1;07;50;50;136,810565630956
143105;2;2;12;2;12;85;43;4321;4;1;1;07;11;11;1379,25338183531
143105;2;3;12;2;12;38;64;6412;1;9;1;07;11;11;1379,25338183531
143108;1;1;8;2;8;40;47;4759;1;4;1;07;08;08;485,286871065784
143110;1;2;8;2;8;16;13;1313;1;3;1;07;05;05;1650,89163758168
143115;1;2;8;2;5;97;53;5320;1;2;1;07;50;50;191,298152455055
143123;2;3;2;2;4;54;97;9700;3;1;1;07;76;76;1211,56222393438
143138;1;2;12;2;12;03;95;9511;1;2;1;07;11;11;1929,32897756076
143151;1;1;20;2;20;21;84;8414;4;9;1;07;50;50;149,611846559862
143157;1;4;15;2;14;45;45;4541;1;2;1;07;17;17;213,712158447178
143164;1;6;52;1; ; ; ; ; ; ;1;07;73;73;174,079559700526
143169;1;1;15;2;15;39;64;6499;1;9;1;07;17;17;233,209158691657
143173;1;2;12;2;12;39;52;5223;1;9;1;07;13;13;805,228732942085
143174;1;1;24;2;24;39;64;6412;1;9;1;07;68;68;296,903366998385
143179;1;3;24;2;72;45;47;4773;1;7;1;07;17;17;138,703362409983
143186;1;3;104;2;40;40;47;4771;1;4;1;07;66;66;135,366534339597
143199;1;1;16;2;16;59;86;8622;1;2;1;07;17;17;597,881603862344
143205;1;3;8;1; ; ; ; ; ; ;1;07;50;50;235,127483214456
143207;1;2;4;2;4;53;56;5611;1;4;1;07;05;05;1648,08183007899
143207;1;3;18;2;14;53;56;5619;1;2;1;07;05;05;1648,08183007899
143215;1;2;16;2;16;54;88;8890;4;1;1;07;11;11;5061,00149759957
143217;1;2;12;2;16;54;97;9700;3;1;1;07;05;05;1018,972806055
143219;1;2;4;1; ; ; ; ; ; ;1;07;68;68;275,691802364081
143219;1;5;4;2;4;21;70;7020;4;9;1;07;68;68;275,691802364081
143225;1;1;16;2;16;54;81;8121;4;1;1;07;50;50;149,734565110871
143236;1;1;78;2;24;84;16;1610;1;9;1;07;08;08;476,609789027299
143238;2;2;13;2;14;54;81;8121;4;1;1;07;68;68;210,82835707413
143238;2;4;14;2;14;95;41;4111;1;4;1;07;68;68;210,82835707413
143241;1;2;4;2;16;54;97;9700;3;2;1;07;11;11;3095,28884403962
143249;1;4;8;2;8;45;61;6190;1;9;1;07;08;08;597,499540229604
143261;1;2;16;2;16;44;65;6511;4;9;1;07;17;17;357,627655528433
143261;1;3;24;1; ; ; ; ; ; ;1;07;17;17;357,627655528433
143269;1;1;26;2;52;45;47;4771;1;3;1;07;11;11;5306,63581723974
143272;1;2;6;2;6;19;37;3700;4;5;1;07;11;11;4009,7201054341
143277;1;4;4;2;20;59;86;8610;1;9;1;07;08;08;576,939120114589
143279;1;2;13;2;14;58;80;8010;1;9;1;07;73;73;170,92998401331
143279;1;3;12;2;12;33;52;5221;1;9;1;07;73;73;170,92998401331
143286;1;2;49;2;49;53;56;5619;4;2;1;07;73;73;140,822998192784
143293;1;2;22;2;22;45;47;4762;1;3;1;07;17;17;554,081573680554
143300;1;3;12;2;12;54;97;9700;3;1;1;07;50;50;416,00334798361
143301;1;4;52;2;56;33;56;5611;1;7;1;07;05;05;559,472633177249
143303;1;2;8;2;16;54;81;8121;4;1;1;07;11;11;2343,27211181576
143303;1;5;8;2;16;39;85;8544;1;9;1;07;11;11;2343,27211181576
143312;1;1;16;2;16;93;43;4330;4;1;1;07;05;05;1440,901678299
143333;1;3;20;2;20;02;41;4112;1;6;1;07;66;66;223,72367998969
143347;1;2;4;2;16;45;47;4772;1;3;1;07;11;11;3066,64387276738
143355;1;1;16;2;16;44;61;6120;1;9;1;07;50;50;158,517315609957
143358;1;2;4;2;4;45;92;9200;1;9;1;07;50;50;381,120615413245
