Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P6290;P6290s1;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Mes;Dpto;Fex_c_2011
3012326;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;419,904423508762
3012326;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;419,904423508762
3012326;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;419,904423508762
3012330;1;1;1;50;2; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;63;518,100374636267
3012330;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;518,100374636267
3012330;1;6;1;50;2; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;518,100374636267
3012331;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;719,599163494944
3012331;1;2;1;50;2;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;63;719,599163494944
3012332;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;334,208030706326
3012332;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;334,208030706326
3012332;1;3;1;50;2; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;334,208030706326
3012332;1;4;1;50;2; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;08;63;334,208030706326
3012334;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;291,899157752258
3012334;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;291,899157752258
3012334;1;3;1;50;2; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;63;291,899157752258
3012334;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;291,899157752258
3012335;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;405,371347831934
3012335;1;2;1;50;2;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;63;405,371347831934
3012335;2;1;2;50;2; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;63;405,371347831934
3012335;2;2;2;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;405,371347831934
3012335;2;4;2;50;2; ; ;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;63;405,371347831934
3012336;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;664,723356646401
3012336;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;2; ;1;1; ;4;1;08;63;664,723356646401
3012336;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;664,723356646401
3012337;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;496,681398816936
3012337;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;63;496,681398816936
3012337;1;3;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;496,681398816936
3012337;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;496,681398816936
3012339;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;388,879234723096
3012339;1;2;1;50;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;388,879234723096
3012340;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;719,599163494944
3012340;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;719,599163494944
3012341;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;523,206659931122
3012341;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;523,206659931122
3012342;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;648,132456752449
3012342;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;63;648,132456752449
3012342;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;648,132456752449
3012342;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;648,132456752449
3012342;1;5;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;648,132456752449
3012343;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;502,601850373558
3012343;1;2;1;50;2;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;63;502,601850373558
3012343;1;3;1;50;2; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;63;502,601850373558
3012343;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;502,601850373558
3012344;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;295,031525584696
3012344;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;295,031525584696
3012344;1;3;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;295,031525584696
3012344;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;295,031525584696
3012344;1;5;1;50;2; ; ;5;3; ;2;2;2;2;1;6; ;2; ;1;4;1;08;63;295,031525584696
3012345;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;640,156066683535
3012345;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;6; ;1;2; ; ; ;08;63;640,156066683535
3012346;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;556,46271349613
3012348;1;1;1;50;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;63;539,057046031599
3012348;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;63;539,057046031599
3012349;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;550,542261939508
3012350;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;453,160477073769
3012350;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;453,160477073769
3012351;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;550,542261939508
3012352;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;355,623181158089
3012352;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;63;355,623181158089
3012352;1;3;1;50;2; ; ;3;3; ;2;2;2;2;1;6; ;2; ;2; ; ;08;63;355,623181158089
3012353;1;1;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;355,623181158089
3012353;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ;08;63;355,623181158089
3012353;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;355,623181158089
3012360;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;741,148470116808
3012360;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;741,148470116808
3012360;1;3;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;741,148470116808
3012365;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;1045,34313777447
3012365;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;1045,34313777447
3012365;1;3;1;50;2;2; ;3;6;VISITAR AMIGOS VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;08;63;1045,34313777447
3012365;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;1045,34313777447
3012365;1;7;1;50;2; ; ;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;1045,34313777447
3012366;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;496,681398816936
3012366;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;496,681398816936
3012366;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;496,681398816936
3012366;1;4;1;50;2; ; ;4;6;VISITAR  VER TELEVISION  Y JUGAR FUTBOL;2;2;2;2;2; ; ; ; ; ; ; ;08;63;496,681398816936
3012367;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;529,937452381944
3012367;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;529,937452381944
3012367;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;529,937452381944
3012369;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;496,681398816936
3012369;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;496,681398816936
3012369;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;496,681398816936
3012369;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;496,681398816936
3012371;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;496,7880160356
3012371;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;496,7880160356
3012371;1;5;1;50;2; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;496,7880160356
3012372;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;503,595439219688
3012372;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;503,595439219688
3012372;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;503,595439219688
3012372;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;503,595439219688
3012372;1;6;1;50;2; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;63;503,595439219688
3012372;1;7;1;50;2; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;503,595439219688
3012372;1;8;1;50;2; ; ;8;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;63;503,595439219688
