Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Fex_c_2011;Mes;Dpto
3011121;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;14; ; ; ; ; ; ;54;361,754597140832;08;54
3011121;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;18; ; ; ; ; ; ;54;361,754597140832;08;54
3011122;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;16; ;6; ; ; ; ; ; ;54;447,810168386653;08;54
3011122;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;3;12; ;18; ; ; ; ; ; ;54;447,810168386653;08;54
3011123;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;54;255,678130717179;08;54
3011123;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;54;255,678130717179;08;54
3011124;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;54;528,643020796772;08;54
3011124;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;54;528,643020796772;08;54
3011125;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;54;340,962299547234;08;54
3011270;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;117,98393400874;08;17
3011270;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;17;117,98393400874;08;17
3011270;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;35; ; ; ; ; ; ;17;117,98393400874;08;17
3011270;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;117,98393400874;08;17
3011271;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;166,490878680514;08;17
3011271;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;49; ; ; ; ; ; ; ; ;17;166,490878680514;08;17
3011271;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;166,490878680514;08;17
3011271;1;4;1;90; ;2;1;2;2;2;2;2;2;2;1; ;9; ; ; ; ; ; ; ;3;17;166,490878680514;08;17
3011272;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;17;234,673850934939;08;17
3011272;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;234,673850934939;08;17
3011273;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;150,47207179258;08;17
3011273;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;17;150,47207179258;08;17
3011273;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;150,47207179258;08;17
3011274;1;1;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;4;17;146,526674618929;08;17
3011274;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;40; ; ;3; ; ; ; ; ;17;146,526674618929;08;17
3011274;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;28; ; ; ; ;14; ; ; ;17;146,526674618929;08;17
3011274;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;146,526674618929;08;17
3011274;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;146,526674618929;08;17
3011274;1;6;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;4; ; ; ;17;146,526674618929;08;17
3011275;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;136,232716942043;08;17
3011275;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;9; ; ;3; ; ; ; ; ;17;136,232716942043;08;17
3011275;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;12; ; ; ; ;3; ; ; ;17;136,232716942043;08;17
3011276;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;222,499329290805;08;17
3011276;1;2;1;90; ;2;1;2;2;2;2;2;1;2;2; ;9; ; ; ; ; ;8; ; ;17;222,499329290805;08;17
3011276;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;17;222,499329290805;08;17
3011277;1;1;1;90; ;2;1;1;2;1;2;2;2;2;2; ;15;3; ;4; ; ; ; ; ;17;198,666057531254;08;17
3011277;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;17;198,666057531254;08;17
3011277;1;3;1;90; ;2;1;2;2;2;2;2;1;2;2; ;4; ; ; ; ; ;14; ; ;17;198,666057531254;08;17
3011278;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;17;140,717478435263;08;17
3011278;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;140,717478435263;08;17
3011279;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;17;198,666057531254;08;17
3011279;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;198,666057531254;08;17
3011279;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;198,666057531254;08;17
3011280;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;5; ; ; ; ; ; ;17;186,721549606371;08;17
3011280;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;40; ; ; ; ; ; ;17;186,721549606371;08;17
3011280;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;186,721549606371;08;17
3011281;1;1;1;90; ;2;1;1;1;2;2;2;2;2;2; ;3;2;5; ; ; ; ; ; ;17;200,853176788892;08;17
3011281;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;10; ; ; ; ; ; ;17;200,853176788892;08;17
3011282;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;49; ; ; ; ; ; ; ; ;17;91,8465633021492;08;17
3011282;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;91,8465633021492;08;17
3011282;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;17;91,8465633021492;08;17
3011283;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;189,133376221427;08;17
3011283;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;189,133376221427;08;17
3011283;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;189,133376221427;08;17
3011283;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;189,133376221427;08;17
3011283;1;5;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;9; ; ; ;17;189,133376221427;08;17
3011284;1;1;1;90; ;1;2;2;2;2;2;2;2;2;2;16; ; ; ; ; ; ; ; ; ;17;104,057538091304;08;17
3011284;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;104,057538091304;08;17
3011284;1;3;1;90; ;2;1;2;2;2;2;2;2;1;2; ;35; ; ; ; ; ; ;40; ;17;104,057538091304;08;17
3011284;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;104,057538091304;08;17
3011285;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;180,030192763179;08;17
3011286;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;17;202,740356494304;08;17
3011286;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;17;202,740356494304;08;17
3011286;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;202,740356494304;08;17
3011286;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;17;202,740356494304;08;17
3011287;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;208,223521295247;08;17
3011288;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;160,271219966679;08;17
3011288;1;2;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ;17;160,271219966679;08;17
3011289;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;17;160,271219966679;08;17
3011289;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;160,271219966679;08;17
3011290;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;134,315699829775;08;17
3011290;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;134,315699829775;08;17
3011290;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;134,315699829775;08;17
3011290;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;134,315699829775;08;17
3011290;1;5;1;90; ;2;1;2;2;2;2;2;2;2;1; ;14; ; ; ; ; ; ; ;4;17;134,315699829775;08;17
3011291;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;14; ; ; ; ; ; ;17;246,368011164245;08;17
3011291;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;246,368011164245;08;17
3011291;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;17;246,368011164245;08;17
3011291;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;70; ; ; ; ; ; ;17;246,368011164245;08;17
3011291;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;246,368011164245;08;17
3011291;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;246,368011164245;08;17
3011291;1;8;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;246,368011164245;08;17
