DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;AREA;MES;DPTO;fex_c_2011
2508891;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2;36000000; ; ; ; ;2;2;1; ;2;05;09;05;844,63970835917
2508891;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1400000;2;1;2; ;2;05;09;05;844,63970835917
2508892;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;230000; ; ; ;2;2;2;1200000;1;05;09;05;1132,60421293134
2508893;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;65000; ; ; ;2;2;2; ;2;05;09;05;1157,88454204355
2508893;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1157,88454204355
2508893;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1157,88454204355
2508893;1;4;1;95;2; ; ; ; ; ; ; ;1;2;1; ;400000; ; ; ;2;2;2;780000;1;05;09;05;1157,88454204355
2508894;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2;05;09;05;972,107594251858
2508895;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;762,128583781112
2508895;1;2;1;95;1; ;2;1; ;460000; ;2;1;2;2; ; ; ; ; ;2;2;2;1030000;1;05;09;05;762,128583781112
2508895;1;3;1;95;1; ;2;1; ;460000; ;2;1;2;2; ; ; ; ; ;2;2;2;1030000;1;05;09;05;762,128583781112
2508895;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;762,128583781112
2508896;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;533,291060466909
2508896;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;533,291060466909
2508896;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;315000;1;05;09;05;533,291060466909
2508896;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1800000;2;1;2; ;2;05;09;05;533,291060466909
2508896;1;5;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1800000;2;1;2; ;2;05;09;05;533,291060466909
2508896;1;6;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2;05;09;05;533,291060466909
2508896;1;7;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;300000;2;1;2; ;2;05;09;05;533,291060466909
2508897;1;1;1;95;1; ;2;1; ;480000; ;2;1;2;2; ; ; ; ; ;2;2;2;960000;1;05;09;05;859,392415095577
2508898;1;1;1;95;1; ;2;1; ;455000; ;2;1;2;2; ; ; ; ; ;2;2;2;910000;1;05;09;05;1001,92511100702
2508898;1;2;1;95;1; ;2;1; ;455000; ;2;1;2;2; ; ; ; ; ;2;2;2;910000;1;05;09;05;1001,92511100702
2508899;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;979,450846021717
2508899;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2;2400000; ; ; ; ;2;2;1; ;2;05;09;05;979,450846021717
2508899;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;979,450846021717
2508900;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1003,20212118422
2508900;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1003,20212118422
2508900;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1003,20212118422
2508901;1;1;1;95;1; ;2;1; ;525200; ;2;1;2;2; ; ;20000; ; ;1;2;2;1011900;1;05;09;05;1170,84850605724
2508901;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1170,84850605724
2508901;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1170,84850605724
2508902;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;982,46857647703
2508903;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;66000; ; ; ;2;2;2; ;2;05;09;05;722,926846295927
2508903;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;722,926846295927
2508903;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;722,926846295927
2508903;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;540000;1;05;09;05;722,926846295927
2508903;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;722,926846295927
2508904;1;1;1;95;1; ;2;1; ;1200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1035,46557633934
2508904;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1035,46557633934
2508905;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;998,914843087271
2508905;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;998,914843087271
2508905;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;998,914843087271
2508905;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;998,914843087271
2508905;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;998,914843087271
2508906;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1073,95005863745
2508906;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1073,95005863745
2508907;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;100000000;1;05;09;05;1114,66802110812
2508907;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1114,66802110812
2508907;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1114,66802110812
2508907;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1114,66802110812
2508908;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1094,67202308779
2508908;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;09;05;1094,67202308779
2508934;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;151,285725080051
2508934;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;151,285725080051
2508934;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;151,285725080051
2508934;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;151,285725080051
2508935;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;154,239925549875
2508935;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;154,239925549875
2508936;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;4800000;2;1;2; ;2;23;09;23;140,299013510668
2508936;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;140,299013510668
2508937;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;154,158073785495
2508937;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;154,158073785495
2508937;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;154,158073785495
2508937;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;154,158073785495
2508937;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;154,158073785495
2508937;1;8;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;154,158073785495
2508937;1;9;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;154,158073785495
2508938;1;1;1;95;1; ;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;113,668345209017
2508938;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;113,668345209017
2508938;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;113,668345209017
2508939;1;1;1;95;1; ;2;1; ;1200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;111,401235531285
2508939;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;111,401235531285
2508939;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;111,401235531285
2508939;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;111,401235531285
2508939;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;111,401235531285
2508940;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;122,899259097041
2508940;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;122,899259097041
2508940;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;122,899259097041
2508941;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;136,184750835889
2508941;1;3;1;95;1; ;2;1; ;515000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;136,184750835889
2508941;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;136,184750835889
2508943;1;1;1;95;1; ;2;1; ;908000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;131,723994989432
2508943;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;131,723994989432
2508943;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;131,723994989432
2508944;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;150,772512425075
2508944;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;150,772512425075
2508944;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;150,772512425075
2508944;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;150,772512425075
2508945;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;152,249612659987
2508945;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;152,249612659987
2508945;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;152,249612659987
2508946;1;1;1;95;1; ;1;2; ; ;200000;2;1;2;2; ; ; ; ;2400000;2;1;2; ;2;23;09;23;146,606922354173
2508946;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;146,606922354173
2508946;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;09;23;146,606922354173
2508998;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;177,725771853618
2508998;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;177,725771853618
2508998;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;177,725771853618
2508998;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;177,725771853618
2509000;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1500000;2;1;2; ;2;50;09;50;125,688807751126
2509000;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;125,688807751126
2509002;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;3000000;2;1;2; ;2;50;09;50;204,081412137701
2509003;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;190,169497423489
2509003;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;190,169497423489
2509004;1;1;1;95;1; ;2;1; ;453000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;121,082362452704
2509004;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;121,082362452704
2509004;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;121,082362452704
2509004;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;121,082362452704
2509005;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;224,720656757534
2509005;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;224,720656757534
2509011;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;3000000;2;1;2; ;2;50;09;50;134,638631840258
2509013;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2;50;09;50;145,529200159031
2509014;1;1;1;95;1; ;2;1; ;600000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;189,753654019949
2509015;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;204,081412137701
2509016;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;204,081412137701
2509017;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;249,109296380703
2509017;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;249,109296380703
2509017;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;249,109296380703
2509017;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;249,109296380703
2509017;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;249,109296380703
2509018;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;224,720656757534
2509018;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;224,720656757534
2509020;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;24000000;2;1;2; ;2;50;09;50;142,758769116032
2509020;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;142,758769116032
2509020;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;142,758769116032
2509021;1;1;1;95;1; ;1;2; ; ;500000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;50;09;50;200,644222338722
