DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;fex_c_2011
2516176;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;1258,163650966
2516177;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;1186,36035245205
2516178;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;1141,35555314989
2516178;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;1141,35555314989
2516179;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;1;2;1;09;20;1321,4863557928
2516181;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;8;2;1;09;20;1787,22777994169
2516182;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;20;1242,76947393865
2516182;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;1242,76947393865
2516182;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;1242,76947393865
2516183;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;20;2553,31149270536
2516183;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;2553,31149270536
2516183;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;2553,31149270536
2516183;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;2553,31149270536
2516185;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;20;1155,83013719695
2516186;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;1116,93205183111
2516189;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;1079,06634339954
2516189;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;1079,06634339954
2517141;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;70;1291,18164806808
2517141;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;70;1291,18164806808
2517142;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;70;1704,56093586945
2517142;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;70;1704,56093586945
2517143;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;70;1053,60934700432
2517144;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;70;1180,47914604611
2517144;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;70;1180,47914604611
2517146;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;70;1155,83013719695
2517147;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;09;70;1787,22777994169
2517147;1;2;1;80;2;1;2;8; ;2; ;2; ; ; ; ;1;2;1;09;70;1787,22777994169
2517148;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;70;1116,93205183111
2518061;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;690,563435577959
2518061;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;690,563435577959
2518061;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;690,563435577959
2518062;1;1;1;80;2;1;4;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;09;19;650,849940690854
2518062;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;650,849940690854
2518063;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;1483,66899285453
2518064;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;994,692526882425
2518064;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;994,692526882425
2518064;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;994,692526882425
2518065;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;1175,27089752542
2518065;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;1175,27089752542
2518065;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;1175,27089752542
2518066;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;994,692526882425
2518067;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;948,900122347079
2518067;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;19;948,900122347079
2518068;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;19;865,909142232761
