DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;MES;DPTO;ORDEN;fex_c_2011
2508891;1;4;2;1;1;1;1;1;3;3; ; ; ; ;380000;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;09;05;1;844,63970835917
2508892;1;2;1;1;1;1;1;1;1;3; ; ; ; ;300000;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;09;05;1;1132,60421293134
2508893;1;4;3;1;1;1;1;1;1;2; ;400000;45000000;400000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;2;1;4;1;2;1;1;1;3;2;1;01;05;09;05;1;1157,88454204355
2508894;1;5;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;09;05;1;972,107594251858
2508895;1;6;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;05;09;05;1;762,128583781112
2508896;1;7;5;1;1;1;1;1;3;1; ; ;98;400000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;7;1;2;1;4;1;1;1;1;1;3;2;1;01;05;09;05;1;533,291060466909
2508897;1;4;1;1;1;1;1;1;4;1; ; ;60000000;280000; ;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;09;05;1;859,392415095577
2508898;1;5;2;1;1;1;1;1;1;3; ; ; ; ;400000;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;3;2;1;01;05;09;05;1;1001,92511100702
2508899;1;4;3;1;1;1;1;1;3;3; ; ; ; ;460000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;7;1;2;1;4;1;1;1;1;1;3;2;1;01;05;09;05;1;979,450846021717
2508900;1;4;3;1;1;1;1;1;3;1; ; ;78000000;480000; ;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;09;05;1;1003,20212118422
2508901;1;5;2;1;1;1;1;1;3;1; ; ;30000000;400000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;05;09;05;1;1170,84850605724
