DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2508896;1;2;1;70;05;52;48;1; ;2;250;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;55;1;2;5521;09;05;533,291060466909
2508904;1;1;1;70;05;32;48;1; ;2;572;2; ;9;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;58;97;75;1;2;7512;09;05;1035,46557633934
2508936;1;2;1;70;23;3;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;1; ;09;23;140,299013510668
2508937;1;3;1;70;23;4;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;09;23;154,158073785495
2508938;1;3;1;70;23;3;44;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;09;23;113,668345209017
2508943;1;3;1;70;23;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;08; ; ;1;1; ;09;23;131,723994989432
2508944;1;3;1;70;23;24;48;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;45;52;1;2;5235;09;23;150,772512425075
2508945;1;1;1;70;23;4;51;5; ;2;4;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;95;95;26;1;1;2695;09;23;152,249612659987
2509004;1;2;1;70;50;12;48;1; ;2;24;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;45;50;1;1;5030;09;50;121,082362452704
2509030;1;2;1;70;52;13;25;3; ;2;998;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;52;161,08277998783
2509031;1;1;1;70;52;17;48;1; ;2;998;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;37;75;1;2;7512;09;52;108,239258754026
2509032;1;1;1;70;52;17;48;3; ;2;26;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;09;52;144,21735558069
2509034;1;1;1;70;52;8;50;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;09;52;121,464516084053
2509034;1;4;1;70;52;32;48;1; ;2;32;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;09;52;121,464516084053
2509036;1;2;1;70;52;156;40;1; ;2;322;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5244;09;52;77,7256292906184
2509037;1;5;1;70;52;28;20;4; ;2;28;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;85;1;2;8532;09;52;77,7256292906184
2509040;1;2;1;70;52;12;48;4; ;2;12;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;12;75;1;1;7512;09;52;170,585005423999
2509040;1;3;1;70;52;12;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;02; ; ;1;1; ;09;52;170,585005423999
2509047;1;1;1;70;52;4;40;1; ;2;2;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;45;45;15;1;1;1530;09;52;95,0968662407438
2509052;1;1;1;70;54;84;48;4; ;2;336;1; ;4;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;2;5239;09;54;350,295076473644
2509059;1;1;1;70;54;2;12;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;09;54;350,295076473644
2509077;1;1;1;70;66;4;40;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;55;55;74;1;1;7493;09;66;184,361937603328
2509078;1;2;1;70;66;20;50;1; ;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;50;55;1;2;5522;09;66;277,460686607458
2509081;1;1;1;70;66;28;48;1; ;2;36;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;45;52;1;2;5262;09;66;246,823777362259
2509083;1;2;1;70;66;12;72;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;50;1;1;5020;09;66;217,318043259373
2509084;1;2;1;70;66;16;72;1; ;2;16;1; ;8;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;09;66;253,137803907261
2509092;1;2;1;70;66;1;48;1; ;2;2;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;590000;2;32;32;74;1;1;7491;09;66;232,241464054048
2509093;1;2;1;70;66;3;48;1; ;2;3;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;93;1;1;9303;09;66;218,791055951964
