DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;AREA;fex_c_2011
2615569;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;118.377.542.643.264
2615570;1;4;1;80;1;1;1;6;;2;;2;;;;;2;2;1;2;47;47;126.786.203.487.594
2615570;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;126.786.203.487.594
2615571;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;138.580.513.743.945
2615572;1;1;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;47;47;737.394.398.923.777
2615572;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;737.394.398.923.777
2615572;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;737.394.398.923.777
2615573;1;1;1;80;1;1;1;3;;2;;2;;;;;9;2;1;2;47;47;891.020.365.454.934
2615576;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;47;47;136.367.505.501.111
2615577;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;946.080.505.190.958
2615578;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;862.931.768.080.924
2615578;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;862.931.768.080.924
2615579;1;3;1;80;1;1;4;8;;2;;2;;;;;9;2;1;2;47;47;103.784.375.746.115
2615580;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;147.756.838.970.965
2615581;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;47;47;995.182.129.981.314
2615581;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;995.182.129.981.314
2615583;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;47;47;973.052.047.552.971
2615583;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;47;47;973.052.047.552.971
2615583;1;3;1;80;1;1;4;5;;3;;2;;;4;;5;1;1;2;47;47;973.052.047.552.971
2615583;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;47;47;973.052.047.552.971
2615585;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;177.134.284.196.071
2615585;1;3;1;80;1;1;4;8;;2;;2;;;;;9;2;1;2;66;66;177.134.284.196.071
2615585;1;6;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;66;66;177.134.284.196.071
2615586;1;1;1;80;1;1;4;8;;2;;2;;;;;8;2;1;2;66;66;275.587.560.506.913
2615589;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;270.008.232.473.228
2615592;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;289.597.149.895.258
2615594;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;288.479.135.958.982
2615595;1;1;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;66;66;275.587.560.506.913
2615596;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;288.479.135.958.982
2615597;1;1;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;66;66;222.597.855.521.219
2615599;1;2;1;80;1;1;1;6;;2;;1;360000;;;;9;2;1;2;66;66;325.218.884.282.762
2615603;1;1;1;80;1;1;4;6;;2;;2;;;;;8;2;1;2;66;66;275.587.560.506.913
2615609;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;313.993.355.722.156
2615612;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;271.163.999.246.002
2615613;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;252.943.373.603.271
2615615;1;5;1;80;1;1;1;1;;2;;2;;;;;1;2;1;2;66;66;259.064.604.905.856
2615617;1;2;1;80;1;1;1;2;;2;;2;;;;;2;2;1;2;66;66;303.877.947.937.477
2615619;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;66;66;301.101.780.270.087
2615620;1;2;1;80;1;1;1;3;;2;;1;20000;;;;9;2;1;2;66;66;227.504.003.549.442
2615620;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;227.504.003.549.442
2615620;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;66;66;227.504.003.549.442
2615624;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;17;17;169.807.505.662.436
2615625;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;15.817.203.476.155
2615625;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;15.817.203.476.155
2615628;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;189.203.611.899.278
2615630;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;187.473.991.977.814
2615630;1;4;1;80;1;1;1;8;;2;;2;;;;;2;2;1;2;17;17;187.473.991.977.814
2615631;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;17;17;161.466.676.959.938
2615632;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;17;17;172.955.255.090.403
2615632;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;172.955.255.090.403
2615634;1;2;1;80;1;1;4;3;;2;;2;;;;;8;2;1;2;17;17;122.668.142.630.077
2615634;1;5;1;80;1;1;3;2;;2;;2;;;;;2;2;1;2;17;17;122.668.142.630.077
2615636;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;17;17;17.249.924.830.723
2615636;1;2;1;80;1;1;2;2;;2;;2;;;;;2;2;1;2;17;17;17.249.924.830.723
2615642;1;2;1;80;1;1;3;9;NO DESEA TRABAJAR;2;;2;;;;;11;2;1;2;17;17;187.787.455.119.759
2615643;1;1;1;80;1;1;2;5;;3;;2;;;;;1;2;1;2;17;17;16.016.838.490.761
2615643;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;16.016.838.490.761
2615644;1;2;1;80;1;1;1;1;;2;;2;;;;;2;2;1;2;17;17;13.156.182.019.008
2615644;1;3;1;80;1;1;2;2;;2;;2;;;;;2;2;1;2;17;17;13.156.182.019.008
2615644;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;13.156.182.019.008
2615645;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;17;17;169.155.626.408.337
2615645;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;169.155.626.408.337
2615645;1;4;1;80;1;1;2;2;;2;;2;;;;;2;2;1;2;17;17;169.155.626.408.337
2615646;1;2;1;80;1;1;3;4;;2;;2;;;;;4;2;1;2;17;17;169.807.505.662.436
2615651;1;1;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;17;17;178.148.334.364.934
2615652;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;176.441.420.630.523
2615653;1;1;1;80;1;1;3;8;;2;;2;;;;;2;2;1;2;17;17;145.599.597.324.111
2615653;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;145.599.597.324.111
2615653;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;145.599.597.324.111
2615654;1;2;1;80;1;1;2;4;;2;;2;;;;;4;2;1;2;17;17;169.807.505.662.436
2615660;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;17;17;151.827.556.205.112
2615662;1;2;1;80;1;1;1;8;;2;;2;;;;;9;2;1;2;68;68;48.712.602.275.817
2615665;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;68;68;853.223.532.565.454
2615665;1;2;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;68;68;853.223.532.565.454
2615666;1;1;1;80;1;1;4;5;;3;;2;;;;;8;2;1;2;68;68;86.736.196.109.237
2615672;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;68;68;443.204.735.071.283
2615672;1;2;1;80;1;2;;;;3;;2;;2;;.;;;1;2;68;68;443.204.735.071.283
2615673;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;68;68;86.736.196.109.237
2615682;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;68;68;978.661.487.268.875
2615689;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;76;76;741.284.436.921.123
2615690;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;76;76;985.979.677.823.282
2615691;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;76;76;268.622.384.496.368
2615692;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;76;76;264.874.895.768.335
2615693;1;1;1;80;1;1;4;5;;3;;2;;;;;11;2;1;2;76;76;617.027.741.253.391
2615696;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;76;76;459.410.902.426.716
2615696;1;3;1;80;1;1;4;8;;2;;2;;;;;9;2;1;2;76;76;459.410.902.426.716
2615697;1;2;1;80;1;1;3;3;;2;;2;;;2;;9;1;1;2;52;52;219.532.078.867.924
2615699;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;1.804.484.010.713
2615703;1;1;1;80;1;1;4;4;;3;;2;;;;;4;2;1;2;52;52;163.860.230.061.959
2615704;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;329.656.923.925.913
2615705;1;1;1;80;1;1;1;7;;2;;2;;;;;9;2;1;2;52;52;288.889.046.267.435
2615706;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;41.210.317.820.976
2615707;1;2;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;52;52;296.356.576.444.801
2615711;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;329.656.923.925.913
2615712;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;326.496.995.119.354
2615712;1;5;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;52;52;326.496.995.119.354
2615719;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;163.561.703.079.867
2615719;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;163.561.703.079.867
2615720;1;2;1;80;1;1;4;7;;1;4;2;;;;;9;2;1;2;52;52;143.598.539.174.342
2615720;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;143.598.539.174.342
2615720;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;143.598.539.174.342
2615721;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;176.951.160.233.494
2615724;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;52;52;169.496.920.245.065
2615724;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;169.496.920.245.065
2615724;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;169.496.920.245.065
2615724;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;169.496.920.245.065
2615725;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;52;52;194.801.581.296.553
2615729;1;2;1;80;1;1;3;4;;2;;2;;;;;4;2;1;2;50;50;17.149.461.436.143
2615732;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;50;50;192.247.854.354.138
2615732;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;50;50;192.247.854.354.138
2615732;1;6;1;80;1;1;4;7;;2;;2;;;;;8;2;1;2;50;50;192.247.854.354.138
2615736;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;50;50;257.787.048.180.858
2615736;2;2;2;80;1;1;1;3;;2;;2;;;;;9;2;1;2;50;50;257.787.048.180.858
2615737;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;50;50;158.224.295.769.008
2615737;2;1;2;80;1;1;2;2;;2;;2;;;;;2;2;1;2;50;50;158.224.295.769.008
2615738;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;2;50;50;257.200.509.755.083
2615739;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;50;50;129.024.964.598.868
2615739;1;3;1;80;1;1;1;2;;2;;2;;;;;2;2;1;2;50;50;129.024.964.598.868
2615742;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;50;50;139.807.039.650.499
2615742;1;3;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;50;50;139.807.039.650.499
2615746;1;2;1;80;1;1;3;3;;2;;2;;;;;9;2;1;2;50;50;215.488.771.912.031
2615747;1;1;1;80;1;1;3;3;;2;;2;;;;;9;2;1;2;50;50;148.257.776.216.926
2615747;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;50;50;148.257.776.216.926
2615749;1;2;1;80;1;1;4;7;;2;;2;;;;;9;2;1;2;50;50;870.080.900.591.448
2615749;1;6;1;80;1;2;;;;2;;2;;2;;.;;;1;2;50;50;870.080.900.591.448
2615750;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;50;50;200.058.109.781.912
2615751;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;50;50;145.281.311.204.073
2615753;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;50;50;139.342.577.394.576
2615754;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;50;50;14.022.220.458.254
2615758;1;1;1;80;1;1;3;7;;2;;2;;;;;8;2;1;2;27;27;117.130.321.782.183
2615758;1;2;1;80;1;1;3;7;;2;;2;;;;;8;2;1;2;27;27;117.130.321.782.183
2615760;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;27;27;244.021.503.712.882
2615760;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;27;27;244.021.503.712.882
2615760;1;6;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;27;27;244.021.503.712.882
2615760;1;7;1;80;1;2;;;;2;;2;;2;;.;;;1;2;27;27;244.021.503.712.882
2615760;1;9;1;80;1;2;;;;2;;2;;2;;.;;;1;2;27;27;244.021.503.712.882
2615761;1;1;1;80;1;1;4;8;;2;;2;;;;;2;2;1;2;27;27;244.021.503.712.882
2615763;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;175.325.291.474.572
2615763;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;175.325.291.474.572
2615764;1;2;1;80;1;1;1;7;;2;;2;;;1;PEREZA;12;1;1;2;63;63;106.322.182.131.897
2615765;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;624.123.505.976.112
2615765;1;3;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;63;63;624.123.505.976.112
2615766;1;1;1;80;1;1;4;7;;2;;2;;;;;4;2;1;2;63;63;108.606.951.978.048
2615767;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;106.110.384.326.157
2615769;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;953.608.235.491.822
2615769;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;953.608.235.491.822
2615770;1;3;1;80;1;1;1;8;;2;;2;;;;;2;2;1;2;63;63;150.906.006.657.251
2615770;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;150.906.006.657.251
2615770;1;6;1;80;1;1;1;4;;2;;2;;;;;4;2;1;2;63;63;150.906.006.657.251
2615771;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;63;63;106.653.463.557.399
2615771;1;6;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;106.653.463.557.399
2615772;1;4;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;63;63;135.014.998.213.189
2615775;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;63;63;953.608.235.491.822
2615775;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;953.608.235.491.822
2615776;1;1;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;63;63;145.790.274.744.739
2615776;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;145.790.274.744.739
2615776;1;3;1;80;1;1;1;8;;2;;2;;;1;;2;1;1;2;63;63;145.790.274.744.739
2615777;1;2;1;80;1;1;4;4;;2;;2;;;;;9;2;1;2;63;63;953.608.235.491.822
2615778;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;119.588.752.187.666
2615779;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;874.496.861.207.308
2615779;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;874.496.861.207.308
2615781;1;1;1;80;1;1;4;4;;3;;2;;;;;4;2;1;2;63;63;624.123.505.976.112
2615782;1;1;1;80;1;1;3;9;PENSION  DE  USA;3;;2;;;;;8;2;1;2;63;63;122.085.319.839.557
2615783;1;6;1;80;1;1;2;2;;2;;2;;;;;8;2;1;2;63;63;149.794.718.885.145
2615783;1;8;1;80;1;1;4;7;;2;;2;;;;;8;2;1;2;63;63;149.794.718.885.145
2615785;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;135.877.640.488.634
2615786;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;792.837.330.539.545
2615787;1;1;1;80;1;1;4;7;;2;;2;;;;;8;2;1;2;63;63;980.970.919.158.778
2615787;1;4;1;80;1;1;4;5;;3;;2;;;;;8;2;1;2;63;63;980.970.919.158.778
2615788;1;2;1;80;1;1;3;1;;3;;2;;;2;;8;1;1;2;63;63;106.008.229.344.329
2615789;1;1;1;80;1;1;4;9;CAMBIO  DE  CIUDAD;2;;2;;;3;;1;1;1;2;63;63;106.008.229.344.329
2615790;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;63;63;222.676.400.264.656
2615790;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;222.676.400.264.656
2615791;1;2;1;80;1;1;3;7;;2;;2;;;;;9;2;1;2;63;63;925.298.614.828.199
2615792;1;2;1;80;1;1;3;9;CAMBIO DE CIUDAD;2;;2;;;;;4;2;1;2;63;63;199.497.195.952.783
2615793;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;106.008.229.344.329
2615794;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;14.828.684.239.663
2615795;1;1;1;80;1;1;3;5;;3;;2;;;;;8;2;1;2;63;63;847.973.448.233.726
2615797;1;1;1;80;1;1;4;3;;2;;2;;;;;8;2;1;2;63;63;170.018.203.383.223
2615797;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;170.018.203.383.223
2615799;1;1;1;80;1;1;4;8;;2;;2;;;;;9;2;1;2;63;63;846.112.627.722.077
2615799;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;846.112.627.722.077
2615800;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;11.164.971.185.015
2615801;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;955.726.213.549.228
2615801;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;955.726.213.549.228
2615802;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;11.164.971.185.015
2615804;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;145.790.274.744.739
2615804;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;145.790.274.744.739
2615806;1;1;1;80;1;1;4;3;;2;;2;;;2;;9;1;1;2;63;63;143.793.833.702.613
2615808;1;3;1;80;1;2;;;;2;;2;;1;4;;8;;1;2;63;63;821.221.564.024.776
2615810;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;63;63;103.511.661.692.438
2615811;1;1;1;80;1;1;4;3;;2;;2;;;;;4;2;1;2;63;63;106.008.229.344.329
2615811;1;2;1;80;1;1;1;8;;2;;2;;;;;4;2;1;2;63;63;106.008.229.344.329
2615813;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;624.123.505.976.112
2615815;1;2;1;80;1;1;2;8;;2;;2;;;;;9;2;1;2;63;63;183.208.307.651.815
2615817;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;63;63;106.008.229.344.329
2615817;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;106.008.229.344.329
2615818;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;106.322.182.131.897
2615819;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;63;63;137.379.102.477.554
2615821;1;3;1;80;1;1;1;8;;2;;2;;;;;2;2;1;2;63;63;6.853.417.227.698
2615822;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;63;63;712.168.219.800.358
2615824;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;2;23;23;132.798.221.721.123
2615824;2;2;2;80;1;1;4;1;;3;;2;;;;;8;2;1;2;23;23;132.798.221.721.123
2615828;1;2;1;80;1;1;1;2;;2;;2;;;;;2;2;1;2;23;23;128.989.731.644.757
2615831;1;2;1;80;1;1;4;3;;2;;2;;;4;;9;1;1;2;23;23;124.499.790.057.172
2615831;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;124.499.790.057.172
2615831;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;124.499.790.057.172
2615831;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;124.499.790.057.172
2615831;1;6;1;80;1;1;4;4;;3;;2;;;;;4;2;1;2;23;23;124.499.790.057.172
2615831;1;7;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;23;23;124.499.790.057.172
2615834;1;2;1;80;1;1;4;4;;2;;2;;;;;4;2;1;2;23;23;128.166.084.431.874
2615836;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;2;23;23;153.229.735.075.013
2615839;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;128.116.555.187.973
2615840;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;138.425.368.313.814
2615840;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;138.425.368.313.814
2615844;1;1;1;80;1;1;3;4;;2;;2;;;;;4;2;1;2;23;23;131.350.101.779.897
2615845;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;144.802.807.559.514
2615845;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;144.802.807.559.514
2615846;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;162.479.447.668.854
2615847;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;124.055.184.586.897
2615849;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;143.004.254.175.663
2615850;1;3;1;80;1;2;;;;2;;2;;1;1;;2;;1;2;23;23;130.719.251.565.412
2615851;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;138.883.752.455.522
2615852;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;2;23;23;148.486.991.784.037
