DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,clase,MES,DPTO,fex_c_2011
2621089,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,360.502.514.759.397
2621089,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,7,42,,21,,,,,,,2,2,63,360.502.514.759.397
2621089,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,21,7,,,,,,,,,2,2,63,360.502.514.759.397
2621089,1,4,1,90,,1,1,2,2,2,2,2,2,2,2,14,21,,,,,,,,,2,2,63,360.502.514.759.397
2621090,1,1,1,90,,1,2,2,2,2,2,2,2,2,2,14,,,,,,,,,,2,2,63,3.518.277.555.206
2621090,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,3.518.277.555.206
2621090,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,2,2,63,3.518.277.555.206
2621090,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,2,63,3.518.277.555.206
2621091,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,514.385.813.897.042
2621091,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,14,28,,21,,,,,,,2,2,63,514.385.813.897.042
2621091,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,514.385.813.897.042
2621091,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,2,63,514.385.813.897.042
2621092,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,391.486.697.021.956
2621092,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,14,28,,,,,,,,,2,2,63,391.486.697.021.956
2621092,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,2,2,63,391.486.697.021.956
2621092,1,4,1,90,,1,2,2,2,2,2,2,2,2,2,28,,,,,,,,,,2,2,63,391.486.697.021.956
2621092,1,5,1,90,,1,2,2,2,2,2,2,2,2,2,14,,,,,,,,,,2,2,63,391.486.697.021.956
2621092,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,2,63,391.486.697.021.956
2621093,1,1,1,90,,1,2,2,1,2,2,2,2,2,2,8,,,7,,,,,,,2,2,63,306.306.206.813.013
2621093,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,42,,21,,,,,,,2,2,63,306.306.206.813.013
2621093,1,4,1,90,,1,2,2,2,2,2,2,2,2,2,18,,,,,,,,,,2,2,63,306.306.206.813.013
2621093,1,5,1,90,,1,1,2,2,2,2,2,2,2,2,7,28,,,,,,,,,2,2,63,306.306.206.813.013
2621093,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,2,63,306.306.206.813.013
2621094,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,279.065.972.909.218
2621139,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,28,4,,,,,,,,,2,2,63,292.927.313.166.415
2621139,1,2,1,90,,1,2,2,2,2,2,2,2,2,2,21,,,,,,,,,,2,2,63,292.927.313.166.415
2621139,1,3,1,90,,1,2,2,2,2,2,2,2,2,2,21,,,,,,,,,,2,2,63,292.927.313.166.415
2621139,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,292.927.313.166.415
2621140,1,1,1,90,,1,2,2,2,2,2,2,2,2,2,14,,,,,,,,,,2,2,63,355.286.236.781.907
2621140,1,2,1,90,,1,2,2,2,2,2,2,2,2,2,14,,,,,,,,,,2,2,63,355.286.236.781.907
2621141,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,21,,,,,,,2,2,63,423.734.367.005.723
2621141,1,2,1,90,,1,2,2,2,2,2,2,2,2,2,7,,,,,,,,,,2,2,63,423.734.367.005.723
2621142,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,5,,,,,,,2,2,63,320.591.552.057.959
2621142,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,320.591.552.057.959
2621142,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,320.591.552.057.959
2621142,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,320.591.552.057.959
2621143,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,5,,35,,,,,,,2,2,63,567.665.817.502.924
2621143,1,2,1,90,,1,2,2,2,2,2,2,2,2,2,5,,,,,,,,,,2,2,63,567.665.817.502.924
2621143,1,4,1,90,,1,2,2,2,2,2,2,2,2,2,14,,,,,,,,,,2,2,63,567.665.817.502.924
2621144,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,242.634.288.386.874
2621144,1,2,1,90,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,20,2,2,63,242.634.288.386.874
2621144,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,2,2,63,242.634.288.386.874
2621144,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,2,2,63,242.634.288.386.874
2621144,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,2,2,63,242.634.288.386.874
2621213,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,345.289.920.998.317
2621214,1,1,1,90,,1,1,1,2,2,2,2,2,2,2,12,6,4,,,,,,,,2,2,63,164.607.125.674.278
2621214,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,24,,8,,,,,,,2,2,63,164.607.125.674.278
2621214,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,18,,8,,,,,,,2,2,63,164.607.125.674.278
2621214,1,4,1,90,,1,1,2,2,2,2,2,2,2,2,2,6,,,,,,,,,2,2,63,164.607.125.674.278
2621214,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,2,63,164.607.125.674.278
2621215,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,442.369.267.745.446
2621215,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,42,,24,,,,,,,2,2,63,442.369.267.745.446
2621216,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,2,63,345.289.920.998.317
2621217,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,42,,,,,,,,,2,2,63,216.707.049.293.726
2621217,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,2,2,63,216.707.049.293.726
2621217,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,2,63,216.707.049.293.726
2621227,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,236.113.508.033.747
2621227,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,56,,,,,,,,,2,2,63,236.113.508.033.747
2621227,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,2,2,63,236.113.508.033.747
2621228,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,2,2,63,279.065.972.909.218
2621229,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,276.229.567.582.282
2621229,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,56,,,,,,,,,2,2,63,276.229.567.582.282
2621229,1,3,1,90,,2,1,2,2,2,2,2,2,2,1,,5,,,,,,,,8,2,2,63,276.229.567.582.282
2621230,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,2,2,63,262.228.598.001.313
2621230,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,2,2,63,262.228.598.001.313
2621231,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,2,2,63,184.555.709.994.204
2621232,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,446.123.068.846.363
2621232,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,60,,,,,,,,,2,2,63,446.123.068.846.363
2621242,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,410.640.940.456.581
2621243,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,2,63,403.177.805.397.895
2621243,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,2,2,63,403.177.805.397.895
2621243,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,8,,,,,,,2,2,63,403.177.805.397.895
2621244,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,2,63,514.863.143.491.209
2621244,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,2,2,63,514.863.143.491.209
2621244,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,514.863.143.491.209
2621244,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,2,63,514.863.143.491.209
2621245,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,10,,,,,,,2,2,63,33.782.678.593.963
2621245,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,2,63,33.782.678.593.963
2621245,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,2,63,33.782.678.593.963
2621246,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,371.361.906.431.668
2621246,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,2,2,63,371.361.906.431.668
2621246,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,371.361.906.431.668
2621247,1,1,1,90,,2,1,2,2,2,2,2,2,2,1,,14,,,,,,,,8,2,2,63,446.123.068.846.363
2621247,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,446.123.068.846.363
2624654,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,295.141.642.558.979
2624654,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,295.141.642.558.979
2624655,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,2,2,63,282.058.068.751.991
2624655,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,282.058.068.751.991
2624655,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,2,2,63,282.058.068.751.991
2624656,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,236.113.508.033.747
2624656,1,2,1,90,,2,1,1,2,2,2,2,2,2,2,,10,10,,,,,,,,2,2,63,236.113.508.033.747
2624656,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,2,2,63,236.113.508.033.747
2624657,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,363.484.757.860.017
2624657,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,363.484.757.860.017
2624657,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,2,2,63,363.484.757.860.017
2624657,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,2,2,63,363.484.757.860.017
2624658,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,282.058.068.751.991
2624658,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,2,2,63,282.058.068.751.991
2624658,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,2,63,282.058.068.751.991
2624662,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,2,63,164.607.125.674.278
2624662,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,2,63,164.607.125.674.278
2624662,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,7,28,,,,,,,,,2,2,63,164.607.125.674.278
2624663,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,2,2,63,276.229.567.582.282
2624663,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,14,,,,,,,2,2,63,276.229.567.582.282
2624663,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,2,63,276.229.567.582.282
2624664,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,14,,,,,,,2,2,63,345.306.975.167.473
2624664,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,14,,,,,,,2,2,63,345.306.975.167.473
2624665,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,2,2,63,371.361.906.431.668
2624665,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,42,,,,,,,,,2,2,63,371.361.906.431.668
2624665,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,2,2,63,371.361.906.431.668
2624666,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,63,164.607.125.674.278
