DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,AREA,MES,DPTO,fex_c_2011
2615533,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,73,2,73,215.192.137.044.821
2615533,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,73,2,73,215.192.137.044.821
2615534,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,73,2,73,221.061.495.150.989
2615534,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,73,2,73,221.061.495.150.989
2615534,1,3,1,90,,2,1,2,2,2,2,1,2,2,2,,21,,,,,3,,,,73,2,73,221.061.495.150.989
2615534,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,73,2,73,221.061.495.150.989
2615535,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,73,2,73,171.672.624.922.913
2615535,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,73,2,73,171.672.624.922.913
2615535,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,73,2,73,171.672.624.922.913
2615536,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,73,2,73,170.218.100.228.364
2615537,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,73,2,73,206.958.500.691.242
2615537,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,73,2,73,206.958.500.691.242
2615539,1,1,1,90,,2,1,2,2,1,2,2,2,2,2,,7,,,1,,,,,,73,2,73,219.152.491.139.823
2615542,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,20,,40,,,,,,,73,2,73,170.218.100.228.364
2615543,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,10,,,,,,,73,2,73,462.371.303.091.715
2615543,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,15,,20,,,,,,,73,2,73,462.371.303.091.715
2615543,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,73,2,73,462.371.303.091.715
2615543,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,73,2,73,462.371.303.091.715
2615544,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,20,,,,,,,73,2,73,481.754.328.234.413
2615544,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,30,,30,,,,,,,73,2,73,481.754.328.234.413
2615544,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,73,2,73,481.754.328.234.413
2615544,1,6,1,90,,2,2,2,1,2,2,2,2,2,2,,,,20,,,,,,,73,2,73,481.754.328.234.413
2615544,1,7,1,90,,2,1,2,1,1,2,2,2,2,2,,20,,20,10,,,,,,73,2,73,481.754.328.234.413
2615545,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,42,,,,,,,,,73,2,73,338.254.042.536.298
2615546,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,73,2,73,347.962.698.949.235
2615546,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,73,2,73,347.962.698.949.235
2615546,1,3,1,90,,2,1,2,2,1,2,2,2,2,2,,5,,,28,,,,,,73,2,73,347.962.698.949.235
2615546,1,4,1,90,,2,1,2,2,1,2,2,2,2,2,,8,,,14,,,,,,73,2,73,347.962.698.949.235
2615546,1,5,1,90,,2,1,2,2,1,2,2,2,2,2,,35,,,21,,,,,,73,2,73,347.962.698.949.235
2615546,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,73,2,73,347.962.698.949.235
2615547,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,73,2,73,331.349.315.727.403
2615547,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,73,2,73,331.349.315.727.403
2615548,1,1,1,90,,2,1,2,1,1,2,2,2,2,2,,4,,14,3,,,,,,73,2,73,249.988.982.793.552
2615548,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,48,,,,,,,73,2,73,249.988.982.793.552
2615585,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,66,2,66,177.134.284.196.071
2615585,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,66,2,66,177.134.284.196.071
2615585,1,3,1,90,,2,1,2,2,1,2,2,2,2,2,,20,,,12,,,,,,66,2,66,177.134.284.196.071
2615585,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,2,66,177.134.284.196.071
2615585,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,2,66,177.134.284.196.071
2615585,1,6,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,2,66,177.134.284.196.071
2615586,1,1,1,90,,2,1,2,2,1,2,2,2,2,1,,21,,,7,,,,,12,66,2,66,275.587.560.506.913
2615587,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,66,2,66,309.087.207.693.933
2615587,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,66,2,66,309.087.207.693.933
2615588,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,48,,,,,,,,,66,2,66,309.087.207.693.933
2615588,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,66,2,66,309.087.207.693.933
2615589,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,66,2,66,270.008.232.473.228
2615589,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,66,2,66,270.008.232.473.228
