DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,fex_c_2011
2621089,1,2,1,80,2,1,1,8,,2,,2,,,,,1,2,1,2,63,360.502.514.759.397
2621089,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,360.502.514.759.397
2621089,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,360.502.514.759.397
2621090,1,2,1,80,2,1,1,9,EMBARAZO,2,,2,,,,EMBARAZO,12,2,1,2,63,3.518.277.555.206
2621090,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,3.518.277.555.206
2621090,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,3.518.277.555.206
2621091,1,2,1,80,2,1,4,5,,3,,2,,,,,8,2,1,2,63,514.385.813.897.042
2621091,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,514.385.813.897.042
2621092,1,2,1,80,2,1,4,7,,2,,2,,,,,1,2,1,2,63,391.486.697.021.956
2621092,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,391.486.697.021.956
2621092,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,391.486.697.021.956
2621093,1,2,1,80,2,1,1,6,,2,,2,,,,,7,2,1,2,63,306.306.206.813.013
2621093,1,5,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,63,306.306.206.813.013
2621093,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,306.306.206.813.013
2621139,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,63,292.927.313.166.415
2621139,1,3,1,80,2,1,4,3,,2,,2,,,,,7,2,1,2,63,292.927.313.166.415
2621140,1,2,1,80,2,1,4,3,,3,,2,,,,,9,2,1,2,63,355.286.236.781.907
2621141,1,2,1,80,2,1,1,3,,2,,2,,,1,,9,1,1,2,63,423.734.367.005.723
2621143,1,4,1,80,2,1,2,2,,2,,2,,,1,,2,1,1,2,63,567.665.817.502.924
2621144,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,242.634.288.386.874
2621144,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,242.634.288.386.874
2621144,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,242.634.288.386.874
2621214,1,3,1,80,2,1,3,2,,2,,2,,,,,2,2,1,2,63,164.607.125.674.278
2621215,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,442.369.267.745.446
2621217,1,1,1,80,2,1,1,1,,2,,2,,,,,9,2,1,2,63,216.707.049.293.726
2621227,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,236.113.508.033.747
2621232,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,446.123.068.846.363
2621243,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,403.177.805.397.895
2621244,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,514.863.143.491.209
2621244,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,514.863.143.491.209
2621245,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,33.782.678.593.963
2621246,1,1,1,80,2,1,3,9,LA EDAD,2,,2,,,,,8,2,1,2,63,371.361.906.431.668
2621246,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,63,371.361.906.431.668
2624654,1,2,1,80,2,1,4,4,,2,,2,,,,,4,2,1,2,63,295.141.642.558.979
2624655,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,282.058.068.751.991
2624656,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,236.113.508.033.747
2624657,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,363.484.757.860.017
2624658,1,3,1,80,2,1,1,6,,2,,2,,,,,1,2,1,2,63,282.058.068.751.991
2624662,1,1,1,80,2,1,4,4,,2,,2,,,,,8,2,1,2,63,164.607.125.674.278
2624662,1,3,1,80,2,1,4,3,,1,2,2,,,,,11,2,1,2,63,164.607.125.674.278
2624663,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,276.229.567.582.282
2624665,1,2,1,80,2,1,4,8,,2,,2,,,,,9,2,1,2,63,371.361.906.431.668
2624666,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,164.607.125.674.278
2624667,1,2,1,80,2,1,1,8,,2,,2,,,,,1,2,1,2,63,276.229.567.582.282
2624667,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,276.229.567.582.282
2625281,1,1,1,80,2,2,,,,3,,2,,2,,.,,,1,2,63,164.607.125.674.278
2625281,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,164.607.125.674.278
2625282,1,2,1,80,2,1,1,8,,2,,2,,,,,9,2,1,2,63,282.058.068.751.991
2625282,1,3,1,80,2,1,1,8,,2,,2,,,,,2,2,1,2,63,282.058.068.751.991
2625288,1,1,1,80,2,1,4,8,,2,,2,,,,,9,2,1,2,63,475.187.150.122.488
2625288,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,475.187.150.122.488
2625288,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,475.187.150.122.488
2625288,1,6,1,80,2,1,4,9,POR LA EDAD,2,,2,,,,,8,2,1,2,63,475.187.150.122.488
2625290,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,63,257.981.775.746.005
2625294,1,2,1,80,2,1,2,3,,2,,2,,,,,9,2,1,2,63,504.389.498.113.452
2625294,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,63,504.389.498.113.452
2625295,1,2,1,80,2,1,3,3,,2,,2,,,,,9,2,1,2,63,420.888.108.936.634
2626295,1,2,1,80,2,1,4,9,CAMBIO DE DOMICILIO,2,,2,,,,,4,2,1,2,13,189.574.449.888.249
2626295,1,3,1,80,2,1,1,6,,2,,2,,,,,1,2,1,2,13,189.574.449.888.249
2626296,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,153.901.006.628.783
2626296,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,153.901.006.628.783
2626296,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,153.901.006.628.783
2626297,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,988.978.117.761.264
2626298,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,13,892.130.382.327.708
2626299,1,1,1,80,2,1,4,4,,2,,2,,,,,8,2,1,2,13,184.030.799.396.884
2626299,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,184.030.799.396.884
2626299,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,184.030.799.396.884
2626299,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,184.030.799.396.884
2626300,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,241.868.129.670.956
2626300,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,241.868.129.670.956
2626300,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,241.868.129.670.956
2626300,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,241.868.129.670.956
2626302,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,13,146.786.372.139.808
2626302,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,146.786.372.139.808
2626302,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,13,146.786.372.139.808
2628409,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,140.322.279.400.424
2628409,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,140.322.279.400.424
2628413,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,257.490.742.004.255
2628414,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,257.490.742.004.255
2628415,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,352.943.116.832.394
2628416,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,215.547.963.757.402
2628421,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,73,324.340.718.695.454
2628422,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,73,26.604.848.327.073
2628422,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,26.604.848.327.073
2628422,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,26.604.848.327.073
2628423,1,1,1,80,2,1,2,4,,2,,2,,,,,4,2,1,2,73,238.062.322.786.837
2628423,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,238.062.322.786.837
2628424,1,1,1,80,2,1,2,4,,2,,2,,,,,4,2,1,2,73,324.340.718.695.454
2628424,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,73,324.340.718.695.454
2628425,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,73,140.322.279.400.424
2628442,1,2,1,80,2,2,,,,2,,2,,1,4,,9,,1,2,73,289.882.368.336.379
2628442,1,3,1,80,2,1,2,2,,2,,2,,,,,2,2,1,2,73,289.882.368.336.379
2628442,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,289.882.368.336.379
2628446,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,2,73,497.039.640.346.532
2628447,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,2,73,316.321.175.878.378
2628447,1,3,1,80,2,1,1,2,,2,,2,,,,,2,2,1,2,73,316.321.175.878.378
2628470,1,1,1,80,2,1,4,3,,2,,2,,,,,8,2,1,2,73,324.340.718.695.454
2628470,1,2,1,80,2,1,2,4,,2,,2,,,,,3,2,1,2,73,324.340.718.695.454
