DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;AREA;fex_c_2011
2615566;2;1;1;1;2;1;1;1;4;3;;;;;100000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;;2;2;;2;2;;;;;;;;;;;1;1;1;2;15;1;15;891.817.020.602.519
2615567;1;4;2;1;1;1;1;1;3;1;;;100000000;600000;;1;2;1;2;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;1;1;4;1;1;1;4;1;1;1;1;1;3;3;1;1;1;2;47;1;47;808.386.115.123.921
2615568;1;4;1;1;1;1;1;1;3;3;;;;;510000;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2;;1;1;2;1;4;1;1;1;1;1;4;7;1;1;1;2;47;1;47;123.796.472.138.727
2615569;1;4;3;1;1;1;1;1;3;1;;;98;450000;;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;1;2;1;3;2;2;;4;1;1;1;4;1;1;1;1;1;4;3;1;1;1;2;47;1;47;118.377.542.643.264
2615570;1;5;4;1;1;1;1;1;3;1;;;98;500000;;1;2;1;1;1;1;2;1;2;1;2;2;2;2;1;1;1;1;1;1;1;1;5;2;2;;5;1;1;1;4;1;1;1;1;1;4;3;1;1;1;2;47;1;47;126.786.203.487.594
2615571;1;3;2;1;1;1;1;1;3;3;;;;;350000;2;2;1;1;1;1;2;1;1;2;1;1;2;2;2;1;1;1;1;2;1;1;3;2;2;;3;1;1;1;4;1;1;1;1;1;3;3;1;1;1;2;47;1;47;138.580.513.743.945
2615572;1;6;5;1;1;1;1;1;3;1;;;380000000;1000000;;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;2;1;1;3;2;2;;5;1;1;1;4;1;1;1;1;1;3;3;1;1;1;2;47;1;47;737.394.398.923.777
2615573;1;3;2;1;1;1;1;1;3;1;;;35000000;300000;;1;2;1;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2;;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;2;47;1;47;891.020.365.454.934
2615574;1;3;2;1;1;1;1;1;3;3;;;;;420000;2;2;1;1;2;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;1;3;2;2;;4;1;2;1;4;1;1;1;1;1;3;3;1;1;1;2;47;1;47;134.993.965.315.635
2615576;1;4;2;1;1;1;1;1;3;3;;;;;450000;1;2;1;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;1;1;2;1;3;2;2;;3;1;2;1;4;1;1;1;1;1;4;7;1;1;1;2;47;1;47;136.367.505.501.111
2615577;1;4;2;1;1;1;1;1;3;3;;;;;445000;1;2;1;2;1;1;2;2;1;1;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2;;2;1;2;1;4;1;1;1;1;1;4;7;1;1;1;2;47;1;47;946.080.505.190.958
2615578;1;5;3;1;1;1;1;1;3;3;;;;;480000;2;2;1;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;1;1;2;1;4;2;2;;4;1;2;1;4;1;1;1;1;1;4;7;1;1;1;2;47;1;47;862.931.768.080.924
2615579;1;4;2;1;1;1;1;1;3;1;;;80000000;500000;;2;2;1;1;1;1;2;1;2;2;2;2;1;2;1;1;1;1;1;1;2;1;2;2;1;1;3;1;1;1;4;1;1;1;1;1;4;3;1;1;1;2;47;1;47;103.784.375.746.115
2615580;1;3;2;1;1;1;1;1;3;3;;;;;450000;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2;;4;1;2;1;4;1;1;1;1;1;4;7;1;1;1;2;47;1;47;147.756.838.970.965
2615581;1;4;3;1;1;1;1;1;3;5;;;;200000;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2;;4;1;1;1;2;1;1;1;1;1;3;3;2;1;1;2;47;1;47;995.182.129.981.314
2615582;1;3;2;1;1;1;1;1;3;3;;;;;400000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2;;4;1;1;1;4;1;1;1;1;1;3;3;1;1;1;2;47;1;47;173.358.712.162.285
2615583;1;4;3;1;1;1;1;1;3;1;;;99;400000;;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;;4;1;1;1;4;1;1;1;1;1;3;3;1;1;1;2;47;1;47;973.052.047.552.971
2615584;1;4;2;1;1;1;1;1;3;1;;;98;300000;;1;2;1;1;2;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;3;2;2;;3;1;1;1;2;1;1;1;1;1;3;3;1;1;1;2;47;1;47;124.082.346.596.207
2615585;1;4;4;1;1;1;1;1;3;3;;;;;330000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2;;6;1;1;1;4;1;1;1;1;1;3;2;1;1;1;2;66;1;66;177.134.284.196.071
2615586;1;2;1;1;1;1;1;1;3;4;;;;200000;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2;;1;1;1;1;4;1;1;1;1;1;3;2;1;1;1;2;66;1;66;275.587.560.506.913
2615587;1;3;2;1;1;1;1;1;4;3;;;;;200000;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2;;2;1;1;1;2;1;2;1;1;1;3;2;1;1;1;2;66;1;66;309.087.207.693.933
2615588;1;3;2;1;1;1;1;1;4;3;;;;;300000;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2;;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;2;66;1;66;309.087.207.693.933
2615589;1;3;2;1;1;1;1;1;4;3;;;;;180000;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;1;2;2;;7;1;2;1;4;1;2;1;1;1;3;2;1;1;1;2;66;1;66;270.008.232.473.228
2615591;1;2;1;1;1;1;1;1;4;3;;;;;300000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2;;4;1;2;1;4;1;2;1;1;1;3;2;1;1;1;2;66;1;66;255.111.106.800.602
2615592;1;3;2;1;2;1;1;1;3;1;;;50000000;350000;;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2;;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;2;66;1;66;289.597.149.895.258
2615592;2;1;1;1;2;1;1;6;;3;;;;;100000;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;1;3;1;2;;;;;;;;;;;1;1;1;2;66;1;66;289.597.149.895.258
2615592;3;1;1;1;2;1;1;6;;3;;;;;60000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;2;1;3;1;3;;;;;;;;;;;1;1;1;2;66;1;66;289.597.149.895.258
2615593;1;3;1;1;1;1;1;1;3;1;;;70000000;300000;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2;;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;2;66;1;66;222.597.855.521.219
2615594;1;1;1;1;1;1;1;1;3;1;;;50000000;150000;;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;3;2;2;;3;1;2;1;4;1;1;1;1;1;3;2;1;1;1;2;66;1;66;288.479.135.958.982
2615595;1;1;1;1;1;1;1;1;3;1;;;60000000;250000;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;2;;2;2;;1;1;1;1;4;1;1;1;1;1;3;2;1;1;1;2;66;1;66;275.587.560.506.913
2615596;1;2;2;1;1;1;1;1;3;4;;;;300000;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2;;3;1;1;4;2;1;1;1;1;1;3;2;1;1;1;2;66;1;66;288.479.135.958.982
2615597;1;3;2;1;1;1;1;1;1;1;;;100000000;300000;;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2;;2;2;;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;2;66;1;66;222.597.855.521.219
2615598;1;2;1;1;1;1;1;1;4;3;;;;;160000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2;;1;1;2;1;4;1;2;1;1;1;3;2;1;1;1;2;66;1;66;267.602.133.083.067
2615599;1;3;2;1;1;1;1;1;1;3;;;;;180000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;2;66;1;66;325.218.884.282.762
2615601;1;2;2;1;1;1;1;1;4;3;;;;;180000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;;2;2;;3;1;2;1;2;1;2;1;1;1;3;2;1;1;1;2;66;1;66;311.262.128.779.627
2615602;1;3;2;1;1;1;1;1;3;3;;;;;265000;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2;;3;1;2;1;4;1;1;1;1;1;3;2;1;1;1;2;66;1;66;325.226.072.171.126
2615603;1;3;1;1;1;1;1;1;4;1;;;40000000;250000;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2;;1;1;2;1;4;1;2;1;1;1;3;2;1;1;1;2;66;1;66;275.587.560.506.913
2615604;1;2;1;1;1;1;1;1;3;1;;;18000000;200000;;1;2;1;2;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2;;3;1;1;1;4;1;1;1;1;1;1;2;1;1;1;2;66;1;66;325.226.072.171.126
2615607;1;2;1;1;1;1;1;1;3;4;;;;100000;;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;2;66;1;66;275.587.560.506.913
2615608;1;1;1;1;1;1;1;1;5;1;;;15000000;100000;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;;2;1;1;1;3;1;2;1;1;1;1;2;1;1;1;2;66;1;66;238.729.532.110.049
2615609;1;3;2;1;1;1;1;1;4;3;;;;;150000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;2;1;2;2;2;;4;1;2;1;3;1;2;1;1;1;2;2;1;1;1;2;66;1;66;313.993.355.722.156
2615610;1;3;2;1;1;1;1;1;4;3;;;;;150000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2;;4;1;2;1;2;1;2;1;1;1;2;2;1;1;1;2;66;1;66;335.386.420.680.666
2615612;1;3;2;1;1;1;1;1;3;3;;;;;180000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2;;6;1;2;1;4;1;1;1;1;1;2;2;1;1;1;2;66;1;66;271.163.999.246.002
2615613;1;7;3;1;1;1;1;1;3;1;;;600000000;1200000;;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2;;4;1;2;1;4;1;1;1;1;1;6;2;1;1;1;2;66;1;66;252.943.373.603.271
2615615;1;3;3;1;1;1;1;1;4;1;;;8000000;200000;;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;;6;1;1;4;3;1;2;1;1;1;1;2;1;1;1;2;66;1;66;259.064.604.905.856
2615616;1;1;1;1;1;1;1;6;;3;;;;;50000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;2;66;1;66;315.303.794.168.875
2615617;1;4;2;1;1;1;1;1;3;1;;;150000000;700000;;1;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;2;;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;2;66;1;66;303.877.947.937.477
2615619;1;3;2;1;1;1;1;1;4;1;;;15000000;120000;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;;2;2;;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;2;66;1;66;301.101.780.270.087
2615620;1;4;2;1;1;1;1;1;3;3;;;;;250000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;;2;2;;4;1;1;1;2;1;1;1;1;1;1;2;1;1;1;2;66;1;66;227.504.003.549.442
2615622;1;4;1;1;1;1;1;1;3;1;;;80000000;300000;;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;;1;1;1;1;3;1;1;1;1;1;3;2;1;1;1;2;17;1;17;161.466.676.959.938
2615624;1;4;2;1;1;1;1;1;3;4;;;;600000;;1;1;1;1;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2;;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;2;17;1;17;169.807.505.662.436
2615625;1;4;3;1;1;1;1;1;3;2;;720000;720000;700000;;1;1;1;2;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2;;4;1;2;1;4;1;1;1;1;1;3;2;1;1;1;2;17;1;17;15.817.203.476.155
2615626;1;3;1;1;1;1;1;1;3;3;;;;;500000;2;2;1;2;1;2;1;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;2;17;1;17;168.100.591.928.025
2615628;1;5;3;1;1;1;1;1;4;3;;;;;500000;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;3;2;2;;4;1;1;1;4;1;2;1;1;1;3;2;1;1;1;2;17;1;17;189.203.611.899.278
2615630;1;5;3;1;1;1;1;1;3;1;;;80000000;450000;;1;1;1;2;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2;;4;1;1;1;4;1;1;1;1;1;4;2;1;1;1;2;17;1;17;187.473.991.977.814
2615631;1;4;1;1;1;1;1;1;3;1;;;90000000;400000;;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2;;1;1;1;1;4;1;1;1;1;1;4;2;1;1;1;2;17;1;17;161.466.676.959.938
2615632;1;6;4;1;1;1;1;1;3;3;;;;;420000;1;1;1;2;2;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;3;2;2;;3;1;1;1;4;1;1;1;1;1;4;2;1;1;1;2;17;1;17;172.955.255.090.403
2615634;1;6;4;1;1;1;1;1;3;1;;;50000000;350000;;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;5;2;2;;5;1;1;1;4;1;1;1;1;1;4;2;1;1;1;2;17;1;17;122.668.142.630.077
2615635;1;5;2;1;1;1;1;1;3;1;;;80000000;400000;;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;3;2;2;;3;1;1;1;6;1;1;1;1;1;4;2;1;1;1;2;17;1;17;178.171.040.551.986
2615636;1;5;2;1;1;1;1;1;3;1;;;80000000;400000;;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;2;1;2;2;2;;2;1;1;1;7;1;1;1;1;1;4;2;1;1;1;2;17;1;17;17.249.924.830.723
2615637;1;1;1;1;2;1;1;6;;3;;;;;140000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;;2;1;3;1;3;1;2;1;1;1;3;2;1;1;1;2;17;1;17;165.408.849.283.232
2615638;1;1;1;1;2;1;1;6;;3;;;;;130000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;;1;1;3;1;3;1;2;1;1;1;3;2;1;1;1;2;17;1;17;179.446.626.417.262
2615639;1;1;1;1;2;1;1;6;;3;;;;;120000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;;1;1;3;1;6;1;1;1;1;1;3;7;1;1;1;2;17;1;17;179.446.626.417.262
2615640;1;1;1;1;2;1;1;2;2;3;;;;;140000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;2;1;3;1;6;1;2;1;1;1;3;7;1;1;1;2;17;1;17;16.901.308.276.711
2615642;1;3;2;1;1;1;1;1;3;1;;;85000000;600000;;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;2;;2;2;;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;2;17;1;17;187.787.455.119.759
2615643;1;3;2;1;1;1;1;1;3;1;;;90000000;650000;;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2;;3;1;2;1;4;1;1;1;1;1;5;2;1;1;1;2;17;1;17;16.016.838.490.761
2615644;1;4;3;1;1;1;1;1;3;2;;456000;90000000;700000;;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;2;2;1;4;2;2;;4;1;2;1;4;1;1;1;1;1;6;2;1;1;1;2;17;1;17;13.156.182.019.008
2615645;1;4;3;1;1;1;1;1;3;1;;;120000000;600000;;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;4;2;2;;5;1;2;1;4;1;1;1;1;1;5;2;1;1;1;2;17;1;17;169.155.626.408.337
2615646;1;1;1;1;2;1;1;1;4;3;;;;;180000;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;;2;2;;2;1;3;1;3;1;2;1;1;1;3;7;1;1;1;2;17;1;17;169.807.505.662.436
2615647;1;1;1;1;2;1;1;6;;3;;;;;150000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;;1;1;3;1;3;1;2;1;1;1;3;7;1;1;1;2;17;1;17;178.652.203.521.936
