DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,AREA,fex_c_2011
2615536,1,1,1,70,1,16,25,1,,2,86,1,,9,1,,,,,,,,,,1,,2,,2,45,45,92,1,2,9242,2,73,73,170.218.100.228.364
2615542,1,1,1,70,1,106,48,1,,2,360,1,,3,1,,,,,,,,,,1,,2,,2,32,33,85,1,2,8532,2,73,73,170.218.100.228.364
2615548,1,2,1,70,1,9,48,1,,2,9,1,,9,1,,,,,,,,,,1,,2,,2,59,55,74,1,1,7499,2,73,73,249.988.982.793.552
2615549,1,5,1,70,1,1,25,1,,2,2,1,,4,4,,,,,,,,,,1,,1,515000,2,39,39,74,1,1,7411,2,15,15,786.499.443.193.213
2615553,1,3,1,70,1,4,48,4,,2,4,4,,9,1,,,,,,,,,,1,,1,1300000,2,39,39,75,1,1,7512,2,15,15,836.082.706.929.527
2615561,1,8,1,70,1,12,50,1,,2,12,1,,8,1,,,,,,,,,,1,,2,,2,39,39,60,1,1,6041,2,15,15,618.044.833.176.763
2615569,1,1,1,70,1,4,48,2,,2,4,2,,9,1,,,1,,,,,,,,,2,,2,6,6,75,1,1,7512,2,47,47,118.377.542.643.264
2615569,1,3,1,70,1,4,48,1,,2,8,1,,9,2,,,,,,,,,,1,,2,,2,39,39,45,1,1,4521,2,47,47,118.377.542.643.264
2615570,1,3,1,70,1,8,48,1,,2,8,1,,9,2,,,,,,,,,,1,,2,,2,2,30,63,1,1,6332,2,47,47,126.786.203.487.594
2615572,1,4,1,70,1,52,48,2,,2,52,4,,1,4,,,,,,,,,,1,,2,,2,19,41,52,1,2,5234,2,47,47,737.394.398.923.777
2615581,1,3,1,70,1,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,2,,2,47,47,995.182.129.981.314
2615587,1,2,1,70,1,10,48,1,,2,10,1,,2,4,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,2,66,66,309.087.207.693.933
2615588,1,1,1,70,1,104,24,3,,2,104,4,,1,2,,,,,,,,,,1,,2,,2,54,55,74,1,2,7493,2,66,66,309.087.207.693.933
2615589,1,1,1,70,1,9,40,1,,2,9,1,,7,1,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,2,66,66,270.008.232.473.228
2615589,1,2,1,70,1,104,18,1,,2,156,1,,2,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5219,2,66,66,270.008.232.473.228
2615589,1,7,1,70,1,3,15,1,,2,3,4,,1,2,,,,,,,,,,1,,1,210000,2,13,54,85,1,1,8532,2,66,66,270.008.232.473.228
2615592,3,1,3,70,1,28,48,1,,2,28,1,,3,1,,,,,,,,,,1,,2,,2,53,53,55,1,2,5529,2,66,66,289.597.149.895.258
2615594,1,3,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,84,,,1,1,,2,66,66,288.479.135.958.982
2615596,1,2,1,70,1,48,48,1,,2,8,1,,5,1,,,,,,,,,,1,,2,,2,37,97,51,1,2,5125,2,66,66,288.479.135.958.982
2615599,1,1,1,70,1,2,48,1,,2,2,1,,4,1,,,1,,,,,,1,,YA ES PENSIONADO,1,520000,2,53,53,55,1,1,5521,2,66,66,325.218.884.282.762
2615608,1,1,1,70,1,4,48,4,,2,4,4,,1,1,,,,,,,,,,1,,1,500000,2,45,45,52,1,1,5262,2,66,66,238.729.532.110.049
2615609,1,3,1,70,1,4,48,1,,2,28,1,,9,4,,,,,,,,,,1,,2,,2,34,19,80,1,1,8050,2,66,66,313.993.355.722.156
2615612,1,1,1,70,1,210,48,1,,2,210,1,,6,1,,,,,,,,,,1,,2,,2,53,59,85,1,2,8531,2,66,66,271.163.999.246.002
2615615,1,1,1,70,1,8,72,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,2,66,66,259.064.604.905.856
2615619,1,2,1,70,1,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,1,,2,66,66,301.101.780.270.087
2615624,1,2,1,70,1,8,56,1,,2,8,1,,8,1,,,,,,,,,,1,,2,,2,98,98,60,1,1,6042,2,17,17,169.807.505.662.436
2615626,1,2,1,70,1,8,54,1,,2,8,1,,2,4,,,,,,,,,,1,,2,,2,37,45,52,1,1,5262,2,17,17,168.100.591.928.025
2615630,1,3,1,70,1,2,48,1,,2,24,4,,9,7,,,,,,,,,,1,,2,,2,38,37,75,1,1,7512,2,17,17,187.473.991.977.814
2615632,1,3,1,70,1,4,48,1,,2,24,1,,9,2,,,,,,,,,,1,,2,,2,3,44,64,1,1,6421,2,17,17,172.955.255.090.403
2615635,1,1,1,70,1,16,48,1,,2,16,1,,9,1,,,,1,,,,,,,,2,,2,39,3,45,1,2,4530,2,17,17,178.171.040.551.986
2615651,1,2,1,70,1,52,48,1,,2,3,1,,3,2,,,,,,,,,,1,,1,200000,2,55,55,70,1,2,7020,2,17,17,178.148.334.364.934
2615669,1,1,1,70,1,1,24,1,,2,8,1,,9,2,,,,,,,,,,1,,2,,2,39,39,85,1,1,8511,2,68,68,375.345.512.941.464
2615687,1,2,1,70,1,4,48,1,,2,20,1,,9,2,,,,,,,,,,1,,2,,2,44,44,64,1,1,6421,2,68,68,823.880.180.668.198
2615688,1,1,1,70,1,2,48,1,,2,4,1,,9,1,,,,,,,,,,1,,2,,2,45,39,92,1,1,9249,2,76,76,23.354.608.660.094
2615693,1,2,1,70,1,8,24,1,,2,78,4,,1,2,,,,,,,,,,1,,2,,2,17,17,92,1,1,9214,2,76,76,617.027.741.253.391
2615697,1,4,1,70,1,20,48,4,,2,21,4,,1,1,,,,,,,,,,1,,2,,2,98,98,60,1,2,6031,2,52,52,219.532.078.867.924
2615711,1,2,1,70,1,2,24,1,,2,374,1,,4,1,,,,,,,,,,1,,2,,2,55,55,45,1,1,4530,2,52,52,329.656.923.925.913
2615712,1,1,1,70,1,2,40,4,,2,2,4,,1,1,,,,,,,,,,1,,1,50000,2,95,93,45,1,1,4552,2,52,52,326.496.995.119.354
2615712,1,4,1,70,1,6,40,1,,2,270,4,,3,1,,,,,,,,,,1,,2,,2,2,95,45,1,1,4521,2,52,52,326.496.995.119.354
2615725,1,5,1,70,1,4,48,1,,2,17,1,,4,1,,,,,,,,,,1,,2,,2,45,45,50,1,1,5040,2,52,52,194.801.581.296.553
2615725,1,6,1,70,1,4,48,1,,2,5,1,,6,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,2,52,52,194.801.581.296.553
2615729,1,4,1,70,1,8,48,1,,2,102,1,,6,1,,,,,,,,,,1,,2,,2,45,45,50,1,1,5051,2,50,50,17.149.461.436.143
2615736,1,1,1,70,1,24,48,4,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,2,50,50,257.787.048.180.858
2615738,1,2,1,70,1,32,48,1,,2,45,4,,2,1,,,,,,,,,,1,,2,,2,33,41,52,1,2,5211,2,50,50,257.200.509.755.083
2615738,1,3,1,70,1,24,48,1,,2,32,1,,2,7,,,,,,,,,,1,,2,,2,5,45,50,1,2,5040,2,50,50,257.200.509.755.083
2615738,1,4,1,70,1,6,48,1,,2,24,1,,4,7,,,,,,,,,,1,,2,,2,5,45,52,1,1,5211,2,50,50,257.200.509.755.083
2615750,1,2,1,70,1,52,40,3,,2,105,1,,2,8,,,,,,,,,,1,,2,,2,54,53,55,1,2,5529,2,50,50,200.058.109.781.912
2615750,1,3,1,70,1,24,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,2,,2,50,50,200.058.109.781.912
2615755,1,1,1,70,1,5,40,2,,2,5,1,,9,2,,,,,,,,,,1,,2,,2,13,38,64,1,1,6424,2,27,27,244.021.503.712.882
2615758,1,4,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,1,,2,27,27,117.130.321.782.183
2615760,1,8,1,70,1,1,48,1,,2,72,1,,4,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,2,27,27,244.021.503.712.882
2615761,1,2,1,70,1,36,56,1,,2,36,2,,9,1,,,,,,,,,,1,,2,,2,58,58,75,1,2,7522,2,27,27,244.021.503.712.882
2615762,1,1,1,70,1,72,42,3,,2,72,4,,1,5,,,,,,,,,,1,,2,,2,54,41,55,1,2,5522,2,63,63,106.110.384.326.157
2615763,1,1,1,70,1,4,50,1,,2,4,4,,1,8,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,2,63,63,175.325.291.474.572
2615765,1,1,1,70,1,3,30,4,,2,6,4,,1,2,,,,,,,,,,1,,2,,2,54,54,74,1,1,7493,2,63,63,624.123.505.976.112
2615766,1,2,1,70,1,12,51,4,,2,208,4,,1,1,,,,,,,,,,1,,2,,2,95,41,52,1,1,5224,2,63,63,108.606.951.978.048
2615766,1,3,1,70,1,52,50,4,,2,520,4,,1,1,,,,,,,,,,1,,2,,2,58,41,52,1,2,5225,2,63,63,108.606.951.978.048
2615769,1,1,1,70,1,2,50,1,,2,12,4,,1,1,,,,1,,,,,,,,2,,2,58,58,74,1,1,7492,2,63,63,953.608.235.491.822
2615770,1,1,1,70,1,2,51,4,,2,2,4,,1,8,,,,,,,,,,1,,1,250000,2,61,61,1,1,1,140,2,63,63,150.906.006.657.251
2615771,1,3,1,70,1,8,60,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,111,2,63,63,106.653.463.557.399
2615774,1,1,1,70,1,4,48,4,,2,4,4,,1,1,,,,,,,,,,1,,1,150000,2,95,95,45,1,1,4521,2,63,63,14.090.179.169.045
2615777,1,3,1,70,1,1,40,4,,2,156,4,,1,1,,,,,,,,,,1,,2,,2,41,80,19,1,1,1925,2,63,63,953.608.235.491.822
2615782,1,3,1,70,1,192,50,1,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,63,93,45,1,2,4552,2,63,63,122.085.319.839.557
2615783,1,5,1,70,1,22,48,4,,2,18,4,,1,1,,,,,,,,,,1,,2,,2,85,41,52,1,2,5211,2,63,63,149.794.718.885.145
2615785,1,2,1,70,1,48,40,1,,2,62,1,,3,1,,,,1,,,,,,,,2,,2,53,53,55,1,2,5521,2,63,63,135.877.640.488.634
2615793,1,1,1,70,1,28,84,8,,2,205,8,,3,1,,,,,,,,,1,,PENSION,2,,2,60,60,1,1,2,111,2,63,63,106.008.229.344.329
2615794,1,3,1,70,1,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,2,63,63,14.828.684.239.663
2615795,1,2,1,70,1,1,60,4,,2,2,4,,1,2,,,,,,,,,,1,,1,240000,2,61,61,1,1,1,111,2,63,63,847.973.448.233.726
2615798,1,2,1,70,1,6,60,1,,2,6,1,,4,8,,,,,,,,,,1,,2,,2,39,39,74,1,1,7499,2,63,63,624.123.505.976.112
2615800,1,1,1,70,1,105,40,1,,2,105,1,,6,1,,,,,,,,,1,,PENSION,2,,2,39,30,85,1,2,8532,2,63,63,11.164.971.185.015
2615801,1,2,1,70,1,8,30,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,1,,2,63,63,955.726.213.549.228
2615804,1,1,1,70,1,2,48,1,,2,2,4,,1,1,,,,,,,,,,1,,1,200000,2,53,55,74,1,1,7493,2,63,63,145.790.274.744.739
2615805,1,2,1,70,1,4,30,1,,2,52,4,,1,2,,,,,,,,,,1,,2,,2,55,59,85,1,1,8512,2,63,63,132.990.654.261.999
2615807,1,2,1,70,1,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,21,,,1,2,,2,63,63,157.032.500.849.318
2615816,1,2,1,70,1,2,30,4,,2,48,4,,1,1,,,,,,,,,,1,,2,,2,53,53,55,1,1,5522,2,63,63,206.545.691.105.789
2615819,1,2,1,70,1,2,40,4,,2,102,4,,1,1,,,,,,,,,,1,,2,,2,55,55,74,1,1,7493,2,63,63,137.379.102.477.554
2615819,1,3,1,70,1,4,40,4,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,53,95,36,1,1,3611,2,63,63,137.379.102.477.554
2615821,1,1,1,70,1,20,40,4,,2,4,1,,5,2,,,,,,,,,,1,,2,,2,55,39,74,1,2,7492,2,63,63,6.853.417.227.698
2615821,1,2,1,70,1,5,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,2,63,63,6.853.417.227.698
2615829,1,2,1,70,1,3,24,1,,2,24,1,,9,2,,,,,,,,,,1,,2,,2,7,44,64,1,1,6421,2,23,23,143.626.495.746.498
2615832,1,1,1,70,1,12,45,3,,2,36,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,2,23,23,135.884.686.151.231
2615852,2,2,2,70,1,6,48,3,,2,6,1,,2,1,,,,,,,,,,1,,2,,2,54,45,52,1,1,5233,2,23,23,148.486.991.784.037
2615854,1,2,1,70,1,8,48,4,,2,8,1,,2,4,,,,,,,,,,1,,2,,2,97,84,50,1,1,5020,2,23,23,110.900.002.115.739
2615858,1,3,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,2,23,23,130.716.368.469.622
2615859,1,2,1,70,1,32,60,1,,2,32,4,,1,4,,,,,,,,,,1,,2,,2,45,45,52,1,2,5261,2,23,23,15.338.498.386.049
2615865,1,4,1,70,1,4,48,1,,2,2,6,,3,2,,,,,,,,,,1,,2,,2,45,45,52,1,1,5219,2,23,23,107.649.680.256.504
2615867,1,1,1,70,1,4,48,1,,2,104,1,,7,4,,,,,,,,,,1,,2,,2,13,13,80,1,1,8043,2,23,23,128.989.731.644.757
2615868,1,2,1,70,1,16,48,1,,2,24,1,,5,9,RECURSOS PROPIOS,,,,,,,,,1,,2,,2,37,58,85,1,2,8512,2,23,23,160.157.499.332.563
2615868,1,3,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,13,,,1,1,,2,23,23,160.157.499.332.563
2615872,1,2,1,70,1,52,48,4,,2,52,1,,5,2,,,,,,,,,,1,,2,,2,13,13,80,1,2,8060,2,23,23,144.802.807.559.514
2615881,1,1,1,70,1,24,48,1,,2,36,2,,9,3,,,,,,,,,,1,,2,,2,58,58,75,1,2,7522,2,73,73,232.534.197.700.088
2615885,1,1,1,70,1,56,24,1,,2,62,1,,6,2,,,,,,,,,,1,,2,,2,32,32,80,1,2,8043,2,73,73,189.050.960.384.383
2615890,1,2,1,70,1,3,40,1,,2,3,3,,1,1,,,,,,,,,,1,,1,80000,2,97,54,95,1,1,9500,2,73,73,29.549.958.772.748
2615893,1,3,1,70,1,10,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,59,,,1,1,,2,73,73,179.432.503.070.371
2615895,1,3,1,70,1,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,2,73,73,242.235.051.660.286
2615905,1,2,1,70,1,112,48,1,,2,112,2,,9,1,,,,,,,,,,1,,2,,2,32,32,85,1,2,8511,2,15,15,878.147.791.112.914
2615908,1,1,1,70,1,24,48,1,,2,24,1,,9,2,,,,,,,,,,1,,2,,2,45,45,52,1,2,5239,2,15,15,10.928.634.585.355
2615913,2,2,2,70,1,12,48,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,53,53,55,1,1,5522,2,15,15,120.173.995.196.232
2615916,1,3,1,70,1,3,50,1,,2,3,1,,5,1,,,,,,,,,,1,,1,500000,2,45,99,52,1,1,5221,2,15,15,515.771.131.352.437
2615924,1,1,1,70,1,18,40,1,,2,74,1,,3,1,,,,,,,,,,1,,2,,2,18,18,92,1,2,9241,2,15,15,932.707.670.746.954
2615926,1,1,1,70,1,8,40,1,,2,8,1,,2,2,,,,,,,,,,1,,2,,2,93,85,51,1,1,5170,2,15,15,971.416.165.492.764
2615933,1,2,1,70,1,8,24,1,,2,8,1,,3,4,,,,,,,,,,1,,2,,2,45,53,55,1,1,5521,2,66,66,337.377.595.124.496
2615936,1,4,1,70,1,3,40,1,,2,12,4,,1,2,,,,,,,,,,1,,2,,2,59,45,52,1,1,5262,2,66,66,313.993.355.722.156
2615938,1,1,1,70,1,204,48,5,,2,204,1,,9,5,,,,,,,1,,,,,2,,2,21,55,80,1,2,8046,2,66,66,285.702.968.291.592
2615940,1,3,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,3,,,1,1,,2,66,66,313.993.355.722.156
2615943,1,3,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,2,66,66,211.372.326.960.613
2615945,1,1,1,70,1,20,48,1,,2,32,1,,2,1,,,,,,,,,,1,,2,,2,33,45,85,1,2,8520,2,66,66,278.495.346.202.942
2615947,1,3,1,70,1,104,48,1,,2,104,1,,3,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5231,2,66,66,288.479.135.958.982
2615950,1,2,1,70,1,2,48,1,,2,28,1,,2,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,2,66,66,279.768.031.813.164
2615957,1,1,1,70,1,4,48,1,,2,36,3,,1,1,,,,,,,,,,1,,2,,2,53,54,95,1,1,9500,2,66,66,257.116.657.021.159
2615957,1,3,1,70,1,1,60,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,2,66,66,257.116.657.021.159
2615961,1,2,1,70,1,2,44,1,,2,2,1,,4,4,,,,,1,,,,,,,2,,2,33,59,85,1,1,8531,2,68,68,419.057.697.270.677
2615963,1,1,1,70,1,8,48,1,,2,8,1,,6,1,,,,,,,,,,1,,2,,2,18,18,80,1,1,8046,2,68,68,489.282.350.961.317
2615964,1,3,1,70,1,2,60,4,,2,4,4,,1,1,,,1,1,,,,,,,,2,,2,80,80,19,1,1,1921,2,68,68,349.269.505.655.508
2615965,1,3,1,70,1,3,48,1,,2,6,1,,5,4,,,,,,,,,,1,,2,,2,32,32,80,1,1,8060,2,68,68,363.128.377.254.475
2615972,1,2,1,70,1,16,48,1,,2,24,1,,2,2,,,,,,,,,,1,,1,40000,2,33,32,36,1,2,3611,2,66,66,252.943.373.603.271
2615972,1,3,1,70,1,4,48,1,,2,102,1,,2,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5225,2,66,66,252.943.373.603.271
2615984,1,6,1,70,1,3,48,1,,2,52,1,,9,2,,,,,,,,,,1,,2,,2,45,44,65,1,1,6512,2,68,68,279.120.422.212.289
2615987,1,2,1,70,1,32,48,1,,2,32,4,,1,2,,,,,,,,,,1,,2,,2,45,45,52,1,2,5261,2,68,68,339.745.751.130.411
2615988,1,2,1,70,1,5,50,1,,2,5,1,,2,2,,,,,,,,,,1,,2,,2,13,53,55,1,1,5521,2,54,54,28.250.019.037.331
2615990,1,5,1,70,1,8,50,1,,2,8,4,,6,4,,,,,,,,,,1,,2,,2,3,3,1,1,1,117,2,54,54,263.765.630.994.011
2615991,1,3,1,70,1,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,2,54,54,315.178.346.183.675
2615993,1,2,1,70,1,16,48,1,,2,16,1,,9,2,,,,,,,,,,1,,2,,2,19,19,74,1,2,7414,2,54,54,294.230.664.290.391
2615998,1,2,1,70,1,2,48,1,,2,2,5,,2,4,,,,,,,,,,1,,1,1500000,2,37,50,55,1,1,5522,2,17,17,169.807.505.662.436
2616001,1,1,1,70,1,5,84,1,,2,5,1,,4,4,,,,,,,,,,1,,2,,2,53,79,18,1,1,1810,2,54,54,332.744.140.844.276
2616007,1,1,1,70,1,8,45,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,2,54,54,389.346.361.017.879
2616022,1,2,1,70,1,8,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,45,39,29,1,1,2930,2,17,17,178.148.334.364.934
2616024,1,3,1,70,1,2,48,1,,2,104,1,,8,2,,,,,,,,,1,,ESTUDIAR,2,,2,34,33,92,1,1,9213,2,17,17,183.651.791.051.087
2616028,1,2,1,70,1,104,48,1,,2,104,1,,3,1,,,,,,,,,,1,,2,,2,53,53,55,1,2,5521,2,17,17,163.697.411.508.624
2616028,1,4,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,1,,2,17,17,163.697.411.508.624
2616042,1,1,1,70,1,2,60,1,,2,2,1,,4,8,,,,,1,,,,,,,1,300000,2,58,58,52,1,1,5237,2,17,17,178.171.040.551.986
2616044,1,2,1,70,1,3,48,1,,2,4,1,,2,1,,,,,,,,,,1,,1,150000,2,77,95,26,1,1,2693,2,18,18,140.069.725.050.348
2616050,1,1,1,70,1,8,48,1,,2,8,1,,9,2,,,,,,,,,,1,,2,,2,3,3,72,1,1,7250,2,18,18,627.293.799.420.731
2616052,1,4,1,70,1,8,48,1,,2,24,1,,6,7,,,,,,,,,,1,,2,,2,45,45,52,1,1,5223,2,18,18,550.745.774.469.396
2616073,1,9,1,70,1,4,48,3,,2,4,1,,6,1,,,,,,,,,,1,,2,,2,54,55,55,1,1,5511,2,47,47,199.526.528.034.243
2616086,1,2,1,70,1,48,60,1,,2,36,1,,2,4,,,,,,,,,1,,PREPARANDOSE  ACADEMICAMENTE,2,,2,33,33,65,1,2,6519,2,47,47,126.692.416.354.268
2616097,1,1,1,70,1,4,20,4,,2,16,1,,6,4,,,,,,,,,,1,,2,,2,41,45,52,1,1,5239,2,47,47,177.990.915.455.111
2616108,1,1,1,70,1,8,60,4,,2,8,4,,1,1,,,1,,,,,,,,,2,,2,16,16,74,1,1,7499,2,5,5,836.949.008.093.636
2616118,1,3,1,70,1,8,48,1,,2,8,1,,6,7,,,,,,,,,,1,,2,,2,98,98,60,1,1,6022,2,5,5,106.500.837.952.243
2616120,1,4,1,70,1,10,48,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,33,33,52,1,1,5223,2,5,5,703.933.188.283.886
2616127,1,2,1,70,1,52,48,1,,2,98,1,,9,2,,,,,,,,,,1,,2,,2,58,58,75,1,2,7523,2,5,5,785.215.343.744.254
2616133,1,3,1,70,1,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,39,,,1,1,,2,5,5,745.637.120.879.095
2616139,1,1,1,70,1,26,48,1,,2,26,1,,6,1,,,,,,,,,,1,,2,,2,60,60,1,1,2,121,2,5,5,109.538.658.814.387
2616145,1,1,1,70,1,3,48,4,,2,3,5,,2,2,,,,,,,,,,1,,2,,2,95,41,52,1,1,5233,2,5,5,730.356.993.247.977
2616148,1,1,1,70,1,8,48,1,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,33,79,18,1,1,1810,2,5,5,827.936.336.424.642
2616149,1,2,1,70,1,8,48,1,,2,12,1,,2,9,HOJA SISBEN,,,,,,,,,1,,2,,2,0,94,36,1,1,3699,2,5,5,943.338.629.992.475
