DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S4,P7510S6,P7510S2A1,P7510S4A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,DPTO,fex_c_2011
733220,1,7,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,167.448.258.064.456
733220,1,8,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,167.448.258.064.456
733220,1,9,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,167.448.258.064.456
733220,1,10,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,167.448.258.064.456
733224,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,147.921.548.062.819
733224,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,147.921.548.062.819
733224,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,147.921.548.062.819
733224,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,147.921.548.062.819
733224,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,147.921.548.062.819
733227,1,1,52,95,1,,2,1,,400000,,2,2,,,,,,,,,,,,,,,52,165.896.770.240.425
733227,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,165.896.770.240.425
733227,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,165.896.770.240.425
733227,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,165.896.770.240.425
733227,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,165.896.770.240.425
733230,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,,2,52,143.660.209.000.869
733230,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,143.660.209.000.869
733230,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,143.660.209.000.869
733230,1,4,52,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,150000,1,52,143.660.209.000.869
733230,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,143.660.209.000.869
733230,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,143.660.209.000.869
733230,1,7,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,143.660.209.000.869
733232,1,1,52,95,2,,,,,,,,1,2,,2,,,,1600000,,,1,2,2,,2,52,166.210.036.787.026
733232,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,166.210.036.787.026
733232,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,166.210.036.787.026
733234,1,1,52,95,1,,1,1,,1200000,320000,2,2,,,,,,,,,,,,,,,52,15.839.448.137.087
733234,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,15.839.448.137.087
733234,1,3,52,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,,2,52,15.839.448.137.087
733234,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,15.839.448.137.087
733236,1,1,52,95,1,,2,1,,500000,,2,1,2,,2,,,,,,600000,2,1,2,,2,52,127.252.668.627.138
733236,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,127.252.668.627.138
733236,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,127.252.668.627.138
733238,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,104.392.742.271.005
733238,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,104.392.742.271.005
733238,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,104.392.742.271.005
733238,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,104.392.742.271.005
733238,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,104.392.742.271.005
733238,1,7,52,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,,2,52,104.392.742.271.005
733238,1,8,52,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,,2,52,104.392.742.271.005
733238,1,9,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,104.392.742.271.005
733238,1,10,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,104.392.742.271.005
733241,1,1,52,95,1,,2,1,,2500000,,2,2,,,,,,,,,,,,,,,52,137.712.410.686.777
733241,1,2,52,95,1,,2,1,,700000,,2,2,,,,,,,,,,,,,,,52,137.712.410.686.777
733241,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,137.712.410.686.777
733243,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,168.295.432.278.433
733243,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,168.295.432.278.433
733245,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,168.295.432.278.433
733245,1,2,52,95,2,,,,,,,,1,2,,1,,,890000,,,,2,2,2,,2,52,168.295.432.278.433
733247,1,1,52,95,2,,,,,,,,1,2,,1,,,99,,,,2,2,2,,2,52,177.152.303.797.951
733247,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,177.152.303.797.951
733247,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,177.152.303.797.951
733247,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,177.152.303.797.951
733250,1,1,52,95,1,,2,1,,1300000,,2,2,,,,,,,,,,,,,,,52,133.140.793.615.383
733251,1,1,52,95,1,,2,1,,650000,,2,2,,,,,,,,,,,,,,,52,125.295.491.256.037
733251,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,125.295.491.256.037
733254,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,13.754.372.148.552
733254,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,13.754.372.148.552
733256,1,1,52,95,1,,2,1,,870000,,2,1,2,,2,,,,1000000,,,1,2,2,,2,52,191.543.562.678.162
733256,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,191.543.562.678.162
733256,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,191.543.562.678.162
733257,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,160.450.129.919.088
733257,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,160.450.129.919.088
733257,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,160.450.129.919.088
733259,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,171.315.561.525.796
733260,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,117.392.555.737.371
733260,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,117.392.555.737.371
733260,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,117.392.555.737.371
733262,1,1,52,95,2,,,,,,,,1,2,,1,,,98,,,,2,2,2,,2,52,147.452.214.359.945
733262,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,147.452.214.359.945
733262,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,147.452.214.359.945
733264,1,1,52,95,2,,,,,,,,1,2,,1,,,1000000,,,,2,2,2,,2,52,171.315.561.525.796
733265,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,12000000,2,1,2,,2,52,13.255.979.748.698
733265,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,13.255.979.748.698
733266,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,6000000,2,1,2,,2,52,168.184.376.236.497
733268,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,157.974.632.476.862
733268,1,2,52,95,1,,1,2,,,450000,2,1,2,,1,,,98,,,,2,2,2,98,1,52,157.974.632.476.862
733268,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,157.974.632.476.862
733269,1,1,52,95,1,,2,1,,700000,,2,2,,,,,,,,,,,,,,,52,120.882.018.687.607
733269,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,120.882.018.687.607
733269,1,3,52,95,2,,,,,,,,1,2,,1,,,55000,,,,2,2,2,,2,52,120.882.018.687.607
733269,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,120.882.018.687.607
733271,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,125.295.491.256.037
733271,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,125.295.491.256.037
733273,1,1,52,95,1,,2,1,,390000,,2,2,,,,,,,,,,,,,,,52,128.616.265.005.017
733273,1,2,52,95,2,,,,,,,,1,2,,2,,,,,,400000,2,1,2,,2,52,128.616.265.005.017
733277,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,202.828.236.795.285
733277,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,202.828.236.795.285
733277,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,202.828.236.795.285
733277,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,202.828.236.795.285
733277,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,202.828.236.795.285
733277,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,202.828.236.795.285
733280,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,157.974.632.476.862
733280,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,157.974.632.476.862
733280,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,157.974.632.476.862
733281,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,137.712.410.686.777
733281,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,137.712.410.686.777
733281,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,137.712.410.686.777
733284,1,1,52,95,1,,1,2,2600000,,150000,1,1,2,,1,,,98,,,,2,2,2,,2,52,120.783.547.510.491
733284,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,120.783.547.510.491
733284,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,120.783.547.510.491
733284,1,4,52,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,52,120.783.547.510.491
733284,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,120.783.547.510.491
733284,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,120.783.547.510.491
733286,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,16.609.898.074.509
733286,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,16.609.898.074.509
733289,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,,2,52,155.878.512.847.694
733291,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,52,108.465.099.256.868
733291,1,2,52,95,1,,1,2,,,130000,2,1,2,,2,,,,,,1200000,2,1,2,,2,52,108.465.099.256.868
733291,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,108.465.099.256.868
733293,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.503.426.919.357
733293,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.503.426.919.357
733293,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.503.426.919.357
733293,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.503.426.919.357
733293,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.503.426.919.357
733293,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.503.426.919.357
733296,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,177.152.303.797.951
733296,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,177.152.303.797.951
733296,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,177.152.303.797.951
733296,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,177.152.303.797.951
733299,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,52,188.906.918.001.541
733299,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,188.906.918.001.541
733299,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,188.906.918.001.541
733299,1,5,52,95,2,,,,,,,,1,2,,2,,,,1600000,,,1,2,2,400000,1,52,188.906.918.001.541
733299,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,188.906.918.001.541
733301,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,183.732.480.956.535
733301,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,183.732.480.956.535
733303,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,151.848.524.850.006
733303,1,2,52,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,,2,52,151.848.524.850.006
733303,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,151.848.524.850.006
733303,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,151.848.524.850.006
733304,1,1,52,95,1,,1,2,,,150000,2,1,2,,2,,,,300000,,,1,2,2,,2,52,180.601.295.667.236
733304,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,180.601.295.667.236
733306,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,52,145.557.713.046.123
733306,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,145.557.713.046.123
733308,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,20.040.043.419.768
733308,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,20.040.043.419.768
733308,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,20.040.043.419.768
733308,1,4,52,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,,2,52,20.040.043.419.768
733308,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,20.040.043.419.768
733310,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,300000,1,52,15.332.317.726.982
733310,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,15.332.317.726.982
733310,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,15.332.317.726.982
733310,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,15.332.317.726.982
733312,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,139.669.588.057.878
733312,1,2,52,95,2,,,,,,,,1,2,,2,,,,5000000,,,1,2,2,,2,52,139.669.588.057.878
733312,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,139.669.588.057.878
733312,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,139.669.588.057.878
733313,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,165.316.380.495.615
733313,1,3,52,95,2,,,,,,,,1,2,,2,,,,,,1917000,2,1,2,,2,52,165.316.380.495.615
733315,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,153.010.517.106.812
733315,1,2,52,95,2,,,,,,,,1,2,,2,,,,,,360000,2,1,2,,2,52,153.010.517.106.812
733320,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,52,15.437.411.348.469
733322,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,,2,52,1.804.902.396.253
733323,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,188.205.626.850.813
733323,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,188.205.626.850.813
733323,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,188.205.626.850.813
733323,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,188.205.626.850.813
733323,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,188.205.626.850.813
733323,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,188.205.626.850.813
733325,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,153.904.173.398.223
733325,1,2,52,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,,2,52,153.904.173.398.223
733325,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,153.904.173.398.223
733326,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,138.524.757.879.442
733326,1,2,52,95,1,,2,1,,1050000,,2,2,,,,,,,,,,,,,,,52,138.524.757.879.442
733326,1,3,52,95,2,,,,,,,,1,2,,2,,,,,,400000,2,1,2,,2,52,138.524.757.879.442
733328,1,1,52,95,1,,1,2,,,150000,2,2,,,,,,,,,,,,,,,52,190.150.219.357.094
733328,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,190.150.219.357.094
733328,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,190.150.219.357.094
733328,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,190.150.219.357.094
733331,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,168.295.432.278.433
733331,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,168.295.432.278.433
733333,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,166.791.032.915.429
733333,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,166.791.032.915.429
733334,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,185.125.824.277.603
733336,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,142.068.250.095.887
733338,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,,2,52,168.184.376.236.497
733340,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,12.814.632.491.855
733340,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,12.814.632.491.855
733340,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,12.814.632.491.855
733340,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,12.814.632.491.855
733342,1,1,52,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,,2,52,156.499.980.057.048
733342,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,156.499.980.057.048
733342,1,3,52,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,,2,52,156.499.980.057.048
733343,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,158.975.477.499.273
733343,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,158.975.477.499.273
733343,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,158.975.477.499.273
733346,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,177.622.243.884.418
733346,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,177.622.243.884.418
733347,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,15.437.411.348.469
733349,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.846.440.409.148
733349,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.846.440.409.148
733349,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.846.440.409.148
733349,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.846.440.409.148
733351,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,148.016.048.409.979
733351,1,2,52,95,2,,,,,,,,1,2,,2,,,,,,2000000,2,1,2,,2,52,148.016.048.409.979
733351,1,3,52,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,52,148.016.048.409.979
733351,1,4,52,95,2,,,,,,,,1,2,,2,300000,,,,,400000,2,1,1,,2,52,148.016.048.409.979
733351,1,5,52,95,2,,,,,,,,1,2,,2,,,,,,400000,2,1,2,,2,52,148.016.048.409.979
733353,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,176.369.703.548.476
733353,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,176.369.703.548.476
733353,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,176.369.703.548.476
733353,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,176.369.703.548.476
733355,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,136.237.758.266.962
733355,1,2,52,95,1,,2,1,,1800000,,2,2,,,,,,,,,,,,,,,52,136.237.758.266.962
733355,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,136.237.758.266.962
733359,1,1,52,95,1,,2,1,,1100000,,2,2,,,,,,,,,,,,,,,52,156.107.481.758.391
733359,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,156.107.481.758.391
733359,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,156.107.481.758.391
733359,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,156.107.481.758.391
733360,1,1,52,95,1,,2,1,,1000000,,2,2,,,,,,,,,,,,,,,52,12.570.719.179.959
733360,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,12.570.719.179.959
733360,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,12.570.719.179.959
733360,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,12.570.719.179.959
733362,1,1,52,95,1,,2,1,,1600000,,2,2,,,,,,,,,,,,,,,52,144.083.060.626.308
733362,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,144.083.060.626.308
733363,1,1,52,95,1,,1,1,,1400000,600000,2,2,,,,,,,,,,,,,,,52,133.140.793.615.383
733365,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,16.771.443.615.003
733365,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,16.771.443.615.003
733365,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,16.771.443.615.003
733367,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,142.068.250.095.887
733368,1,1,52,95,1,,1,2,,,300000,2,2,,,,,,,,,,,,,,,52,133.140.793.615.383
733370,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,166.791.032.915.429
733370,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,166.791.032.915.429
733372,1,1,52,95,1,,2,1,,920000,,2,2,,,,,,,,,,,,,,,52,137.712.410.686.777
733372,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,137.712.410.686.777
733372,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,137.712.410.686.777
733375,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.846.440.409.148
733375,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.846.440.409.148
733375,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.846.440.409.148
733375,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,164.846.440.409.148
733376,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,886.722.111.696.561
733376,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,886.722.111.696.561
733376,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,886.722.111.696.561
733376,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,886.722.111.696.561
733376,1,5,52,95,2,,,,,,,,1,2,,2,,,,,,3600000,2,1,2,,2,52,886.722.111.696.561
733379,1,1,52,95,2,,,,,,,,1,2,,2,,,,6000000,,,1,2,2,,2,52,181.524.698.901.838
733379,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,181.524.698.901.838
733379,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,181.524.698.901.838
733381,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,136.085.624.760.482
733381,1,2,52,95,1,,1,2,,,280000,2,2,,,,,,,,,,,,,,,52,136.085.624.760.482
733381,1,3,52,95,2,,,,,,,,1,2,,2,,,,,,9600000,2,1,2,,2,52,136.085.624.760.482
733383,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,197.673.241.441.923
733383,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,197.673.241.441.923
733383,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,197.673.241.441.923
733383,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,197.673.241.441.923
733383,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,197.673.241.441.923
733383,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,197.673.241.441.923
733383,1,7,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,197.673.241.441.923
733389,1,1,52,95,1,,2,1,,1600000,,2,2,,,,,,,,,,,,,,,52,17.588.717.859.719
733389,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,17.588.717.859.719
733389,1,3,52,95,2,,,,,,,,1,2,,2,,,,1000000,,,1,2,2,,2,52,17.588.717.859.719
733390,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,142.426.527.756.824
733390,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,142.426.527.756.824
733392,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,179.237.699.289.358
733392,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,179.237.699.289.358
733392,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,179.237.699.289.358
733394,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,189.604.981.168.364
733394,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,189.604.981.168.364
733394,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,189.604.981.168.364
733394,1,5,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,189.604.981.168.364
733394,1,6,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,189.604.981.168.364
733394,1,9,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,189.604.981.168.364
733394,1,10,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,189.604.981.168.364
733394,1,11,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,189.604.981.168.364
733394,1,12,52,95,2,,,,,,,,1,2,,2,,,,,,680000,2,1,2,,2,52,189.604.981.168.364
733399,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,166.791.032.915.429
733399,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,166.791.032.915.429
733401,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,117.861.889.440.245
733401,1,2,52,95,1,,1,2,,,240000,2,2,,,,,,,,,,,,,,,52,117.861.889.440.245
733401,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,117.861.889.440.245
733401,1,4,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,117.861.889.440.245
733401,1,5,52,95,2,,,,,,,,1,2,,2,,,,,,480000,2,1,2,,2,52,117.861.889.440.245
733403,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,171.315.561.525.796
733405,1,1,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,165.427.436.537.551
733405,1,2,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,165.427.436.537.551
733405,1,3,52,95,2,,,,,,,,2,,,,,,,,,,,,,,,52,165.427.436.537.551
