DIRECTORIO;AREA;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;P5070;DPTO;ORDEN;fex_c_2011
679906;50;1;3;2;1;1;1;1;3;3;;;;;300000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;2;1;1;50;1;144.581.827.132.324
679907;50;1;3;3;1;1;1;10;3;1;;;99;200000;;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;1;1;1;4;1;1;1;1;1;3;3;2;1;1;50;1;144.205.001.575.662
679908;50;1;3;3;1;1;1;1;3;1;;;50000000;300000;;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;1;1;1;1;4;1;1;1;1;1;2;3;2;1;1;50;1;144.581.827.132.324
679909;50;1;3;3;1;1;1;1;3;1;;;20000000;250000;;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;1;1;1;1;2;1;1;1;1;1;2;3;2;1;1;50;1;124.292.753.023.895
679909;50;2;1;1;1;2;1;1;3;3;;;;;100000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;1;;50;1;124.292.753.023.895
679910;50;1;3;2;1;1;1;1;3;1;;;99;200000;;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;1;1;1;1;4;1;1;1;1;1;2;3;2;1;1;50;1;153.796.594.144.895
679911;50;1;3;3;1;1;1;1;3;5;;;;200000;;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;1;2;3;2;1;1;50;1;97.025.687.538.904
679912;50;1;2;1;1;1;1;1;3;3;;;;;170000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;2;1;1;50;1;145.021.507.155.247
679913;50;1;3;2;1;1;1;1;3;1;;;99;300000;;1;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;1;2;1;1;1;1;4;1;1;1;1;1;3;3;2;1;1;50;1;153.796.594.144.895
679914;50;1;2;1;1;1;1;1;4;3;;;;;200000;2;2;2;2;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;3;2;1;1;50;1;15.944.645.665.546
679915;50;1;4;3;1;1;1;1;3;1;;;99;300000;;1;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;1;1;4;1;1;1;1;1;3;3;2;1;1;50;1;153.908.747.615.168
679916;50;1;7;4;1;1;1;1;3;2;;193000;35000000;300000;;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;1;1;1;1;4;1;1;1;1;1;3;3;1;1;1;50;1;161.275.383.135.379
679917;50;1;5;4;1;1;1;1;3;1;;;99;99;;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;1;1;4;1;1;1;1;1;3;3;2;1;1;50;1;163.751.279.736.901
679918;50;1;2;2;1;1;1;1;3;1;;;99;180000;;1;2;2;2;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;1;1;1;1;4;1;1;1;1;1;2;3;2;1;1;50;1;122.925.069.335.296
679919;50;1;4;4;1;1;1;1;3;1;;;99;300000;;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;1;1;1;1;4;1;1;1;1;1;3;3;1;1;1;50;1;197.026.238.272.738
679920;50;1;3;2;1;1;1;1;3;1;;;99;300000;;1;1;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;1;1;2;1;4;1;1;1;1;1;3;3;2;1;1;50;1;129.529.112.522.949
679921;50;1;3;1;1;1;1;1;3;3;;;;;300000;2;1;2;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;1;1;1;1;4;1;1;1;1;1;3;3;2;1;1;50;1;132.139.836.347.867
679922;50;1;4;3;1;1;1;1;3;1;;;30000000;350000;;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;1;2;2;1;1;1;1;4;1;1;1;1;1;3;3;2;1;1;50;1;141.376.942.809.169
679923;50;1;3;2;1;1;1;1;3;3;;;;;200000;2;2;2;2;2;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;2;1;1;1;1;1;3;3;1;1;1;50;1;167.553.010.755.106
679924;50;1;2;1;1;1;1;1;4;3;;;;;260000;2;1;2;1;2;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;2;3;2;1;1;50;1;181.737.951.560.622
679925;50;1;3;2;1;1;1;1;3;2;;350000;50000000;350000;;1;1;2;1;1;1;1;2;1;2;1;2;1;1;2;2;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;3;2;1;1;50;1;190.952.718.573.192
679926;50;1;4;3;1;1;1;1;3;1;;;9000000;150000;;1;1;1;1;2;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;1;1;1;1;2;1;1;1;1;1;2;3;2;1;1;50;1;162.582.836.962.161
679927;50;1;1;1;1;2;1;1;;3;;;;;130000;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;3;1;4;1;2;1;1;1;3;3;2;1;6;50;1;15.944.645.665.546
679928;50;1;3;1;1;1;1;10;3;3;;;;;400000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;1;4;1;1;1;1;1;3;3;1;1;1;50;1;15.295.456.693.808
679929;50;1;3;2;1;1;1;1;3;1;;;99;350000;;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;1;2;2;1;1;1;1;1;1;4;1;1;1;1;1;3;3;2;1;1;50;1;153.582.332.047.243
679930;50;1;4;3;1;1;1;1;3;3;;;;;250000;2;1;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1;1;2;1;1;1;1;1;3;3;1;1;1;50;1;15.088.076.475.714
679931;50;1;4;3;1;2;1;1;3;1;;;25000000;300000;;1;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;3;2;1;1;50;1;115.592.038.426.011
679931;50;2;2;2;1;2;1;1;3;3;;;;;100000;1;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;;;;;;;;;;;2;1;;50;1;115.592.038.426.011
679932;50;1;3;3;1;2;1;1;3;1;;;99;250000;;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;1;1;1;2;1;1;1;1;1;2;3;2;1;1;50;1;127.669.572.439.661
679932;50;2;1;1;1;2;1;1;3;3;;;;;150000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;1;;50;1;127.669.572.439.661
679934;50;1;2;1;1;1;1;1;3;3;;;;;250000;2;2;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;1;2;2;1;1;2;1;4;1;1;1;1;1;2;3;2;1;1;50;1;611.818.267.752.321
679935;52;1;4;1;1;1;1;1;4;1;;;40000000;200000;;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;2;2;2;2;1;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;994.929.270.100.226
679936;52;1;2;1;1;1;1;1;4;3;;;;;150000;1;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;123.321.243.997.434
679937;52;1;4;2;1;1;1;1;4;4;;;;150000;;1;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;3;1;1;1;52;1;111.678.788.659.998
679938;52;1;7;3;1;1;1;1;1;1;;;80000000;300000;;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;10.723.942.358.236
679939;52;1;5;1;1;1;1;1;4;3;;;;;150000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;956.378.901.291.874
679940;52;1;5;3;1;1;1;1;4;3;;;;;300000;1;1;2;2;1;1;1;2;2;1;1;1;1;1;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;816.954.408.592.401
679941;52;1;3;1;1;1;1;1;;1;;;43000000;300000;;1;1;1;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;1;2;1;1;1;4;1;2;1;1;1;2;3;1;1;6;52;1;120.269.551.051.807
679942;52;1;4;3;1;1;1;1;4;1;;;45000000;350000;;1;1;1;2;1;1;1;2;1;2;1;1;1;1;2;2;2;1;1;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;117.579.317.328.152
679943;52;1;5;3;1;1;1;1;4;3;;;;;350000;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;939.832.297.845.624
679944;52;1;3;2;1;1;1;1;4;3;;;;;350000;1;2;2;2;1;1;1;2;1;1;1;1;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;970.175.143.436.597
679945;52;1;5;3;1;1;1;1;4;1;;;60000000;500000;;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;10.753.569.584.255
679946;52;1;5;3;1;1;1;1;4;3;;;;;380000;1;1;2;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;1;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;964.615.915.018.422
679947;52;1;4;1;1;1;1;1;4;1;;;70000000;300000;;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;106.423.850.158.915
679948;52;1;4;3;1;1;1;1;4;3;;;;;150000;2;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;3;1;1;1;52;1;1.790.613.367.059
679949;52;1;4;3;1;1;1;1;4;3;;;;;280000;2;2;2;2;2;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;198.849.167.975.907
679950;52;1;4;2;1;1;1;1;4;1;;;98;150000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;186.771.410.467.571
679951;52;1;3;2;1;1;1;1;4;3;;;;;180000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;208.084.473.637.379
679952;52;1;5;4;1;1;1;1;4;3;;;;;350000;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;228.381.469.261.111
679953;52;1;3;2;1;1;1;1;4;1;;;45000000;200000;;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;242.186.504.848.925
679954;52;1;3;2;1;1;1;1;4;1;;;25000000;180000;;2;1;2;2;2;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;3;2;1;2;1;1;1;2;3;1;1;1;52;1;10.480.180.720.183
679955;52;1;1;1;1;1;1;1;4;3;;;;;180000;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;212.847.700.317.829
679956;52;1;4;3;1;1;1;1;4;3;;;;;250000;2;1;2;2;2;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;690.583.340.270.367
679957;52;1;5;3;1;1;1;1;4;1;;;30000000;150000;;2;1;2;2;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;101.140.329.755.332
679958;52;1;3;2;1;1;1;1;4;1;;;25000000;200000;;1;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;2;3;1;1;1;52;1;124.976.694.660.283
679959;52;1;4;2;1;1;1;1;4;3;;;;;250000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;112.803.062.498.544
679960;52;1;4;3;1;1;1;1;4;1;;;25000000;200000;;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;3;1;1;1;52;1;940.799.781.616.169
679961;52;1;4;2;1;1;1;1;4;3;;;;;500000;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;3;1;1;1;52;1;115.326.272.326.577
679962;52;1;5;3;1;1;1;1;4;3;;;;;600000;2;2;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;3;1;1;1;52;1;105.272.738.018.125
679963;52;1;4;1;1;1;1;1;1;3;;;;;600000;2;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;3;1;1;1;52;1;127.343.806.044.675
679964;52;1;1;1;1;1;1;1;4;3;;;;;70000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;3;1;1;2;52;1;382.164.567.008.532
679965;52;1;3;2;1;1;1;1;;3;;;;;150000;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;6;52;1;24.165.094.778.725
679966;52;1;3;2;1;1;1;1;4;3;;;;;150000;1;1;2;2;2;2;1;2;2;1;1;2;1;2;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;248.305.986.575.256
679967;52;1;3;2;1;1;1;1;4;3;;;;;150000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;228.916.982.084.465
679968;52;1;5;3;1;1;1;1;4;3;;;;;400000;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;3;3;1;1;1;52;1;22.061.458.478.947
679969;52;1;5;2;1;1;1;1;4;3;;;;;200000;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;1;2;2;1;2;1;5;1;2;1;1;1;3;3;1;1;1;52;1;189.434.880.758.956
679970;52;1;1;1;1;1;1;1;4;3;;;;;300000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;3;1;1;1;52;1;112.683.701.025.262
679971;52;1;4;2;1;1;1;1;4;3;;;;;500000;2;1;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;3;1;1;1;52;1;912.736.181.807.126
679972;52;1;6;2;1;1;1;1;4;1;;;200000000;600000;;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;5;1;2;1;1;1;3;3;1;1;1;52;1;112.683.701.025.262
679973;52;1;1;1;1;2;1;1;6;1;;;98;70000;;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;1;2;1;2;1;1;1;1;3;1;1;1;52;1;443.146.977.061.097
679973;52;2;1;1;1;2;1;1;1;4;;;;80000;;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;1;1;;52;1;443.146.977.061.097
679974;52;1;1;1;1;1;1;1;4;3;;;;;100000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;3;1;1;1;52;1;44.567.655.231.348
679975;52;1;3;2;1;1;1;1;4;3;;;;;100000;1;2;2;2;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;3;1;1;1;52;1;461.536.478.760.936
679976;52;1;3;2;1;1;1;1;4;1;;;30000000;150000;;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;199.042.664.730.016
679977;52;1;6;4;1;1;1;1;1;1;;;150000000;400000;;1;1;2;2;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;2;2;1;1;1;3;1;2;1;1;1;3;3;1;1;1;52;1;208.068.377.802.301
679978;52;1;4;3;1;1;1;1;4;1;;;80000000;350000;;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;1;1;6;1;2;1;1;1;3;3;1;1;1;52;1;252.696.381.851.092
679980;52;1;3;2;1;1;1;1;4;3;;;;;250000;2;2;2;2;2;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;3;2;1;1;52;1;863.130.936.899.761
679981;52;1;4;2;1;1;1;1;4;1;;;70000000;250000;;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;3;1;1;1;52;1;10.753.569.584.255
679982;52;1;3;2;1;1;1;1;4;3;;;;;200000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;3;1;1;1;52;1;117.595.957.515.618
679983;52;1;3;2;1;1;1;1;4;3;;;;;98;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;863.130.936.899.761
679984;52;1;3;2;1;1;1;1;4;1;;;30000000;250000;;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;111.415.390.366.533
679985;52;1;5;4;1;1;1;1;4;1;;;98;250000;;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;970.175.143.436.597
679986;52;1;3;1;1;1;1;1;4;4;;;;250000;;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;120.269.551.051.807
679987;52;1;3;1;1;1;1;1;4;3;;;;;200000;2;1;2;2;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;3;2;1;1;52;1;217.839.240.525.448
679988;52;1;4;3;1;1;1;1;4;1;;;98;350000;;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;895.226.204.354.114
679989;52;1;5;2;1;1;1;1;4;1;;;98;350000;;1;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;1;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;135.754.526.740.801
679990;52;1;6;3;1;1;1;1;4;4;;;;300000;;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;109.475.543.104.541
679991;52;1;3;1;1;1;1;1;4;4;;;;200000;;2;1;2;2;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;120.269.551.051.807
679992;52;1;6;3;1;1;1;1;4;3;;;;;350000;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;817.921.892.362.946
679993;52;1;3;1;1;1;1;1;4;4;;;;350000;;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;106.423.850.158.915
679994;52;1;5;3;1;1;1;1;4;3;;;;;350000;1;1;2;2;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;104.857.890.273.805
679995;52;1;2;1;1;2;1;1;4;1;;;98;300000;;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2;1;2;1;2;1;1;1;2;3;2;1;1;52;1;110.460.083.041.347
679995;52;2;1;1;1;2;1;1;4;4;;;;50000;;2;2;2;2;2;2;1;2;2;2;1;2;1;1;1;1;1;1;2;2;2;2;;;;;;;;;;;2;1;;52;1;110.460.083.041.347
679995;52;3;1;1;1;2;1;1;4;4;;;;100000;;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;;;;;;;;;;;2;1;;52;1;110.460.083.041.347
679996;52;1;1;1;1;2;1;1;4;4;;;;100000;;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;4;1;2;1;2;1;1;1;2;3;2;1;1;52;1;231.880.085.064.103
679997;52;1;1;1;1;2;1;1;4;3;;;;;130000;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;2;1;2;1;1;1;2;3;2;1;1;52;1;183.508.895.786.734
679998;52;1;1;1;1;2;1;1;5;3;;;;;50000;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;1;2;1;1;1;2;3;1;1;5;52;1;856.472.261.171.298
679999;52;1;1;1;1;2;1;1;4;3;;;;;50000;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;1;2;1;1;1;2;3;1;1;2;52;1;923.103.707.351.844
680000;52;1;4;2;1;1;1;1;4;1;;;60000000;300000;;2;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;912.116.332.323.769
680001;52;1;2;2;1;1;1;1;4;1;;;12000000;150000;;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;3;1;1;1;52;1;101.538.418.797.341
680002;52;1;2;1;1;1;1;1;4;3;;;;;100000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;100.621.382.419.267
680002;52;2;1;1;1;2;1;1;4;4;;;;50000;;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;1;1;;52;1;100.621.382.419.267
680003;52;1;4;2;1;1;1;1;4;3;;;;;250000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;99.513.284.447.469
680006;52;1;6;4;1;1;1;1;4;3;;;;;600000;1;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;3;1;1;1;52;1;940.326.011.621.359
680008;52;1;3;1;1;1;1;1;4;1;;;85000000;450000;;1;2;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;3;1;1;1;52;1;105.345.100.976.752
680009;52;1;3;1;1;1;1;1;4;3;;;;;250000;2;2;2;2;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;1;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;240.539.102.103.615
680010;52;1;3;2;1;1;1;1;4;3;;;;;120000;2;2;2;2;1;2;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;16.174.347.897.317
680012;52;1;3;1;1;1;1;1;4;3;;;;;400000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;217.839.240.525.448
680013;52;1;4;1;1;1;1;1;4;1;;;60000000;300000;;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;198.985.854.020.045
680014;52;1;4;3;1;1;1;1;4;2;;750000;90000000;300000;;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;220.404.832.136.943
680015;52;1;4;3;1;1;1;1;4;3;;;;;300000;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;1;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;114.410.908.922.444
680016;52;1;3;2;1;1;1;1;4;3;;;;;180000;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;217.839.240.525.448
680017;52;1;3;2;1;1;1;1;4;1;;;38000000;180000;;2;1;2;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;1;1;52;1;188.103.145.613.263
680018;52;1;5;3;1;1;1;1;4;1;;;40000000;150000;;2;1;2;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;52;1;206.956.532.118.666
680020;52;1;2;2;1;1;1;1;4;3;;;;;220000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;3;1;1;1;52;1;108.461.213.997.024
680021;52;1;3;2;1;1;1;1;4;3;;;;;200000;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2;1;2;1;2;1;1;1;1;3;1;1;1;52;1;106.979.773.000.732
680022;52;1;2;2;1;2;1;1;4;3;;;;;150000;2;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;3;1;1;1;52;1;947.819.391.738.674
680022;52;2;1;1;1;2;1;1;4;3;;;;;50000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;1;1;;52;1;947.819.391.738.674
680023;52;1;3;1;1;1;1;1;4;1;;;100000000;500000;;1;1;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;52;1;105.345.100.976.752
