DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,CLASE,INI,DPTO,fex_c_2011
705020,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,19,842.268.255.691.382
705020,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,19,842.268.255.691.382
705021,1,1,80,1,4,8,POR LA EDAD,2,,2,,,,POR LA EDAD,12,2,2,1,19,970.875.422.848.062
705021,1,4,80,1,1,3,,2,,2,,,,,4,2,2,1,19,970.875.422.848.062
705021,1,5,80,1,1,2,,2,,2,,,,,9,2,2,1,19,970.875.422.848.062
705021,1,6,80,2,,,,2,,2,,2,,.,,,2,1,19,970.875.422.848.062
705024,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,220.242.467.778.209
705028,1,1,80,1,4,2,,2,,2,,,,,9,2,2,1,19,11.963.429.700.376
705028,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,11.963.429.700.376
705028,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,11.963.429.700.376
705028,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,11.963.429.700.376
705030,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,19,125.934.496.375.768
705030,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,125.934.496.375.768
705030,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,125.934.496.375.768
705030,1,6,80,2,,,,2,,2,,2,,.,,,2,1,19,125.934.496.375.768
705030,1,7,80,2,,,,2,,2,,2,,.,,,2,1,19,125.934.496.375.768
705038,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,19.658.288.216.672
705038,1,6,80,2,,,,2,,2,,2,,.,,,2,1,19,19.658.288.216.672
705038,1,9,80,2,,,,2,,2,,2,,.,,,2,1,19,19.658.288.216.672
705045,1,2,80,1,2,7,,2,,2,,,,,1,2,2,1,19,154.673.195.588.981
705046,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,297.017.799.717.523
705046,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,297.017.799.717.523
705046,1,6,80,2,,,,2,,2,,2,,.,,,2,1,19,297.017.799.717.523
705046,1,7,80,2,,,,2,,2,,2,,.,,,2,1,19,297.017.799.717.523
705049,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,158.092.858.950.382
705052,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,104.996.108.630.476
705052,1,7,80,1,4,3,,2,,2,,,,,4,2,2,1,19,104.996.108.630.476
705071,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,158.391.453.551.927
705073,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,136.622.020.695.322
705801,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,119.589.069.103.217
705801,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,119.589.069.103.217
705801,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,119.589.069.103.217
705820,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,997.798.141.069.062
705820,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,997.798.141.069.062
705838,1,2,80,1,4,7,,2,,2,,,,,9,2,2,1,41,107.647.950.205.462
705838,1,4,80,1,4,7,,2,,2,,,,,9,2,2,1,41,107.647.950.205.462
705840,1,2,80,1,1,2,,2,,2,,,,,9,2,2,1,41,161.939.416.397.456
705840,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,161.939.416.397.456
705841,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,150.586.319.849.374
705846,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,125.891.295.263.966
705856,1,1,80,2,,,,2,,2,,1,4,,4,,2,1,41,139.988.695.623.326
705858,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,41,154.387.163.668.772
705859,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,152.393.115.323.937
705859,1,5,80,2,,,,2,,2,,2,,.,,,2,1,41,152.393.115.323.937
705864,1,1,80,1,4,4,,3,,2,,,,,10,2,2,1,41,105.656.457.871.309
705864,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,105.656.457.871.309
705867,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,128.390.707.438.756
705869,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,115.983.731.727.464
705872,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,138.229.555.904.327
705872,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,138.229.555.904.327
705875,1,1,80,1,4,4,,3,,2,,,,,10,2,2,1,41,940.082.579.204.943
705875,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,940.082.579.204.943
705875,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,940.082.579.204.943
705877,1,2,80,2,,,,2,,2,,1,3,,9,,2,1,41,937.231.375.284.151
705877,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,937.231.375.284.151
705877,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,937.231.375.284.151
705879,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,185.819.150.572.784
705879,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,185.819.150.572.784
705879,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,185.819.150.572.784
705884,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,885.462.454.134.337
705884,1,5,80,2,,,,2,,2,,2,,.,,,2,1,41,885.462.454.134.337
705884,1,6,80,2,,,,2,,2,,2,,.,,,2,1,41,885.462.454.134.337
705886,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,41,193.154.391.049.621
705886,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,41,193.154.391.049.621
705887,1,1,80,1,4,3,,1,4,2,,,,,8,2,2,1,41,124.758.851.846.903
705887,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,124.758.851.846.903
705910,1,2,80,1,4,8,POR CONFORMAR SU HOGAR ACTUAL,2,,2,,,,,9,2,2,1,41,647.681.434.947.268
705910,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,647.681.434.947.268
705941,1,2,80,1,4,8,EDAD,2,,2,,,,,8,2,2,1,41,15.392.945.559.438
705943,1,3,80,1,4,8,CONFORMAR SU HOGAR,2,,2,,,,,9,2,2,1,41,107.130.047.354.172
705945,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,13.840.214.358.664
705946,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,138.179.344.138.082
705950,1,1,80,1,3,3,,2,,2,,,,,4,2,2,1,41,139.988.695.623.326
705951,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,127.932.999.364.364
705951,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,127.932.999.364.364
705953,1,2,80,1,1,8,CUIDAR A SU HIJA MENOR,2,,2,,,,,9,2,2,1,41,704.709.851.096.776
705953,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,704.709.851.096.776
705953,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,704.709.851.096.776
705954,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,41,139.470.792.772.036
705963,1,2,80,1,3,7,,2,,2,,,,,9,2,2,1,41,126.280.288.267.427
705968,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,127.968.441.108.422
705968,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,127.968.441.108.422
705968,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,127.968.441.108.422
705968,1,5,80,2,,,,2,,2,,2,,.,,,2,1,41,127.968.441.108.422
705968,1,6,80,2,,,,2,,2,,2,,.,,,2,1,41,127.968.441.108.422
705971,1,2,80,2,,,,2,,2,,1,4,,9,,2,1,41,937.231.375.284.151
705971,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,937.231.375.284.151
705973,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,41,105.311.142.702.332
705973,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,105.311.142.702.332
705974,1,1,80,2,,,,2,,2,,1,4,,9,,2,1,41,625.361.623.632.955
705974,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,625.361.623.632.955
705974,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,625.361.623.632.955
705983,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,41,154.387.163.668.772
705985,1,3,80,2,,,,2,,2,,1,1,,2,,2,1,41,170.473.784.555.213
705985,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,170.473.784.555.213
705985,1,5,80,2,,,,2,,2,,1,1,,2,,2,1,41,170.473.784.555.213
705985,1,6,80,2,,,,2,,2,,2,,.,,,2,1,41,170.473.784.555.213
705985,1,7,80,1,4,8,COFORMACION DE SU HOGAR,2,,2,,,,,9,2,2,1,41,170.473.784.555.213
705985,1,8,80,1,1,8,NO HAY TRABAJO Y PRINCIPALMENTE POR ENCONTRARSE ACCI,2,,2,,,,DEBIDO A UN ACCIDENTE DE TRANSITO,12,2,2,1,41,170.473.784.555.213
705991,1,2,80,1,2,2,,2,,2,,,1,,1,1,2,1,41,125.446.547.707.864
705991,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,125.446.547.707.864
705994,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,935.505.498.461.022
705994,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,935.505.498.461.022
705998,1,1,80,1,4,6,,2,,2,,,,,4,2,2,1,41,139.470.792.772.036
706001,1,2,80,1,3,8,EMBARAZO,2,,2,,,,,9,2,2,1,41,830.441.543.758.724
706001,2,2,80,1,3,3,,2,,2,,,,,4,2,2,1,41,830.441.543.758.724
706006,1,2,80,1,1,3,,2,,2,,,,,4,2,2,1,41,197.329.511.233.764
706006,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,197.329.511.233.764
706006,1,5,80,2,,,,2,,2,,2,,.,,,2,1,41,197.329.511.233.764
706006,1,6,80,2,,,,2,,2,,2,,.,,,2,1,41,197.329.511.233.764
706008,1,2,80,1,4,8,CONFORMACION DEL HOGAR,2,,2,,,1,,6,1,2,1,41,154.387.163.668.772
706012,1,1,80,1,4,4,,3,,2,,,,,10,2,2,1,41,149.988.088.151.701
706015,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,112.343.115.463.413
706019,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,170.828.803.724.291
706037,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,915.899.633.994.061
706037,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,915.899.633.994.061
706055,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,101.757.530.421.979
706055,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,101.757.530.421.979
706066,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,217.484.270.884.997
706066,1,7,80,2,,,,2,,2,,2,,.,,,2,1,41,217.484.270.884.997
706073,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,11.680.270.226.484
706073,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,11.680.270.226.484
706076,1,1,80,2,,,,2,,2,,1,1,,9,,2,1,41,89.087.375.877.636
706080,1,1,80,1,1,7,,2,,2,,,,,1,2,2,1,41,138.637.052.212.474
706085,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,168.327.923.639.825
706086,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,126.926.671.122.489
706086,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,126.926.671.122.489
706088,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,11.680.270.226.484
706088,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,11.680.270.226.484
706090,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,128.579.382.219.427
706090,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,128.579.382.219.427
706090,1,5,80,2,,,,2,,2,,2,,.,,,2,1,41,128.579.382.219.427
706094,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,116.579.902.816.282
706099,1,1,80,2,,,,2,,2,,2,,.,,,2,1,41,965.176.531.059.377
706099,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,965.176.531.059.377
706099,2,2,80,2,,,,2,,2,,1,4,,9,,2,1,41,965.176.531.059.377
706113,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,125.941.507.030.211
706113,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,125.941.507.030.211
706114,1,1,80,2,,,,3,,2,,2,,.,,,2,1,41,139.988.695.623.326
706119,1,2,80,1,1,2,,2,,2,,,,,9,2,2,1,41,128.390.707.438.756
706119,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,128.390.707.438.756
706120,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,127.255.899.193.109
706121,1,2,80,2,,,,2,,2,,1,4,,9,,2,1,41,115.983.731.727.464
706122,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,138.179.344.138.082
706123,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,918.978.387.491.646
706123,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,918.978.387.491.646
706127,1,2,80,1,4,3,,2,,2,,,,,8,2,2,1,41,15.392.945.559.438
706128,1,2,80,2,,,,2,,2,,1,3,,9,,2,1,41,104.630.635.179.382
706130,1,1,80,2,,,,2,,1,200000,2,,.,,,2,1,41,143.256.866.569.247
706136,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,41,202.237.601.612.112
706136,1,4,80,2,,,,2,,2,,1,1,,9,,2,1,41,202.237.601.612.112
706138,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,137.071.253.508.961
706140,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,153.691.856.368.542
706140,1,5,80,2,,,,2,,2,,2,,.,,,2,1,41,153.691.856.368.542
706143,1,2,80,2,,,,2,,2,,2,,.,,,2,1,41,125.145.919.287.617
706143,1,3,80,2,,,,2,,2,,2,,.,,,2,1,41,125.145.919.287.617
706143,1,4,80,2,,,,2,,2,,2,,.,,,2,1,41,125.145.919.287.617
706145,1,2,80,2,,,,2,,2,,1,1,,9,,2,1,41,134.883.710.484.672
706672,1,1,80,1,1,3,,2,,2,,,,,4,2,2,1,47,121.332.794.896.343
706675,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,47,172.760.030.022.959
706675,1,3,80,2,,,,2,,2,,2,,.,,,2,1,47,172.760.030.022.959
706675,1,4,80,2,,,,2,,2,,2,,.,,,2,1,47,172.760.030.022.959
706675,1,5,80,2,,,,2,,2,,2,,.,,,2,1,47,172.760.030.022.959
706677,1,2,80,2,,,,2,,2,,2,,.,,,2,1,47,15.573.843.956.157
706677,1,3,80,2,,,,2,,2,,2,,.,,,2,1,47,15.573.843.956.157
706679,1,2,80,1,3,3,,2,,2,,,,,4,2,2,1,47,107.705.025.273.214
706685,1,2,80,1,4,6,,2,,2,,,,,9,2,2,1,47,167.574.081.780.601
706685,1,3,80,2,,,,2,,2,,2,,.,,,2,1,47,167.574.081.780.601
706685,1,4,80,2,,,,2,,2,,2,,.,,,2,1,47,167.574.081.780.601
706685,1,5,80,2,,,,2,,2,,2,,.,,,2,1,47,167.574.081.780.601
706688,1,2,80,2,,,,2,,2,,2,,.,,,2,1,47,167.636.277.617.609
706691,1,2,80,2,,,,2,,2,,2,,.,,,2,1,47,104.286.509.643.983
706691,1,3,80,1,1,2,,2,,2,,,1,,9,1,2,1,47,104.286.509.643.983
706691,1,6,80,1,2,3,,2,,2,,,,,4,2,2,1,47,104.286.509.643.983
706691,1,7,80,2,,,,2,,2,,2,,.,,,2,1,47,104.286.509.643.983
706691,1,8,80,2,,,,2,,2,,2,,.,,,2,1,47,104.286.509.643.983
706691,1,9,80,2,,,,2,,2,,2,,.,,,2,1,47,104.286.509.643.983
707363,1,2,80,1,1,8,EMBARAZO,2,,2,,,,EMBARAZO,12,2,2,1,63,148.286.670.031.515
707363,1,5,80,1,4,4,,3,,2,,,,,10,2,2,1,63,148.286.670.031.515
707363,1,6,80,2,,,,2,,2,,2,,.,,,2,1,63,148.286.670.031.515
707364,1,1,80,2,,,,2,,2,,2,,.,,,2,1,63,151.336.724.944.148
707365,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,63,821.820.340.016.834
707365,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,821.820.340.016.834
707365,1,3,80,1,1,3,,2,,2,,,,,4,2,2,1,63,821.820.340.016.834
707366,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,155.013.817.099.708
707367,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,633.884.123.997.441
707369,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,167.031.075.755.462
707370,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,103.395.752.834.373
707370,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,103.395.752.834.373
707372,1,1,80,2,,,,3,,2,,2,,.,,,2,1,63,130.743.855.957.762
707372,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,130.743.855.957.762
707372,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,130.743.855.957.762
707375,1,2,80,1,1,2,,2,,2,,,,,9,2,2,1,63,724.732.249.223.622
707375,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,724.732.249.223.622
707377,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,127.619.285.664.615
707377,1,3,80,2,,,,2,,2,,1,1,,8,,2,1,63,127.619.285.664.615
707377,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,127.619.285.664.615
707379,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,63,103.389.919.257.394
707381,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,152.810.563.168.012
707381,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,152.810.563.168.012
707384,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,106.405.566.831.925
707384,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,106.405.566.831.925
707386,1,1,80,2,,,,2,,2,,2,,.,,,2,1,63,127.716.384.067.529
707392,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,63,105.959.832.411.723
707392,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,105.959.832.411.723
707392,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,105.959.832.411.723
707395,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,63,106.563.024.365.346
707395,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,106.563.024.365.346
707395,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,106.563.024.365.346
707397,1,4,80,1,1,1,,2,,2,,,1,,2,1,2,1,63,106.405.566.831.925
707399,1,1,80,1,4,4,,3,,1,300000,,,,10,2,2,1,63,140.852.589.578.181
707399,1,2,80,2,,,,3,,1,14000000,2,,.,,,2,1,63,140.852.589.578.181
707401,1,2,80,1,4,7,,2,,2,,,2,,9,1,2,1,63,964.084.808.658.226
707401,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,964.084.808.658.226
707401,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,964.084.808.658.226
707401,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,964.084.808.658.226
707408,1,2,80,2,,,,2,,2,,1,3,,9,,2,1,63,147.279.370.830.935
707410,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,63,122.248.760.201.946
707410,1,2,80,1,4,6,,2,,2,,,,,4,2,2,1,63,122.248.760.201.946
707410,2,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,122.248.760.201.946
707410,2,3,80,2,,,,2,,2,,2,,.,,,2,1,63,122.248.760.201.946
707414,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,736.869.382.458.673
707414,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,736.869.382.458.673
707417,1,3,80,1,4,3,,2,,2,,,,,4,2,2,1,63,137.313.545.492.534
707419,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,113.392.838.800.476
707421,1,2,80,1,1,2,,2,,2,,,1,,9,1,2,1,63,147.914.897.476.841
707421,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,147.914.897.476.841
707421,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,147.914.897.476.841
707423,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,853.493.055.326.562
707423,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,853.493.055.326.562
707426,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,116.717.567.864.869
707427,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,63,147.325.180.710.039
707427,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,147.325.180.710.039
707430,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,63,936.411.338.759.479
707431,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,63,140.852.589.578.181
707432,1,2,80,1,1,2,,2,,2,,,,,9,2,2,1,63,744.475.877.329.104
707432,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,744.475.877.329.104
707433,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,63,140.852.589.578.181
707435,1,1,80,1,4,2,,2,,2,,,,,8,2,2,1,63,127.716.384.067.529
707437,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,158.226.898.509.784
707437,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,158.226.898.509.784
707439,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,106.563.024.365.346
707439,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,106.563.024.365.346
707441,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,116.717.567.864.869
707441,1,3,80,1,1,1,,2,,2,,,,,2,2,2,1,63,116.717.567.864.869
707443,1,2,80,1,4,0,,2,,2,,,1,,9,1,2,1,63,163.497.965.946.503
707443,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,163.497.965.946.503
707443,1,6,80,1,4,3,,2,,2,,,,,4,2,2,1,63,163.497.965.946.503
707446,1,2,80,1,4,2,,2,,2,,,2,,9,1,2,1,63,954.580.391.530.756
707448,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,862.539.373.662.994
707448,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,862.539.373.662.994
707448,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,862.539.373.662.994
707448,1,6,80,2,,,,2,,2,,2,,.,,,2,1,63,862.539.373.662.994
707450,1,2,80,1,1,2,,2,,2,,,,,9,2,2,1,63,116.717.567.864.869
707450,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,116.717.567.864.869
707451,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,153.571.212.655.055
707455,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,109.270.012.224.714
707455,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,109.270.012.224.714
707456,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,103.998.944.787.995
707458,1,1,80,2,,,,2,,2,,1,4,,4,,2,1,63,127.716.384.067.529
707728,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,111.555.049.483.195
707732,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,105.659.424.262.775
707734,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,128.033.266.883.723
707758,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,27,12.074.978.552.482
707761,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,108.553.573.435.274
707767,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,122.159.475.268.093
707767,1,4,80,2,,,,2,,2,,2,,.,,,2,1,27,122.159.475.268.093
707785,1,3,80,2,,,,2,,2,,2,,.,,,2,1,27,836.583.686.271.372
707785,1,4,80,2,,,,2,,2,,2,,.,,,2,1,27,836.583.686.271.372
707793,1,2,80,1,2,8,DESPLAZAMIENTO,2,,2,,,,,9,2,2,1,27,791.904.446.086.581
707818,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,701.428.805.059.106
707823,1,2,80,1,2,7,,2,,2,,,,,9,2,2,1,27,100.294.985.381.413
707823,1,3,80,1,1,1,,2,,2,,,,,2,2,2,1,27,100.294.985.381.413
707823,1,4,80,1,1,1,,2,,2,,,,,2,2,2,1,27,100.294.985.381.413
707870,1,2,80,1,1,2,,2,,2,,,,,1,2,2,1,27,945.465.320.998.712
707874,1,1,80,1,4,3,,2,,2,,,,,8,2,2,1,27,549.780.071.710.354
707874,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,549.780.071.710.354
707896,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,27,991.649.189.527.577
707896,1,3,80,2,,,,2,,2,,2,,.,,,2,1,27,991.649.189.527.577
707904,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,662.770.642.585.031
707907,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,117.450.674.703.614
707917,1,2,80,1,4,7,,2,,2,,,,,1,2,2,1,27,673.385.505.803.555
707920,1,2,80,2,,,,2,,2,,2,,.,,,2,1,27,779.211.427.604.642
707920,1,3,80,2,,,,2,,2,,2,,.,,,2,1,27,779.211.427.604.642
707922,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,27,662.770.642.585.031
709314,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,19,2.172.057.224.001
709494,1,1,80,1,2,3,,2,,2,,,,,4,2,2,1,5,111.346.595.674.295
709499,1,1,80,1,1,2,,2,,2,,,,,9,2,2,1,5,297.380.945.469.895
709499,1,5,80,2,,,,2,,2,,2,,.,,,2,1,5,297.380.945.469.895
709499,2,4,80,2,,,,2,,2,,2,,.,,,2,1,5,297.380.945.469.895
709500,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,665.188.256.574.626
709500,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,665.188.256.574.626
709502,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,297.380.945.469.895
709502,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,297.380.945.469.895
709502,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,297.380.945.469.895
709509,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,5,137.946.486.833.289
709509,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,137.946.486.833.289
709511,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,5,105.272.920.414.262
709511,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,105.272.920.414.262
709511,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,105.272.920.414.262
709512,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,5,330.398.554.666.965
709516,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,5,68.147.441.156.303
709516,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,68.147.441.156.303
709516,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,68.147.441.156.303
709517,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,379.392.626.173.842
709517,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,379.392.626.173.842
709518,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,5,497.793.405.620.796
709518,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,497.793.405.620.796
709519,1,2,80,1,2,7,,2,,2,,,,,1,2,2,1,5,559.331.480.279.695
709519,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,559.331.480.279.695
709519,1,6,80,2,,,,2,,2,,2,,.,,,2,1,5,559.331.480.279.695
709527,1,1,80,1,2,3,,2,,2,,,,,4,2,2,1,5,657.329.047.278.401
709527,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,657.329.047.278.401
