DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,CLASE,INI,DPTO,fex_c_2011
701141,1,4,80,1,4,3,,2,,2,,,,,4,2,2,1,63,963.939.316.144.202
701151,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,102.772.996.824.873
701151,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,102.772.996.824.873
701154,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,177.932.793.555.208
701154,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,177.932.793.555.208
701157,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,154.461.295.237.295
701157,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,154.461.295.237.295
701159,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,570.538.392.042.074
701159,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,570.538.392.042.074
701162,1,1,80,2,,,,2,,2,,2,,.,,,2,1,63,153.988.795.088.833
701162,1,2,80,1,4,6,,2,,2,,,,,5,2,2,1,63,153.988.795.088.833
701162,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,153.988.795.088.833
701164,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,12.626.891.941.077
701164,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,12.626.891.941.077
701168,1,1,80,1,1,6,,3,,2,,,,DESACUERDOS CON SOCIOS,12,2,2,1,63,102.121.590.074.576
701168,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,102.121.590.074.576
701171,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,83.400.112.691.906
701174,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,63,145.462.465.553.807
701176,1,1,80,1,1,4,,3,,2,,,,,10,2,2,1,63,109.687.594.658.493
701176,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,109.687.594.658.493
701178,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,116.717.567.864.869
701179,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,1.113.470.424.022
701182,1,2,80,1,1,5,,2,,2,,,1,,6,1,2,1,63,846.021.312.324.336
701184,1,1,80,1,4,2,,2,,2,,,4,,1,1,2,1,63,855.067.630.660.768
701184,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,855.067.630.660.768
701184,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,855.067.630.660.768
701187,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,124.298.468.814.356
701187,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,124.298.468.814.356
701189,1,1,80,1,4,4,,3,,2,,,,,10,2,2,1,63,131.166.159.428.634
701189,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,131.166.159.428.634
701198,1,2,80,1,4,5,,1,2,2,,,1,,9,1,2,1,63,116.717.567.864.869
701198,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,116.717.567.864.869
701201,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,63,167.179.918.314.169
701201,1,3,80,1,4,2,,2,,2,,,,,9,2,2,1,63,167.179.918.314.169
701201,1,4,80,1,4,3,,2,,2,,,,,4,2,2,1,63,167.179.918.314.169
701205,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,744.475.877.329.104
701208,1,4,80,2,,,,2,,2,,1,1,,1,,2,1,63,117.464.742.165.092
701208,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,117.464.742.165.092
701211,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,128.036.868.098.393
701217,1,2,80,1,2,0,,2,,2,,,,,9,2,2,1,63,111.895.467.911.781
701237,1,2,80,1,4,7,,2,,2,,,,,9,2,2,1,66,101.757.530.421.979
701237,1,3,80,2,,,,2,,2,,1,4,,2,,2,1,66,101.757.530.421.979
701239,1,4,80,2,,,,2,,2,,2,,.,,,2,1,66,164.631.031.004.415
701241,1,2,80,1,1,8,DESPLAZADA  DE SU  FINCA,2,,2,,,,,9,2,2,1,66,109.907.442.838.681
701244,1,4,80,2,,,,2,,2,,2,,.,,,2,1,66,929.045.249.320.908
701250,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,66,101.094.375.639.591
701250,1,4,80,2,,,,2,,2,,2,,.,,,2,1,66,101.094.375.639.591
701251,1,2,80,2,,,,2,,2,,2,,.,,,2,1,66,818.160.855.622.007
701251,1,3,80,2,,,,2,,2,,2,,.,,,2,1,66,818.160.855.622.007
701253,1,2,80,2,,,,2,,2,,2,,.,,,2,1,66,100.133.565.001.476
701255,1,2,80,2,,,,2,,2,,1,2,,9,,2,1,66,116.965.119.700.662
701255,1,3,80,2,,,,2,,2,,1,1,,1,,2,1,66,116.965.119.700.662
701255,1,5,80,1,2,8,DESPLAZADO,2,,2,,,,ESTA BUSCANDO  ASILO  POLITICO,12,2,2,1,66,116.965.119.700.662
701255,2,2,80,1,3,2,,2,,2,,,,,9,2,2,1,66,116.965.119.700.662
701260,1,3,80,2,,,,2,,2,,2,,.,,,2,1,66,198.964.316.502.358
701260,1,8,80,2,,,,2,,2,,1,1,,9,,2,1,66,198.964.316.502.358
701265,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,66,929.045.249.320.908
701265,1,3,80,2,,,,2,,2,,2,,.,,,2,1,66,929.045.249.320.908
701265,1,4,80,2,,,,2,,2,,2,,.,,,2,1,66,929.045.249.320.908
701269,1,3,80,2,,,,2,,2,,2,,.,,,2,1,66,152.854.387.212.887
701273,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,66,110.084.656.863.032
701273,1,3,80,2,,,,2,,2,,2,,.,,,2,1,66,110.084.656.863.032
701276,1,2,80,1,1,2,,2,,2,,,,,9,2,2,1,66,497.410.791.255.895
701276,1,3,80,2,,,,2,,2,,2,,.,,,2,1,66,497.410.791.255.895
703721,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,301.050.842.652.555
703721,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,301.050.842.652.555
703721,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,301.050.842.652.555
703723,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,282.778.863.217.258
703724,1,1,80,1,4,3,,2,,2,,,,,8,2,2,1,13,27.445.215.000.213
703724,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,27.445.215.000.213
703724,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,27.445.215.000.213
703728,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,294.067.899.490.486
703728,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,294.067.899.490.486
703747,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,27.724.390.640.043
703747,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,27.724.390.640.043
703749,1,1,80,1,2,8,LA INSEGURIDAD,2,,2,,,,ES UN SECTOR INSEGURO,12,2,2,1,13,275.839.950.792.542
703749,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,275.839.950.792.542
703749,1,4,80,1,4,3,,2,,2,,,,,8,2,2,1,13,275.839.950.792.542
703752,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,190.841.819.920.152
703754,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,299.440.417.041.214
703756,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,13,271.883.522.346.185
703759,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,334.849.910.634.668
703761,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,315.703.222.583.529
703765,1,1,80,2,,,,2,,2,,1,4,,9,,2,1,13,391.006.892.997.497
703768,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,209.276.238.621.549
703768,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,209.276.238.621.549
703774,1,1,80,2,,,,2,,2,,2,,.,,,2,1,13,177.063.372.572.637
703775,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,370.101.241.809.125
703775,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,370.101.241.809.125
703777,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,340.958.145.180.894
703777,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,340.958.145.180.894
703777,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,340.958.145.180.894
703777,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,340.958.145.180.894
703777,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,340.958.145.180.894
703784,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,132.082.327.795.094
703784,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,132.082.327.795.094
703784,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,132.082.327.795.094
703784,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,132.082.327.795.094
703788,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,137.935.813.954.266
703791,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,134.738.717.679.486
703792,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,184.246.759.092.899
703792,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,184.246.759.092.899
703792,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,184.246.759.092.899
703795,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,145.647.901.581.215
703795,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,145.647.901.581.215
703795,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,145.647.901.581.215
703795,1,7,80,2,,,,2,,2,,2,,.,,,2,1,13,145.647.901.581.215
703864,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,364.017.230.941.038
703864,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,364.017.230.941.038
703864,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,364.017.230.941.038
703868,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,324.845.645.408.196
703868,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,324.845.645.408.196
703868,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,324.845.645.408.196
703869,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,320.196.754.671.311
703869,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,320.196.754.671.311
703869,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,320.196.754.671.311
703894,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,184.757.809.052.065
703894,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,184.757.809.052.065
703896,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,13,223.054.685.969.064
703896,1,2,80,1,4,2,,2,,2,,,,,8,2,2,1,13,223.054.685.969.064
703896,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,223.054.685.969.064
703897,1,1,80,2,,,,2,,2,,2,,.,,,2,1,13,317.145.163.837.941
703900,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,13,286.005.619.758.945
703900,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,286.005.619.758.945
703906,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,338.618.047.664.883
703906,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,338.618.047.664.883
703908,1,2,80,1,4,2,,2,,2,,,,,8,2,2,1,13,299.474.050.127.127
703908,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,299.474.050.127.127
703910,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,269.000.415.869.744
703915,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,411.467.888.146.804
703915,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,411.467.888.146.804
703915,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,411.467.888.146.804
703915,1,7,80,2,,,,2,,2,,2,,.,,,2,1,13,411.467.888.146.804
703918,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,307.183.941.105.156
703918,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,307.183.941.105.156
703918,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,307.183.941.105.156
703921,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,477.479.822.177.829
703921,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,477.479.822.177.829
703921,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,477.479.822.177.829
703921,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,477.479.822.177.829
703925,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,296.557.310.564.773
703927,1,1,80,1,4,2,,2,,2,,,,,8,2,2,1,13,228.427.203.519.792
703929,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,13,362.406.805.329.697
703935,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,269.000.415.869.744
703936,1,2,80,2,,,,2,,2,,1,4,,8,,2,1,13,222.325.014.064.393
703938,1,2,80,1,1,5,,2,,2,,,1,,1,1,2,1,13,854.352.907.324.571
703938,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,854.352.907.324.571
703938,1,6,80,1,4,2,,2,,2,,,,,8,2,2,1,13,854.352.907.324.571
703941,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,146.912.143.820.014
703941,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,146.912.143.820.014
703942,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,172.743.789.824.496
703942,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,172.743.789.824.496
703945,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,107.825.005.798.715
703945,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,107.825.005.798.715
703945,1,7,80,2,,,,2,,2,,2,,.,,,2,1,13,107.825.005.798.715
703945,1,9,80,1,4,3,,2,,2,,,,,9,2,2,1,13,107.825.005.798.715
703952,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,133.047.464.414.733
703952,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,133.047.464.414.733
703952,1,7,80,2,,,,2,,2,,2,,.,,,2,1,13,133.047.464.414.733
704720,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,111.543.927.939.845
704722,1,2,80,1,4,8,POR LA EDAD,2,,2,,,,,8,2,2,1,19,842.268.255.691.382
704724,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,931.874.816.036.146
704725,1,1,80,2,,,,2,,2,,2,,.,,,2,1,19,12.404.458.733.928
704727,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,27.177.031.079.873
704727,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,27.177.031.079.873
704727,1,6,80,1,2,2,,2,,2,,,,,9,2,2,1,19,27.177.031.079.873
704730,1,2,80,1,4,7,,2,,2,,,,,1,2,2,1,19,236.919.131.606.428
704730,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,236.919.131.606.428
704730,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,236.919.131.606.428
704730,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,236.919.131.606.428
704733,1,1,80,1,1,7,,2,,1,20000,,,,1,2,2,1,19,151.697.944.662.794
704734,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,127.235.753.214.716
704734,1,3,80,1,4,8,POR LA EDAD,2,,2,,,,,8,2,2,1,19,127.235.753.214.716
704740,1,1,80,1,3,3,,2,,2,,,,,4,2,2,1,19,931.874.816.036.146
704742,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,188.105.565.892.683
704746,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,135.990.017.121.092
704746,2,2,80,2,,,,2,,2,,2,,.,,,2,1,19,135.990.017.121.092
704749,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,219.245.163.963.064
704749,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,219.245.163.963.064
704751,1,3,80,1,1,1,,2,,2,,,,,2,2,2,1,19,146.131.326.901.739
704759,1,1,80,2,,,,2,,2,,2,,.,,,2,1,19,129.595.102.833.504
704759,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,19,129.595.102.833.504
704759,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,129.595.102.833.504
704763,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,203.486.761.302.726
704763,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,203.486.761.302.726
704763,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,203.486.761.302.726
704764,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,236.919.131.606.428
704766,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,19,173.998.378.211.729
704766,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,173.998.378.211.729
704766,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,173.998.378.211.729
704766,1,5,80,1,2,8,POR EMBARAZO,2,,2,,,,,9,2,2,1,19,173.998.378.211.729
704766,1,8,80,2,,,,2,,2,,2,,.,,,2,1,19,173.998.378.211.729
704769,1,1,80,1,4,8,POR LA EDAD,2,,2,,,,,8,2,2,1,19,931.874.816.036.146
704769,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,931.874.816.036.146
704771,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,233.025.619.512.359
704773,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,19,173.029.641.925.211
704775,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,842.268.255.691.382
704775,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,842.268.255.691.382
704779,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,249.702.283.340.579
704779,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,249.702.283.340.579
704779,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,249.702.283.340.579
704782,1,1,80,2,,,,2,,2,,2,,.,,,2,1,19,214.669.173.176.129
704784,1,3,80,1,4,8,POR LA EDAD,2,,2,,,,,8,2,2,1,19,127.235.753.214.716
704785,1,2,80,1,4,7,,2,,2,,,,,9,2,2,1,19,127.774.880.565.509
704788,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,136.622.020.695.322
704789,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,242.869.633.458.803
704789,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,242.869.633.458.803
704789,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,242.869.633.458.803
704789,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,242.869.633.458.803
704792,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,126.619.851.907.317
704792,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,126.619.851.907.317
704803,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,158.092.858.950.382
704803,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,158.092.858.950.382
704816,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,170.054.390.999.024
704820,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,19,260.063.075.528.473
704822,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,151.697.944.662.794
704823,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,209.437.263.155.101
704823,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,209.437.263.155.101
704825,1,1,80,1,4,3,,2,,2,,,,,8,2,2,1,19,842.268.255.691.382
704825,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,842.268.255.691.382
704825,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,842.268.255.691.382
704825,1,6,80,2,,,,2,,2,,1,4,,1,,2,1,19,842.268.255.691.382
704825,1,7,80,2,,,,2,,2,,1,4,,4,,2,1,19,842.268.255.691.382
704827,1,2,80,2,,,,2,,2,,1,2,,1,,2,1,19,842.268.255.691.382
704827,1,3,80,1,4,3,,2,,2,,,,,4,2,2,1,19,842.268.255.691.382
704827,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,842.268.255.691.382
704831,1,1,80,2,,,,2,,2,,2,,.,,,2,1,19,157.643.088.092.911
704833,1,1,80,2,,,,2,,2,,2,,.,,,2,1,19,118.265.574.359.092
704834,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,111.543.927.939.845
704838,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,180.160.886.408.533
704841,1,1,80,2,,,,2,,2,,2,,.,,,2,1,19,12.093.019.542.045
704841,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,12.093.019.542.045
704842,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,227.932.850.483.973
704846,1,2,80,1,1,7,,2,,2,,,,,9,2,2,1,19,158.391.453.551.927
704849,1,1,80,2,,,,2,,2,,2,,.,,,2,1,19,10.257.374.908.422
704865,1,2,80,1,2,3,,2,,2,,,,,4,2,2,1,19,129.352.841.318.401
704865,1,3,80,1,3,2,,2,,2,,,,,9,2,2,1,19,129.352.841.318.401
704865,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,129.352.841.318.401
704865,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,129.352.841.318.401
704867,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,180.160.886.408.533
704869,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,206.462.012.228.913
704869,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,206.462.012.228.913
704873,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,238.039.345.893.482
704873,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,238.039.345.893.482
704879,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,131.195.842.694.252
704879,2,1,80,2,,,,2,,2,,1,4,,8,,2,1,19,131.195.842.694.252
704879,2,2,80,1,1,8,POR ENFERMEDAD,2,,1,30000,,,,4,2,2,1,19,131.195.842.694.252
704882,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,108.968.663.371.808
704884,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,261.365.220.787.675
704884,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,261.365.220.787.675
704884,1,6,80,2,,,,2,,2,,2,,.,,,2,1,19,261.365.220.787.675
704915,1,2,80,2,,,,2,,2,,1,1,,9,,2,1,19,228.231.445.085.519
704915,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,228.231.445.085.519
704915,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,228.231.445.085.519
704917,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,136.622.020.695.322
704918,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,115.274.221.166.074
704920,1,2,80,2,,,,2,,2,,1,4,,9,,2,1,19,24.584.488.438.499
704920,1,3,80,1,3,5,,2,,2,,,,,1,2,2,1,19,24.584.488.438.499
704920,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,24.584.488.438.499
704920,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,24.584.488.438.499
704921,1,1,80,1,4,3,,2,,2,,,,,9,2,2,1,19,213.155.521.118.047
704921,1,2,80,1,1,2,,2,,2,,,,,1,2,2,1,19,213.155.521.118.047
704926,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,108.879.306.878.486
704928,1,2,80,2,,,,2,,2,,1,4,,1,,2,1,19,136.622.020.695.322
704930,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,19,931.874.816.036.146
704932,1,2,80,2,,,,2,,2,,1,1,,1,,2,1,19,139.736.412.614.152
704933,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,195.236.810.376.005
704934,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,136.622.020.695.322
704939,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,2.900.824.593.118
704941,1,2,80,1,4,7,,2,,2,,,,,1,2,2,1,19,168.199.354.359.891
704944,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,842.268.255.691.382
704945,1,2,80,2,,,,2,,2,,1,1,,1,,2,1,19,136.622.020.695.322
704946,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,19.182.382.385.563
704951,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,143.696.502.093.687
704951,1,4,80,1,4,8,EDAD AVANZADA,2,,2,,,,,8,2,2,1,19,143.696.502.093.687
704953,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,19,931.874.816.036.146
704955,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,188.410.837.335.254
704960,1,2,80,2,,,,2,,2,,1,1,,1,,2,1,19,153.720.317.850.899
704960,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,153.720.317.850.899
704960,2,2,80,2,,,,2,,2,,2,,.,,,2,1,19,153.720.317.850.899
704964,1,1,80,1,2,3,,2,,2,,,,,4,2,2,1,19,126.619.851.907.317
704964,1,2,80,1,4,8,POR ENFERMEDAD,2,,2,,,,,4,2,2,1,19,126.619.851.907.317
704966,1,2,80,1,4,2,,2,,2,,,,,1,2,2,1,19,227.932.850.483.973
704966,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,227.932.850.483.973
704966,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,227.932.850.483.973
704966,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,227.932.850.483.973
704968,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,107.904.782.171.197
704968,1,5,80,2,,,,2,,2,,2,,.,,,2,1,19,107.904.782.171.197
704970,1,5,80,1,2,5,,2,,2,,,,EMBARAZO,12,2,2,1,19,212.856.926.516.501
704972,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,19,203.908.394.630.084
704972,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,203.908.394.630.084
704972,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,203.908.394.630.084
704982,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,19,12.093.019.542.045
704985,1,2,80,1,4,7,,2,,2,,,,,1,2,2,1,19,858.180.426.087.377
704985,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,858.180.426.087.377
704987,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,19,842.268.255.691.382
704987,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,842.268.255.691.382
704998,1,1,80,1,4,2,,2,,2,,,,,8,2,2,1,19,190.770.186.954.042
704998,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,190.770.186.954.042
705000,1,3,80,1,1,7,,2,,2,,,,,1,2,2,1,19,11.986.631.421.984
705002,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,19,266.756.584.417.607
705004,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,136.622.020.695.322
705006,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,19.182.382.385.563
705007,1,1,80,1,4,8,POR LA EDAD,2,,2,,,,,8,2,2,1,19,842.268.255.691.382
705007,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,19,842.268.255.691.382
705009,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,146.131.326.901.739
705010,1,2,80,1,1,2,,2,,2,,,,,9,2,2,1,19,226.332.110.623.225
705011,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,203.486.761.302.726
705012,1,1,80,1,4,3,,2,,2,,,,,8,2,2,1,19,931.874.816.036.146
705012,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,19,931.874.816.036.146
705016,1,3,80,2,,,,2,,2,,2,,.,,,2,1,19,260.069.752.369.499
705016,1,4,80,2,,,,2,,2,,2,,.,,,2,1,19,260.069.752.369.499
705018,1,2,80,2,,,,2,,2,,2,,.,,,2,1,19,126.619.851.907.317
705018,1,3,80,1,1,7,,2,,2,,,,,7,2,2,1,19,126.619.851.907.317
