DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P6016,P6020,P6030,P6030S1,P6030S3,P6050,P6060,P6060S1,P6070,P6081S1,P6081,P6082,P6083S1,P6083,P6084,P6085,P6071S1,P6071,P6085S1,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6992,P6992S1,P6160,P6170,P6175,P6180,P6180S1,P6180S2,P6190,P6190S1,P6200,P6200S1,P6210,P6210S1,P6220,P6177,P6177S1,P6040,DPTO,fex_c_2011
676605,1,1,5,10,1,2,1,9,1958,1,2,,6,,3,1,,2,1,2,,,,2,1,5,,,,2,6,,1,2,,,,,,,,,4,9,,,,49,5,653.328.804.019.573
676605,1,2,5,10,2,1,1,4,1986,3,2,,6,,2,6,1,1,,2,,,,2,1,5,,,,2,2,,1,2,,,,,,,,,5,10,1,3,,22,5,653.328.804.019.573
676605,1,3,5,10,1,2,1,5,1992,3,2,,6,,2,6,1,1,,2,,,,2,1,5,,,,1,6,,1,1,1,1,100,1000,1,50000,2,,4,9,,,,15,5,653.328.804.019.573
676606,1,1,5,10,1,2,1,6,1959,1,2,,6,,2,1,,2,2,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,1,,,,48,5,611.274.289.344.673
676606,1,2,5,10,2,1,1,9,1985,3,2,,6,,2,2,1,1,,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,6,2,3,3,,22,5,611.274.289.344.673
676606,1,3,5,10,3,2,1,3,1993,3,2,,6,,2,2,1,1,,1,,,1,1,,,3,,,1,,.,1,1,1,1,250,2500,2,,2,,4,8,,,,15,5,611.274.289.344.673
676606,1,4,5,10,1,1,1,6,1995,3,2,,6,,2,2,1,1,,1,,,1,1,,,3,,,2,,.,1,1,1,1,250,3500,2,,2,,4,6,,,,12,5,611.274.289.344.673
676607,1,1,5,10,1,1,1,2,1964,1,2,,2,,3,6,,3,6,1,2,1,1,1,,,1,1,18500,2,,.,1,2,,,,,,,,,3,3,,,,44,5,147.075.102.263.345
676607,1,2,5,10,2,2,1,12,1964,2,2,,2,,3,1,,3,2,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,43,5,147.075.102.263.345
676607,1,3,5,10,3,2,1,8,1986,3,2,,6,,2,3,2,1,,1,,,1,1,,,1,1,18500,2,,.,1,2,,,,,,,,,5,11,2,9,,21,5,147.075.102.263.345
676607,1,4,5,10,3,1,1,7,2006,4,2,,,,2,4,3,1,,2,,,,1,,,1,5,,2,,.,,,,,,,,,,,,,,,,1,5,147.075.102.263.345
676607,1,5,5,10,2,1,1,11,1991,3,2,,6,1,1,,5,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,9,,15,ESTA  VALIDANDO,16,5,147.075.102.263.345
676607,1,6,5,10,2,2,1,8,1994,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,1,100,2000,2,,2,,4,0,,,,13,5,147.075.102.263.345
676607,1,7,5,10,2,2,1,1,1991,5,2,,6,,2,6,,2,3,1,,,2,2,1,4,,,,2,2,,1,1,2,2,,,1,540000,2,,6,0,2,,,17,5,147.075.102.263.345
676608,1,1,5,10,1,1,1,4,1977,1,2,,2,,2,2,,2,2,1,2,1,1,1,,,1,1,18500,2,,.,1,2,,,,,,,,,3,3,,,,31,5,159.271.270.021.876
676608,1,2,5,10,2,2,1,12,1978,2,2,,2,,3,2,6,1,,1,1,1,1,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,,,29,5,159.271.270.021.876
676608,1,3,5,10,2,2,1,3,2000,3,2,,,,2,3,2,1,,1,,,1,1,,,1,5,,2,,.,1,1,1,1,200,3000,2,,2,,3,2,,,,8,5,159.271.270.021.876
676608,1,4,5,10,2,2,1,8,2004,3,2,,,,2,2,2,1,,1,,,1,1,,,1,5,,2,,.,2,2,,,,,,,,,1,0,,1,,3,5,159.271.270.021.876
676608,1,5,5,10,2,1,1,1,2006,3,2,,,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,,,,,,,,,,,,,,,,2,5,159.271.270.021.876
676608,1,6,5,10,6,2,1,12,1957,5,2,,6,,3,1,,3,1,1,,,1,2,1,1,,,,2,5,,1,2,,,,,,,,,3,1,,,,50,5,159.271.270.021.876
676608,1,7,5,10,7,1,1,8,1984,5,2,,6,,3,2,,2,3,1,,,1,1,,,1,1,18500,2,,.,1,2,,,,,,,,,3,5,,9,,23,5,159.271.270.021.876
676609,1,1,5,10,1,2,1,6,1949,1,2,,5,,3,2,,3,1,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,2,,,,58,5,142.905.097.439.676
676610,1,1,5,10,1,1,1,1,1970,1,2,,6,,2,2,,2,2,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,4,9,,,,38,5,227.154.618.434.397
676610,1,2,5,10,2,2,1,3,1984,5,2,,1,,2,2,,2,2,1,3,1,1,1,,,1,5,,2,,.,1,2,,,,,,,,,6,2,3,2,,24,5,227.154.618.434.397
676610,1,3,5,10,3,1,1,11,1984,5,2,,1,,2,2,,2,2,1,2,1,1,1,,,1,1,18500,2,,.,1,2,,,,,,,,,4,6,,9,,23,5,227.154.618.434.397
676610,1,4,5,10,4,1,1,12,1979,9,2,,1,,2,2,,2,2,2,5,1,,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,28,5,227.154.618.434.397
676610,1,5,5,10,5,2,1,6,1978,9,2,,1,,2,2,,2,2,1,4,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,29,5,227.154.618.434.397
676610,1,6,5,10,5,2,1,9,2005,9,2,,,,2,2,5,1,,2,,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,2,5,227.154.618.434.397
676610,1,7,5,10,7,1,1,9,1970,9,2,,6,,2,2,,2,2,1,,,1,2,2,,,,,2,2,,1,2,,,,,,,,,5,11,2,,,37,5,227.154.618.434.397
676610,1,8,5,10,8,2,1,12,1984,5,2,,6,,2,2,,2,2,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,9,,23,5,227.154.618.434.397
676611,1,1,5,10,1,1,1,9,1977,1,2,,2,,2,2,,2,1,1,2,1,2,1,,,1,1,28000,2,,.,1,2,,,,,,,,,5,11,2,,,30,5,858.305.783.409.063
676611,1,2,5,10,2,2,1,10,1975,2,2,,2,,2,2,,3,1,1,1,1,1,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,,,32,5,858.305.783.409.063
676611,1,3,5,10,2,1,1,6,1995,3,2,,6,,2,1,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,1,200,2000,2,,2,,4,0,,,,12,5,858.305.783.409.063
676611,1,4,5,10,2,2,1,6,2000,3,2,,,,2,3,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,1,200,2000,2,,2,,3,0,,,,7,5,858.305.783.409.063
676612,1,1,5,10,1,1,1,11,1958,1,2,,3,,3,1,,2,2,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,4,,,,49,5,804.103.948.756.595
676612,1,2,5,10,2,2,1,3,1961,2,2,,3,,2,2,,3,1,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,47,5,804.103.948.756.595
676612,1,3,5,10,3,1,1,5,1989,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,6,,3,,19,5,804.103.948.756.595
676612,1,4,5,10,1,2,1,1,1991,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,8,,14,,17,5,804.103.948.756.595
