DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P6016,P6020,P6030,P6030S1,P6030S3,P6050,P6060,P6060S1,P6070,P6081S1,P6081,P6082,P6083S1,P6083,P6084,P6085,P6071S1,P6071,P6085S1,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6992,P6992S1,P6160,P6170,P6175,P6180,P6180S1,P6180S2,P6190,P6190S1,P6200,P6200S1,P6210,P6210S1,P6220,P6177,P6177S1,P6040,DPTO,fex_c_2011
677996,1,4,17,10,1,1,1,2,1995,5,2,,6,,2,5,,2,3,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,3,5,,,,13,17,15.477.327.933.732
677997,1,1,17,10,1,1,1,12,1972,1,2,,3,,2,3,,2,5,2,2,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,6,5,4,,,35,17,155.683.028.425.532
677997,1,2,17,10,2,2,1,8,1975,2,2,,3,,2,5,,2,5,2,1,1,,1,,,1,1,32000,2,,.,1,2,,,,,,,,,6,3,3,,,32,17,155.683.028.425.532
677997,1,3,17,10,1,1,1,7,1996,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,4,0,,,,11,17,155.683.028.425.532
677997,1,4,17,10,1,2,1,12,2006,3,2,,,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,,,,,,,,,,,,,,,,1,17,155.683.028.425.532
677998,1,1,17,10,1,2,1,6,1974,1,2,,4,,2,2,,2,2,2,,,,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,,,33,17,144.654.335.668.478
677998,1,2,17,10,1,2,1,9,1995,3,2,,6,,2,3,1,1,,2,,,,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,4,7,,,,12,17,144.654.335.668.478
677998,1,3,17,10,1,1,1,3,1998,3,2,,6,,2,3,1,1,,2,,,,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,3,3,,,,10,17,144.654.335.668.478
677999,1,1,17,10,1,1,1,2,1955,1,2,,3,,3,6,,2,6,2,2,1,,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,53,17,135.532.450.458.833
677999,1,2,17,10,2,2,1,3,1963,2,2,,3,,3,2,,3,2,2,1,1,,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,45,17,135.532.450.458.833
677999,1,3,17,10,3,2,1,9,1989,3,2,,6,1,1,,2,1,,2,,,,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,6,1,2,,,18,17,135.532.450.458.833
678000,1,1,17,10,1,1,1,7,1986,1,2,,2,,2,2,,2,2,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,9,,21,17,237.071.294.446.292
678000,1,2,17,10,2,2,1,1,1992,2,2,,2,,2,2,,2,2,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,2,,15,RESPONSABILIDADES FAMILIARES,16,17,237.071.294.446.292
678000,1,3,17,10,2,1,1,4,2006,3,2,,,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,,,,,,,,,,,,,,,,2,17,237.071.294.446.292
678000,1,4,17,10,2,1,1,7,2007,3,2,,,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,,,,,,,,,,,,,,,,0,17,237.071.294.446.292
678001,1,1,17,10,1,2,1,6,1948,1,2,,3,,3,6,,3,6,2,,2,,1,,,1,5,,2,,.,1,2,,,,,,,,,3,5,,,,59,17,187.444.510.893.789
678001,1,2,17,10,2,2,1,7,1973,3,2,,6,,2,3,1,1,,2,,,,1,,,1,3,66700,2,,.,1,2,,,,,,,,,6,6,4,,,34,17,187.444.510.893.789
678001,1,3,17,10,3,1,1,2,1984,3,2,,6,,2,3,1,1,,2,,,,1,,,1,1,18460,2,,.,1,2,,,,,,,,,6,2,3,9,,24,17,187.444.510.893.789
678001,1,4,17,10,4,2,1,12,1986,7,2,,6,,2,3,,2,3,2,,,,1,,,1,1,28000,2,,.,1,1,2,2,,,2,,2,,6,2,3,,,21,17,187.444.510.893.789
678001,1,5,17,10,5,2,1,12,1989,7,2,,6,,2,3,,2,3,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,6,0,2,,,18,17,187.444.510.893.789
678001,1,6,17,10,6,2,1,6,1987,7,2,,6,,2,2,,2,3,2,,,,1,,,1,1,28000,2,,.,1,1,1,2,,,2,,2,,6,1,2,,,20,17,187.444.510.893.789
678001,1,7,17,10,7,2,1,12,1987,7,2,,6,,2,5,,2,5,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,6,1,2,,,20,17,187.444.510.893.789
678002,1,1,17,10,1,2,1,12,1972,1,2,,2,,3,2,,2,2,2,,2,,1,,,1,3,57700,2,,.,1,2,,,,,,,,,4,9,,,,35,17,135.556.516.886.563
678002,1,2,17,10,2,2,1,10,1990,3,2,,6,,2,3,1,1,,2,,,,1,,,1,5,,2,,.,1,2,,,,,,,,,6,2,3,2,,17,17,135.556.516.886.563
678002,1,3,17,10,1,2,1,6,1995,3,2,,6,,2,3,1,1,,2,,,,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,4,6,,,,12,17,135.556.516.886.563
678003,1,1,17,10,1,1,1,4,1930,1,2,,3,,3,6,,3,6,2,2,1,,1,,,1,2,50715,2,,.,1,2,,,,,,,,,3,5,,,,78,17,765.854.002.748.347
678003,1,2,17,10,2,2,1,4,1936,2,2,,3,,3,6,,3,6,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,3,4,,,,72,17,765.854.002.748.347
678003,1,3,17,10,3,2,1,12,1956,3,2,,6,1,1,,2,1,,2,,,,1,,,1,3,57700,2,,.,1,2,,,,,,,,,3,5,,,,51,17,765.854.002.748.347
678003,1,4,17,10,4,1,1,9,1952,3,2,,4,1,1,,2,1,,2,,,,1,,,3,,,2,,.,1,2,,,,,,,,,4,6,,,,55,17,765.854.002.748.347
678003,1,5,17,10,5,1,1,9,1982,4,2,,6,4,1,,,2,3,2,,,,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,25,17,765.854.002.748.347
678003,1,6,17,10,6,2,1,1,1955,3,2,,4,1,1,,2,1,,2,,,,1,,,1,3,57700,2,,.,1,2,,,,,,,,,3,5,,,,53,17,765.854.002.748.347
678003,1,7,17,10,7,2,1,3,1982,4,2,,6,,2,5,6,1,,2,,,,1,,,1,1,18460,2,,.,1,2,,,,,,,,,6,2,2,,,26,17,765.854.002.748.347
678003,1,8,17,10,8,1,1,6,1983,4,2,,6,,2,5,6,1,,2,,,,2,2,,,,,2,2,,1,1,2,2,,,2,,2,,6,3,2,,,24,17,765.854.002.748.347
678003,1,9,17,10,3,2,1,9,1997,4,2,,6,,2,3,,2,3,2,,,,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,3,4,,,,10,17,765.854.002.748.347
678004,1,1,17,10,1,1,1,4,1983,1,2,,1,,2,1,,2,1,2,2,1,,1,,,1,1,22000,2,,.,1,2,,,,,,,,,5,11,2,,,25,17,103.000.778.069.731
678004,1,2,17,10,2,2,1,2,1980,2,2,,1,,2,1,,2,2,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,,,28,17,103.000.778.069.731
678005,1,1,17,10,1,1,1,11,1957,1,2,,4,,3,1,,3,1,2,,,,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,50,17,41.834.524.548.071
678005,1,2,17,10,2,2,1,2,1978,3,2,,6,1,1,,,2,2,2,,,,1,,,1,5,,2,,.,1,2,,,,,,,,,4,9,,,,30,17,41.834.524.548.071
678005,1,3,17,10,2,1,1,9,1995,4,2,,6,,2,3,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,4,0,,,,12,17,41.834.524.548.071
678006,1,1,17,10,1,1,1,2,1960,1,2,,3,,2,2,,2,2,2,2,1,,1,,,3,,,2,,.,1,2,,,,,,,,,3,4,,,,48,17,426.110.393.408.731
678006,1,2,17,10,2,2,1,1,1962,2,2,,3,,3,2,,2,2,2,1,1,,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,46,17,426.110.393.408.731
678006,1,3,17,10,3,1,1,11,1978,3,2,,6,1,1,,2,1,,2,,,,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,29,17,426.110.393.408.731
678006,1,4,17,10,2,1,1,9,1992,3,2,,6,1,1,,2,1,,2,,,,1,,,3,,,2,,.,1,1,2,2,,,2,,2,,4,8,,,,15,17,426.110.393.408.731
678009,1,1,17,10,1,1,1,2,1942,1,2,,3,,3,1,,3,1,2,2,1,,1,,,1,2,57700,2,,.,1,2,,,,,,,,,3,5,,,,66,17,144.927.707.487.219
678009,1,2,17,10,2,2,1,6,1939,2,2,,3,,3,1,,2,1,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,3,3,,,,68,17,144.927.707.487.219
678009,1,3,17,10,3,1,1,12,1969,3,2,,6,1,1,,2,1,,2,,,,1,,,3,,,2,,.,1,2,,,,,,,,,5,10,1,,,38,17,144.927.707.487.219
678010,1,1,17,10,1,2,1,9,1941,1,2,,5,,2,6,,3,6,2,,,,1,,,1,5,,2,,.,1,2,,,,,,,,,3,2,,,,66,17,107.566.092.040.248
678010,1,2,17,10,2,2,1,6,1968,3,2,,6,,3,2,1,1,,2,,,,1,,,1,1,18460,2,,.,1,2,,,,,,,,,5,11,2,,,39,17,107.566.092.040.248
678010,1,3,17,10,1,2,1,5,2001,4,2,,,,2,3,2,1,,2,,,,1,,,1,5,,2,,.,2,1,1,2,,,2,,2,,3,0,,,,7,17,107.566.092.040.248
678011,1,1,17,10,1,1,1,11,1968,1,2,,3,,3,3,,3,3,2,2,1,,1,,,1,3,93750,2,,.,1,2,,,,,,,,,6,4,4,,,39,17,12.721.477.974.407
678011,1,2,17,10,2,2,1,3,1975,2,2,,3,,2,3,,2,5,2,1,1,,1,,,1,1,40000,2,,.,1,2,,,,,,,,,6,4,4,,,33,17,12.721.477.974.407
678011,1,3,17,10,2,2,1,12,2000,3,2,,,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,3,1,,,,7,17,12.721.477.974.407
678012,1,1,17,10,1,1,1,11,1964,1,2,,3,,2,2,,2,3,2,2,1,,1,,,1,1,28000,2,,.,1,2,,,,,,,,,5,11,3,,,43,17,12.721.477.974.407
678012,1,2,17,10,2,2,1,3,1974,2,2,,3,,2,3,,2,2,2,1,1,,1,,,1,1,24400,2,,.,1,1,2,2,,,2,,2,,6,1,2,,,34,17,12.721.477.974.407
678012,1,3,17,10,2,2,1,7,1997,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,3,4,,,,10,17,12.721.477.974.407
678013,1,1,17,10,1,1,1,11,1953,1,2,,2,,3,1,,2,1,2,2,1,,2,1,4,,,,2,1,,1,2,,,,,,,,,4,7,,,,54,17,110.358.123.647.252
678013,1,2,17,10,2,2,1,1,1957,2,2,,2,,2,1,,2,1,2,1,1,,1,,,1,3,57700,2,,.,1,2,,,,,,,,,4,9,,,,51,17,110.358.123.647.252
678014,1,1,17,10,1,2,1,11,1962,1,2,,6,,3,2,,2,2,2,,,,1,,,1,1,80000,2,,.,1,1,2,2,,,2,,1,5200000,6,8,5,,,45,17,107.798.173.479.861
678015,1,1,17,10,1,1,1,7,1967,1,2,,3,,2,3,,2,2,2,2,1,,1,,,1,3,160000,2,,.,1,2,,,,,,,,,6,4,4,,,40,17,129.078.696.351.207
678015,1,2,17,10,2,2,1,8,1962,2,2,,3,,3,3,,3,3,2,1,1,,1,,,1,1,24000,2,,.,1,2,,,,,,,,,6,5,4,,,45,17,129.078.696.351.207
678015,1,3,17,10,2,2,1,10,1990,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,1,1300000,6,0,2,,,17,17,129.078.696.351.207
678016,1,1,17,10,1,1,1,3,1959,1,2,,3,,3,3,,3,2,2,2,1,,1,,,3,,,2,,.,1,2,,,,,,,,,4,9,,,,49,17,160.069.146.399.772
678016,1,2,17,10,2,2,1,10,1951,2,2,,3,,2,3,,2,2,2,1,1,,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,56,17,160.069.146.399.772
678016,1,3,17,10,2,1,1,2,1991,3,2,,6,1,1,,2,1,,2,,,,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,3,,17,17,160.069.146.399.772
678017,1,1,17,10,1,1,1,9,1935,1,2,,2,,3,2,,3,2,2,2,1,,1,,,1,2,88635,2,,.,1,2,,,,,,,,,3,3,,,,72,17,103.741.720.334.976
678017,1,2,17,10,2,2,1,8,1957,2,2,,2,,3,1,,3,1,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,3,5,,,,50,17,103.741.720.334.976
678017,1,3,17,10,3,1,1,1,1987,3,2,,6,1,1,,2,1,,2,,,,2,1,36,,,,2,5,,1,2,,,,,,,,,5,11,2,3,,21,17,103.741.720.334.976
678017,1,4,17,10,4,2,1,3,1977,3,2,,6,,3,2,2,1,,2,,,,1,,,1,1,18460,2,,.,1,2,,,,,,,,,5,11,3,,,31,17,103.741.720.334.976
678017,1,5,17,10,4,2,1,8,2002,4,2,,,,2,2,4,1,,2,,,,1,,,1,5,,2,,.,2,1,1,1,0,1500,2,,2,,2,0,,,,5,17,103.741.720.334.976
678017,1,6,17,10,6,2,1,5,1940,5,2,,6,,3,1,,3,1,2,,,,2,1,12,,,,2,1,,1,2,,,,,,,,,3,2,,,,68,17,103.741.720.334.976
678018,1,1,17,10,1,1,1,3,1982,1,2,,2,,2,3,,2,3,2,2,1,,1,,,1,1,18460,2,,.,1,2,,,,,,,,,5,11,2,,,26,17,13.357.534.063.082
678018,1,2,17,10,2,2,1,4,1983,2,2,,2,,3,2,,2,2,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,4,9,,,,25,17,13.357.534.063.082
678018,1,3,17,10,1,2,1,6,2005,3,2,,,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,,,,,,,,,,,,,,,,2,17,13.357.534.063.082
678019,1,1,17,10,1,2,1,1,1920,1,2,,5,,3,2,,3,2,2,,,,1,,,3,,,2,,.,1,2,,,,,,,,,3,2,,,,88,17,148.453.459.616.844
678020,1,1,17,10,1,2,1,10,1977,1,2,,3,,2,1,,2,2,2,,2,,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,,,30,17,113.187.931.236.612
