DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6910,P6910S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P6420S1,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,CLASE,OCI,RAMA4D,OFICIO,RAMA2D,RAMA4DP8,RAMA2DP8,DPTO,fex_c_2011
705043,1,3,60,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,100000,1,200000,2,,2,24,1,,24,,,1,6,15,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,10,,,,1,24,2,1,1,1,1,1,2,1,2,1,1,2,2,,2,1,,3,3,3,3,3,3,2,2,3,3,,2,1,140,61,1,,,19,170.054.390.999.024
705045,1,1,60,2,,,,,,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,80000,1,800000,3,,10,32,1,,16,6,,1,6,15,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,1,24,2,1,1,1,1,1,2,1,1,1,1,1,2,,2,1,,3,3,3,3,3,2,2,2,3,3,,2,1,140,61,1,,,19,154.673.195.588.981
705046,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,1200000,2,,12,40,,.,40,,,1,7,13,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,2,,,,1,1,1,1,1,1,1,2,1,1,2,,2,1,,3,3,3,3,3,3,2,2,3,9,,2,1,118,61,1,,,19,297.017.799.717.523
705046,1,2,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,180000,1,1800000,3,,12,24,1,,24,,,1,7,16,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,24,2,1,1,1,1,1,2,1,1,1,1,2,2,,2,1,,3,3,2,3,3,3,2,2,2,9,,2,1,140,61,1,,,19,297.017.799.717.523
705046,1,3,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,0,2,,3,24,1,,24,,,2,,,,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,1,24,2,1,1,1,1,1,2,1,2,1,1,1,2,,2,1,,3,3,3,3,3,3,2,2,3,3,,2,1,118,61,1,,,19,297.017.799.717.523
705049,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,80000,1,,3,,12,24,1,,24,,,1,6,14,2,,,,,,1,8,,,,2,,,,1,,,,1,,,,,,2,2,,,,1,0,4,,0,,,,,,,,,,,,,,,,2,,,,,,,,9,,,,1,24,2,1,1,1,1,1,2,1,1,1,1,1,2,,2,1,,2,3,3,3,3,3,2,2,3,3,,2,1,501,64,5,,,19,158.092.858.950.382
705049,1,2,60,1,2,2,12,1,1,,2,2,2,36,2,,1,,260000,2,,,1,50000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,6,15,2,,,,,,9,1,,,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,1,1,2,2,1,2,2,,2,2,,2,3,3,3,3,3,2,2,3,2,,2,1,8532,54,85,,,19,158.092.858.950.382
705052,1,1,60,2,,,,,,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,150000,1,1500000,3,,10,24,1,,24,,,1,6,15,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,1,24,2,1,1,1,1,1,2,1,2,2,1,1,2,,1,1,,3,3,3,3,3,3,2,2,3,9,,2,1,140,62,1,,,19,104.996.108.630.476
705070,1,1,60,2,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,0,3,,10,40,,.,32,7,ESTUVO DE VIAJE,1,7,15,2,,,,,,2,8,,,,2,,,,1,,,,1,,,,,,2,1,8,4,,2,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,5,,,,1,12,2,1,1,1,1,1,2,2,1,1,1,1,2,,2,1,,2,3,2,3,3,3,1,3,3,3,,2,1,114,61,1,,,19,146.429.921.503.285
705070,1,2,60,2,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,.,32,7,ESTUVO DE VIAJE,1,7,15,2,,,,,,2,8,,,,2,,,,1,,,,1,,,,,,2,1,8,6,,2,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,2,1,1,1,1,2,,2,1,,2,3,2,3,3,3,2,2,3,8,,2,1,114,62,1,,,19,146.429.921.503.285
705071,1,1,60,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,0,3,,1,40,,.,32,7,ESTUVO DE VIAJE,1,7,16,2,,,,,,1,8,,,,2,,,,1,,,,1,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,1,1,1,1,1,2,1,2,1,2,2,,2,1,,3,3,2,3,3,2,2,3,3,3,,2,1,111,61,1,,,19,158.391.453.551.927
705073,1,1,60,1,2,1,,2,1,,1,1,1,120,2,,2,,675922,2,,,2,,2,,2,,2,,,55000,,,,2,2,1,2,37533,2,1,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,40,,.,40,,,1,8,17,2,,,,,,9,7,,,,1,3,1,3,1,1,,,,,,,,,2,2,,,,2,,,,,7513,,4,,,,,,,,,,,,2,1,2,,SECRETARIA DE EDUCACION DEL CAUCA,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,2,1,8012,13,80,7513,75,19,136.622.020.695.322
705801,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,280000,1,900000,1,,12,40,,.,40,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,,3,2,2,3,3,2,2,2,3,9,,2,1,111,62,1,,,41,119.589.069.103.217
705820,1,1,60,2,,,,,,,,,,96,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,160000,1,1000000,3,,12,40,,.,40,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,48,4,,2,,,,,,20,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,2,1,2,2,,2,1,,2,2,2,3,3,2,2,3,3,9,,2,1,111,62,1,,,41,997.798.141.069.062
705838,1,1,60,2,,,,,,,,,,360,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,290000,1,,1,,10,40,,.,40,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,48,8,,2,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,,3,2,2,3,3,2,2,2,3,2,,2,1,111,61,1,,,41,107.647.950.205.462
705840,1,1,60,2,,,,,,,,,,480,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,400000,1,,1,,7,40,,.,40,,,1,7,12,1,14,18,2,,,1,9,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,2,2,3,3,2,2,2,3,8,,2,1,4521,95,45,,,41,161.939.416.397.456
705841,1,1,60,2,,,,,,,,,,480,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,,3,,12,40,,.,40,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,9,,2,1,140,62,1,,,41,150.586.319.849.374
705841,1,2,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,,3,,12,40,,.,40,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,2,1,2,2,,2,1,,2,2,2,3,3,2,2,2,3,3,,2,1,140,62,1,,,41,150.586.319.849.374
705845,1,1,60,2,,,,,,,,,,83,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,,3,,12,40,,.,40,,,1,8,12,1,14,18,2,,,1,1,,,,1,2,1,7,1,,1,,,,,,,,2,1,72,4,,2,,,,,,12,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,,3,2,2,3,3,2,2,2,3,2,,2,1,5272,53,52,,,41,139.013.084.697.644
705846,1,1,60,2,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,240000,1,,3,,12,40,,.,40,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,,2,2,2,3,3,2,2,2,3,3,,2,1,140,62,1,,,41,125.891.295.263.966
705858,1,2,60,2,,,,,,,,,,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,,1,,12,24,2,,24,,,1,7,12,1,13,16,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,,2,3,2,3,3,2,2,2,3,3,,2,1,1810,79,18,,,41,154.387.163.668.772
705859,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,,3,,12,40,,.,40,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,2,,2,1,116,61,1,,,41,152.393.115.323.937
705859,1,3,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,240000,1,,1,,12,24,1,,24,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,16,2,1,1,1,1,1,2,1,2,2,1,2,2,,2,1,,2,3,2,3,3,2,2,2,3,3,,2,1,140,62,1,,,41,152.393.115.323.937
705859,1,4,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,60000,1,,1,,12,24,1,,24,,,1,8,12,1,13,16,2,,,1,2,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,16,2,1,1,1,1,1,2,1,2,2,1,2,2,,2,1,,2,3,2,3,3,2,2,2,3,3,,2,1,7493,54,74,,,41,152.393.115.323.937
705867,1,1,60,2,,,,,,,,,,17,1,,1,,461500,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,370000,461500,,2,1,2,2,,,,,,,,,,,12,40,,.,40,,,1,5,10,1,13,16,2,,,2,8,,,,1,4,3,1,1,,1,,,,,,,,1,1,78,1,,2,,,,,,1,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,,2,2,2,3,2,2,2,2,3,2,,2,1,121,61,1,,,41,128.390.707.438.756
705867,1,3,60,2,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,340000,1,1500000,3,,6,40,,.,40,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,,2,2,2,3,3,2,2,3,3,3,,2,1,117,62,1,,,41,128.390.707.438.756
705868,1,2,60,1,2,1,,1,1,,1,1,1,48,1,,6,,1190000,2,,,2,,2,,2,,2,,,66400,,,,2,2,1,2,60000,2,1,2,,,2,,,1190000,,2,1,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,8,,,,1,1,1,8,1,1,,,,,,,,,1,1,12,1,,2,,,,,,12,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,2,2,2,2,2,3,2,,2,1,6331,30,63,,,41,115.983.731.727.464
705869,1,1,60,2,,,,,,,,,,180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,3000000,3,,12,40,,.,40,,,1,7,12,1,14,17,2,,,1,7,,,,2,,,,1,,,,,,,,1,,2,1,60,1,,2,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,3,,2,1,5020,85,50,,,41,115.983.731.727.464
705871,1,1,60,2,,,,,,,,,,24,8,,1,,380000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,300000,,,,1,2,2,2,,,,,,,,,,,12,40,,.,40,,,1,7,12,1,13,16,2,,,6,8,,,,2,,,,1,,,,,,,,1,,2,1,120,8,,2,,,,,,4,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,2,2,2,1,2,2,,2,1,,2,2,2,3,3,2,2,2,3,3,,2,1,118,62,1,,,41,150.962.352.334.544
705872,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,200000,1,1800000,1,,12,40,,.,40,,,1,7,12,1,13,16,2,,,1,8,,,,1,4,1,4,1,,1,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,1,2,2,1,2,2,,2,1,,3,3,2,3,3,3,2,2,3,9,,2,1,140,62,1,,,41,138.229.555.904.327
705875,1,3,60,2,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,240000,1,0,3,,12,25,1,,25,,,2,,,,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,15,1,1,1,1,1,1,2,1,2,2,1,2,2,,1,1,,3,3,3,3,3,3,2,2,3,3,,2,1,117,62,1,,,41,940.082.579.204.943
705877,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,2000000,3,,12,40,,.,40,,,1,7,12,1,13,16,2,,,1,5,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,1,2,2,1,2,2,,2,1,,3,2,2,3,3,2,2,2,3,3,,2,1,140,62,1,,,41,937.231.375.284.151
705879,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,160000,1,,2,,12,40,,.,24,5,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,16,2,1,1,1,1,1,2,1,2,2,1,2,2,,2,1,,3,3,2,3,3,3,2,2,3,8,,2,1,140,62,1,,,41,185.819.150.572.784
705883,1,1,60,2,,,,,,,,,,1,1,,1,,400000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,40,,.,40,,,1,8,12,1,14,18,2,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,3,1,,2,,,,,,6,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,,3,2,3,3,3,3,2,2,3,3,,2,1,7130,49,71,,,41,109.331.901.228.972
705884,1,1,60,2,,,,,,,,,,360,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,320000,1,,3,,12,40,,.,32,7,ESTABA  LLOVIENDO  MUCHO,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,3,2,2,3,5,,2,1,140,62,1,,,41,885.462.454.134.337
705886,1,3,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,384000,1,,3,,12,40,,.,40,,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,,3,2,2,3,3,2,2,2,3,5,,2,1,118,61,1,,,41,193.154.391.049.621
705886,1,4,60,2,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,34000,1,,1,,6,24,1,,16,5,,1,7,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,2,,3,3,2,3,3,3,2,2,3,3,,2,1,118,61,1,,,41,193.154.391.049.621
705910,1,1,60,2,,,,,,,,,,84,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,378000,1,5500000,3,,12,54,,.,54,,,1,7,12,1,13,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,28,2,,2,,,,,,12,,,,,,,,,,,,,,2,,,,,,,,2,,1,2008,2,,,,2,,,,,,,,,,,,,,,3,3,2,3,3,3,1,3,3,9,,2,1,111,61,1,,,41,647.681.434.947.268
705941,1,1,60,2,,,,,,,,,,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,400000,1,1300000,3,,12,48,,.,48,,,1,8,12,1,13,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,2,1,111,62,1,,,41,15.392.945.559.438
705943,1,1,60,2,,,,,,,,,,420,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1000000,1,3000000,3,,12,20,3,POR LA EDAD,20,,,1,8,12,2,,,,,,1,8,,,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1,2005,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,2,,2,1,111,61,1,,,41,107.130.047.354.172
705943,1,2,60,2,,,,,,,,,,168,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,500000,1,1700000,3,,12,40,,.,40,,,1,8,12,1,13,17,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1,2005,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,3,,2,1,119,61,1,,,41,107.130.047.354.172
705945,1,1,60,2,,,,,,,,,,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,300000,1,1000000,3,,12,40,,.,40,,,1,8,12,1,13,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1,2007,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,9,,2,1,111,62,1,,,41,13.840.214.358.664
705945,1,2,60,2,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,2,,30,,,1,8,10,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,3,,2,1,111,62,1,,,41,13.840.214.358.664
705946,1,1,60,2,,,,,,,,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,600000,3,,12,45,,.,45,,,1,7,12,1,13,17,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,9,,2,1,111,62,1,,,41,138.179.344.138.082
705951,1,1,60,2,,,,,,,,,,380,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,132000,1,300000,3,,11,63,,.,63,,,1,7,12,1,13,17,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1,2007,2,,,,1,1,1,1,1,2,2,2,1,1,2,,2,1,,2,3,2,2,2,2,1,3,3,9,,2,1,111,62,1,,,41,127.932.999.364.364
705953,1,1,60,2,,,,,,,,,,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,,3,,12,50,,.,50,,,1,7,12,1,13,18,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,2,1,,3,3,2,3,3,3,2,3,3,3,,2,1,119,62,1,,,41,704.709.851.096.776
705955,1,1,60,2,,,,,,,,,,36,1,,1,,240000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,7,12,1,13,17,2,,,4,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,2,2,2,1,2,2,,2,1,,2,3,2,3,3,2,2,3,3,9,,2,1,111,62,1,,,41,102.639.142.845.229
705955,1,2,60,2,,,,,,,,,,12,1,,1,,70000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,3,45,,.,45,,,1,7,12,1,13,17,2,,,4,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,111,62,1,,,41,102.639.142.845.229
705958,1,1,60,2,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,340000,1,,3,,12,55,,.,55,,,1,6,12,1,13,18,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,2,2,,3,3,3,3,3,3,2,3,3,3,,2,1,111,61,1,,,41,136.187.851.803.929
705958,1,2,60,2,,,,,,,,,,12,1,,1,,30000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,2,20,2,,20,,,1,9,12,2,,,,,,5,8,,,,2,,,,1,,,,,,,1,,PREPARANDOSE ACADEMICAMENTE,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,2,2,3,3,,2,1,111,53,1,,,41,136.187.851.803.929
705963,1,1,60,1,2,1,,1,1,,1,1,1,60,2,,5,,869000,2,,,2,,2,,2,,2,,,,,,,,1,2,2,33000,2,1,1,8389,1,1,,370000,869000,370000,2,1,1,2,,,,,,,,,,,12,126,,.,126,,,2,,,,,,,,,6,11,COMANDO DE POLICIA,,,1,3,1,5,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,,,134000,1,1,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,2,1,7524,58,75,,,41,126.280.288.267.427
