DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4765644;1;5;1;70;2;43;48;1; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;55;1;2;11;5521;23;694,002925246385
4765683;1;3;1;70;2;18;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;2;11; ;23;3312,19968356102
4765683;1;4;1;70;2;22;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;2;11; ;23;3312,19968356102
4765691;1;4;1;70;2;6;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;45; ; ;1;1;11; ;23;5583,40960235527
4768157;1;3;1;70;2;3;48;4; ;2;12;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;95;45;1;1;11;4521;20;570,626781828651
4768175;1;1;1;70;2;4;44;8; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;600000;2; ;62;62;01;1;1;11;0140;20;1424,17673172893
4768224;1;4;1;70;2;12;44;8; ;2;12;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;62;62;01;1;1;11;0140;20;1259,307323124
4768246;1;2;1;70;2;24;44;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;95; ; ;1;2;11; ;20;893,88013757211
4768422;1;1;1;70;2;52;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;45;1;2;11;4530;68;1280,08251709168
4768450;1;2;1;70;2;8;48;4; ;2;24;4; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;75;1;1;11;7512;68;3583,11208987823
4768545;1;2;1;70;2;20;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;53; ; ;1;2;11; ;15;1512,71914808036
4768545;1;3;1;70;2;52;16;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;80000;400000;2; ;45;45;52;1;2;11;5211;15;1512,71914808036
4768546;1;2;1;70;2;25;35;1; ;2;42;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;53;62;01;1;2;11;0118;15;1068,23336868459
4768551;1;1;1;70;2;3;48;1; ;2;24;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;38;64;1;1;11;6422;15;2635,46985972329
4768554;1;2;1;70;2;52;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781200; ; ;53; ; ;1;2;11; ;15;2987,7897215018
4769453;1;4;1;70;2;14;24;8; ;2;16;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;62;62;01;1;2;11;0116;25;2790,41039032573
4769507;1;1;1;70;2;2;60;1; ;2;2;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;1;50000;781242;2; ;95;95;45;1;1;11;4521;25;2790,41039032573
4769707;1;3;1;70;2;3;40;2; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;700000;2; ;58;61;01;1;1;11;0118;52;5903,11374674349
4769728;1;4;1;70;2;5;48;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;62; ; ;1;1;11; ;63;1691,81384541228
4769733;1;2;1;70;2;104;48;1; ;2;104;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;11;11;52;1;2;11;5236;63;524,649378909123
4769919;1;2;1;70;2;1;56;4; ;2;416;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;57;57;93;1;1;11;9302;76;2619,90077654178
4769922;1;2;1;70;2;3;48;1; ;2;458;4; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;79;57;93;1;1;11;9302;76;2619,90077654178
4769986;1;2;1;70;2;4;48;8; ;2;48;8; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;62;62;01;1;1;11;0111;05;2839,81977566987
4770016;1;4;1;70;2;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;97;39;64;1;2;11;6421;05;1383,91057420948
4770018;1;2;1;70;2;50;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;45;45;52;1;2;11;5262;05;1072,55277532939
4770027;1;1;1;70;2;4;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;782000; ; ;79; ; ;1;1;11; ;05;2121,2008831231
4770063;1;3;1;70;2;1;48;1; ;2;1;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;880000;800000;2; ;62;62;92;1;1;11;9233;76;6305,14922387151
4770063;1;4;1;70;2;3;48;8; ;2;3;1; ;3;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;62;62;01;1;1;11;0121;76;6305,14922387151
4770108;1;7;1;70;2;4;48;1; ;2;4;8; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;1;300000;720000;2; ;45;54;01;1;1;11;0114;76;5689,76203848327
4770211;1;6;1;70;2;52;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;85;1;2;11;8513;13;694,002925246385
4770214;1;2;1;70;2;8;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;77;77;15;1;1;11;1512;13;694,002925246385
4770353;1;2;1;70;2;6;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;781242;2; ;95;95;45;1;1;11;4530;17;1249,16125271611
4770359;1;1;1;70;2;16;48;4; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;93;58;13;1;2;11;1320;17;1835,25418605558
4770363;1;3;1;70;2;78;48;1; ;2;78;1; ;7;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;1600000;1;1;08;08;72;1;2;11;7220;17;1291,09215279264
4770370;1;3;1;70;2;52;40;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;45;52;1;2;11;5224;17;1276,0196759751
4770394;1;4;1;70;2;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;97;71;13;1;1;11;1320;17;1904,69489897399
4770461;1;3;1;70;2;26;48;1; ;2;39;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;45;52;1;2;11;5211;19;2797,73601544836
4770472;1;2;1;70;2;36;24;3; ;2;36;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;55;54;95;1;2;11;9500;19;3667,72152338967
