DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4755779;1;3;1;70;05;32;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;55;74;1;2;7493;11;05;1149,84267247721
4755789;1;3;1;70;05;4;24;1; ;2;32;4; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;781242;2; ;37;03;75;1;1;7512;11;05;984,243316397459
4755790;1;1;1;70;05;20;48;4; ;2;16;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;25000;781242;2; ;79;77;55;1;2;5529;11;05;914,491882653892
4755790;1;3;1;70;05;40;48;1; ;2;4;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;22500;781242;2; ;45;58;75;1;2;7512;11;05;914,491882653892
4755791;1;2;1;70;05;4;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;4521;11;05;1142,49719662895
4755798;1;1;1;70;05;36;48;1; ;2;104;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;13;13;80;1;2;8043;11;05;839,602136950498
4755799;1;3;1;70;05;16;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;03;59;01;1;2;0140;11;05;758,843530310314
4755838;1;3;1;70;05;4;60;1; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;95;45;1;1;4552;11;05;1030,698898719
4755845;1;1;1;70;05;8;48;1; ;2;12;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;02;24;1;1;2411;11;05;1126,88492383468
4755855;1;3;1;70;08;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;03; ; ;1;1; ;11;08;571,454024747676
4755858;1;1;1;70;08;16;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;45;40;52;1;2;5236;11;08;511,497971798822
4755863;1;2;1;70;13;26;48;1; ;2;26;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;45;52;1;2;5233;11;13;318,274186953317
4755865;1;2;1;70;13;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;53; ; ;1;2; ;11;13;390,577635557693
4755870;1;3;1;70;13;4;48;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;781242;2; ;54;54;55;1;1;5511;11;13;391,126016980622
4755873;1;2;1;70;13;16;48;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;99;2; ;07;54;85;1;2;8532;11;13;253,759777207859
4755955;1;1;1;70;17;8;48;1; ;2;8;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2800000;2; ;12;12;74;1;1;7411;11;17;206,861095222973
4755955;1;2;1;70;17;8;8;1; ;2;4;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;250000;781242;2; ;37;58;75;1;1;7522;11;17;206,861095222973
4755958;1;3;1;70;17;12;14;1; ;2;12;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;280000;2; ;03;03;80;1;1;8050;11;17;188,741546388726
4755959;1;3;1;70;17;12;48;1; ;2;2;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;100000;1000000;2; ;59;53;55;1;1;5521;11;17;239,526618735537
4755962;1;2;1;70;17;10;48;1; ;2;10;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;30;19;74;1;1;7414;11;17;211,702770212404
4755965;1;3;1;70;17;16;48;1; ;2;16;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;800000;2; ;33;38;74;1;2;7499;11;17;220,770246952317
4755986;1;3;1;70;17;2;48;1; ;2;2;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;38;38;64;1;1;6421;11;17;198,564608862742
4755995;1;6;1;70;17;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;38; ; ;1;2; ;11;17;235,125652293262
4756002;1;2;1;70;17;12;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;98;98;64;1;1;6412;11;17;231,798199131746
4756026;1;4;1;70;17;52;48;1; ;2;60;1; ;7;2;3; ; ;1; ; ; ; ; ; ; ; ;2; ;781242;1;2;33;33;52;1;2;5211;11;17;236,493982439014
4756036;1;1;1;70;17;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1900000;2; ;77;77;52;1;1;5211;11;17;222,970986296739
4756044;1;4;1;70;17;8;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;59;59;52;1;1;5231;11;17;174,544387015814
4756045;1;2;1;70;17;40;48;1; ;2;72;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;50;55;1;2;5521;11;17;207,362710342548
4756120;1;2;1;70;23;25;48;1; ;2;26;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5239;11;23;323,162926614026
4756126;1;1;1;70;23;8;30;3; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;45;52;1;1;5231;11;23;281,988776711597
4756129;1;3;1;70;23;10;48;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5234;11;23;240,96177793561
4756235;1;3;1;70;50;4;70;1; ;2;4;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;95;45;1;1;4521;11;50;228,836338096273
4756242;1;2;1;70;50;40;40;1; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;30;02;74;1;2;7499;11;50;254,02384518459
4756255;1;4;1;70;50;40;48;1; ;2;40;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;2;5233;11;50;235,039795913762
