DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,CLASE,P5070,DPTO,ORDEN,fex_c_2011
617233,1,2,1,2,1,4,2,4,4,,,,50000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,533.566.492.224.696
617234,1,3,2,2,1,4,2,5,1,,,10000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,586.467.962.012.895
617235,1,2,2,2,1,4,1,5,1,,,20000000,100000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,2,2,2,1,2,,1,1,2,1,25,1,540.912.308.847.158
617257,1,2,2,2,1,3,2,5,5,,,,150000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,0,,,1,2,1,25,1,589.628.166.642.597
617259,1,2,2,2,1,3,2,5,3,,,,,40000,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,1,2,2,2,2,2,,,,1,2,1,25,1,462.464.137.982.757
617260,1,3,2,2,1,4,2,4,4,,,,60000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,8,1,2,2,2,2,2,,,,1,2,1,25,1,667.638.959.505.667
617261,1,1,1,2,1,4,2,2,5,,,,150000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,,,,1,2,2,25,1,895.436.396.061.886
617262,1,2,2,2,1,4,2,5,3,,,,,150000,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,,,1,2,3,25,1,634.917.851.964.556
617263,1,2,2,2,1,4,2,5,1,,,15000000,150000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,,,1,2,1,25,1,548.258.125.469.619
617264,1,3,3,2,1,4,2,5,4,,,,150000,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,,,1,2,1,25,1,560.662.914.722.214
618057,1,6,5,2,1,4,1,5,3,,,,,100000,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,4,2,1,2,2,2,1,1,,1,1,2,1,63,1,914.055.060.360.713
618060,1,1,1,2,1,1,1,4,1,,,98,40000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,7,3,1,2,2,1,1,1,1,1,1,2,1,63,1,627.733.629.134.123
618075,1,2,2,2,1,1,1,4,4,,,,80000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,63,1,767.955.329.295.134
618076,1,3,2,2,1,4,1,4,4,,,,80000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,,1,1,2,1,63,1,511.837.094.801.557
618077,1,4,2,2,1,4,1,5,4,,,,50000,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1,2,2,2,1,1,,1,1,2,1,63,1,573.510.479.098.836
618079,1,3,1,2,1,4,1,4,4,,,,60000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,,1,1,2,1,63,1,627.733.629.134.123
618080,1,4,1,2,1,4,1,5,4,,,,120000,,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,4,2,1,2,2,2,1,1,,1,1,2,1,63,1,652.936.951.179.419
618093,1,4,1,1,1,1,1,4,3,,,,,30000,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,63,1,711.216.349.850.646
618104,1,3,2,1,1,4,1,4,3,,,,,50000,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,,2,1,2,1,63,1,658.633.749.497.046
618707,1,4,3,2,1,1,1,4,1,,,15000000,50000,,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,7,3,1,2,2,1,1,1,1,1,1,2,1,63,1,105.303.718.603.489
618708,1,4,2,2,1,1,1,4,3,,,,,70000,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,1,1,1,1,1,2,1,63,1,654.474.161.683.595
618709,1,4,3,2,1,1,1,4,1,,,40000000,150000,,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,1,1,1,1,1,2,1,63,1,853.893.349.501.034
618710,1,2,1,2,1,1,1,4,4,,,,40000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,3,1,1,1,2,1,63,1,55.746.369.811.084
618711,1,3,2,2,1,1,1,4,4,,,,150000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,1,3,1,1,1,2,1,63,1,6.860.529.605.737
618712,1,4,2,2,1,1,1,4,4,,,,98,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,4,1,2,2,1,1,3,1,1,1,2,1,63,1,67.538.182.463.493
618713,1,3,1,2,1,5,1,4,1,,,30000000,200000,,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,4,1,2,2,2,1,3,,1,1,2,1,63,1,609.345.004.314.552
618714,1,3,2,2,1,5,1,4,1,,,20000000,200000,,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,3,,1,1,2,1,63,1,740.813.489.317.579
618729,1,2,1,2,1,1,1,5,4,,,,60000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,2,2,1,1,2,1,1,1,2,1,63,1,74.497.307.713.103
618730,1,4,1,2,1,1,1,4,3,,,,,50000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,63,1,627.733.629.134.123
618731,1,2,1,2,1,4,1,4,1,,,20000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,1,,1,1,2,1,63,1,740.813.489.317.579
618751,1,3,2,2,1,1,1,5,1,,,3000000,40000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,5,3,1,2,2,1,1,1,1,1,1,2,1,63,1,654.474.161.683.595
618752,1,3,1,2,1,1,1,4,1,,,12000000,40000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,63,1,66.124.892.614.097
618753,1,5,2,2,1,1,1,4,1,,,15000000,80000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,1,1,1,1,1,2,1,63,1,584.043.523.941.581
619541,1,2,1,6,,3,2,5,1,,,3000000,10000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,1,18,1,10.518.478.793.321
619542,1,4,2,2,1,3,2,5,1,,,1000000,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,,,,1,2,1,18,1,127.356.222.392.358
619543,1,2,1,2,1,3,2,5,1,,,5000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,1,2,2,2,2,2,,,,1,2,1,18,1,152.195.872.323.759
619544,1,2,1,2,1,3,2,5,1,,,3000000,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,1,18,1,107.479.405.213.689
619545,1,1,1,2,1,4,2,5,2,,500000,2000000,40000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,,,,1,2,5,18,1,113.184.585.903.642
619546,1,3,1,2,1,4,2,5,1,,,1000000,20000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,1,2,2,2,2,2,,,,1,2,1,18,1,118.604.438.818.894
619547,1,6,4,2,1,4,2,5,1,,,3000000,40000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,,,,1,2,1,18,1,843.371.959.359.129
619548,1,3,2,2,1,3,2,5,4,,,,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,,,,1,2,1,18,1,122.949.854.696.804
619549,1,2,1,2,1,3,2,5,1,,,1500000,20000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,1,18,1,105.866.130.862.157
619550,1,4,1,2,1,4,2,5,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,,,,1,2,1,18,1,100.500.322.800.256
619551,1,2,1,2,1,4,2,5,1,,,2000000,20000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,,,,1,2,1,18,1,136.376.412.546.783
619552,1,5,3,2,1,3,2,5,1,,,2000000,20000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,1,18,1,848.400.994.874.416
619553,1,1,1,2,1,3,1,5,1,,,3000000,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,,,,1,2,1,18,1,100.500.322.800.256
619554,1,4,2,2,1,4,1,5,1,,,10000000,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,2,2,2,2,2,,,,1,2,1,18,1,132.751.045.840.156
619555,1,3,1,3,1,3,1,5,1,,,3500000,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,2,2,2,2,2,,,,1,2,1,18,1,108.128.811.710.889
619556,1,12,2,3,1,3,2,5,1,,,10000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,1,1,2,1,18,1,127.356.222.392.358
619557,1,4,1,2,1,3,6,4,4,,,,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,,,,1,2,1,18,1,136.686.769.788.938
619558,1,3,2,3,1,3,6,5,2,,150000,8000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,,,,1,2,1,18,1,109.591.155.628.764
619559,1,4,2,3,1,3,2,5,1,,,3000000,20000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,2,2,2,2,2,,,,1,2,1,18,1,176.962.320.266.726
619560,1,2,1,3,1,3,6,5,4,,,,20000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,2,2,2,2,2,,,,1,2,1,18,1,119.270.389.946.197
620251,1,4,2,2,1,4,1,4,4,,,,98,,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,3,,1,1,2,1,63,1,969.597.606.809.284
620252,1,3,2,2,2,5,1,4,3,,,,,50000,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,3,,1,1,2,1,63,1,85.863.547.732.951
620254,1,3,1,2,1,4,1,4,1,,,90000000,200000,,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,3,,1,1,2,1,63,1,820.239.961.398.161
620259,1,3,3,2,1,4,1,4,4,,,,100000,,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,4,6,1,2,2,2,1,1,,1,1,2,1,63,1,938.018.807.919.178
620260,1,3,1,2,1,1,1,4,1,,,9000000,60000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,1,1,1,1,1,2,1,63,1,698.066.108.548.462
620261,1,2,2,2,2,1,1,4,4,,,,60000,,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,63,1,799.534.128.185.239
620262,1,4,3,2,1,1,1,4,1,,,15000000,50000,,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,63,1,692.827.725.031.076
620263,1,5,3,2,1,1,1,4,1,,,70000000,200000,,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,63,1,495.483.126.426.403
620264,1,4,1,2,1,4,1,4,1,,,90000000,1000000,,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,3,,1,1,2,1,63,1,820.239.961.398.161
620265,1,3,1,2,1,4,1,5,4,,,,100000,,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,4,2,1,2,2,2,1,1,,1,1,2,1,63,1,740.813.489.317.579
620271,1,4,3,2,1,1,1,4,3,,,,,150000,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,63,1,74.857.091.096.673
620272,1,4,3,2,1,1,1,5,4,,,,70000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,63,1,591.117.086.213.713
620273,1,3,1,2,1,1,1,4,1,,,35000000,200000,,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,1,1,3,1,1,1,2,1,63,1,67.132.557.599.899
620274,1,1,1,2,1,3,1,,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,6,63,1,627.733.629.134.123
620275,1,4,2,2,1,4,1,4,4,,,,100000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,63,1,589.042.497.000.946
620276,1,3,2,2,1,4,1,5,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,4,,1,1,2,1,63,1,684.515.750.069.525
620277,1,1,1,2,1,4,1,5,4,,,,40000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,1,1,2,2,2,1,3,,1,1,2,1,63,1,962.780.889.768.041
620278,1,2,2,2,1,5,1,4,1,,,50000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,63,1,851.679.480.285.194
620279,1,3,3,2,1,1,1,4,3,,,,,30000,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,63,1,768.577.802.078.508
620280,1,2,2,2,1,4,1,5,4,,,,120000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,3,,1,1,2,1,63,1,910.496.257.665.013
620281,1,4,1,2,1,4,1,5,4,,,,120000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,3,1,2,2,2,1,1,,1,1,2,1,63,1,784.405.436.182.446
620282,1,3,1,2,1,4,1,4,3,,,,,80000,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,63,1,67.132.557.599.899
620283,1,4,3,2,1,4,1,5,1,,,99,100000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,,1,1,2,1,63,1,89.942.381.429.816
620284,1,3,3,2,1,4,1,5,4,,,,150000,,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,63,1,76.534.015.265.121
620285,1,3,2,2,1,4,1,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,4,1,4,1,2,2,2,1,1,,1,1,2,1,63,1,827.056.678.439.404
620286,1,3,3,2,1,4,1,4,1,,,20000000,40000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,63,1,688.528.857.214.551
620291,1,7,4,2,1,4,1,5,4,,,,50000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1,2,2,2,1,1,,2,1,2,1,63,1,439.323.478.274.376
620292,1,2,1,2,1,4,1,5,4,,,,60000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,1,2,2,2,2,1,,,2,1,2,1,63,1,938.018.807.919.178
620293,1,5,3,2,1,4,1,5,1,,,40000000,120000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,4,1,2,2,2,1,1,,1,1,2,1,63,1,597.891.850.671.089
620294,1,3,2,2,1,4,1,5,4,,,,50000000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,63,1,665.546.605.050.448
620295,1,6,2,2,1,4,1,5,1,,,100000000,120000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,3,1,2,2,2,1,1,,1,1,2,1,63,1,704.978.964.101.863
620296,1,4,3,2,1,4,1,5,1,,,40000000,200000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,63,1,510.153.403.628.955
620297,1,3,1,2,1,4,1,4,1,,,30000000,100000,,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,63,1,600.211.078.879.957
620298,1,4,3,2,1,4,1,4,1,,,30000000,200000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,63,1,890.171.134.728.701
620299,1,3,2,2,1,4,1,5,4,,,,120000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,63,1,767.955.329.295.134
620300,1,3,2,2,1,4,1,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,1,,1,1,2,1,63,1,65.699.319.981.536
620303,1,3,2,2,1,4,1,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,4,1,4,1,2,2,2,1,1,,1,1,2,1,63,1,111.213.853.517.916
620304,1,4,4,2,1,4,1,5,1,,,70000000,200000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,5,3,1,2,2,2,1,1,,1,1,2,1,63,1,8.453.387.553.589
620305,1,4,2,2,1,4,1,4,1,,,98,50000,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,5,3,1,2,2,2,1,2,,1,1,2,1,63,1,52.991.853.223.397
620306,1,4,2,1,1,1,1,4,1,,,98,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,2,1,1,1,2,1,1,1,2,1,63,1,740.813.489.317.579
620307,1,5,2,1,1,1,1,4,1,,,100000000,200000,,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,4,1,2,1,1,1,3,1,1,1,2,1,63,1,625.414.400.925.254
620308,1,3,2,2,1,1,1,4,4,,,,250000,,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,1,1,2,1,1,1,2,1,63,1,681.616.001.661.149
620309,1,2,1,2,1,4,1,4,4,,,,80000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,63,1,652.936.951.179.419
620310,1,4,3,2,1,4,1,4,1,,,70000000,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,63,1,704.978.964.101.863
620311,1,2,1,2,1,4,1,4,4,,,,80000,,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,63,1,684.515.750.069.525
620315,1,4,3,2,1,3,1,4,1,,,50000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1,2,2,2,1,1,,1,1,2,1,63,1,53.907.507.329.127
620316,1,2,2,2,1,4,1,5,4,,,,100000,,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,4,4,1,2,2,2,1,1,,1,1,2,1,63,1,65.699.319.981.536
620317,1,1,1,2,1,4,1,4,4,,,,100000,,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,,1,1,2,1,63,1,598.176.422.435.541
620318,1,2,1,2,1,4,1,4,4,,,,50000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,4,3,1,2,2,2,1,1,,1,1,2,1,63,1,706.960.623.525.036
620319,1,5,2,2,1,4,1,5,1,,,25000000,40000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,4,3,1,2,2,2,1,1,,1,1,2,1,63,1,487.171.151.464.852
620320,1,2,1,2,1,4,1,4,4,,,,30000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,1,,1,1,2,1,63,1,67.132.557.599.899
620321,1,2,1,2,1,5,1,4,4,,,,30000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,2,2,1,3,,2,1,2,1,63,1,484.314.544.547.392
620322,1,4,1,2,1,4,1,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,1,1,,1,1,2,1,63,1,740.813.489.317.579
620323,1,2,1,2,1,4,1,4,4,,,,60000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,1,63,1,452.735.745.657.286
