DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5140480;1;4;1;70; ;2;2;48;1; ;2;36;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;14;79;79;1;1;02;1410;73;1367,26890039931
5140505;1;1;1;70; ;2;16;40;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;56;53;53;1;2;02;5611;73;4810,82822365346
5140545;1;2;1;70; ;2;8;24;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;97;54;54;1;1;02;9700;73;4926,08365210142
5140564;1;5;1;70; ;2;12;20;1; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;45;54;1;1;02;9700;73;3248,94100811333
5140606;1;4;1;70; ;2;4;48;1; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;275000;550000;2; ;97;39;54;1;1;02;9700;13;2799,1913112759
5141417;1;1;1;70; ;2;12;40;1; ;2;30;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;49;39;39;1;1;02;4921;44;2132,10608477231
5141417;1;2;1;70; ;2;4;48;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;35;03;03;1;1;02;3511;44;2132,10608477231
5141424;1;1;1;70; ;2;52;40;4; ;2;56;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;86;44;44;1;2;02;8610;44;1320,56519785866
5141450;1;2;1;70; ;2;6;24;4; ;2;6;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;438900;2; ;97;55;54;1;1;02;9700;68;713,965153311264
5141464;1;2;1;70; ;2;14;48;1; ;2;14;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;53;53;1;2;02;5611;68;713,965153311264
5143005;1;3;1;70; ;2;20;50;1; ;2;20;2; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;84;58;58;1;2;02;8422;76;3195,67344031579
5143010;1;2;1;70; ;2;2;24;1; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;420000;2; ;97;45;54;1;1;02;9700;76;3115,17961877566
5143014;1;1;1;70; ;2;6;48;8; ;2;7;8; ;2;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;877803;1;2;01;62;62;1;1;02;0122;76;3260,53809617232
5143116;1;2;1;70; ;2;8;48;8; ;2;8;8; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;62;62;1;1;02;0123;17;1092,38161528139
5143143;1;1;1;70; ;2;4;50;8; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;800000;2; ;01;62;62;1;1;02;0121;17;1091,88930407636
5143150;1;2;1;70; ;2;5;48;1; ;2;4;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;1;877803;877803;2; ;01;62;62;1;1;02;0121;17;1937,19619580517
5143165;1;2;1;70; ;2;8;48;1; ;2;8;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;62;62;1;1;02;0121;17;1394,2258177431
5143170;1;2;1;70; ;2;52;48;1; ;2;58;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;15;55;97;1;2;02;1521;17;1355,3453633525
5143182;1;3;1;70; ;2;6;48;2; ;2;6;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;96;59;32;1;1;02;9603;17;1061,05998275485
5143187;1;2;1;70; ;2;10;48;1; ;2;10;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;01;99;62;1;1;02;0123;17;624,783847951194
5143197;1;1;1;70; ;2;16;50;8; ;2;16;8; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;62;62;1;2;02;0123;17;790,118623047566
5143211;1;2;1;70; ;2;4;48;8; ;2;24;3; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;97;62;54;1;1;02;9700;17;1580,27752661087
5143214;1;3;1;70; ;2;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;42;62;99;1;2;02;4210;17;969,769824027033
5143214;1;8;1;70; ;2;2;58;8; ;2;20;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;85;62;95;1;1;02;8530;17;969,769824027033
5146194;1;1;1;70; ;2;52;48;8; ;2;52;3; ;1;2;9;SISBEN DE OTRO MUNICIPIO; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;62;54;1;2;02;9700;25;2383,3167171203
5146211;1;2;1;70; ;2;16;32;3; ;2;99;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;640000;2; ;97;54;54;1;2;02;9700;25;2548,29104119993
5146215;1;3;1;70; ;2;12;48;1; ;2;12;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1700000;2; ;49;98;98;1;1;02;4921;25;2745,66637037965
5146218;1;2;1;70; ;2;200;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;53; ;1;2;02;.;25;2385,0051748391
5146218;1;3;1;70; ;2;25;48;1; ;2;26;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;84;33;30;1;2;02;8412;25;2385,0051748391
5146235;1;3;1;70; ;2;12;48;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;54;54;1;1;02;9700;25;1787,53041912523
5146281;1;2;1;70; ;2;8;48;1; ;2;26;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;94;39;39;1;1;02;9499;27;493,329593321151
5146286;1;2;1;70; ;2;4;40;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;62; ;1;1;02;.;27;866,927929682523
5146288;1;1;1;70; ;2;12;40;3; ;2;30;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;86;54;55;1;1;02;8621;27;1039,06506963106
5146313;1;2;1;70; ;2;50;50;1; ;2;17;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;49;98;98;1;2;02;4921;27;1123,53979641899
5146341;1;1;1;70; ;2;8;40;1; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;64;61;1;1;02;0112;27;1075,27460868166
5146359;1;3;1;70; ;2;3;40;8; ;2;8;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;62;62;1;1;02;0141;27;916,36835902451
5146371;1;2;1;70; ;2;14;48;3; ;2;72;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;2;02;9700;27;1022,5085428626
5146383;1;3;1;70; ;2;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;05; ;1;1;02;.;27;1003,15377911478
5146388;1;2;1;70; ;2;8;40;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;55;54;1;1;02;9700;27;1199,14656089286
5146405;1;1;1;70; ;2;4;40;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;1;02;4711;27;915,19311741986
5146407;1;4;1;70; ;2;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;45; ;1;2;02;.;27;915,79997480764
5146408;1;4;1;70; ;2;12;48;4; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;47;95;45;1;1;02;4723;27;918,679052326844
5146426;1;1;1;70; ;2;2;40;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;88;54;54;1;1;02;8890;27;1129,79988024845
5146430;1;3;1;70; ;2;40;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;21; ;1;2;02;.;27;878,713442686709
5146430;1;4;1;70; ;2;40;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;08; ;1;2;02;.;27;878,713442686709
5146431;1;2;1;70; ;2;16;40;1; ;2;106;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;150000;2; ;85;53;53;1;2;02;8530;27;1199,14656089286
5146435;1;1;1;70; ;2;12;40;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;88;59;59;1;1;02;8890;27;1101,47638184486
5146435;1;2;1;70; ;2;24;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;61; ;1;2;02;.;27;1101,47638184486
5146440;1;3;1;70; ;2;24;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ; ;95; ;1;2;02;.;27;1062,49269387179
5146521;1;1;1;70; ;2;6;30;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;01;53;61;1;1;02;0161;41;1300,43062576278
5146532;1;3;1;70; ;2;8;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;53;53;1;1;02;5611;41;1066,6256815947
5146563;1;4;1;70; ;2;52;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;45; ;1;2;02;.;41;676,094715413924
5146563;2;1;2;70; ;2;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;81;54;54;1;1;02;8121;41;676,094715413924
5146563;2;2;2;70; ;2;20;40;1; ;2;20;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;61;32;32;1;2;02;6190;41;676,094715413924
5146565;1;6;1;70; ;2;4;48;4; ;2;4;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;84;61;58;1;1;02;8422;41;1251,72524094083
5146567;1;4;1;70; ;2;6;40;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;400000;2; ;01;61;61;1;1;02;0161;41;502,168869455809
5146567;1;5;1;70; ;2;6;40;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;69;33;33;1;1;02;6920;41;502,168869455809
5146587;1;1;1;70; ;2;16;40;4; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;81;55;55;1;2;02;8121;41;852,540672842072
5146591;1;3;1;70; ;2;50;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ; ;61; ;1;2;02;.;41;1094,76529341199
5146615;1;2;1;70; ;2;7;40;4; ;2;8;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;550000;2; ;01;55;62;1;1;02;0123;41;502,168869455809
5146634;1;3;1;70; ;2;52;48;1; ;2;52;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;88;11;19;1;2;02;8890;44;965,389947048629
5146634;1;4;1;70; ;2;32;48;1; ;2;32;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;86;19;19;1;2;02;8610;44;965,389947048629
5146637;1;3;1;70; ;2;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;86;07;07;1;2;02;8621;44;675,324091513861
5146765;1;2;1;70; ;2;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;53; ;1;2;02;.;47;2107,81701348673
5146791;1;2;1;70; ;2;8;24;3; ;2;98;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;97;54;54;1;1;02;9700;47;1821,47895104127
5146794;1;2;1;70; ;2;8;24;3; ;2;52;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;47;54;41;1;1;02;4724;47;2965,32145528738
5147013;1;1;1;70; ;2;4;40;4; ;2;98;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;49;61;98;1;1;02;4921;70;1147,20596424557
5147019;1;2;1;70; ;2;4;44;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;47;53;41;1;1;02;4771;70;1601,56285605221
5147021;1;2;1;70; ;2;5;40;2; ;2;12;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;55;41;1;1;02;0145;70;1767,32228981462
5147021;1;3;1;70; ;2;5;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ; ;55; ;1;1;02;.;70;1767,32228981462
5147026;1;3;1;70; ;2;4;48;8; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;01;62;61;1;1;02;0161;70;2206,19821508118
5147081;1;3;1;70; ;2;8;48;1; ;2;4;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;70000;870000;2; ;01;37;62;1;1;02;0121;05;5157,22780877912
5147085;1;5;1;70; ;2;24;48;8; ;2;16;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;105000;870000;2; ;01;62;62;1;2;02;0113;05;3277,54390764332
5147088;1;2;1;70; ;2;8;45;8; ;2;8;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;01;62;62;1;1;02;0123;05;6012,39480192769
5147141;1;1;1;70; ;2;24;48;8; ;2;204;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;60;41;1;2;02;4721;05;928,683630665886
5147163;1;3;1;70; ;2;12;48;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;47;45;45;1;1;02;4771;18;230,920336668834
5147164;1;1;1;70; ;2;20;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;01;61;61;1;2;02;0161;18;236,42642428737
5147164;1;2;1;70; ;2;8;48;1; ;2;9;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;88;54;54;1;1;02;8890;18;236,42642428737
5147170;1;1;1;70; ;2;8;45;4; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;41;95;95;1;1;02;4111;18;591,379522290931
5147172;1;3;1;70; ;2;24;48;1; ;2;96;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;56;53;53;1;2;02;5619;18;480,018064271636
5147181;1;2;1;70; ;2;6;40;3; ;2;48;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;97;54;54;1;1;02;9700;18;480,018064271636
5147186;1;1;1;70; ;2;12;40;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;61;61;1;1;02;0161;18;429,119431748688
5147202;1;1;1;70; ;2;4;48;4; ;2;5;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;600000;2; ;01;61;62;1;1;02;0141;18;347,46038216563
5147212;1;3;1;70; ;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;32; ;1;1;02;.;18;548,603311259094
5147293;1;2;1;70; ;2;24;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;59; ;1;2;02;.;19;1877,12994086262
5147298;1;2;1;70; ;2;52;20;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;45; ;1;2;02;.;19;1861,71389263401
5147300;1;3;1;70; ;2;104;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;84;39;39;1;2;02;8412;19;1558,64774139111
5147303;1;4;1;70; ;2;259;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980000; ; ; ;03; ;1;2;02;.;19;1173,96348534999
5147306;1;1;1;70; ;2;104;40;4; ;2;104;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;97;54;54;1;2;02;9700;19;1529,30680880314
5147316;1;3;1;70; ;2;52;40;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;61;61;1;2;02;0161;19;3136,06749206592
5147318;1;1;1;70; ;2;7;40;3; ;2;7;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;84;54;55;1;1;02;8412;19;1173,96348534999
5147318;1;2;1;70; ;2;24;48;1; ;2;45;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;82;03;32;1;2;02;8299;19;1173,96348534999
5147329;1;2;1;70; ;2;40;40;1; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;61;45;38;1;2;02;6190;19;1173,96348534999
5147329;1;3;1;70; ;2;40;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;45; ;1;2;02;.;19;1173,96348534999
5147341;1;4;1;70; ;2;52;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;45; ;1;2;02;.;19;1573,03008152912
5147350;1;3;1;70; ;2;8;44;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;59; ;1;1;02;.;19;1777,84757818146
5147350;1;4;1;70; ;2;104;44;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;13; ;1;2;02;.;19;1777,84757818146
5147356;1;1;1;70; ;2;3;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;61;61;1;1;02;0161;19;1332,71035692412
5147439;1;2;1;70; ;2;8;48;1; ;2;8;1; ;5;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;877803;2; ;85;32;32;1;1;02;8541;19;2312,15529350987
5147440;1;2;1;70; ;2;52;40;3; ;2;52;3; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;97;54;54;1;2;02;9700;19;1209,92494922982
5147444;1;1;1;70; ;2;8;40;1; ;2;10;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;300000;700000;2; ;46;55;99;1;1;02;4665;19;2142,6185037316
5147450;1;1;1;70; ;2;6;48;1; ;2;6;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;17;97;73;1;1;02;1701;19;2451,92501800526
5147452;1;5;1;70; ;2;25;48;1; ;2;25;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;41;58;95;1;2;02;4111;19;1374,18292994252
5147453;1;1;1;70; ;2;4;40;1; ;2;10;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;56;45;53;1;1;02;5611;19;2304,9546581333
5147456;1;1;1;70; ;2;24;40;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;872300;2; ;58;97;92;1;2;02;5813;19;1466,84838254508
5147457;1;4;1;70; ;2;4;40;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;80;58;58;1;1;02;8010;19;2468,83818979012
5147468;1;1;1;70; ;2;3;40;3; ;2;3;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;900000;2; ;97;54;54;1;1;02;9700;19;1251,80950257697
5147472;1;2;1;70; ;2;24;24;1; ;2;104;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;81;53;54;1;2;02;8121;19;2191,23236862639
5147483;1;2;1;70; ;2;24;40;4; ;2;98;4; ;1;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;877803;2; ;81;54;54;1;2;02;8121;19;2044,26200875442
5147488;1;1;1;70; ;2;60;40;3; ;2;70;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;54;54;1;2;02;9700;19;1766,65618759069
5147489;1;2;1;70; ;2;52;40;2; ;2;102;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;84;32;39;1;2;02;8412;19;1298,56890779871
5147490;1;1;1;70; ;2;4;48;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;550000;600000;2; ;10;97;97;1;1;02;1089;19;2213,7987985327
5147492;1;1;1;70; ;2;28;40;1; ;2;28;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;23;97;89;1;2;02;2392;19;2670,04616454321
5147492;1;3;1;70; ;2;2;40;1; ;2;8;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;62;61;1;1;02;0161;19;2670,04616454321
5147493;2;2;2;70; ;2;156;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;58; ;1;2;02;.;19;1482,21417707481
5147495;1;1;1;70; ;2;12;40;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;872300;2; ;56;13;13;1;1;02;5611;19;2483,14258577021
5147495;1;4;1;70; ;2;20;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;872300; ; ; ;97; ;1;2;02;.;19;2483,14258577021
5147498;1;4;1;70; ;2;2;48;1; ;2;3;1; ;3;2;9;AUN CUENTA CON COBERTURA DEL TRABAJO ANTERIO; ; ; ; ; ; ; ; ; ;1;1;700000;877300;2; ;41;95;95;1;1;02;4111;19;1965,76412616958
5147506;1;3;1;70; ;2;8;40;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877300;2; ;01;97;61;1;1;02;0122;19;1541,18794513388
5148408;1;2;1;70; ;2;9;48;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;46;64;41;1;1;02;4632;20;2558,74062859912
5148463;1;3;1;70; ;2;3;40;1; ;2;5;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;58;55;1;1;02;9700;20;3285,54184345129
5148466;1;2;1;70; ;2;8;48;1; ;2;16;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;49;98;98;1;1;02;4923;20;2427,6760227462
5148478;1;5;1;70; ;2;6;44;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;86;98;98;1;1;02;8699;20;1628,89049735957
5148564;1;3;1;70; ;2;8;60;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;96;57;57;1;1;02;9602;23;1619,81113638421
5148595;1;1;1;70; ;2;8;48;8; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;01;62;61;1;1;02;0161;23;2241,82064465659
5148595;1;3;1;70; ;2;6;48;8; ;2;6;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;41;62;95;1;1;02;4111;23;2241,82064465659
5148631;1;3;1;70; ;2;12;48;1; ;2;12;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;84;02;02;1;1;02;8413;23;1376,2335796281
5148633;1;3;1;70; ;2;8;48;1; ;2;8;1; ;7;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;887803;2; ;41;95;95;1;1;02;4111;23;1376,2335796281
5148724;1;2;1;70; ;2;52;18;4; ;2;98;1; ;6;2;2; ; ; ; ; ; ; ; ;1;E; ;2; ;1000000;2; ;31;16;21;1;2;02;3120;25;4507,84856247446
5148726;1;3;1;70; ;2;250;40;1; ;2;250;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;56;53;53;1;2;02;5611;25;9715,73990474886
