Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3507824;1;2;1;80;17;2; ; ; ;2; ;2; ;1;4; ;9; ;1;07;17;138,403086343554
3507824;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;138,403086343554
3507833;1;2;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;17;169,631902551075
3507833;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;169,631902551075
3507833;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;169,631902551075
3507833;2;1;2;80;17;1;2;6; ;2; ;2; ; ; ; ;11;2;1;07;17;169,631902551075
3507834;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;182,173162135937
3507835;1;1;1;80;17;1;3;5; ;3; ;2; ; ; ; ;11;2;1;07;17;142,657063127751
3507835;1;2;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;17;142,657063127751
3507838;1;3;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;07;17;91,6021653188442
3507841;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;146,533911249857
3507841;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;146,533911249857
3507841;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;17;146,533911249857
3507842;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;17;179,725329754211
3507846;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;17;142,657063127751
3507870;1;1;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;76;2387,39393550163
3507871;1;2;1;80;76;1;1;3; ;2; ;1;2000000; ; ; ;9;2;1;07;76;2750,40138561185
3507872;1;4;1;80;76;1;2;6; ;2; ;2; ; ; ; ;2;2;1;07;76;2144,67459855297
3507873;1;1;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;76;2750,40138561185
3507875;1;5;1;80;76;1;3;3; ;2; ;2; ; ; ; ;9;2;1;07;76;823,548975112979
3507877;1;1;1;80;76;1;4;7; ;2; ;2; ; ; ; ;4;2;1;07;76;816,516708851374
3507878;1;1;1;80;76;1;1;8; ;1;2;2; ; ; ;NO BUSCA EMPLEO ESPERA QUE LO LLAMEN;12;2;1;07;76;806,785588161238
3507878;1;3;1;80;76;1;1;8; ;2; ;2; ; ;1;YA ENCONTRO TRABAJO EL CUAL LO INICIA DENTRO DE 2 MESES;12;1;1;07;76;806,785588161238
3507880;1;2;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;76;751,083857008295
3507880;2;1;2;80;76;1;3;6; ;2; ;2; ; ; ; ;1;2;1;07;76;751,083857008295
3507881;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;11;2;1;07;76;872,218440004318
3507881;1;2;1;80;76;1;4;9;LA EDAD;2; ;2; ; ; ; ;8;2;1;07;76;872,218440004318
3507882;1;1;1;80;76;1;4;1; ;2; ;2; ; ; ; ;8;2;1;07;76;883,472958527504
3507883;1;1;1;80;76;1;2;7; ;3; ;2; ; ; ; ;4;2;1;07;76;872,218440004318
3507883;1;2;1;80;76;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;76;872,218440004318
3507884;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;76;872,218440004318
3507885;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;76;941,932767025723
