Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3512572;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1579,99158235834
3512572;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1579,99158235834
3512572;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;63;1579,99158235834
3512573;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;63;1974,00002898616
3512576;1;2;1;80;2;1;3;6; ;2; ;2; ; ; ; ;9;2;1;07;63;1295,72911204445
3512577;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;07;63;1148,79946185141
3512577;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;63;1148,79946185141
3512591;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1459,84023702628
3512592;1;3;1;80;2;1;2;4; ;2; ;2; ; ; ; ;4;2;1;07;63;1874,47385076742
3512592;1;4;1;80;2;1;1;8; ;2; ;2; ; ; ; ;2;2;1;07;63;1874,47385076742
3512594;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;8;2;1;07;63;1875,38966669244
3512594;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1875,38966669244
3512595;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1604,62445281698
3512595;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;63;1604,62445281698
3512595;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;63;1604,62445281698
3512596;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;07;63;1753,84481080882
3512596;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1753,84481080882
3512600;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1626,16397981403
3512602;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1278,93603713752
3512603;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1365,75289864698
3512603;1;3;1;80;2;1;4;9;DESPLAZAMIENTO   FORZADO;2; ;2; ; ; ; ;9;2;1;07;63;1365,75289864698
3512603;1;6;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;07;63;1365,75289864698
3512604;1;1;1;80;2;1;4;5; ;2; ;2; ; ; ; ;10;2;1;07;63;1558,76624995268
3512605;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1579,99158235834
3512605;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;63;1579,99158235834
3512622;1;2;1;80;2;1;1;6; ;2; ;1;80000; ; ; ;8;2;1;07;63;1346,59328421116
3512623;1;2;1;80;2;1;2;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ;FALTA DE DOCUMENTACION;12;2;1;07;63;1753,84481080882
3512623;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;63;1753,84481080882
3512628;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;854,940161465321
3512628;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;854,940161465321
3512632;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;63;1957,20695407922
3512632;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;63;1957,20695407922
3514950;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;41;1374,73413680938
3514950;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;41;1374,73413680938
3514950;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;41;1374,73413680938
3514952;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;41;1472,85114551788
3514953;1;5;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;07;41;1450,89396330945
3514956;1;1;1;80;2;1;1;9;EDAD;2; ;2; ; ; ; ;8;2;1;07;41;1472,85114551788
3514958;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;41;1467,68703821638
3515000;1;1;1;80;2;1;1;5; ;3; ;2; ; ; ; ;10;2;1;07;19;1306,31398350978
3515000;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;19;1306,31398350978
3515001;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;19;781,353039534282
3515002;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;19;1683,67744126489
3515002;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;19;1683,67744126489
3515002;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;19;1683,67744126489
3515004;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;07;19;2036,3534323168
3515004;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;19;2036,3534323168
3515006;1;2;1;80;2;1;3;9;CAMBIARON DE DOMICILIO;2; ;2; ; ; ; ;1;2;1;07;19;1615,85622573861
3515006;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;19;1615,85622573861
3515006;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;19;1615,85622573861
3515009;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;19;1521,16846046645
3515010;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;19;1667,18355501248
3515012;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;07;19;1914,00763758963
3515012;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;19;1914,00763758963
3515012;1;7;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;07;19;1914,00763758963
