Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P6290;P6290s1;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Mes;Dpto;Fex_c_2011
3512564;1;1;1;50;2; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;07;63;1476,04737714058
3512564;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;63;1476,04737714058
3512572;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1579,99158235834
3512572;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;63;1579,99158235834
3512572;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1579,99158235834
3512572;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1579,99158235834
3512573;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1974,00002898616
3512573;1;2;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1974,00002898616
3512576;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1295,72911204445
3512576;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1295,72911204445
3512577;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1148,79946185141
3512577;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1148,79946185141
3512577;1;3;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1148,79946185141
3512591;1;1;1;50;2; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1459,84023702628
3512591;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1459,84023702628
3512592;1;1;1;50;2;3; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;63;1874,47385076742
3512592;1;3;1;50;2; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1874,47385076742
3512592;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1874,47385076742
3512594;1;1;1;50;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1875,38966669244
3512594;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1875,38966669244
3512594;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1875,38966669244
3512594;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1875,38966669244
3512594;1;5;1;50;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1875,38966669244
3512595;1;1;1;50;2;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;63;1604,62445281698
3512595;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1604,62445281698
3512595;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1604,62445281698
3512595;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1604,62445281698
3512596;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1753,84481080882
3512596;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1753,84481080882
3512596;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1753,84481080882
3512597;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1583,06820670936
3512600;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1626,16397981403
3512600;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1626,16397981403
3512602;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1278,93603713752
3512602;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1278,93603713752
3512602;1;4;1;50;2; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1278,93603713752
3512603;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1365,75289864698
3512603;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1365,75289864698
3512603;1;3;1;50;2;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;2;07;63;1365,75289864698
3512603;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1365,75289864698
3512603;1;6;1;50;2; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1365,75289864698
3512604;1;1;1;50;2; ; ;1;6;VER  TV  CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1558,76624995268
3512605;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1579,99158235834
3512605;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1579,99158235834
3512605;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1579,99158235834
3512605;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1579,99158235834
3512622;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1346,59328421116
3512622;1;2;1;50;2; ; ;2;3; ;2;2;2;2;1;8; ;1;2; ; ; ;07;63;1346,59328421116
3512623;1;1;1;50;2; ; ;1;3; ;2;2;2;2;1;3; ;2; ;1;8;1;07;63;1753,84481080882
3512623;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;13;SE REGRESA A SUIZA; ; ; ; ; ;07;63;1753,84481080882
3512623;1;3;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1753,84481080882
3512624;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1256,69303107466
3512624;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;7; ;1;1; ;3;1;07;63;1256,69303107466
3512625;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1476,04737714058
3512625;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;63;1476,04737714058
3512628;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;854,940161465321
3512628;1;2;1;50;2; ; ;4;6;ESTA RECIEN OPERADA (ENFERMA);2;2;2;2;2; ; ; ; ; ; ; ;07;63;854,940161465321
3512628;1;3;1;50;2; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;63;854,940161465321
3512628;1;4;1;50;2; ; ;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;63;854,940161465321
3512628;1;5;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;854,940161465321
3512631;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1311,6874535179
3512631;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;63;1311,6874535179
3512632;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;63;1957,20695407922
3512632;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1957,20695407922
3512632;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;63;1957,20695407922
3514949;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;41;1414,52335016197
3514950;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;41;1374,73413680938
3514950;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;07;41;1374,73413680938
3514950;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;41;1374,73413680938
3514950;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;41;1374,73413680938
3514950;1;5;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;41;1374,73413680938
3514951;1;1;1;50;2; ; ;1;6;ENFERMO DE GRIPA;2;1; ; ; ; ; ; ; ; ; ; ;07;41;1453,38831584553
3514951;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;07;41;1453,38831584553
3514952;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;41;1472,85114551788
3514953;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;41;1450,89396330945
3514953;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;41;1450,89396330945
3514953;1;5;1;50;2; ; ;5;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;41;1450,89396330945
3514954;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;41;1542,80790847923
3514955;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;41;1558,76624995268
3514956;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;41;1472,85114551788
3514957;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;41;1558,76624995268
3514958;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;41;1467,68703821638
3514958;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;41;1467,68703821638
3514998;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1453,34724494016
3514998;1;2;1;50;2;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1453,34724494016
3514999;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1471,43975615607
3514999;1;2;1;50;2;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1471,43975615607
3515000;1;1;1;50;2; ; ;1;6;TRABAJANDO PARA AUTOCONSUMO;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1306,31398350978
3515000;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1306,31398350978
3515001;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;781,353039534282
3515001;1;2;1;50;2;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;781,353039534282
3515001;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;781,353039534282
3515002;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1683,67744126489
3515002;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1683,67744126489
3515002;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1683,67744126489
3515002;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1683,67744126489
3515002;1;5;1;50;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1683,67744126489
3515003;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;2000,03235448653
3515003;1;2;1;50;2;3; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;2000,03235448653
3515003;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;2000,03235448653
3515003;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;2000,03235448653
3515004;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;2036,3534323168
3515004;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;2036,3534323168
3515004;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;2036,3534323168
3515004;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;2036,3534323168
3515005;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1471,43975615607
3515005;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1471,43975615607
3515006;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1615,85622573861
3515006;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;07;19;1615,85622573861
3515006;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1615,85622573861
3515006;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1615,85622573861
3515007;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1643,96056946779
3515009;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1521,16846046645
3515009;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1521,16846046645
3515009;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1521,16846046645
3515010;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1667,18355501248
3515010;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1667,18355501248
3515010;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1667,18355501248
3515011;1;1;1;50;2;1; ;1;6;TRABAJANDO PARA AUTOCONSUMO;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1335,95539965292
3515011;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1335,95539965292
3515012;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1914,00763758963
3515012;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;19;1914,00763758963
3515012;1;3;1;50;2;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1914,00763758963
3515012;1;4;1;50;2;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1914,00763758963
3515012;1;5;1;50;2;1; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1914,00763758963
3515012;1;6;1;50;2; ; ;6;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1914,00763758963
3515012;1;7;1;50;2; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1914,00763758963
3515012;1;8;1;50;2; ; ;8;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1914,00763758963
3515013;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1572,78153472253
3515013;1;2;1;50;2;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1572,78153472253
3515013;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1572,78153472253
3515013;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1572,78153472253
3515014;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1590,87404593844
3515014;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;19;1590,87404593844
3515014;1;3;1;50;2;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1590,87404593844
3515014;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1590,87404593844
3515015;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1071,57308441306
3515015;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;19;1071,57308441306
3515015;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1071,57308441306
3515015;1;4;1;50;2; ; ;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;19;1071,57308441306
3515015;1;6;1;50;2;2; ;6;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1071,57308441306
3515019;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1306,31398350978
3515019;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1306,31398350978
3515020;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1812,18167016222
3515021;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1245,63097013874
3515021;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1245,63097013874
3515021;1;3;1;50;2; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;19;1245,63097013874
3515021;1;4;1;50;2;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1245,63097013874
3515021;1;5;1;50;2;1; ;5;6;HACER DEPORTE;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1245,63097013874
3515021;1;6;1;50;2; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1245,63097013874
3515021;1;7;1;50;2; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1245,63097013874
3515022;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1552,69424655529
3515022;1;2;1;50;2;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1552,69424655529
3515022;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1552,69424655529
3515026;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1521,16846046645
3515026;1;2;1;50;2; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;07;19;1521,16846046645
3515026;1;3;1;50;2; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;19;1521,16846046645
3515027;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1417,20989005214
3515027;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1417,20989005214
3515027;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1417,20989005214
3515028;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1602,42295086567
3515028;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;19;1602,42295086567
3515028;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1602,42295086567
3515028;1;4;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1602,42295086567
3515029;1;1;1;50;2;3; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1242,05145322965
3515029;1;2;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1242,05145322965
3515030;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1306,31398350978
3515030;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1306,31398350978
3515031;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1453,34724494016
3515031;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1453,34724494016
3515032;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1841,82308630536
3515033;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1820,91849728097
3515033;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1820,91849728097
3515033;1;4;1;50;2; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;19;1820,91849728097
3515033;1;5;1;50;2; ; ;5;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;19;1820,91849728097
3515033;1;7;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1820,91849728097
3515034;1;1;1;50;2; ; ;1;6;AGRICULTOR DE AUTOCONSUMO;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1306,31398350978
3515034;1;2;1;50;2; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;07;19;1306,31398350978
3515036;1;1;1;50;2; ; ;1;3; ;2;1; ; ; ; ; ; ; ; ; ; ;07;19;1725,21505986701
3515036;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1725,21505986701
3515037;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1683,67744126489
3515037;1;2;1;50;2; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;07;19;1683,67744126489
3515037;1;3;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1683,67744126489
3515037;1;4;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1683,67744126489
3515037;1;5;1;50;2; ; ;5;6;AUTOCONSTRUCCION DE VIVIENDA;2;1; ; ; ; ; ; ; ; ; ; ;07;19;1683,67744126489
3515040;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1025,40306534884
3515040;1;2;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1025,40306534884
3515040;1;3;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1025,40306534884
3515040;1;4;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1025,40306534884
3515040;1;6;1;50;2; ; ;6;4; ;2;2;2;2;1;6; ;2; ;1;8;2;07;19;1025,40306534884
3515041;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1286,42756136973
3515041;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1286,42756136973
3515041;1;3;1;50;2;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1286,42756136973
3515041;1;5;1;50;2;2; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1286,42756136973
3515041;1;6;1;50;2; ; ;6;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;19;1286,42756136973
3515041;1;7;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;19;1286,42756136973
3515042;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1489,53226737197
3515042;1;2;1;50;2; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;19;1489,53226737197
3515045;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1670,24416639196
3515045;1;2;1;50;2;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;19;1670,24416639196
3515045;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;19;1670,24416639196
