DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;P750S1;P750S1A1;P750S2;P750S2A1;P750S3;P750S3A1;P750S4;AREA;MES;P1661S1;P1661S1A1;P1661S2;P1661S2A1;P1661S3;P1661S3A1;P1661S4;P1661S4A1;P1661S4A2;DPTO;fex_c_2011
3933039;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;100000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;526,295256841291
3933039;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;526,295256841291
3933040;1;1;1;95;1;1;2; ; ;1400000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;671,342286953042
3933040;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;671,342286953042
3933040;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;671,342286953042
3933041;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;8400000;2;1;2;700000;1; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;506,335962892935
3933042;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;526,295256841291
3933042;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1100000;1; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;526,295256841291
3933043;1;1;1;95;1;2;1; ;689450; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;174,658965806032
3933043;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;174,658965806032
3933043;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;174,658965806032
3933044;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;248,592904777545
3933045;1;1;1;95;1;1;2; ; ;900000;2;1;2;2; ; ;3000000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;218,081932458148
3933045;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;218,081932458148
3933045;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;218,081932458148
3933046;1;1;1;95;1;2;1; ;943000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;280,576820310298
3933047;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;497,185809555091
3933048;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;254,517515108791
3933048;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;254,517515108791
3933048;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;254,517515108791
3933049;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;600000;2000000;2;1;2; ;2; ; ;1;600000; ; ; ;73;02;1;600000; ; ; ; ; ; ; ;73;262,091429115263
3933049;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;262,091429115263
3933050;1;1;1;95;1;1;2; ; ;2000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;362,127079152986
3933050;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;8400000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;362,127079152986
3933051;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;242,981324181018
3933051;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;242,981324181018
3933051;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;242,981324181018
3933051;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;242,981324181018
3933051;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;242,981324181018
3933052;1;1;1;95;1;1;2; ; ;400000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;177,565043421951
3933052;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2900000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;177,565043421951
3933053;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;254,517515108791
3933053;1;2;1;95;1;2;2;140000; ; ;1;1;2;1; ;100000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;254,517515108791
3933053;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;254,517515108791
3933054;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;280,576820310298
3933055;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;300,954495680572
3933055;1;2;1;95;1;1;2; ; ;450000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;300,954495680572
3933055;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;300,954495680572
3933056;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;362,127079152986
3933056;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;362,127079152986
3933057;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;720000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;258,794877333994
3933057;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;258,794877333994
3933057;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1800000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;258,794877333994
3933058;1;1;1;95;1;1;2; ; ;350000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;312,784020965287
3933058;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;312,784020965287
3933058;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;312,784020965287
3933059;1;1;1;95;1;1;1; ;4200000;750000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;245,686827161627
3933059;1;2;1;95;1;2;1; ;2800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;245,686827161627
3933060;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;800000;1; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;362,127079152986
3933060;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;73;02;1;900000; ; ; ; ; ; ; ;73;362,127079152986
3933061;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;215,17585484223
3933061;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;75000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;215,17585484223
3933061;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;215,17585484223
3933061;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;215,17585484223
3933062;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;300000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;321,414134277141
3933062;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;321,414134277141
3933063;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;263,147628420645
3933063;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;263,147628420645
3933064;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;212,455036570622
3933065;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;218,081932458148
3933065;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;218,081932458148
3933065;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;218,081932458148
3933067;1;1;1;95;1;1;2; ; ;500000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;314,351361414219
3933067;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3360000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;314,351361414219
3933067;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;314,351361414219
3933068;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000;600000;2;1;2; ;2; ; ;1;900000; ; ; ;73;02; ; ; ; ;1;900000; ; ; ;73;344,790646984965
3933068;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;344,790646984965
3933068;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;344,790646984965
3933069;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;225000;1500000;2;1;2; ;2; ; ;1;225000; ; ; ;73;02; ; ;1;225000;1;225000; ; ; ;73;290,655383315714
3933069;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1200000;1; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;290,655383315714
3933069;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;290,655383315714
3933070;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;329,345104528301
3933070;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;329,345104528301
3933070;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;329,345104528301
3933070;1;4;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;329,345104528301
3933070;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;329,345104528301
3933071;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;347,376299670238
3933071;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;720000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;347,376299670238
3933072;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;254,517515108791
3933072;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;254,517515108791
3933072;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;254,517515108791
3933073;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;303,860573296491
3933073;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;303,860573296491
3933074;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;193,491051674335
3933074;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;193,491051674335
3933074;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;193,491051674335
3933074;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;193,491051674335
3933075;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;280,576820310298
3933078;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;327,041030164667
3933078;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;327,041030164667
3933078;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;327,041030164667
3933078;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;327,041030164667
3933079;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;400000; ; ; ;2;2;2;900000;1; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;203,824923258768
3933079;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3950000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;203,824923258768
3933080;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;450000; ;2;2;2; ;2; ; ;1;450000; ; ; ;73;02; ; ; ; ;1;450000; ; ; ;73;300,950115593794
3933080;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;300,950115593794
3933080;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;300,950115593794
3933080;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;300,950115593794
3933080;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;300,950115593794
3933081;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;277,404637620026
3933081;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;277,404637620026
3933081;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;277,404637620026
3933082;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;380,515330539611
3933082;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;380,515330539611
3933082;1;4;1;95;2; ; ; ; ; ; ;1;2;1; ;400000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;380,515330539611
3933083;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;500000;3600000;2;1;2; ;2; ; ;1;500000; ; ; ;73;02;1;500000; ; ; ; ; ; ; ;73;338,441897549819
3933083;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;73;02; ; ; ; ;1;900000; ; ; ;73;338,441897549819
3933083;1;3;1;95;2; ; ; ; ; ; ;1;2;1; ;644350; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;338,441897549819
3933083;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;338,441897549819
3933083;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;338,441897549819
3933084;1;1;1;95;1;1;2; ; ;350000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;237,624917422447
3933084;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;237,624917422447
3933084;2;1;2;95;2; ; ; ; ; ; ;1;2;1; ;120000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;237,624917422447
3933084;2;2;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;237,624917422447
3933085;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;289,109793813743
3933085;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;100000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;289,109793813743
3933086;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;321,414134277141
3933086;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;321,414134277141
3933087;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;284,978551626498
3933087;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;284,978551626498
3933089;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;296,37941901165
3933089;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;296,37941901165
3933089;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;296,37941901165
3933090;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;800000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;362,127079152986
3933090;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;362,127079152986
3933091;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;560000;900000;2;1;2; ;2; ; ;1;560000; ; ; ;73;02;1;560000; ; ; ; ; ; ; ;73;320,357934971759
3933091;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;320,357934971759
3933092;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;374,888434652085
3933093;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4800000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;218,081932458148
3933093;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;218,081932458148
3933093;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;218,081932458148
3933094;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;347,072010861673
3933094;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;347,072010861673
3933094;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;347,072010861673
3933094;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;347,072010861673
3933095;1;1;1;95;1;2;1; ;2500000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;277,404637620026
3933095;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3200000;2;1;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;277,404637620026
3933095;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;277,404637620026
3933096;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;362,127079152986
3933096;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;2000000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;02; ; ; ; ; ; ; ; ; ;73;362,127079152986
