DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;P750S1;P750S1A1;P750S2;P750S2A1;P750S3;P750S3A1;P750S4;AREA;MES;P1661S1;P1661S1A1;P1661S2;P1661S2A1;P1661S3;P1661S3A1;P1661S4;P1661S4A1;P1661S4A2;DPTO;fex_c_2011
3946259;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;174,583864410312
3946259;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;174,583864410312
3946259;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;174,583864410312
3946259;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;174,583864410312
3946260;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;94,5788172820354
3946260;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;94,5788172820354
3946260;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;60000;1; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;94,5788172820354
3946260;1;4;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;840000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;94,5788172820354
3946261;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;175,3730711684
3946261;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;175,3730711684
3946261;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;175,3730711684
3946261;2;1;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;175,3730711684
3946261;2;2;2;95;1;1;2; ; ;300000;2;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;175,3730711684
3946262;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;134,271802412782
3946262;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;12000000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;134,271802412782
3946262;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;8600000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;134,271802412782
3946263;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;241,978715695609
3946263;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;241,978715695609
3946263;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;150000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;241,978715695609
3946263;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;241,978715695609
3946264;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;143,360665420986
3946264;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;143,360665420986
3946265;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;261,880716316516
3946265;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;261,880716316516
3946265;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;261,880716316516
3946266;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;147,550564102269
3946266;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;147,550564102269
3946266;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1800000;1; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;147,550564102269
3946266;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;147,550564102269
3946267;1;1;1;95;1;1;2; ; ;15000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;128,813756329907
3946267;1;2;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;128,813756329907
3946267;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;128,813756329907
3946268;1;1;1;95;1;1;2; ; ;400000;2;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;136,045032214663
3946268;1;2;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;136,045032214663
3946268;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;136,045032214663
3946269;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;177,176990609889
3946269;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;177,176990609889
3946270;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;166,204067047745
3946271;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;12000000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;182,521042226269
3946272;1;1;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;120,965514798121
3946272;2;1;2;95;1;2;1; ;1400000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;120,965514798121
3946272;3;1;3;95;1;2;1; ;3000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;120,965514798121
3946272;4;1;4;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;120,965514798121
3946273;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;178,947056697335
3946273;1;2;1;95;1;1;2; ; ;500000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;178,947056697335
3946273;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;178,947056697335
3946274;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4800000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;157,115204039541
3946274;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;8400000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;157,115204039541
3946275;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;122,109657443513
3946275;1;2;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;122,109657443513
3946275;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;122,109657443513
3946275;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;122,109657443513
3946275;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;122,109657443513
3946275;1;6;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;122,109657443513
3946276;1;1;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;155,84705663795
3946276;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;155,84705663795
3946276;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;155,84705663795
3946276;1;4;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;155,84705663795
3946277;1;1;1;95;1;2;2;11400000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3946277;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3946277;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3946277;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3946278;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;241,565533163742
3946278;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;241,565533163742
3946279;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;100,312873257747
3946279;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;100,312873257747
3946279;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;100,312873257747
3946279;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;100,312873257747
3946280;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,124549631204
3946280;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,124549631204
3946282;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;209,832797299061
3946282;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;209,832797299061
3946282;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;209,832797299061
3946282;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;209,832797299061
3946282;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;209,832797299061
3946282;1;7;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;209,832797299061
3946282;1;8;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;209,832797299061
3946283;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;171,97234110944
3946283;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;171,97234110944
3946283;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;171,97234110944
3946284;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;241,565533163742
3946284;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;241,565533163742
3946288;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;98;2;1;2; ;2; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;399,056236557556
3946288;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;399,056236557556
3946288;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;399,056236557556
3946289;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;494,41436642115
3946289;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;494,41436642115
3946289;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;494,41436642115
3946289;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;494,41436642115
3946289;1;7;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;494,41436642115
3946290;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;441,427686892146
3946290;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;441,427686892146
3946291;1;1;1;95;1;1;2; ; ;450000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;457,794917314908
3946291;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;457,794917314908
3946292;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;365,29938290998
3946292;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;365,29938290998
3946292;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;365,29938290998
3946293;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;368,211224227488
3946293;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;368,211224227488
3946294;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;377,486188205785
3946294;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;377,486188205785
3946295;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;362,164209914933
3946295;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;362,164209914933
3946296;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;381,482784240477
3946296;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;381,482784240477
3946296;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;381,482784240477
3946296;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;381,482784240477
3946296;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;381,482784240477
3946297;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;419,542187609555
3946297;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;419,542187609555
3946297;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;419,542187609555
3946298;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;465,910233978837
3946298;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;465,910233978837
3946298;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;465,910233978837
3946298;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;465,910233978837
3946298;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;465,910233978837
3946299;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;437,578597399558
3946300;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;358,982737460775
3946300;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;358,982737460775
3946300;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;358,982737460775
3946300;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;358,982737460775
3946302;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;402,442368577219
3946302;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;402,442368577219
3946302;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;402,442368577219
3946302;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;402,442368577219
3946303;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;437,104964114816
3946303;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;437,104964114816
3946304;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;431,273285179583
3946304;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;431,273285179583
3946304;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;431,273285179583
3946304;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;431,273285179583
3946305;1;1;1;95;1;1;2; ; ;98;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;376,753599596211
3946305;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;376,753599596211
3946305;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;376,753599596211
3946306;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;389,160132752412
3946306;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;389,160132752412
3946307;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;419,420063015009
3946307;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;419,420063015009
3946307;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;419,420063015009
3946307;2;1;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;02; ; ; ; ; ; ; ; ; ;13;419,420063015009
