DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
3207351;1;3;1;70;2;4;30;1; ;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;85;1;1;8532;05;63;592,264308943605
3207352;1;2;1;70;2;1;30;1; ;2;700;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;80;1;1;8011;05;63;1399,25709764442
3207531;1;2;1;70;2;2;28;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;77; ; ;1;1; ;05;63;816,744322502314
3207533;1;2;1;70;2;8;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;63;1814,3967917091
3211557;1;1;1;70;2;3;50;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;61;61;01;1;1;0113;05;63;1362,49232855739
3211589;1;3;1;70;2;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;63;1203,47215087682
3211636;1;3;1;70;2;4;50;1; ;2;4;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;95;45;52;1;1;5225;05;63;1434,30350081168
3211640;1;3;1;70;2;24;30;2; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;97;74;1;2;7495;05;63;1362,49232855739
3211641;1;2;1;70;2;12;40;1; ;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5239;05;63;1536,77149888473
3212299;1;3;1;70;2;3;50;3; ;2;6;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;54;54;95;1;1;9500;05;63;592,264308943605
3212728;1;1;1;70;2;2;48;4; ;2;6;4; ;1;1; ; ; ; ; ;1; ; ; ; ; ;2; ;2;61;61;01;1;1;0140;05;19;1266,42566891292
3212741;1;3;1;70;2;8;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;05;19;1329,17595332066
3212743;1;2;1;70;2;2;40;4; ;2;3;4; ;1;1; ; ; ; ; ;1; ; ; ; ; ;2; ;2;61;61;01;1;1;0140;05;19;1783,44155024486
3212744;1;1;1;70;2;2;48;4; ;2;3;4; ;2;1; ; ; ; ; ;1; ; ; ; ; ;1;260000;2;95;95;45;1;1;4521;05;19;1374,16835449332
3212761;1;2;1;70;2;16;40;1; ;2;112;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;80;1;2;8012;05;19;1145,64996089868
3212761;1;3;1;70;2;104;40;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;05;19;1145,64996089868
3212773;1;4;1;70;2;4;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;05;19;1619,08599722045
3212778;1;2;1;70;2;12;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;05;19;1476,74383562877
3212784;1;4;1;70;2;4;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;05;19;1665,81450419793
3212795;1;4;1;70;2;8;40;8; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;61;01;1;1;0111;05;19;1822,52845085685
3212819;1;3;1;70;2;8;24;4; ;2;8;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;05;19;2022,10061860054
3212908;1;3;1;70;2;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;18;424,175211682367
3212909;1;4;1;70;2;8;48;2; ;2;20;2; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;18;18;75;1;1;7513;05;18;468,832993550311
3212919;1;2;1;70;2;16;40;1; ;2;4;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;60;60;01;1;2;0122;05;18;498,745563318306
3214972;1;2;1;70;2;20;30;4; ;2;20;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;2;7493;05;66;864,327450444495
3214975;1;2;1;70;2;52;24;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;2;5233;05;66;1055,25122100801
3214976;1;3;1;70;2;24;48;1; ;2;20;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;92;1;2;9249;05;66;1461,37543464069
3214978;1;2;1;70;2;4;48;1; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;45;54;95;1;1;9500;05;66;1061,34420211575
3214979;1;2;1;70;2;12;24;1; ;2;12;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;66;546,663890932614
3214982;1;1;1;70;2;3;55;4; ;2;15;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6022;05;66;1528,20077645436
3214985;1;1;1;70;2;8;48;1; ;2;8;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;95;93;1;1;9303;05;66;1072,31616479061
3214987;1;4;1;70;2;52;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;05;66;1202,81323366798
3214999;1;2;1;70;2;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;05;66;2110,87424614205
3215208;1;2;1;70;2;4;25;3; ;2;4;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;140000;2;54;54;95;1;1;9500;05;76;4936,60315142549
3215208;1;3;1;70;2;1;35;1; ;2;8;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;83;45;1;1;4521;05;76;4936,60315142549
3215276;1;2;1;70;2;28;48;1; ;2;2;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5239;05;76;2011,91127886496
