Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3202791;1;1;1;70;17;125;48;1; ;2;250;1; ;9;5; ; ; ; ; ; ; ; ;1; ;DE LA PENSION QUE TIENE;2; ;2;15;45;15;1;2;1530;05;17;145,45189702255
3202792;1;4;1;70;17;8;48;1; ;2;12;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;34;70;1;1;7020;05;17;172,765169917201
3202808;1;3;1;70;17;8;48;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6421;05;17;230,769466817864
3202810;1;2;1;70;17;1;20;4; ;2;52;1; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;59;53;55;1;1;5522;05;17;277,832053832426
3202815;1;2;1;70;17;4;48;1; ;2;16;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;74;1;1;7499;05;17;204,458179736613
3202880;1;5;1;70;05;12;48;1; ;2;12;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;45;45;50;1;1;5051;05;05;1324,98716834663
3202885;1;1;1;70;05;105;48;1; ;2;105;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;39;40;28;1;2;2899;05;05;881,378533354729
3202920;1;2;1;70;52;17;48;4; ;2;17;4; ;4;1; ; ; ;1; ; ; ; ; ; ; ;1;150000;2;05;05;45;1;2;4530;05;52;174,017674783161
3202939;1;3;1;70;76;52;48;1; ;2;52;1; ;3;9;ES AFILIADO COMO COTIZANTE; ; ; ; ; ; ; ; ;1; ;2; ;2;21;45;52;1;2;5233;05;76;880,059162033604
3202941;1;1;1;70;76;24;48;2; ;2;96;4; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;12;74;1;2;7411;05;76;1028,21865843115
3202948;1;2;1;70;66;72;48;1; ;2;72;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;05;66;384,355206641673
3202949;1;2;1;70;66;16;48;1; ;2;16;1; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;97;97;52;1;2;5211;05;66;291,236817234392
3202952;1;1;1;70;66;12;40;3; ;2;104;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;05;66;344,447748636307
3202968;1;3;1;70;17;6;20;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;03;52;1;1;5272;05;17;151,218516964556
3202976;1;2;1;70;17;8;48;1; ;2;8;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;15;1;1;1581;05;17;165,470712844952
3202982;1;2;1;70;17;8;48;1; ;2;8;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;1;8513;05;17;234,478651557939
