DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;fex_c_2011
2531350;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;10;73;186,571619171641
2531351;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;496,638043851202
2531353;1;2;1;80;73;2; ; ; ;2; ;2; ;1;2; ;2; ;1;10;73;357,148598273643
2531353;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;357,148598273643
2531353;1;4;1;80;73;1;4;7; ;2; ;2; ; ;2; ;9;1;1;10;73;357,148598273643
2531354;1;1;1;80;73;1;3;5; ;3; ;2; ; ; ; ;10;2;1;10;73;198,684779559524
2531355;1;1;1;80;73;1;2;9;EL ESPOSO NO LA DEJA TRABAJAR;2; ;2; ; ; ;EL ESPOSO NO LA DEJA TRABAJAR;12;2;1;10;73;311,613848552205
2531367;1;1;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;73;290,863133622164
2531370;1;1;1;80;73;1;4;7; ;3; ;2; ; ; ; ;8;2;1;10;73;446,739049402909
2531370;1;2;1;80;73;1;4;8; ;2; ;2; ; ; ; ;8;2;1;10;73;446,739049402909
2531372;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;8;2;1;10;73;229,750827195236
2531372;1;2;1;80;73;1;4;7; ;2; ;2; ; ; ; ;9;2;1;10;73;229,750827195236
2531372;1;3;1;80;73;2; ; ; ;2; ;2; ;1;2; ;2; ;1;10;73;229,750827195236
2531378;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;496,638043851202
2531380;1;4;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;204,079849041256
2531381;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;73;254,997228436128
2531381;1;4;1;80;73;1;1;8; ;2; ;2; ; ; ; ;2;2;1;10;73;254,997228436128
2531381;1;5;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;254,997228436128
2531382;1;3;1;80;73;1;3;2; ;2; ;2; ; ; ; ;2;2;1;10;73;248,587216669576
2531382;1;4;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;248,587216669576
2531385;1;1;1;80;73;1;3;4; ;3; ;2; ; ; ; ;4;2;1;10;73;146,032863958617
2531385;1;2;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;73;146,032863958617
2531385;1;5;1;80;73;1;2;8; ;2; ;2; ; ; ; ;2;2;1;10;73;146,032863958617
2531389;1;1;1;80;68;1;4;5; ;3; ;2; ; ; ; ;11;2;1;10;68;888,519640620463
2531392;2;1;2;80;68;1;3;6; ;3; ;2; ; ; ; ;11;2;1;10;68;396,731625971301
2531393;1;1;1;80;68;1;4;3; ;3; ;2; ; ; ; ;8;2;1;10;68;967,93233906759
2531394;1;1;1;80;68;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;68;967,93233906759
2531397;1;1;1;80;68;1;4;5; ;3; ;2; ; ;4; ;8;1;1;10;68;465,671357776784
2531398;1;1;1;80;68;1;4;4; ;2; ;2; ; ; ; ;8;2;1;10;68;425,965008553221
2531399;1;1;1;80;68;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;68;484,546100530385
2531401;1;1;1;80;68;1;3;5; ;3; ;2; ; ; ; ;10;2;1;10;68;531,235272623235
2531401;1;2;1;80;68;1;4;4; ;2; ;2; ; ; ; ;9;2;1;10;68;531,235272623235
2531401;1;3;1;80;68;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;68;531,235272623235
