DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;AREA;fex_c_2011
2531370;1;4;1;1;1;1;1;1;3;4; ; ; ;520000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;73;1;73;446,739049402909
2531371;1;4;1;1;1;1;1;1;4;4; ; ; ;600000; ;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;4;3;1;01;1;10;73;1;73;192,616133253054
2531372;1;4;2;1;1;1;1;1;4;1; ; ;120000000;650000; ;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;4;3;1;01;1;10;73;1;73;229,750827195236
2531373;1;3;1;1;1;1;1;1;3;4; ; ; ;250000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;73;1;73;234,150392571523
2531375;1;4;3;1;1;1;1;1;3;1; ; ;180000000;400000; ;1;2;1;2;1;1;1;2;1;1;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;3;1;2;1;2;1;1;1;1;1;0;9;1;01;1;10;73;1;73;329,506770939285
2531377;1;1;1;1;2;1;1;6; ;3; ; ; ; ;180000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;3;1;2;1;2;1;1;1;3;9;2;01;1;10;73;1;73;234,150392571523
2531378;1;4;3;1;1;1;1;1;3;2; ;450000;90000000;550000; ;1;1;1;2;1;1;2;2;2;2;2;2;2;2;1;2;1;1;1;1;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;73;1;73;496,638043851202
2531379;1;2;1;1;1;1;1;1;3;3; ; ; ; ;460000;2;1;1;1;1;2;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;73;1;73;468,300785143047
2531380;1;4;3;1;1;1;1;1;3;1; ; ;35000000;170000; ;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;1;10;73;1;73;204,079849041256
2531381;1;4;3;1;1;1;1;1;3;1; ; ;18000000;160000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;6;1;1;1;4;1;1;1;1;1;2;3;2;01;1;10;73;1;73;254,997228436128
2531382;1;2;1;1;1;1;9;1;4;3; ; ; ; ;140000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;1;1;1;2;3;2;01;1;10;73;1;73;248,587216669576
2531384;1;3;1;1;1;1;1;1;4;3; ; ; ; ;170000;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;1;1;1;2;3;1;01;1;10;73;1;73;192,981630938193
2531385;1;3;2;1;1;1;1;1;3;3; ; ; ; ;120000;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;2;3;2;01;1;10;73;1;73;146,032863958617
2531386;1;3;1;1;1;1;1;1;3;3; ; ; ; ;170000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;1;1;1;1;2;3;2;01;1;10;73;1;73;215,107695931468
2531387;1;4;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;4;3;1;01;1;10;41;1;41;131,94187333843
2531388;1;3;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;1;2;1;01;1;10;18;1;18;55,5961063717838
2531389;1;6;1;1;1;1;1;1;3;4; ; ; ;1000000; ;1;1;1;2;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;1;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;6;3;1;01;1;10;68;1;68;888,519640620463
2531392;1;3;1;1;2;1;1;1;3;4; ; ; ;350000; ;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;396,731625971301
2531392;2;1;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;01;1;10;68;1;68;396,731625971301
2531393;1;5;2;1;1;1;1;1;3;1; ; ;180000000;700000; ;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;6;3;1;01;1;10;68;1;68;967,93233906759
2531394;1;5;2;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;6;3;1;01;1;10;68;1;68;967,93233906759
2531396;1;1;1;1;1;1;1;6; ;3; ; ; ; ;180000;2;2;1;1;1;1;2;2;1;1;2;2;1;2;2;2;1;1;2;2;2;1;1;2;2; ;1;1;4;1;4;1;2;1;1;1;3;3;1;01;1;10;68;1;68;425,965008553221
2531397;1;5;2;1;1;1;1;1;3;1; ; ;100000000;600000; ;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;465,671357776784
2531398;1;4;1;1;1;1;1;1;3;1; ; ;50000000;350000; ;1;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;1;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;425,965008553221
2531399;1;4;2;1;1;1;1;1;3;1; ; ;98;300000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;484,546100530385
2531400;1;5;2;1;1;1;1;1;3;1; ; ;120000000;450000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;469,537454936529
2531401;1;5;3;1;1;1;1;1;3;1; ; ;140000000;400000; ;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;531,235272623235
2531402;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;1;1;1;2;2;2;1;1;2;2;1;2;2;1;1;1;1;1;2;1;4;2;2; ;5;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;506,894710350327
2531404;1;4;3;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;463,20786403371
2531405;1;4;3;1;1;1;1;1;3;2; ;185000;80000000;350000; ;1;2;1;2;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;513,224301253146
2531406;1;4;3;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;68;1;68;567,939296070566
2531408;1;7;3;1;1;1;1;1;3;1; ; ;40000000;200000; ;1;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;3;3;2;01;1;10;47;1;47;122,409875809674
2531409;1;4;3;1;1;1;1;1;3;1; ; ;99;350000; ;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;1;1;1;1;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;2;01;1;10;47;1;47;96,9876989987242
2531410;1;1;1;1;1;1;1;1;3;5; ; ; ;180000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;2;2; ;2;2; ;4;1;2;1;2;1;1;1;1;1;2;3;2;01;1;10;47;1;47;172,796537406316
2531411;1;2;1;1;1;1;1;1;3;3; ; ; ; ;120000;2;2;1;1;2;1;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;2;1;1;1;1;1;2;3;2;01;1;10;47;1;47;147,173669550198
2531412;1;4;3;1;1;1;1;1;3;5; ; ; ;400000; ;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;1;1;1;1;2;2;1;4;2;1;1;5;1;1;1;4;1;1;1;1;1;3;2;2;01;1;10;47;1;47;216,455156998159
2531413;1;3;1;1;1;1;1;1;3;1; ; ;37000000;250000; ;1;2;1;1;1;2;2;1;1;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;2;01;1;10;47;1;47;122,052927170059
2531414;1;2;1;1;1;1;1;1;3;1; ; ;60000000;300000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;2;01;1;10;47;1;47;152,859660656551
2531414;2;1;1;1;2;1;1;1;3;4; ; ; ;150000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;3;2; ; ; ; ; ; ; ; ; ; ;2;01;1;10;47;1;47;152,859660656551
2531414;3;1;1;1;2;1;1;1;3;4; ; ; ;150000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;2;3; ; ; ; ; ; ; ; ; ; ;2;01;1;10;47;1;47;152,859660656551
2531414;4;1;1;1;1;1;1;1;3;4; ; ; ;300000; ;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2; ;3;4; ; ; ; ; ; ; ; ; ; ;2;01;1;10;47;1;47;152,859660656551
2531415;1;2;1;1;1;1;1;4;3;4; ; ; ;150000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;1;2;2; ;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;2;01;1;10;47;1;47;127,532992795809
2531416;1;2;1;1;1;1;1;2;3;3; ; ; ; ;200000;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;2;3;2;01;1;10;47;1;47;115,147953802114
2531417;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;1;1;2;1;2;2;2; ;6;1;2;1;4;1;1;1;1;1;2;3;2;01;1;10;47;1;47;214,604266654884
2531418;1;3;2;1;1;1;1;1;3;5; ; ; ;180000; ;2;2;1;2;2;1;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;3;2;2; ;5;1;1;1;4;1;1;1;1;1;3;2;1;01;1;10;47;1;47;115,618529792111
2531420;1;3;1;1;1;1;1;1;3;1; ; ;25000000;250000; ;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;2;1;2;1;1;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;47;1;47;137,748604689328
2531422;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;2;1;2;2;1;3;2;2; ;9;1;2;1;4;1;1;1;1;1;3;2;1;01;1;10;47;1;47;133,31271473785
2531423;1;3;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;1;1;2;2; ;2;1;2;1;2;1;1;1;1;1;3;2;1;01;1;10;47;1;47;115,147953802114
2531424;1;2;1;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;2;01;1;10;47;1;47;150,47256643763
2531425;1;4;3;1;1;1;1;1;3;1; ; ;38000000;500000; ;2;2;1;1;1;2;2;2;1;1;2;1;1;2;2;2;1;1;1;1;2;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;1;10;47;1;47;184,498567726705
2531427;1;3;1;1;1;1;1;1;3;1; ; ;350000000;1500000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;4;7;1;01;1;10;47;1;47;159,132633427647
2531428;1;1;1;1;1;1;1;6; ;4; ; ; ;250000; ;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;4;1;2;1;2;1;1;1;4;7;1;01;1;10;47;1;47;138,344461000995
2531429;1;3;1;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;4;7;1;01;1;10;47;1;47;156,561246087272
2531430;1;4;3;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;1;1;1;1;3;6;1;01;1;10;47;1;47;113,706036248994
2531431;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;3;6;1;01;1;10;47;1;47;159,025095068304
2531432;1;5;2;1;1;1;1;1;3;1; ; ;99;98; ;1;2;1;1;2;2;2;2;1;1;2;2;1;2;2;2;1;1;1;2;1;1;2;2;2; ;3;1;1;1;2;1;1;1;1;1;4;7;1;01;1;10;47;1;47;90,5095290501128
2531436;1;2;1;1;1;1;1;1;3;1; ; ;20000000;250000; ;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;4;1;1;1;1;1;3;6;1;01;1;10;47;1;47;214,968738571288
2531437;1;4;2;1;1;1;1;1;3;1; ; ;45000000;300000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;6;1;01;1;10;47;1;47;122,052927170059
2531438;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;2;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;6;1;01;1;10;47;1;47;102,167058496751
2531439;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;6;1;01;1;10;47;1;47;91,9514466032324
2531440;1;2;1;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;71,5016770609064
2531441;1;2;1;1;1;1;1;1;3;3; ; ; ; ;290000;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;68,6656155059009
2531442;1;5;2;1;1;1;1;1;3;1; ; ;70000000;500000; ;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;2;1;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;91,2005618156987
2531443;1;2;1;1;1;1;1;1;3;1; ; ;99;200000; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;1;1;1;1;3;3;1;01;1;10;15;1;15;80,074120756594
2531444;1;3;2;1;1;1;1;1;3;1; ; ;45000000;250000; ;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;72,3052712861659
2531445;1;4;3;1;1;1;1;1;3;1; ; ;65000000;350000; ;2;1;1;1;2;1;2;2;2;2;1;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;69,5920276860805
2531446;1;2;1;1;2;1;1;1;3;3; ; ; ; ;130000;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;70,5863107017137
2531446;2;1;1;1;2;1;1;1;3;3; ; ; ; ;130000;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;01;1;10;15;1;15;70,5863107017137
2531447;1;3;2;1;2;1;1;1;3;1; ; ;65000000;400000; ;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;106,239705310264
2531447;2;2;2;1;2;1;1;1;3;3; ; ; ; ;170000;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;3;2; ; ; ; ; ; ; ; ; ; ;1;01;1;10;15;1;15;106,239705310264
2531448;1;3;2;1;1;1;1;1;3;1; ; ;42000000;300000; ;2;1;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;83,8653043378677
2531449;1;4;3;1;1;1;1;1;3;1; ; ;45000000;300000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;3;2;2; ;5;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;70,4395232098195
2531450;1;4;3;1;1;1;1;1;3;2; ;300000;85000000;250000; ;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;1;10;15;1;15;65,8008441048068
2531451;1;3;2;1;1;1;1;1;3;2; ;170000;99;250000; ;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;99,9245333123949
2531452;1;4;3;1;1;1;1;1;3;1; ; ;99;99; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;88,4873182156132
2531454;1;5;4;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;5;2;2; ;5;1;1;1;4;1;1;1;1;1;1;3;1;01;1;10;15;1;15;69,1633105087478
2531455;1;1;1;1;1;1;1;1;3;3; ; ; ; ;120000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2; ;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;1;10;15;1;15;78,1534255607812
2531458;1;3;2;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;2;1;2;1;3;1;1;1;1;1;2;2;1;01;1;10;17;1;17;120,657334420131
2531460;1;2;1;1;1;1;1;1;4;3; ; ; ; ;280000;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;4;2;1;2;1;1;1;1;2;1;01;1;10;17;1;17;138,70287299744
2531463;1;4;3;3;1;1;1;1;1;1; ; ;25000000;150000; ;2;2;1;2;1;2;1;1;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;6;1;2;4;3;1;2;2;1;1;1;2;1;01;1;10;17;1;17;125,618103573509
2531465;1;3;2;1;1;1;1;1;4;3; ; ; ; ;100000;2;2;1;1;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;2;1;1;1;1;2;1;01;1;10;17;1;17;147,241770683731
2531466;1;4;3;1;1;1;1;1;3;3; ; ; ; ;880000;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;5;2;1;01;1;10;17;1;17;131,635115528104
2531467;1;4;1;1;1;1;1;1;3;1; ; ;150000000;1100000; ;1;1;1;1;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;10;17;1;17;142,970423996024
2531468;1;4;3;1;1;1;1;6; ;4; ; ; ;800000; ;1;1;1;1;2;1;2;2;2;1;1;2;2;2;1;1;2;1;1;2;1;1;1;2;2; ;1;1;1;1;3;1;1;1;1;1;5;2;1;01;1;10;17;1;17;161,015962573333
2531470;1;5;4;1;1;1;1;1;3;3; ; ; ; ;900000;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;4;2;2; ;5;1;2;1;4;1;1;1;1;1;5;2;1;01;1;10;17;1;17;127,929019970379
