DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;fex_c_2011
2533052;1;3;2;1;1;1;1;1;3;1; ; ;25000000;120000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;4;2;2; ;6;1;1;1;2;1;1;1;1;1;2;3;1;01;2;10;63;1;1225,63580635982
2533053;1;3;1;1;1;1;1;1;3;1; ; ;19000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;1;3;1;01;2;10;63;1;1874,33709098475
2533062;1;3;2;1;1;1;1;1;3;3; ; ; ; ;110000;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;1;1;1;1;2;3;1;01;2;10;63;1;1755,44257772214
2533063;1;3;2;1;1;1;1;1;3;1; ; ;22000000;100000; ;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1;1978,32241905526
2533064;1;5;4;1;1;1;1;1;3;3; ; ; ; ;120000;2;2;1;1;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;4;2;2; ;6;1;1;1;2;1;1;1;1;1;2;3;1;01;2;10;63;1;1991,5656581336
2533064;2;1;1;1;2;1;1;6; ;1; ; ;19000000;100000; ;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;01;2;10;63;1;1991,5656581336
2533065;1;1;1;1;2;1;1;1;3;1; ; ;15000000;80000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;1;1;1;1;1;2;1;01;2;10;63;1;1834,10582852299
2533065;2;1;1;1;2;1;1;6; ;3; ; ; ; ;40000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;01;2;10;63;1;1834,10582852299
2533066;1;3;2;1;1;1;1;1;3;3; ; ; ; ;65000;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;1;1;2;1;1;1;1;1;1;3;1;01;2;10;63;1;1178,78551670311
2533067;1;4;3;1;1;1;1;3;3;1; ; ;18000000;80000; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;1;01;2;10;63;1;1927,70922853126
2533068;1;3;2;1;1;1;1;1;3;3; ; ; ; ;90000;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;1;3;1;01;2;10;63;1;1436,76975285674
2533069;1;3;1;1;1;1;1;1;3;3; ; ; ; ;100000;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;1;3;1;01;2;10;63;1;1568,41460591789
2533070;1;3;2;1;1;1;1;1;4;3; ; ; ; ;100000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;5;1;1;1;4;1;2;1;1;1;1;3;1;01;2;10;63;1;1814,84575515056
2533071;1;4;3;1;1;1;1;1;3;3; ; ; ; ;100000;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;5;1;1;1;2;1;1;1;1;1;2;3;1;01;2;10;63;1;1461,06853546466
2533072;1;3;2;1;1;1;1;1;3;1; ; ;12000000;80000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;6;1;1;1;2;1;1;1;1;1;1;3;1;01;2;10;63;1;1774,61449268881
2533081;1;4;1;1;1;1;1;6; ;3; ; ; ; ;120000;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;1;4;1;2;1;1;1;2;3;1;01;2;10;63;1;1978,32241905526
2533082;1;5;3;1;1;1;1;1;3;1; ; ;20000000;150000; ;2;2;1;1;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1;1927,70922853126
2533083;1;3;1;1;1;1;1;1;3;3; ; ; ; ;140000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1;1869,10785934992
2533084;1;3;2;1;1;1;1;3;3;4; ; ; ;70000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;1;1;4;1;1;1;2;1;1;1;1;1;1;3;1;01;2;10;63;1;1991,30078537567
2533085;1;3;2;1;1;1;1;3;3;2; ;50000;9000000;50000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;1;1;3;1;1;1;4;1;1;1;1;1;1;3;1;01;2;10;63;1;1692,65282912481
2533086;1;3;1;1;1;1;1;1;4;3; ; ; ; ;120000;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;2;1;1;1;1;3;1;01;2;10;63;1;2148,82294460586
2533087;1;3;2;1;1;1;1;1;3;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;1;3;1;01;2;10;63;1;2148,82294460586
2533088;1;3;2;1;1;1;1;1;3;1; ; ;14000000;100000; ;1;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;1;1;3;1;1;1;4;1;1;1;1;1;1;3;1;01;2;10;63;1;1693,4546373719
2533089;1;4;1;1;1;1;1;1;3;1; ; ;16000000;120000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;1;1;2;1;1;1;2;1;1;1;1;1;2;3;1;01;2;10;63;1;1458,39823796546
2533098;1;3;1;1;1;1;1;1;3;1; ; ;98;110000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1;1925,94310327274
2533098;2;1;1;1;1;1;1;1;3;3; ; ; ; ;60000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2; ;3;2; ; ; ; ; ; ; ; ; ; ;1;01;2;10;63;1;1925,94310327274
2533099;1;3;1;1;1;1;1;1;3;3; ; ; ; ;80000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1;2148,82294460586
2533100;1;3;1;1;1;1;1;1;3;3; ; ; ; ;100000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1;1703,83656543415
2533101;1;4;3;1;1;1;1;1;3;1; ; ;12000000;80000; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;3;2;2; ;6;1;1;1;2;1;1;1;1;1;1;3;1;01;2;10;63;1;1762,84276906644
2533102;1;3;1;1;1;1;1;1;3;1; ; ;12000000;80000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;1;1;1;1;1;3;1;01;2;10;63;1;1874,33709098475
2533103;1;3;1;1;1;1;1;1;3;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1;1703,83656543415
2533104;1;5;3;1;1;1;1;1;3;1; ; ;18000000;80000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1;1997,49433402193
2533105;1;5;2;1;1;1;1;1;3;3; ; ; ; ;50000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1;1763,23974286258
2539658;1;2;1;2;1;4;1;1;4;4; ; ; ;30000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;2;2;1;2; ;1;01;2;10;73;1;2927,23651035006
2539660;1;3;1;2;1;4;1;1;5;1; ; ;8000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;2;2;2;1;2; ;1;01;2;10;73;1;3190,41241090172
2539662;1;3;2;2;1;4;2;5;5;1; ; ;5000000;80000; ;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;10;73;1;3063,23940631325
2539663;1;4;1;2;1;3;1;5;5;1; ; ;30000000;100000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;2;1;2; ;1;01;2;10;73;1;3509,67248772916
2539675;1;3;2;6; ;3;1;6; ;1; ; ;5000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;10;73;1;3115,07988097006
2539676;1;4;2;3;1;4;1;1;5;1; ; ;15000000;50000; ;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2; ;4;1;1;1;2;1;2;2;2;1;1; ;2;01;2;10;73;1;3743,80836455183
2539677;1;3;2;4;1;3;1;1;5;1; ; ;4000000;100000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;3;1;1;2;2;1;2;2;2;1;2; ;2;01;2;10;73;1;3694,73533999624
2539678;1;1;1;3;1;2;2;1;4;1; ; ;500000;20000; ;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;5;2;1;2;2;2;2;1; ; ;01;2;10;73;1;3498,37944185829
2539679;1;3;1;3;1;3;2;1;5;1; ; ;8000000;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;1;2;1;2;2;2;2;1; ; ;01;2;10;73;1;2936,83650514035
2539685;1;3;3;2;1;4;2;1;5;4; ; ; ;150000; ;2;2;1;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;7;1;1;1;2;1;2;2;2;2;2; ; ;01;2;10;73;1;2953,86675437141
2539686;1;3;1;2;1;4;2;1;4;4; ; ; ;150000; ;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;1;1;2;1;2;2;2;2;1; ; ;01;2;10;73;1;3164,13983727396
2539687;1;3;1;2;1;4;1;1;4;1; ; ;98;100000; ;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;1;1;4;1;2;2;2;1;1; ;1;01;2;10;73;1;3509,67248772916
2539702;1;5;3;2;1;4;1;1;5;2; ;100000;10000000;200000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;7;1;1;1;2;1;2;2;2;1;1; ;2;01;2;10;73;1;2929,80022914012
2539703;1;5;1;2;1;4;1;1;5;1; ; ;15000000;100000; ;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;2;2;2;1;1; ;1;01;2;10;73;1;2861,50397520869
2539706;1;3;3;2;1;3;2;1;5;1; ; ;3000000;50000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;1;3;2;2; ;5;1;1;1;2;1;2;2;2;2;1; ; ;01;2;10;73;1;4151,54805265994
2539707;1;4;1;2;1;3;1;1;4;1; ; ;10000000;100000; ;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;10;73;1;3375,47526316881
2539717;1;3;2;2;1;4;1;1;5;1; ; ;10000000;400000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;5;1;1;1;2;1;2;1;2;1;1; ;2;01;2;10;73;1;3535,77998585758
2539718;1;3;2;2;1;4;1;1;5;4; ; ; ;120000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;1;3;2;2; ;4;1;1;1;2;1;2;2;2;1;2; ;2;01;2;10;73;1;3701,61624876061
2539719;1;3;1;6; ;5;2;1;5;1; ; ;15000000;40000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;1;2;1;2;2;2;2;2; ; ;01;2;10;73;1;3585,00501766082
2539720;1;2;1;6; ;4;9;6; ;4; ; ; ;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;5;3;2;2;2;2;2; ; ; ;01;2;10;73;1;3704,38369886184
2539728;1;4;2;2;1;4;2;1;5;4; ; ; ;500000; ;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;3;2;2; ;4;1;1;1;4;1;2;1;2;2;3; ; ;01;2;10;73;1;4255,75553082125
2539729;1;2;2;2;1;4;2;1;5;4; ; ; ;150000; ;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;1;1;2;1;2;2;2;2;3; ; ;01;2;10;73;1;2640,52019044824
2539730;1;4;3;2;1;4;1;1;4;4; ; ; ;100000; ;2;2;1;2;1;2;2;2;1;2;2;1;2;2;2;1;1;1;1;2;1;1;2;2;2; ;3;1;1;1;2;1;2;2;2;1;3; ;1;01;2;10;73;1;3948,31124575762
2539746;1;2;2;2;1;4;1;1;5;1; ; ;2000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2; ;5;1;1;5;2;1;2;2;2;1;2; ;2;01;2;10;73;1;3372,70781306758
2539747;1;3;1;2;1;3;1;1;5;4; ; ; ;50000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;2;2;1;2; ;1;01;2;10;73;1;3375,47526316881
2539749;1;2;2;2;1;4;1;1;4;4; ; ; ;40000; ;2;2;1;1;2;1;2;2;2;2;2;1;2;2;1;2;2;1;1;2;2;1;3;2;2; ;4;1;1;5;2;1;2;2;2;1;1; ;1;01;2;10;73;1;3703,11762455838
2539750;1;2;2;6; ;3;1;1;5;1; ; ;1000000;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;4;1;1;5;1;1;2;2;2;1;1; ;1;01;2;10;73;1;2282,59349531805
2539751;1;4;2;2;1;3;1;1;5;1; ; ;3000000;50000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;5;2;1;2;2;2;1;1; ;1;01;2;10;73;1;2963,46674916169
2539763;1;3;2;2;1;3;1;1;5;1; ; ;15000000;50000; ;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;2;1;1; ;1;01;2;10;73;1;3272,76916080526
2539764;1;4;2;2;1;4;2;1;5;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;10;73;1;3577,21069427337
2539766;1;2;2;3;1;4;2;1;4;1; ; ;10000000;150000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;4;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;10;73;1;3578,71207007113
2539773;1;4;1;2;1;4;1;1;4;4; ; ; ;100000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;2;1;3; ;1;01;2;10;73;1;3262,97749073215
2539774;1;2;2;2;1;4;1;1;4;4; ; ; ;150000; ;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;2;2;1;3; ;1;01;2;10;73;1;4025,14515148704
2540500;1;2;2;2;1;4;2;1;4;4; ; ; ;80000; ;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;1;1;4;2;2;2;2;2; ; ; ;01;2;10;19;1;1200,86930201269
2540501;1;3;2;2;1;4;1;1;4;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;1;3;3;1;1;4;2;1;2;2;2;1;1; ;1;01;2;10;19;1;1397,29118644691
2540502;1;5;4;2;1;4;1;1;5;1; ; ;6000000;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;4;1;1;4;2;1;2;2;2;1;1; ;1;01;2;10;19;1;1040,02547673216
2540503;1;4;1;2;1;4;1;1;1;1; ; ;20000000;250000; ;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;10;19;1;790,807457610384
2540504;1;5;5;2;1;4;1;1;4;4; ; ; ;60000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;9;1;1;1;2;2;2;2;2;1; ; ;2;01;2;10;19;1;1372,23805747637
2540505;1;1;1;2;1;4;1;1;1;4; ; ; ;40000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;2;1;1;1;4;1;2;2;2;1;1; ;1;01;2;10;19;1;857,224583752104
2540507;1;6;3;2;1;4;1;1;4;1; ; ;10000000;200000; ;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;2;1;1; ;1;01;2;10;19;1;997,772034025134
2540509;1;2;1;2;2;4;3;1;5;4; ; ; ;40000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;1;2;2;1;1;2;2; ;2;1;1;1;4;1;2;2;2;2;1; ; ;01;2;10;19;1;553,321511501067
2540509;2;1;1;2;2;4;3;1;5;4; ; ; ;40000; ;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ;01;2;10;19;1;553,321511501067
2540509;3;1;1;2;2;4;3;1;5;4; ; ; ;40000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;2;3; ; ; ; ; ; ; ; ; ; ; ;01;2;10;19;1;553,321511501067
2540510;1;2;1;6; ;4;1;1;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;2;2;2;1; ; ;1;01;2;10;19;1;591,141143004753
2540511;1;4;1;2;1;4;1;1;4;1; ; ;15000000;200000; ;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;4;2;1;2;2;2;1;1; ;2;01;2;10;19;1;790,807457610384
2540512;1;4;1;2;1;4;3;1;5;1; ; ;5000000;100000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;2;1;1;4;1;1;2;2;2;1;1; ;2;01;2;10;19;1;790,807457610384
2540513;1;2;1;2;1;4;1;1;5;1; ; ;3000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;1;1;2;1;2;2;2;1;1; ;2;01;2;10;19;1;708,573535083871
2540514;1;3;2;6; ;4;1;1;5;5; ; ; ;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;3;1;1;4;1;1;2;2;2;1;1; ;2;01;2;10;19;1;955,787839895189
2540515;1;7;1;2;1;4;2;1;4;1; ; ;150000000;350000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;2;1;1;1;1;1;1;4;1;2;2;2;2;1; ; ;01;2;10;19;1;591,141143004753
2540516;1;3;1;2;1;4;2;1;5;1; ; ;2000000;30000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;10;19;1;790,807457610384
2540532;1;3;3;2;1;4;1;1;1;1; ; ;5000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;1;2;2;2; ;2;1;1;4;2;1;2;2;2;1;1; ;1;01;2;10;19;1;1621,12118448723
2540532;2;1;1;2;2;4;1;6; ;4; ; ; ;20000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;01;2;10;19;1;1621,12118448723
2540533;1;3;1;2;1;4;1;1;1;1; ; ;15000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;2;2;2;1;1; ;1;01;2;10;19;1;1134,45217587097
2540534;1;5;2;1;1;4;1;1;4;1; ; ;40000000;150000; ;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;2;1;2;1;1; ;1;01;2;10;19;1;734,740932829023
2540536;1;3;1;1;1;4;1;6; ;4; ; ; ;150000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;1;3;1;1;1;1;2;1;2;1;2;1;1; ;1;01;2;10;19;1;1088,95430299253
2540537;1;2;2;2;1;4;1;1;1;1; ; ;8000000;60000; ;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;2;2;1;1; ;1;01;2;10;19;1;929,15910295278
2540538;1;5;3;1;1;4;1;1;4;1; ; ;15000000;120000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;1;2;2;2; ;5;1;1;1;2;1;2;1;2;1;1; ;1;01;2;10;19;1;910,31797263873
2540539;1;4;2;1;1;4;1;1;1;1; ; ;60000000;60000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;2;1;2;1;1; ;1;01;2;10;19;1;777,558128994059
