DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
4139252;1;2;1;70;1;18;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5530;09;05;789,973255085595;05
4139271;1;2;1;70;1;7;48;1; ;2;7;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;44;70;1;1;7020;09;05;857,169531642687;05
4139274;1;4;1;70;1;2;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;53;55;1;1;5523;09;05;1105,71759333444;05
4139275;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;16; ; ;1;1; ;09;05;1115,95775341353;05
4139276;1;2;1;70;1;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;79;79;18;1;1;1810;09;05;1101,0419385726;05
4139280;1;4;1;70;1;4;48;1; ;2;4;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;689454;75;89;26;1;1;2693;09;05;946,468126975103;05
4139284;1;2;1;70;1;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;25;1;2;2529;09;05;1045,02226152012;05
4139285;1;1;1;70;1;20;48;4; ;2;20;4; ;2;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;95;41;51;1;2;5127;09;05;1114,06991891999;05
4139289;1;1;1;70;1;2;72;1; ;2;98;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;74;1;1;7492;09;05;1054,37663236984;05
4139290;1;6;1;70;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;09;05;1082,03107189292;05
4139291;1;4;1;70;1;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;09;05;1102,47839988708;05
4139309;1;5;1;70;1;17;48;1; ;2;17;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;12;12;74;1;2;7411;09;05;1128,84263207668;05
4139324;1;1;1;70;1;16;48;1; ;2;16;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;55;1;2;5530;09;05;1151,38400656979;05
4139325;1;2;1;70;1;40;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;85;45;1;2;4542;09;05;1029,64214610618;05
4139332;1;1;1;70;1;98;48;1; ;2;288;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;32;74;1;2;7499;09;05;1016,75726744303;05
4139334;1;4;1;70;1;4;48;1; ;2;8;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;59;44;62;1;1;6213;09;05;980,541138032238;05
4139343;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5529;09;05;1029,64214610618;05
4139351;1;3;1;70;1;4;48;1; ;2;4;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;97;74;1;1;7495;09;05;966,965871530962;05
4139354;1;2;1;70;1;259;48;1; ;2;432;1; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;54;85;1;2;8532;09;05;1076,56554087654;05
4139354;1;5;1;70;1;5;48;1; ;2;24;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;34;39;74;1;1;7412;09;05;1076,56554087654;05
4139356;1;2;1;70;1;24;48;1; ;2;76;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;05;05;85;1;2;8512;09;05;1054,37663236984;05
4139358;1;3;1;70;1;32;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;33;79;17;1;2;1749;09;05;916,719716508602;05
4139360;1;1;1;70;1;3;24;1; ;2;6;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;13;39;18;1;1;1810;09;05;918,960016988549;05
4139363;1;2;1;70;1;12;48;1; ;2;25;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;56;56;85;1;1;8511;09;05;968,853706024503;05
4139363;1;4;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;85;1;1;8511;09;05;968,853706024503;05
4139364;1;1;1;70;1;3;48;1; ;2;28;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;1;20000;53;99;45;1;1;4530;09;05;830,500022176087;05
4139371;1;1;1;70;1;8;24;1; ;2;36;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;94;94;36;1;1;3699;09;05;1227,10418310417;05
4139375;1;1;1;70;1;54;48;1; ;2;54;8; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;95;62;01;1;2;0111;09;05;1114,06991891999;05
4139385;1;2;1;70;1;40;48;1; ;2;84;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;85;1;2;8532;09;05;944,275015204562;05
4139423;1;2;1;70;1;20;48;1; ;2;144;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;02;02;26;1;2;2610;09;08;517,941246058146;08
4139423;1;4;1;70;1;9;48;1; ;2;24;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;43;53;55;1;1;5530;09;08;517,941246058146;08
4139433;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;30;21;50;1;1;5030;09;08;556,694662337982;08
4139434;1;1;1;70;1;2;48;1; ;2;4;5; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;1;800000;30;41;52;1;1;5231;09;08;572,749150436822;08
4139438;1;2;1;70;1;12;48;1; ;2;12;1; ;8;2;4; ; ;1; ; ; ; ; ; ; ; ;2; ;07;07;85;1;1;8511;09;08;558,865144474149;08
4139441;1;5;1;70;1;6;48;1; ;2;24;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5233;09;08;487,210424766069;08
4139443;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;12;12;60;1;1;6031;09;08;551,988400659296;08
4139449;1;1;1;70;1;12;48;1; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;126000;58;95;45;1;1;4521;09;08;526,577090905658;08
4139449;1;5;1;70;1;4;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;98;60;1;1;6031;09;08;526,577090905658;08
4139465;1;3;1;70;1;8;48;1; ;2;60;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;15;1;1;1530;09;08;435,650571228579;08
4139466;1;1;1;70;1;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5241;09;08;572,414826652946;08
4139469;1;1;1;70;1;102;48;1; ;2;102;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;33;45;65;1;2;6596;09;08;601,176207298948;08
4139472;1;6;1;70;1;2;7;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;77; ; ;1;1; ;09;08;511,878793593139;08
4139478;1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;02; ; ;1;1; ;09;08;504,187235156861;08
4139482;1;7;1;70;1;8;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;51;1;1;5133;09;08;281,352176020168;08
4139483;1;1;1;70;1;26;60;3; ;2;54;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;09;08;473,697727100674;08
4139488;1;2;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;09;08;557,444878833062;08
4139489;1;3;1;70;1;12;48;1; ;2;12;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;60;1;1;6042;09;08;642,930770163395;08
4139491;1;1;1;70;1;6;48;1; ;2;6;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;81;81;36;1;1;3611;09;08;693,846704213232;08
4139494;1;5;1;70;1;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;09;08;642,883946713902;08
4139498;1;2;1;70;1;26;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;09;08;460,232481211358;08
4139500;1;3;1;70;1;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;03;03;52;1;1;5243;09;08;731,321510297956;08
4139504;1;3;1;70;1;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;09;08;591,763683941577;08
4139504;1;4;1;70;1;4;25;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;09;08;591,763683941577;08
4139522;1;2;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;09;08;541,52038579561;08
4139527;1;4;1;70;1;4;40;1; ;2;26;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;13;80;1;1;8060;09;08;499,61425577196;08
4139527;1;5;1;70;1;32;40;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;32;63;1;2;6390;09;08;499,61425577196;08
4139528;1;4;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;09;08;573,641022377879;08
4139528;1;6;1;70;1;16;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;87;87;28;1;2;2899;09;08;573,641022377879;08
4139530;1;3;1;70;1;8;40;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;80;1;1;8011;09;08;588,206037396614;08
4139532;1;4;1;70;1;3;3;1; ;2;3;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;83;95;45;1;1;4521;09;08;566,686697971815;08
4139532;1;5;1;70;1;8;48;1; ;2;12;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;85;85;45;1;1;4521;09;08;566,686697971815;08
4139534;1;2;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;09;08;542,126360086851;08
4139535;1;3;1;70;1;8;48;1; ;2;8;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;83;58;75;1;1;7522;09;08;489,706656427607;08
4139535;1;4;1;70;1;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;09;08;489,706656427607;08
4139544;1;4;1;70;1;6;48;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;03;53;55;1;1;5529;09;08;494,63634358591;08
4139549;1;3;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;09;08;315,879499293602;08
4139549;1;5;1;70;1;10;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;85;1;1;8511;09;08;315,879499293602;08
4139557;1;4;1;70;1;48;48;1; ;2;4;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;95;1;2;9500;09;08;452,643754717969;08
4139567;1;1;1;70;1;4;48;1; ;2;4;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;62;59;92;1;1;9241;09;08;633,056272051333;08
4139567;1;7;1;70;1;16;40;1; ;2;32;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;13;32;55;1;2;5511;09;08;633,056272051333;08
4139578;1;5;1;70;1;12;48;1; ;2;12;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;85;1;1;8512;09;08;423,153729674701;08
4139584;1;2;1;70;1;10;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;08;470,140080555711;08
4139591;1;1;1;70;1;12;48;1; ;2;12;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;98;59;16;1;1;1600;09;08;607,48060132643;08
4139592;1;4;1;70;1;6;48;1; ;2;8;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;53;54;95;1;1;9500;09;08;431,386664275876;08
4139593;1;2;1;70;1;12;48;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;45;97;52;1;1;5211;09;08;559,933834926087;08
4139597;1;2;1;70;1;12;60;1; ;2;16;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;84;84;50;1;1;5020;09;11;2543,06192260209;11
4139600;1;2;1;70;1;2;48;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;32;45;55;1;1;5530;09;11;2536,15669120035;11
4139605;1;1;1;70;1;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;95;95;70;1;1;7010;09;11;1906,98759700761;11
4139605;1;7;1;70;1;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;689464;95;95;70;1;1;7010;09;11;1906,98759700761;11
4139607;1;2;1;70;1;6;48;3; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;55;55;1;1;5529;09;11;2241,13689618682;11
4139613;1;1;1;70;1;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;09;11;2757,53001816483;11
4139614;1;1;1;70;1;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;39;39;36;1;1;3613;09;11;2840,50535158105;11
4139617;1;3;1;70;1;4;48;1; ;2;16;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;58;75;1;1;7524;09;11;2579,62498197493;11
4139619;1;2;1;70;1;32;48;1; ;2;288;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5219;09;11;2512,83589861174;11
4139624;1;1;1;70;1;4;48;1; ;2;12;4; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;87;87;28;1;1;2811;09;11;2058,39714311839;11
4139625;1;2;1;70;1;32;48;1; ;2;32;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5529;09;11;2811,22415061516;11
4139645;1;2;1;70;1;40;48;1; ;2;40;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;92;77;15;1;2;1589;09;11;2536,15669120035;11
4139663;1;2;1;70;1;2;48;1; ;2;2;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;95;58;75;1;1;7522;09;11;2923,60416165422;11
4139668;1;2;1;70;1;4;48;1; ;2;180;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;15;1;1;1530;09;11;2591,2957503373;11
4139679;1;1;1;70;1;98;48;4; ;2;98;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;41;62;01;1;2;0112;09;11;2615,71872686167;11
4139681;1;3;1;70;1;6;48;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;09;11;2722,28840882166;11
4139682;1;1;1;70;1;52;48;1; ;2;52;4; ;6;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;21;21;22;1;2;2211;09;11;1945,01491723754;11
4139690;1;2;1;70;1;4;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;18;18;92;1;1;9241;09;11;2650,96033620484;11
4139697;1;3;1;70;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;21;39;72;1;2;7250;09;11;2245,99512062834;11
4139708;1;2;1;70;1;16;48;1; ;2;16;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;21;08;65;1;2;6512;09;11;2876,69178394867;11
4139710;1;2;1;70;1;52;48;1; ;2;80;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;15;16;80;1;2;8050;09;11;2916,69893025247;11
4139718;1;2;1;70;1;13;48;1; ;2;13;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;80;1;1;8050;09;11;2876,69178394867;11
4139722;1;4;1;70;1;3;48;2; ;2;6;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;58;93;45;1;1;4521;09;11;2812,66907730179;11
4139725;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;44;45;15;1;1;1594;09;11;2948,02713817858;11
4139739;1;2;1;70;1;40;48;1; ;2;40;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;37;37;52;1;2;5246;09;11;2200,04831008341;11
4139739;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;09;11;2200,04831008341;11
4139741;1;3;1;70;1;52;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;03;03;45;1;2;4542;09;11;3476,91237488647;11
4139775;1;2;1;70;1;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;09;11;2868,46510251726;11
4139787;1;2;1;70;1;1;5;4; ;2;24;6; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;41;59;85;1;1;8512;09;11;2270,41809715271;11
4139819;1;1;1;70;1;30;40;1; ;2;30;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5521;09;11;2349,12799727045;11
4139848;1;3;1;70;1;16;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;09;13;386,934447796086;13
4139874;1;4;1;70;1;8;48;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;13;309,926370410386;13
4139876;1;1;1;70;1;1;48;1; ;2;1;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;1400000;32;32;85;1;1;8512;09;13;334,262723074635;13
4139887;1;3;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;06; ; ;1;2; ;09;13;339,721377189947;13
4139904;1;1;1;70;1;4;48;1; ;2;26;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;45;52;1;1;5234;09;13;370,726008760108;13
4139907;1;3;1;70;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;52;1;2;5211;09;13;326,571891609973;13
4139912;1;5;1;70;1;28;48;3; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;57;93;1;2;9309;09;13;324,340927668208;13
4139913;1;4;1;70;1;26;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;85; ; ;1;2; ;09;13;383,716765795474;13
4139919;1;3;1;70;1;8;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;58;41;52;1;1;5229;09;13;310,511527855729;13
4139920;1;5;1;70;1;8;48;1; ;2;32;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;53;55;1;1;5529;09;13;305,623488905739;13
4139921;1;1;1;70;1;32;40;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;09;13;368,284322591325;13
4139925;1;1;1;70;1;24;40;1; ;2;24;1; ;7;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;53;53;74;1;2;7499;09;13;378,646141876008;13
4139930;1;2;1;70;1;8;40;4; ;2;8;1; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;95;97;60;1;1;6042;09;13;411,527365360191;13
4139935;1;4;1;70;1;12;40;1; ;2;12;1; ;3;2;8; ; ; ; ; ; ; ;1; ; ; ;2; ;32;32;52;1;1;5241;09;13;382,759848741367;13
4139938;1;2;1;70;1;26;48;1; ;2;26;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5225;09;13;364,268452081214;13
4139956;1;3;1;70;1;16;48;1; ;2;54;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;37;97;63;1;2;6310;09;13;417,156287434906;13
4139957;1;1;1;70;1;52;48;1; ;2;52;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;85;1;2;8511;09;13;374,870161720146;13
4139964;1;3;1;70;1;26;48;1; ;2;26;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5233;09;13;315,25674207577;13
4139965;1;3;1;70;1;16;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;55;1;2;5511;09;13;327,611248441169;13
4139971;1;2;1;70;1;8;48;1; ;2;96;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;40;1;1;4010;09;13;394,233726820178;13
4139975;1;1;1;70;1;24;40;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;54;54;95;1;2;9500;09;13;373,032616379451;13
4140002;1;2;1;70;1;108;40;1; ;2;108;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;44;44;64;1;2;6421;09;15;67,3671418688574;15
4140004;1;1;1;70;1;3;12;1; ;2;3;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;50000;03;03;28;1;1;2811;09;15;65,9366926044367;15
4140010;1;3;1;70;1;96;48;1; ;2;96;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;03;45;1;2;4530;09;15;106,197594637629;15
4140019;1;1;1;70;1;48;60;1; ;2;48;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;2;4521;09;15;101,401456465138;15
4140026;1;2;1;70;1;24;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5521;09;15;58,4881076477373;15
4140043;1;1;1;70;1;36;40;1; ;2;36;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;41;52;1;2;5244;09;15;95,5178506091185;15
4140044;1;2;1;70;1;12;40;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5233;09;15;78,9409122546512;15
4140051;1;2;1;70;1;36;20;1; ;2;9;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;85;1;2;8532;09;15;201,37138560215;15
4140058;1;3;1;70;1;144;48;2; ;2;144;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;40;52;1;2;5244;09;15;89,2587863272992;15
4140067;1;2;1;70;1;36;40;2; ;2;36;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;11;32;75;1;2;7512;09;15;99,742419235377;15
4140077;1;4;1;70;1;2;48;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5234;09;15;65,928716356774;15
