DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4151692;1;3;1;10;3;1;12;1999;16;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;09;17;980,143606744438
4151692;1;4;1;10;2;1;8;2002;14;3;6;2;2; ; ; ; ;2;1;1;1;4;0; ; ;2;5;09;17;980,143606744438
4151694;1;1;1;10;1;1;1;1973;43;1;3;1; ; ;1;1;27578;2;1;2; ;3;3; ; ;2;3;09;17;916,803583327822
4151694;1;2;1;10;2;2;1;1975;41;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;09;17;916,803583327822
4151694;1;3;1;10;3;2;7;1996;20;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;17;916,803583327822
4151694;1;4;1;10;2;1;7;2000;16;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ; ;2;8;09;17;916,803583327822
4151695;1;1;1;10;1;1;9;1973;43;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;17;980,143606744438
4151695;1;2;1;10;2;2;7;1980;36;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;09;17;980,143606744438
4151695;1;3;1;10;2;1;12;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;09;17;980,143606744438
4151695;1;4;1;10;2;1;4;2005;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;09;17;980,143606744438
4151696;1;1;1;10;1;2;12;1920;95;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1226,00691810905
4151696;1;2;1;10;2;2;8;1951;65;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;18;1226,00691810905
4151696;1;3;1;10;3;1;9;1975;40;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;18;1226,00691810905
4151697;1;1;1;10;1;1;11;1945;70;1;3;1; ; ;2;2;150000;2;1;2; ;6;5;4; ;2;16;09;18;1077,95072561401
4151697;1;2;1;10;2;2;12;1948;67;2;3;1; ; ;2;2;150000;2;1;2; ;6;5;4; ;2;16;09;18;1077,95072561401
4151698;1;1;1;10;1;2;2;1986;30;1;2;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;09;18;1616,72669425143
4151698;1;2;1;10;2;1;7;1986;30;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;09;18;1616,72669425143
4151698;1;3;1;10;1;1;12;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;09;18;1616,72669425143
4151698;1;4;1;10;1;1;5;2009;7;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;09;18;1616,72669425143
4151698;1;5;1;10;1;1;8;2016;0;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ;09;18;1616,72669425143
4151699;1;1;1;10;1;1;3;1969;47;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;18;1520,14343953308
4151699;1;2;1;10;2;2;9;1969;46;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;18;1520,14343953308
4151699;1;3;1;10;2;2;6;2010;6;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;09;18;1520,14343953308
4151700;1;1;1;10;1;1;3;1953;63;1;2;1; ; ;3; ; ;2;2;2; ;3;2; ; ;2;2;09;18;1077,95072561401
4151700;1;2;1;10;2;2;1;1937;79;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;18;1077,95072561401
4151701;1;1;1;10;1;2;11;1982;33;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;09;18;2103,2974959582
4151701;1;2;1;10;2;1;3;1974;42;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;18;2103,2974959582
4151701;1;3;1;10;3;1;2;2000;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;09;18;2103,2974959582
4151701;1;4;1;10;4;2;5;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;09;18;2103,2974959582
4151701;1;5;1;10;5;1;6;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;09;18;2103,2974959582
4151701;1;6;1;10;6;2;10;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;09;18;2103,2974959582
4151701;1;7;1;10;1;1;7;2009;7;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;09;18;2103,2974959582
4151701;1;8;1;10;1;1;8;2012;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;2103,2974959582
4151701;1;9;1;10;1;2;8;2013;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;2103,2974959582
4151702;1;1;1;10;1;2;5;1968;48;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;18;1106,56183415058
4151702;1;2;1;10;2;1;11;1997;18;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;09;18;1106,56183415058
4151702;1;3;1;10;1;1;10;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;09;18;1106,56183415058
4151703;1;1;1;10;1;1;4;1949;67;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1115,02278582193
4151704;1;1;1;10;1;2;12;1939;76;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;18;1077,95072561401
4151704;1;2;1;10;2;1;10;1928;87;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1077,95072561401
4151705;1;1;1;10;1;1;11;1962;53;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;18;926,622598321871
4151705;1;2;1;10;2;2;11;1978;37;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;18;926,622598321871
4151705;1;3;1;10;3;1;7;2001;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;09;18;926,622598321871
4151706;1;1;1;10;1;1;5;1930;86;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1077,95072561401
4151706;1;2;1;10;2;2;1;1938;78;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1077,95072561401
4151707;1;1;1;10;1;1;9;1989;27;1;3;2;1;48; ; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1359,03264447334
4151707;1;2;1;10;2;2;11;1984;31;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;18;1359,03264447334
4151707;1;3;1;10;3;2;8;2005;11;3;6;2;1;48; ; ; ;2;1;1;1;3;3; ; ;2;3;09;18;1359,03264447334
4151707;1;4;1;10;2;1;12;2007;8;3; ;2;1;48; ; ; ;2;1;1;1;3;1; ; ;2;1;09;18;1359,03264447334
4151707;1;5;1;10;2;1;12;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1359,03264447334
4151708;1;1;1;10;1;1;3;1974;42;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;18;1563,8454329616
4151708;1;2;1;10;2;2;1;1981;35;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;09;18;1563,8454329616
4151708;1;3;1;10;3;1;9;1999;17;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;09;18;1563,8454329616
4151708;1;4;1;10;4;2;1;2001;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;09;18;1563,8454329616
4151708;1;5;1;10;2;2;7;2012;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1563,8454329616
4151709;1;1;1;10;1;1;5;1977;39;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1120,97662468335
4151709;1;2;1;10;2;2;12;1983;32;2;3;1; ; ;3; ; ;2;1;2; ;1;0; ; ;2;0;09;18;1120,97662468335
4151709;1;3;1;10;2;1;12;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;09;18;1120,97662468335
4151710;1;1;1;10;1;1;10;1975;40;1;3;1; ; ;1;1;56000;2;1;2; ;5;11;2; ;2;11;09;18;1573,66444795565
4151710;1;2;1;10;2;2;2;1981;35;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;18;1573,66444795565
4151710;1;3;1;10;3;1;10;2002;13;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;09;18;1573,66444795565
4151710;1;4;1;10;1;2;5;2010;6;3; ;1; ; ;1;5; ;2;2;1;1;3;0; ; ;2;0;09;18;1573,66444795565
4151711;1;1;1;10;1;2;7;1968;48;1;4;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;09;18;805,16579094397
4151712;1;1;1;10;1;1;2;1964;52;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;09;18;1111,1576096893
4151712;1;2;1;10;2;2;6;1972;44;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;18;1111,1576096893
4151712;1;3;1;10;3;2;4;2000;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;09;18;1111,1576096893
4151712;1;4;1;10;2;1;2;2008;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;09;18;1111,1576096893
4151713;1;1;1;10;1;1;1;2001;15;1;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;09;18;1285,73624799212
4151714;1;1;1;10;1;1;5;1965;51;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;18;980,143606744438
4151714;1;2;1;10;2;2;7;1976;40;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;18;980,143606744438
4151714;1;3;1;10;3;1;5;1994;22;3;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;18;980,143606744438
4151714;1;4;1;10;4;1;9;1994;22;5;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;18;980,143606744438
4151715;1;1;1;10;1;1;4;1950;66;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;18;1183,72340676443
4151715;1;2;1;10;2;2;8;1963;53;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;18;1183,72340676443
4151715;1;3;1;10;2;1;10;2011;4;4; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;2;0;09;18;1183,72340676443
4151715;1;4;1;10;2;1;2;2013;3;4; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;09;18;1183,72340676443
4151716;1;1;1;10;1;1;8;1936;80;1;4;2;2; ; ; ; ;2;2;2; ;1;0; ; ;2;0;09;18;1115,02278582193
4152752;1;1;1;10;1;1;7;1957;59;1;3;1; ; ;1;3;90000;2;1;2; ;5;11;2; ;2;11;09;05;1921,00390349675
4152752;1;2;1;10;2;2;1;1965;51;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;05;1921,00390349675
4152752;1;3;1;10;3;2;5;1987;29;3;6;2;1;36; ; ; ;2;1;1;2;6;6;3; ;2;17;09;05;1921,00390349675
4152752;1;4;1;10;4;2;2;1999;17;3;6;1; ; ;1;5; ;2;1;1;2;6;0;2;2;2;11;09;05;1921,00390349675
4152753;1;1;1;10;2;1;8;1964;52;1;3;1; ; ;1;1;27560;2;1;2; ;4;6; ; ;2;6;09;05;3377,61681638838
4152753;1;2;1;10;2;2;10;1970;45;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ; ;2;6;09;05;3377,61681638838
4152753;1;3;1;10;2;2;7;1991;25;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;05;3377,61681638838
4152753;1;4;1;10;4;2;9;1994;22;3;6;1; ; ;1;9; ;2;1;1;1;6;1;2;2;2;12;09;05;3377,61681638838
4152753;1;5;1;10;4;2;8;2016;0;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;09;05;3377,61681638838
4152754;1;1;1;10;1;2;10;1964;51;1;5;1; ; ;1;5; ;2;1;2; ;4;6; ; ;2;6;09;05;2858,56432505701
4152754;1;2;1;10;2;1;8;1990;26;3;6;1; ; ;1;1;27500;2;1;1;1;6;1;2;2;2;12;09;05;2858,56432505701
4152754;1;3;1;10;3;2;7;1992;24;3;6;1; ; ;3; ; ;2;1;1;1;6;3;2;2;2;14;09;05;2858,56432505701
4152754;1;4;1;10;4;1;3;2001;15;5;6;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;7;09;05;2858,56432505701
4152755;1;1;1;10;2;1;5;1956;60;1;2;1; ; ;1;1;27500;2;2;2; ;1;0; ; ;2;0;09;05;3084,82216535183
4152755;1;2;1;10;2;2;2;1985;31;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;05;3084,82216535183
4152755;1;3;1;10;3;1;11;2004;11;3;6;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;2;09;05;3084,82216535183
4152755;1;4;1;10;2;1;6;2014;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;09;05;3084,82216535183
4152756;1;1;1;10;1;1;1;1996;20;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;09;05;7684,015613987
4152756;1;2;1;10;2;2;6;1996;20;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;09;05;7684,015613987
4152756;1;3;1;10;2;2;1;2012;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;05;7684,015613987
4152756;1;4;1;10;2;2;10;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;09;05;7684,015613987
4152757;1;1;1;10;1;1;5;1975;41;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;05;4876,02017036282
4152757;1;2;1;10;2;2;1;1981;35;2;3;1; ; ;3; ; ;2;1;1;2;6;4;2;2;2;15;09;05;4876,02017036282
4152757;1;3;1;10;3;2;2;1997;19;3;6;1; ; ;3; ; ;2;1;1;2;6;2;2;2;2;13;09;05;4876,02017036282
4152757;1;4;1;10;4;1;7;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;09;05;4876,02017036282
4152757;1;5;1;10;2;2;4;2009;7;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;09;05;4876,02017036282
4152758;1;1;1;10;1;2;7;1932;84;1;5;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;09;05;3726,41830593368
4152759;1;1;1;10;1;1;9;1970;46;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;05;4053,82946085643
4152760;1;1;1;10;1;1;1;1964;52;1;2;1; ; ;1;3;66000;2;1;2; ;3;3; ; ;2;3;09;05;2889,1797005634
4152760;1;2;1;10;2;2;3;1974;42;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;05;2889,1797005634
4152760;1;3;1;10;2;1;9;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;09;05;2889,1797005634
4152762;1;1;1;10;1;1;6;1933;83;1;3;1; ; ;1;2;89600;2;1;2; ;3;2; ; ;2;2;09;05;3572,83762767127
4152762;1;2;1;10;2;2;11;1946;69;2;3;1; ; ;1;5; ;2;1;2; ;4;8; ; ;2;8;09;05;3572,83762767127
4152762;1;3;1;10;3;1;10;1987;28;3;6;1; ; ;1;1;27560;2;1;2; ;5;11;2; ;2;11;09;05;3572,83762767127
4152763;1;1;1;10;1;2;8;1978;38;1;2;1; ; ;1;1;27500;2;1;2; ;5;11;2; ;2;11;09;05;4694,81389200628
4152763;1;2;1;10;2;1;1;2005;11;3;6;1; ; ;1;5; ;2;1;2; ;3;4; ; ;2;4;09;05;4694,81389200628
4152763;1;3;1;10;1;2;10;2010;5;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;09;05;4694,81389200628
4152764;1;1;1;10;1;1;12;1992;23;1;2;1; ; ;1;4; ;2;1;2; ;3;5; ; ;2;5;09;05;3358,37837095799
4152764;1;2;1;10;2;2;7;1982;34;2;2;1; ; ;1;5; ;2;1;2; ;4;9; ; ;2;9;09;05;3358,37837095799
4152764;1;3;1;10;3;2;8;2001;15;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;09;05;3358,37837095799
4152764;1;4;1;10;4;2;10;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;09;05;3358,37837095799
4152764;1;5;1;10;5;2;10;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;09;05;3358,37837095799
4152764;1;6;1;10;2;1;10;2006;9;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;2;1;09;05;3358,37837095799
4152765;1;1;1;10;2;1;9;1983;33;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;05;2691,6875282163
4152765;1;2;1;10;2;2;1;1986;30;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;09;05;2691,6875282163
4152765;1;3;1;10;2;2;9;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;09;05;2691,6875282163
4152766;1;1;1;10;1;2;3;1948;68;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;05;3726,41830593368
4152767;1;1;1;10;1;1;5;1990;26;1;2;1; ; ;1;1;25700;2;1;2; ;3;5; ; ;2;5;09;05;4739,75874902851
4152767;1;2;1;10;2;2;12;1987;28;2;2;1; ; ;1;1;25700;2;1;2; ;5;11;2; ;2;11;09;05;4739,75874902851
4152767;1;3;1;10;2;2;4;2015;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;09;05;4739,75874902851
4152768;1;1;1;10;2;1;10;1955;60;1;3;1; ; ;1;1;27560;2;1;2; ;3;5; ; ;2;5;09;05;2311,95571457514
4152768;1;2;1;10;2;2;8;1963;53;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;09;05;2311,95571457514
4152768;1;3;1;10;2;1;8;1998;18;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ; ;2;9;09;05;2311,95571457514
4152769;1;1;1;10;1;2;11;1947;68;1;5;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;09;05;3726,41830593368
4152770;1;1;1;10;2;1;3;1983;33;1;2;1; ; ;1;1;27500;2;1;2; ;3;5; ; ;2;5;09;05;4906,63554586921
4152770;1;2;1;10;2;2;11;1982;33;2;2;1; ; ;1;1;27500;2;1;2; ;4;9; ; ;2;9;09;05;4906,63554586921
4152770;1;3;1;10;3;1;12;2001;14;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ; ;2;8;09;05;4906,63554586921
4152770;1;4;1;10;2;2;6;2016;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;09;05;4906,63554586921
4152771;1;1;1;10;1;2;11;1976;39;1;4;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;3;09;05;2646,74267119408
4152771;1;2;1;10;2;2;1;2001;15;3;6;1; ; ;1;5; ;2;1;2; ;4;7; ; ;2;7;09;05;2646,74267119408
4152771;1;3;1;10;1;1;4;2006;10;3;6;1; ; ;1;5; ;2;1;1;1;3;3; ; ;2;3;09;05;2646,74267119408
4152772;1;1;1;10;2;1;10;1973;42;1;2;1; ; ;1;1;27560;2;1;2; ;3;5; ; ;2;5;09;05;2889,1797005634
4152772;1;2;1;10;2;2;8;1980;36;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;09;05;2889,1797005634
4152772;1;3;1;10;3;1;12;1999;16;3;6;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;09;05;2889,1797005634
4152773;1;1;1;10;1;1;7;1955;61;1;3;1; ; ;1;1;25700;2;1;2; ;3;2; ; ;2;2;09;05;3361,01597380834
4152773;1;2;1;10;2;2;7;1957;59;2;3;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;09;05;3361,01597380834
4152774;1;1;1;10;1;1;6;1941;75;1;3;1; ; ;1;3;86000;2;1;2; ;3;2; ; ;2;2;09;05;3361,01597380834
4152774;1;2;1;10;2;2;4;1948;68;2;3;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;09;05;3361,01597380834
4152775;1;1;1;10;1;1;6;1983;33;1;2;1; ; ;1;1;27560;2;1;2; ;3;5; ; ;2;5;09;05;6040,66993065584
4152775;1;2;1;10;2;2;5;1993;23;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;05;6040,66993065584
4152775;1;3;1;10;1;2;7;2015;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;09;05;6040,66993065584
4152776;1;1;1;10;2;1;9;1980;36;1;3;1; ; ;1;1;27500;2;1;2; ;3;5; ; ;2;5;09;05;3495,16935449939
4152776;1;2;1;10;2;2;11;1982;33;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;05;3495,16935449939
4152776;1;3;1;10;2;1;9;2010;6;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;2;0;09;05;3495,16935449939
4152777;1;1;1;10;1;1;4;1976;40;1;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;09;05;4237,42042976969
4152777;1;2;1;10;1;2;3;1980;36;2;2;1; ; ;1;1;27500;2;1;2; ;4;8; ; ;2;8;09;05;4237,42042976969
4152777;1;3;1;10;3;2;6;2005;11;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ; ;2;4;09;05;4237,42042976969
4152777;1;4;1;10;1;1;1;2008;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;2;09;05;4237,42042976969
4152777;1;5;1;10;1;1;12;2010;5;3; ;1; ; ;1;5; ;2;1;1;1;2;0; ; ;2;0;09;05;4237,42042976969
4152778;1;1;1;10;1;2;1;1994;22;1;6;1; ; ;3; ; ;2;1;1;2;5;11;2; ;2;11;09;05;3811,3924314871
4152779;1;1;1;10;1;1;12;1991;24;1;2;1; ; ;1;1;25700;2;1;2; ;5;11;2; ;2;11;09;05;3978,26922832781
4152779;1;2;1;10;2;2;10;1995;20;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;05;3978,26922832781
4152780;1;1;1;10;1;1;11;1933;82;1;3;1; ; ;1;2;98;2;1;2; ;3;5; ; ;2;5;09;05;3457,24812661145
4152780;1;2;1;10;2;2;4;1930;86;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;09;05;3457,24812661145
4152780;1;3;1;10;3;1;5;1964;52;3;6;1; ; ;1;5; ;2;1;2; ;6;3;3; ;2;14;09;05;3457,24812661145
4152780;1;4;1;10;4;2;11;1935;80;5;5;1; ; ;1;2;390000;2;1;2; ;3;5; ; ;2;5;09;05;3457,24812661145
4152781;1;1;1;10;1;2;5;1957;59;1;4;1; ; ;1;5; ;2;1;2; ;4;9; ; ;2;9;09;05;2394,89174879994
4152781;1;2;1;10;2;2;5;1979;37;3;6;1; ; ;1;3;80500;2;1;2; ;6;3;3; ;2;14;09;05;2394,89174879994
4152782;1;1;1;10;1;1;7;1965;51;1;3;1; ; ;1;3;85000;2;1;2; ;4;7; ; ;2;7;09;05;2661,07215270991
4152782;1;2;1;10;2;2;10;1972;43;2;3;1; ; ;1;1;25700;2;1;2; ;5;11;2; ;2;11;09;05;2661,07215270991
4152782;1;3;1;10;3;2;9;1996;20;3;6;1; ; ;1;5; ;2;1;1;2;6;2;2;2;2;13;09;05;2661,07215270991
4152782;1;4;1;10;4;2;8;2001;15;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ; ;2;8;09;05;2661,07215270991
4152783;1;1;1;10;1;2;1;1949;67;1;3;1; ; ;1;2;84000;2;1;2; ;3;5; ; ;2;5;09;05;3726,41830593368
4152784;1;1;1;10;1;1;12;1993;22;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;09;05;4008,8846038342
4152785;1;1;1;10;1;1;7;1986;30;1;2;1; ; ;1;1;98;2;1;2; ;5;11;2; ;2;11;09;05;5512,6251998052
4152785;1;2;1;10;2;2;7;1989;27;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;09;05;5512,6251998052
4152785;1;3;1;10;2;2;11;2008;7;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;2;1;09;05;5512,6251998052
4152785;1;4;1;10;2;1;7;2016;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;09;05;5512,6251998052
4152786;1;1;1;10;1;1;6;1960;56;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;05;3361,01597380834
4152786;1;2;1;10;2;2;4;1960;56;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;05;3361,01597380834
4152787;1;1;1;10;2;1;10;1961;54;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;09;05;1921,00390349675
4152787;1;2;1;10;2;2;6;1969;47;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;05;1921,00390349675
4152787;1;3;1;10;2;1;5;1987;29;3;4;1; ; ;3; ; ;1;1;2; ;4;7; ; ;2;7;09;05;1921,00390349675
4152787;1;4;1;10;2;2;6;1990;26;3;6;1; ; ;1;1;98;2;1;2; ;6;2;3; ;2;13;09;05;1921,00390349675
4152787;1;5;1;10;2;2;4;1993;23;3;6;1; ; ;1;1;98;2;1;2; ;5;11;2; ;2;11;09;05;1921,00390349675
4152787;1;6;1;10;2;1;12;1995;20;3;6;1; ; ;1;1;27500;2;1;2; ;4;7; ; ;2;7;09;05;1921,00390349675
4152788;1;1;1;10;1;1;3;1941;75;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;05;3361,01597380834
4152788;1;2;1;10;2;2;2;1944;72;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;05;3361,01597380834
4152789;1;1;1;10;1;1;6;1961;55;1;3;1; ; ;1;5; ;2;1;2; ;3;4; ; ;2;4;09;05;2356,90057159736
4152789;1;2;1;10;2;2;9;1966;50;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;09;05;2356,90057159736
4152789;1;3;1;10;3;1;10;1986;29;3;6;1; ; ;1;1;27560;2;1;2; ;5;11;2; ;2;11;09;05;2356,90057159736
4152790;1;1;1;10;1;1;2;1978;38;1;2;1; ; ;1;1;27500;2;1;2; ;5;11;2; ;2;11;09;05;4023,21408535004
4152790;1;2;1;10;2;2;12;1993;22;2;2;1; ; ;1;5; ;2;1;2; ;6;2;3; ;2;13;09;05;4023,21408535004
4152791;1;1;1;10;1;1;9;1950;66;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;09;05;3476,60547486817
4152795;1;1;1;10;1;1;9;1973;43;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;09;66;1750,29601057801
4152795;1;2;1;10;2;2;6;1980;36;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;09;66;1750,29601057801
4152795;1;3;1;10;3;1;8;2000;16;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;09;66;1750,29601057801
