DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6006;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;MES;DPTO;fex_c_2011
4139201;1;4;3;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;1;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;09;05;1078,50056407949
4139202;1;4;2;1;1;1;1;1;3;1; ; ;160000000;1000000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;1;2;1;3; ;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1933,93174306192
4139203;1;6;1;1;1;1;1;1;3;1; ; ;80000000;800000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1016,75726744303
4139204;1;4;2;1;1;1;1;1;3;2; ;515000;100000000;500000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;09;05;1113,92681723575
4139205;1;1;1;1;1;1;1;2;4;3; ; ; ; ;328000;2;1;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1065,06839926245
4139206;1;3;2;1;1;1;1;1;3;1; ; ;98;700000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;978,510201854464
4139207;1;3;2;1;1;1;1;3;3;3; ; ; ; ;720000;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1301,77954711318
4139208;1;4;3;1;1;1;1;1;3;1; ; ;50000000;200000; ;1;2;2;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;09;05;892,290507521949
4139209;1;3;2;1;1;1;1;1;3;1; ; ;65000000;380000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;09;05;1104,41342309002
4139210;1;5;3;1;1;1;1;1;3;4; ; ; ;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1042,52702476934
4139211;1;4;1;1;1;1;1;1;1;3; ; ; ; ;400000;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1078,64366576372
4139212;1;4;2;1;1;1;1;1;3;1; ; ;85000000;650000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1885,07332508862
4139213;1;4;3;1;1;1;1;1;1;1; ; ;150000000;800000; ;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;1;1;2;1;4; ;4;2; ;1;2;1;4;1;4;2;1;1;2;1;1;01;05;09;05;2179,18704244785
4139214;1;3;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;09;05;954,080992867812
4139216;1;4;2;1;1;1;1;1;3;3; ; ; ; ;720000;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2; ;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;2309,63720281678
4139217;1;3;1;1;1;1;1;1;3;4; ; ; ;200000; ;2;2;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;09;05;907,415686665047
4139218;1;3;3;1;1;1;1;1;4;1; ; ;15000000;250000; ;2;1;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;5; ;7;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;05;09;05;1215,51266407126
4139219;1;3;2;1;1;1;1;1;3;1; ; ;30000000;200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;05;09;05;1029,64214610618
4139220;1;3;2;1;1;1;1;1;3;1; ; ;70000000;500000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;09;05;954,080992867812
4139221;1;3;2;1;1;1;1;1;3;2; ;550000;98;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;966,965871530962
4139222;1;8;3;1;1;1;1;1;3;4; ; ; ;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;05;09;05;1277,89762428042
4139223;1;3;2;1;1;1;1;1;3;1; ; ;60000000;400000; ;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;09;05;954,080992867812
4139224;1;3;1;1;1;1;1;3;3;2; ;600000;110000000;720000; ;2;2;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;1076,61272958595
4139225;1;3;1;1;1;1;1;1;3;3; ; ; ; ;650000;2;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;1065,06839926245
4139226;1;3;2;1;1;1;1;1;3;1; ; ;80000000;400000; ;1;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;3;1;3;1;1;1;2;1;1;01;05;09;05;1016,75726744303
4139227;1;4;1;1;1;1;1;1;3;1; ; ;97000000;600000; ;1;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1288,89466845003
4139229;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1054,37663236984
4139230;1;4;3;1;1;1;1;1;1;4; ; ; ;150000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3; ;7;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;09;05;959,804612451781
4139231;1;4;2;1;1;1;1;1;3;1; ; ;135000000;600000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;1;1;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;1019,25565649057
4139232;1;4;2;1;1;1;1;1;3;4; ; ; ;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;2059,28429221237
4139233;1;5;1;1;1;1;1;1;3;1; ; ;120000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;2157,28733152745
4139234;1;3;2;1;1;1;1;1;3;1; ; ;40000000;400000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1076,70864256078
4139235;1;4;2;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;09;05;954,966782097171
4139236;1;3;2;1;1;1;1;1;3;1; ; ;80000000;550000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;954,080992867812
4139237;1;3;2;1;1;1;1;1;3;3; ; ; ; ;330000;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;2;2;2;1;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;05;09;05;1119,69762552913
4139238;1;4;3;1;1;1;1;1;3;3; ; ; ; ;750000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1266,35329395692
4139239;1;1;1;1;1;1;1;1;1;3; ; ; ; ;350000;1;2;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1076,61272958595
4139240;1;3;2;1;1;1;1;1;4;4; ; ; ;500000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1; ;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1178,19857642146
4139241;1;3;2;1;1;1;1;1;4;4; ; ; ;250000; ;1;1;1;1;1;1;2;2;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;09;05;844,434134812825
4139243;1;3;1;1;1;1;1;1;3;1; ; ;70000000;500000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;1;1;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1089,4976082491
4139245;1;4;3;1;1;1;1;4;3;3; ; ; ; ;650000;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;979,395991083824
4139246;1;3;1;1;1;1;1;1;3;4; ; ; ;450000; ;1;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1016,75726744303
4139247;1;3;2;1;1;1;1;1;3;2; ;480000;100000000;600000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;1301,77954711318
4139248;1;3;1;1;1;1;1;3;3;2; ;700000;100000000;700000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;1089,4976082491
4139249;1;4;3;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;2332,72586346379
4139250;1;4;2;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;09;05;1054,37663236984
4139251;1;6;3;1;2;1;1;1;3;1; ; ;180000000;800000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;1;2;2;1;6; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1153,27184106333
4139251;2;1;1;1;2;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;1;2;2;1;2; ;2;2; ;2;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1153,27184106333
4139252;1;5;4;1;1;1;1;1;4;4; ; ; ;250000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;5; ;11;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;09;05;789,973255085595
4139253;1;3;2;1;1;1;1;1;4;4; ; ; ;250000; ;1;1;1;1;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;09;05;1179,24781039504
4139254;1;4;2;1;1;1;1;1;3;3; ; ; ; ;580000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1027,70712290324
4139255;1;2;1;1;1;1;1;1;4;1; ; ;98;200000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;09;05;907,415686665047
4139257;1;3;1;1;1;1;1;3;3;3; ; ; ; ;800000;2;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1089,4976082491
4139258;1;3;1;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;1;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;942,53666254431
4139260;1;4;2;1;2;1;1;1;3;3; ; ; ; ;640000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1127,80736101403
4139260;2;1;1;1;2;1;1;1;3;3; ; ; ; ;230000;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;2;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1127,80736101403
4139261;1;4;2;1;1;1;1;1;3;2; ;1000000;200000000;600000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;941,487428570722
4139262;1;2;2;1;1;1;1;1;3;4; ; ; ;350000; ;2;2;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;1;2;2;2;1;3; ;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;808,263924959975
4139264;1;5;4;1;1;1;1;1;3;3; ; ; ; ;640000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;3; ;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;896,418642495437
4139265;1;4;3;1;1;1;1;1;1;3; ; ; ; ;650000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;1;2;1;4; ;5;2; ;1;2;1;4;1;4;2;1;1;2;1;1;01;05;09;05;2356,39715284291
4139266;1;4;2;1;1;1;1;1;3;3; ; ; ; ;750000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;2108,75326473967
4139267;1;4;1;1;1;1;1;1;3;3; ; ; ; ;750000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;2178,9952164982
4139268;1;4;1;1;1;1;1;1;3;2; ;300000;136000000;800000; ;1;2;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;2178,9952164982
4139270;1;3;1;1;1;1;1;1;3;1; ; ;110000000;600000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;1076,61272958595
4139271;1;2;1;1;1;1;1;3;1;1; ; ;98;200000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;4;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;05;09;05;857,169531642687
4139272;1;5;3;1;1;1;1;1;3;1; ; ;40000000;350000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;2;2;1;6; ;7;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;09;05;1388,64244057441
4139273;1;3;2;1;1;1;1;1;4;3; ; ; ; ;280000;2;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;09;05;1301,77954711318
4139274;1;3;2;1;1;1;1;2;3;3; ; ; ; ;350000;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;1105,71759333444
4139274;2;1;1;1;1;1;1;2;3;3; ; ; ; ;180000;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;2;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;1105,71759333444
4139275;1;4;3;1;1;1;1;1;3;1; ; ;99;600000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;1;2;1;3; ;4;2; ;1;1;1;4;1;5;1;1;1;2;1;1;01;05;09;05;1115,95775341353
4139276;1;3;2;1;1;1;1;1;3;3; ; ; ; ;370000;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;09;05;1101,0419385726
4139277;1;4;2;1;1;1;1;1;4;1; ; ;60000000;300000; ;1;1;2;2;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;05;09;05;1077,9532779256
4139278;1;3;2;1;1;1;1;1;4;1; ; ;4000000;300000; ;1;1;2;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;5;2; ;1;1;5;2;1;1;2;1;1;2;1;1;01;05;09;05;1009,59600836385
4139279;1;2;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;09;05;1019,25565649057
4139280;1;5;4;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;2;1;2;2;1;3; ;7;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;946,468126975103
4139281;1;3;2;1;1;1;1;1;4;4; ; ; ;300000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1; ;4;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;09;05;857,169531642687
4139282;1;4;2;1;1;1;1;1;3;4; ; ; ;300000; ;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;05;09;05;1078,64366576372
4139283;1;4;2;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;09;05;1006,06550055042
