DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4139528;1;6;1;70;08;16;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;87;87;28;1;2;2899;09;08;573,641022377879
4139530;1;3;1;70;08;8;40;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;80;1;1;8011;09;08;588,206037396614
4139532;1;4;1;70;08;3;3;1; ;2;3;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;83;95;45;1;1;4521;09;08;566,686697971815
4139532;1;5;1;70;08;8;48;1; ;2;12;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;85;85;45;1;1;4521;09;08;566,686697971815
4139534;1;2;1;70;08;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;09;08;542,126360086851
4139535;1;3;1;70;08;8;48;1; ;2;8;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;83;58;75;1;1;7522;09;08;489,706656427607
4139535;1;4;1;70;08;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;09;08;489,706656427607
4139544;1;4;1;70;08;6;48;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;03;53;55;1;1;5529;09;08;494,63634358591
4139549;1;3;1;70;08;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;09;08;315,879499293602
4139549;1;5;1;70;08;10;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;85;1;1;8511;09;08;315,879499293602
4139557;1;4;1;70;08;48;48;1; ;2;4;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;95;1;2;9500;09;08;452,643754717969
4139567;1;1;1;70;08;4;48;1; ;2;4;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;62;59;92;1;1;9241;09;08;633,056272051333
4139567;1;7;1;70;08;16;40;1; ;2;32;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;13;32;55;1;2;5511;09;08;633,056272051333
4139578;1;5;1;70;08;12;48;1; ;2;12;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;85;1;1;8512;09;08;423,153729674701
4139584;1;2;1;70;08;10;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;08;470,140080555711
4139591;1;1;1;70;08;12;48;1; ;2;12;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;98;59;16;1;1;1600;09;08;607,48060132643
4139592;1;4;1;70;08;6;48;1; ;2;8;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;53;54;95;1;1;9500;09;08;431,386664275876
4139593;1;2;1;70;08;12;48;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;45;97;52;1;1;5211;09;08;559,933834926087
4139597;1;2;1;70;11;12;60;1; ;2;16;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;84;84;50;1;1;5020;09;11;2543,06192260209
4139600;1;2;1;70;11;2;48;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;32;45;55;1;1;5530;09;11;2536,15669120035
4139605;1;1;1;70;11;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;95;95;70;1;1;7010;09;11;1906,98759700761
4139605;1;7;1;70;11;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;689464;95;95;70;1;1;7010;09;11;1906,98759700761
4139607;1;2;1;70;11;6;48;3; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;55;55;1;1;5529;09;11;2241,13689618682
4139613;1;1;1;70;11;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;09;11;2757,53001816483
4139614;1;1;1;70;11;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;39;39;36;1;1;3613;09;11;2840,50535158105
4139617;1;3;1;70;11;4;48;1; ;2;16;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;58;75;1;1;7524;09;11;2579,62498197493
4139619;1;2;1;70;11;32;48;1; ;2;288;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5219;09;11;2512,83589861174
4139624;1;1;1;70;11;4;48;1; ;2;12;4; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;87;87;28;1;1;2811;09;11;2058,39714311839
4139625;1;2;1;70;11;32;48;1; ;2;32;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5529;09;11;2811,22415061516
4139645;1;2;1;70;11;40;48;1; ;2;40;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;92;77;15;1;2;1589;09;11;2536,15669120035
4139663;1;2;1;70;11;2;48;1; ;2;2;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;95;58;75;1;1;7522;09;11;2923,60416165422
4139668;1;2;1;70;11;4;48;1; ;2;180;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;15;1;1;1530;09;11;2591,2957503373
4139679;1;1;1;70;11;98;48;4; ;2;98;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;41;62;01;1;2;0112;09;11;2615,71872686167
4139681;1;3;1;70;11;6;48;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;09;11;2722,28840882166
4139682;1;1;1;70;11;52;48;1; ;2;52;4; ;6;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;21;21;22;1;2;2211;09;11;1945,01491723754
4139690;1;2;1;70;11;4;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;18;18;92;1;1;9241;09;11;2650,96033620484
4139697;1;3;1;70;11;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;21;39;72;1;2;7250;09;11;2245,99512062834
4139708;1;2;1;70;11;16;48;1; ;2;16;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;21;08;65;1;2;6512;09;11;2876,69178394867
4139710;1;2;1;70;11;52;48;1; ;2;80;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;15;16;80;1;2;8050;09;11;2916,69893025247
4139718;1;2;1;70;11;13;48;1; ;2;13;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;80;1;1;8050;09;11;2876,69178394867
4139722;1;4;1;70;11;3;48;2; ;2;6;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;58;93;45;1;1;4521;09;11;2812,66907730179
4139725;1;2;1;70;11;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;44;45;15;1;1;1594;09;11;2948,02713817858
4139739;1;2;1;70;11;40;48;1; ;2;40;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;37;37;52;1;2;5246;09;11;2200,04831008341
4139739;1;3;1;70;11;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;09;11;2200,04831008341
4139741;1;3;1;70;11;52;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;03;03;45;1;2;4542;09;11;3476,91237488647
4139775;1;2;1;70;11;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;09;11;2868,46510251726
4139787;1;2;1;70;11;1;5;4; ;2;24;6; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;41;59;85;1;1;8512;09;11;2270,41809715271
4139819;1;1;1;70;11;30;40;1; ;2;30;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5521;09;11;2349,12799727045
4139848;1;3;1;70;13;16;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;09;13;386,934447796086
4139874;1;4;1;70;13;8;48;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;13;309,926370410386
4139876;1;1;1;70;13;1;48;1; ;2;1;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;1400000;32;32;85;1;1;8512;09;13;334,262723074635
4139887;1;3;1;70;13;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;06; ; ;1;2; ;09;13;339,721377189947
4139904;1;1;1;70;13;4;48;1; ;2;26;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;45;52;1;1;5234;09;13;370,726008760108
4139907;1;3;1;70;13;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;52;1;2;5211;09;13;326,571891609973
4139912;1;5;1;70;13;28;48;3; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;57;93;1;2;9309;09;13;324,340927668208
4139913;1;4;1;70;13;26;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;85; ; ;1;2; ;09;13;383,716765795474
4139919;1;3;1;70;13;8;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;58;41;52;1;1;5229;09;13;310,511527855729
4139920;1;5;1;70;13;8;48;1; ;2;32;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;53;55;1;1;5529;09;13;305,623488905739
4139921;1;1;1;70;13;32;40;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;09;13;368,284322591325
4139925;1;1;1;70;13;24;40;1; ;2;24;1; ;7;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;53;53;74;1;2;7499;09;13;378,646141876008
4139930;1;2;1;70;13;8;40;4; ;2;8;1; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;95;97;60;1;1;6042;09;13;411,527365360191
4139935;1;4;1;70;13;12;40;1; ;2;12;1; ;3;2;8; ; ; ; ; ; ; ;1; ; ; ;2; ;32;32;52;1;1;5241;09;13;382,759848741367
4139938;1;2;1;70;13;26;48;1; ;2;26;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5225;09;13;364,268452081214
4139956;1;3;1;70;13;16;48;1; ;2;54;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;37;97;63;1;2;6310;09;13;417,156287434906
4139957;1;1;1;70;13;52;48;1; ;2;52;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;85;1;2;8511;09;13;374,870161720146
4139964;1;3;1;70;13;26;48;1; ;2;26;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5233;09;13;315,25674207577
4139965;1;3;1;70;13;16;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;55;1;2;5511;09;13;327,611248441169
4139971;1;2;1;70;13;8;48;1; ;2;96;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;40;1;1;4010;09;13;394,233726820178
4139975;1;1;1;70;13;24;40;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;54;54;95;1;2;9500;09;13;373,032616379451
4140157;1;5;1;70;17;56;40;1; ;2;56;1; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;32;70;28;1;2;2899;09;17;157,750192989265
4140158;1;4;1;70;17;32;48;1; ;2;31;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;03;38;64;1;2;6422;09;17;229,800071675579
4140160;1;2;1;70;17;12;40;1; ;2;12;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;33;40;52;1;1;5234;09;17;161,449695394896
4140164;1;3;1;70;17;2;48;1; ;2;36;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;1;8043;09;17;159,937306385272
4140178;1;2;1;70;17;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;95;1;1;9500;09;17;151,515359403492
4140188;1;1;1;70;17;12;40;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5521;09;17;162,315218471739
4140191;1;5;1;70;17;52;60;1; ;2;54;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;58;45;52;1;2;5262;09;17;133,934824264314
4140201;1;1;1;70;17;50;48;2; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;05;05;74;1;2;7421;09;17;164,243988541826
4140216;1;2;1;70;17;150;47;2; ;2;100;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;39;34;75;1;2;7512;09;17;124,806520968863
4140237;1;2;1;70;17;12;40;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;53;55;1;1;5521;09;17;181,087882505386
4140242;1;4;1;70;17;149;48;1; ;2;48;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;33;97;52;1;2;5211;09;17;125,672044045705
4140253;1;1;1;70;17;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;02;97;34;1;1;3430;09;17;164,243988541826
4140261;1;1;1;70;17;16;48;1; ;2;150;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5234;09;17;239,44574036172
4140263;1;3;1;70;17;8;48;1; ;2;12;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;57;57;93;1;1;9302;09;17;173,752042333323
