DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4155064;1;2;1;70;2;1;48;3; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;95;1;1;9500;09;41;1298,89746100461
4155065;1;1;1;70;2;4;40;4; ;2;250;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;77;80;1;1;8044;09;41;917,347169568868
4155070;1;2;1;70;2;48;48;2; ;2;48;2; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;75;1;2;7513;09;41;564,289916174069
4155078;1;2;1;70;2;99;48;1; ;2;99;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;63;59;85;1;2;8512;09;41;873,466250868292
4155109;1;1;1;70;2;4;48;4; ;2;4;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;100000;62;62;01;1;1;0140;09;52;2725,09342305812
4155117;1;5;1;70;2;13;40;4; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;61;61;01;1;1;0140;09;52;2880,84419099322
4155119;1;1;1;70;2;8;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;61;61;01;1;1;0140;09;52;2858,23142982707
4155137;1;2;1;70;2;8;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;62;61;01;1;1;0111;09;52;2401,50907915064
4155139;1;2;1;70;2;26;40;4; ;2;26;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;97;52;1;2;5211;09;52;3087,38075127889
4155148;1;2;1;70;2;8;44;2; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;61;01;1;1;0111;09;52;2401,50907915064
4155152;1;2;1;70;2;7;35;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;61;61;01;1;1;0111;09;52;2650,86958866978
4155156;1;3;1;70;2;4;35;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;61;61;01;1;1;0140;09;52;1234,57343259885
4155157;1;1;1;70;2;4;30;4; ;2;4;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;1;300000;61;61;01;1;1;0140;09;52;2644,28354032851
4156013;1;1;1;70;2;4;50;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;09;54;534,61390346706
4156369;1;2;1;70;2;24;40;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;33;52;1;2;5211;09;13;1077,36166051058
4156458;1;1;1;70;2;1;48;8; ;2;1;8; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;1;100000;62;62;01;1;1;0111;09;05;2797,33357404422
4156579;1;2;1;70;2;52;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;09;19;2158,30897616922
4156624;1;3;1;70;2;12;40;2; ;2;12;2; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;85;1;1;8511;09;19;1789,19854484487
4156646;1;3;1;70;2;8;40;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;19;2513,85741002472
4157841;1;4;1;70;2;22;40;1; ;2;22;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;77;55;1;2;5529;09;20;2770,21330452298
4157855;1;3;1;70;2;8;48;4; ;2;8;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;61;61;01;1;1;0118;09;20;3129,59112583389
4157872;1;2;1;70;2;2;48;4; ;2;3;4; ;2;2;7; ; ; ; ;1; ; ; ; ; ; ;1;400000;95;95;45;1;1;4522;09;20;1671,01069011861
4157885;1;2;1;70;2;8;48;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;20;1598,06776943578
4157935;1;4;1;70;2;4;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;09;27;1738,15926492489
4157936;1;1;1;70;2;8;40;4; ;2;8;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4522;09;27;1991,58651945288
4157936;1;2;1;70;2;9;40;4; ;2;66;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;74;1;1;7493;09;27;1991,58651945288
4157937;1;2;1;70;2;2;48;4; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;74;1;1;7493;09;27;1857,12884223148
4158080;1;1;1;70;2;4;40;4; ;2;4;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;71;71;13;1;1;1320;09;27;2084,23637074053
4158081;1;5;1;70;2;4;40;3; ;2;4;4; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;1;600000;54;53;13;1;1;1320;09;27;1938,58813349132
4158083;1;1;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;09;27;978,738996825814
4158237;1;3;1;70;2;8;44;1; ;2;8;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;19;19;75;1;1;7512;09;44;533,098124114646
4158237;1;4;1;70;2;3;35;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;09;44;533,098124114646
4158239;1;2;1;70;2;48;40;3; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;09;44;836,046628662441
4158245;1;2;1;70;2;20;40;1; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;77;55;1;2;5529;09;44;669,184803776284
4158263;1;1;1;70;2;2;40;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;370000;95;99;50;1;1;5020;09;44;1156,85746503262
4158284;1;2;1;70;2;4;48;1; ;2;96;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5529;09;44;952,64740968827
4158293;1;2;1;70;2;1;70;4; ;2;1;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;150000;98;98;60;1;1;6031;09;44;991,625597563152
4158296;1;1;1;70;2;4;48;4; ;2;4;4; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;1;360000;95;95;45;1;1;4521;09;44;893,368701605991
4158346;1;4;1;70;2;3;40;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;85;1;1;8532;09;44;757,608699666396
4158381;1;1;1;70;2;8;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;09;44;999,443663943317
4158497;1;1;1;70;2;4;50;8; ;2;4;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;53;53;01;1;1;0115;09;47;4228,5278180632
4158559;1;2;1;70;2;4;48;1; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;32;54;95;1;1;9500;09;47;4281,9338156003
4158559;1;5;1;70;2;4;40;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;45;52;1;1;5262;09;47;4281,9338156003
4158654;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;09;05;863,282574905254
4158656;2;1;2;70;2;4;48;3; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;54;54;74;1;1;7493;09;05;616,107619784777
4158676;1;1;1;70;2;40;48;1; ;2;40;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;91;1;2;9192;09;68;530,540789747688
4158677;1;3;1;70;2;12;48;1; ;2;12;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;44;32;91;1;1;9191;09;68;377,769932850389
4158681;1;1;1;70;2;4;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;58;58;11;1;1;1110;09;68;556,617744338629
4158684;1;2;1;70;2;4;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;03;03;11;1;1;1120;09;68;1024,90053621431
4158687;1;4;1;70;2;12;60;1; ;2;12;1; ;8;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;97;97;60;1;1;6042;09;68;991,158835886357
4158843;1;1;1;70;2;1;42;1; ;2;260;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;99;79;36;1;1;3614;09;76;3570,78775098187
4158844;1;2;1;70;2;2;48;1; ;2;2;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;689455;97;97;15;1;1;1581;09;76;2710,18527579288
4158848;1;2;1;70;2;2;42;3; ;2;76;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;76;3839,31693161798
4158865;1;1;1;70;2;52;40;4; ;2;24;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5239;09;76;3690,76953302967
4158929;1;2;1;70;2;4;21;4; ;2;8;3; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;62;54;95;1;1;9500;09;76;1577,21837809432
4158931;1;6;1;70;2;3;48;1; ;2;52;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;97;97;52;1;1;5241;09;76;2140,03796971678
4158934;1;2;1;70;2;16;48;3; ;2;156;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;25000;54;54;95;1;2;9500;09;76;2135,79770437622
4158970;1;6;1;70;2;52;48;1; ;2;8;8; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;62;01;1;2;0119;09;76;2123,89221588851
4158974;1;2;1;70;2;36;48;4; ;2;36;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;80;80;19;1;2;1921;09;76;1937,85396457919
4158977;1;5;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;09;76;2016,79646104915
4159058;1;4;1;70;2;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;95;95;45;1;1;4521;09;15;589,508943776855
4159212;1;3;1;70;2;32;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;09;19;613,564861334043
4159230;1;3;1;70;2;4;48;3; ;2;500;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;19;1110,44818208441
4159278;1;2;1;70;2;36;48;1; ;2;50;2; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;59;75;1;2;7512;09;19;691,3234584404
4161012;1;3;1;70;2;20;48;1; ;2;20;2; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;39;58;75;1;2;7522;09;23;1934,64200119629
4161025;1;4;1;70;2;28;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;09;23;2439,68844354277
4161036;1;5;1;70;2;12;40;3; ;2;204;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;23;1420,85441214249
4161117;1;1;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;09;23;1690,83268643189
4161119;1;4;1;70;2;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;09;23;1349,09949047723
4161120;1;2;1;70;2;23;48;8; ;2;23;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;62;62;01;1;2;0121;09;23;1184,98158664875
4161120;1;3;1;70;2;28;48;3; ;2;28;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;09;23;1184,98158664875
4161121;1;1;1;70;2;2;40;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;95;95;45;1;1;4521;09;23;1026,11707498316
4161121;1;3;1;70;2;6;48;1; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;54;95;1;1;9500;09;23;1026,11707498316
4161121;1;5;1;70;2;24;48;3; ;2;24;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;09;23;1026,11707498316
4161132;1;2;1;70;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;2; ;09;23;1759,04636820147
4161134;1;4;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;09;23;1500,09473698877
4161137;1;5;1;70;2;38;48;1; ;2;40;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5211;09;23;1570,90514545399
4161141;1;2;1;70;2;26;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;09;23;1739,24005569472
4161143;1;2;1;70;2;24;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;09;23;1779,80702703169
4161380;1;2;1;70;2;36;48;3; ;2;4;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;320000;54;62;01;1;2;0123;09;25;2604,78920501725
4161453;1;4;1;70;2;8;48;1; ;2;52;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;59;95;1;1;9500;09;25;1327,17833436512
4161456;1;2;1;70;2;16;48;1; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;58;92;1;2;9249;09;25;1976,63720557789
4161465;1;1;1;70;2;48;48;4; ;2;12;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;61;62;01;1;2;0121;09;25;1327,17833436512
4161600;1;5;1;70;2;3;35;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;61;61;01;1;1;0140;09;50;1310,66291655707
4161612;1;2;1;70;2;52;50;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5234;09;50;1115,29044300046
4161618;1;1;1;70;2;52;50;3; ;2;310;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;53;55;1;2;5521;09;50;499,336549730156
4161681;1;3;1;70;2;8;40;1; ;2;3;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;300000;95;95;45;1;1;4521;09;50;476,759827433805
4161686;1;1;1;70;2;20;40;1; ;2;10;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5529;09;50;1098,68289424874
4161692;1;5;1;70;2;4;40;3; ;2;240;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;09;50;1565,71481687005
4161692;1;6;1;70;2;4;40;1; ;2;4;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;1;600000;95;95;45;1;1;4521;09;50;1565,71481687005
4161693;1;2;1;70;2;4;40;3; ;2;1;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;6000;54;45;52;1;1;5262;09;50;1431,65493125558
4161694;1;3;1;70;2;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;45;52;1;1;5211;09;50;476,759827433805
4161789;1;3;1;70;2;2;48;1; ;2;20;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;58;52;1;1;5241;09;25;1477,62961748679
