DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4933749;1;2;1;70;2;1;40;4; ;2;8;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;32;80;1;1;06;8060;76;3567,90986259439
4934807;1;2;1;70;2;24;40;3; ;2;96;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;59;95;1;2;06;9500;15;3685,82191743466
4934877;1;3;1;70;2;30;48;1; ;2;35;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828100;2; ;45;45;52;1;2;06;5211;15;1233,33369049985
4936196;1;2;1;70;2;52;48;1; ;2;30;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;32;39;75;1;2;06;7512;23;4760,57562050476
4936200;1;2;1;70;2;8;44;3; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;06;9500;23;5425,62202490281
4936201;1;4;1;70;2;4;24;4; ;2;26;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;61;61;01;1;1;06;0118;23;8264,92460214922
4936211;1;2;1;70;2;12;24;4; ;2;12;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;100000;2; ;61;61;01;1;1;06;0123;23;4401,02078026901
4936228;1;3;1;70;2;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ;59; ; ;1;1;06; ;50;673,185122246333
4936232;1;4;1;70;2;4;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;02;02;74;1;1;06;7414;50;667,053331342071
4939448;1;3;1;70;2;4;20;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;240000; ; ;45; ; ;1;1;06; ;63;6888,26625746922
