DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4184304;1;2;1;70;05;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;39;39;74;1;1;7499;11;05;1107,55293529733
4184312;1;3;1;70;05;52;48;1; ;2;58;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;99;81;36;1;2;3611;11;05;798,286311165165
4184345;1;1;1;70;05;4;48;1; ;2;250;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;80;1;1;8050;11;05;1259,8932835458
4184345;1;2;1;70;05;150;24;4; ;2;150;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;85;1;2;8532;11;05;1259,8932835458
4184368;1;3;1;70;05;4;60;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;97;97;17;1;1;1720;11;05;1071,71509327579
4184376;1;1;1;70;05;60;48;1; ;2;60;1; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;21;19;66;1;2;6601;11;05;924,568513871268
4184424;1;1;1;70;13;26;48;1; ;2;26;1; ;9;2;7; ; ; ; ; ; ; ;1; ; ; ;2; ;39;39;80;1;2;8042;11;13;326,358474899322
4184544;1;2;1;70;17;4;48;1; ;2;12;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;97;97;24;1;1;2424;11;17;181,046532614413
4184557;1;1;1;70;17;4;48;1; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;53;54;95;1;1;9500;11;17;248,073943396239
4184572;1;2;1;70;17;4;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;97;52;1;1;5211;11;17;198,314206000436
