DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;clase;MES;DSI;DSCY;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1;OFICIO2;DPTO;fex_c_2011
5163103;1;3;1;70;24;40;1; ;2;72;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;2;5611;56;79;53;19;908,696780722301
5163103;1;4;1;70;16;40;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;877803;2; ;2;03;1;2;4771;47;03;45;19;908,696780722301
5163106;1;2;1;70;5;30;1; ;2;5;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;03;1;1;2229;22;55;55;19;908,696780722301
5163224;1;4;1;70;18;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;950000; ; ;2;03;1;2;.; ;59; ;27;2237,92215324756
5163232;1;2;1;70;18;40;1; ;2;21;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;03;1;2;8530;85;53;53;27;2597,88567767184
5163257;1;2;1;70;12;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;2;03;1;1;.; ;13; ;27;2586,25793231578
5163290;1;2;1;70;7;40;1; ;2;17;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;2;03;1;1;8890;88;13;13;27;649,47141941796
5163317;1;2;1;70;6;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;850000; ; ;2;03;1;1;.; ;59; ;27;649,47141941796
5163332;1;1;1;70;6;40;1; ;2;24;4; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;03;1;1;8890;88;19;19;27;2683,61629333102
5163333;1;1;1;70;6;40;2; ;2;20;2; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;03;1;1;8530;85;13;13;27;9347,70328574794
5163349;1;2;1;70;8;48;8; ;2;8;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;1;0123;01;62;62;66;606,997635396567
5163349;1;5;1;70;2;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;1;4719;47;95;45;66;606,997635396567
5163354;1;4;1;70;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ;2;03;1;1;.; ;39; ;66;606,997635396567
5163374;1;6;1;70;6;50;1; ;2;6;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;5630;56;33;53;66;606,997635396567
5163377;1;4;1;70;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;2;03;1;2;1410;14;19;19;66;1227,4011655462
5163378;1;5;1;70;3;48;1; ;2;3;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;1;5611;56;53;53;66;1695,62868458911
5163473;1;2;1;70;8;50;1; ;2;10;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;1;4771;47;45;45;66;428,349722882821
5163478;1;2;1;70;30;50;1; ;2;30;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;2;03;1;2;8412;84;02;02;66;298,094178121598
5163482;1;2;1;70;2;48;1; ;2;3;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;03;1;1;9602;96;57;57;66;541,667357999792
5163518;1;2;1;70;10;48;1; ;2;12;1; ;5;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;1;2;03;1;1;8530;85;13;13;66;343,4828104852
5163534;1;1;1;70;2;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;400000;2; ;2;03;1;1;4542;45;84;84;68;4356,09470293512
5163547;1;3;1;70;6;48;1; ;2;6;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;1071;10;97;58;76;6706,8119926902
5163552;1;3;1;70;52;84;3; ;2;2;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;2;03;1;2;5619;56;59;53;76;2858,66345744137
5163572;1;3;1;70;16;48;4; ;2;18;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;2;4112;41;95;95;47;2006,71296706489
5163572;1;4;1;70;5;48;4; ;2;5;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;4112;41;95;95;47;2006,71296706489
5163576;1;4;1;70;72;48;1; ;2;74;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;2;4771;47;03;39;47;725,105740955332
5163614;1;7;1;70;144;48;3; ;2;144;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;03;1;2;9700;97;54;54;47;725,105740955332
5163664;1;2;1;70;12;40;4; ;2;12;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;1;0141;01;61;62;47;2623,97245870323
5163666;1;1;1;70;4;48;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;1;0141;01;62;62;47;725,105740955332
5163756;1;1;1;70;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;03;1;1;1020;10;62;61;47;920,874674131393
5163787;1;1;1;70;4;48;1; ;2;4;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;03;1;1;5511;55;53;53;47;1882,24586365287
5163792;1;1;1;70;3;40;1; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;877803;877803;2; ;2;03;1;1;9700;97;59;54;52;6312,30536353933
5164018;1;1;1;70;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877645; ; ;2;03;1;1;.; ;45; ;13;2464,80981705417
5164018;1;2;1;70;9;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877645; ; ;2;03;1;1;.; ;97; ;13;2464,80981705417
5164032;1;3;1;70;24;56;3; ;2;24;8; ;4;2;1; ; ; ; ; ; ; ; ;1;BUSCAR TRABAJO; ;2; ;877645;2; ;2;03;1;2;0123;01;54;62;13;1084,71530592476
5164034;1;3;1;70;16;56;1; ;2;17;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877645;2; ;2;03;1;2;4771;47;39;39;13;1084,71530592476
5164096;1;2;1;70;8;55;8; ;2;8;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;03;1;1;0123;01;62;62;17;3663,55976059786
5164099;1;2;1;70;12;48;1; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;9700;97;53;54;17;1543,55953317173
5164105;1;1;1;70;8;22;1; ;2;20;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;250000;2; ;2;03;1;1;0123;01;53;62;17;5584,98019967423
5164106;1;2;1;70;99;48;8; ;2;3;8; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;99;500000;2; ;2;03;1;2;0123;01;62;62;17;3555,14283156978
5164108;1;2;1;70;8;48;1; ;2;20;8; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;0123;01;97;62;17;2739,83899888432
5164127;1;3;1;70;12;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;03;1;1;.; ;58; ;17;1672,09196382787
5164135;1;3;1;70;8;50;1; ;2;8;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;1;9700;97;53;54;17;3364,36209880178
5164140;1;2;1;70;12;40;4; ;2;20;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;2;03;1;1;4610;46;41;41;17;2221,01368628751
5164382;1;1;1;70;2;50;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;500000;2; ;2;03;1;1;0161;01;61;61;52;6656,89267079353
