directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;Mes;Area;Fex_c_2011
5157287;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;8953,06544572102
5157287;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;8953,06544572102
5157288;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;10988,5297976987
5157288;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;11;10988,5297976987
5157288;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;10988,5297976987
5157289;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4804,55707847569
5157289;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4804,55707847569
5157291;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;7749,54624457532
5157292;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;7335,64020505348
5157293;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;6672,8770212029
5157293;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6672,8770212029
5157294;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6488,25894351161
5157294;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6488,25894351161
5157294;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;11;6488,25894351161
5157294;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;6488,25894351161
5157295;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6979,12351850641
5157296;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4347,76784144748
5157296;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;4347,76784144748
5157297;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;5535,7280325879
5157297;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;11;5535,7280325879
5157297;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;5535,7280325879
5157297;1;4;3;2;2;2;1;2; ; ; ; ; ; ;1;1;03;11;5535,7280325879
5157297;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;5535,7280325879
5157299;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6280,10910431302
5157299;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;6280,10910431302
5157302;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4851,18803248494
5157302;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4851,18803248494
5157302;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4851,18803248494
5157303;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3520,65065676262
5157303;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;03;11;3520,65065676262
5157303;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3520,65065676262
5157303;1;4;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;11;3520,65065676262
5157304;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4188,32629223927
5157304;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4188,32629223927
5157304;1;4;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;11;4188,32629223927
5157305;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4615,64527725498
5157305;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4615,64527725498
5157306;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3198,99342639725
5157306;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3198,99342639725
5157306;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3198,99342639725
5157306;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3198,99342639725
5157307;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4948,83745314086
5157308;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4302,14565492565
5157308;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4302,14565492565
5157308;1;3;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4302,14565492565
5157309;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3890,25640771318
5157309;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3890,25640771318
5157310;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;03;11;4345,42669467699
5157310;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4345,42669467699
5157310;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4345,42669467699
5157311;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6214,21039044816
5157311;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6214,21039044816
5157311;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;6214,21039044816
5157312;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;5154,64325616906
5157312;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;5154,64325616906
5157316;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6344,65774409674
5157317;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6005,78730238294
5157319;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6243,62139509523
5157319;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;11;6243,62139509523
5157320;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6344,65774409674
5157321;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;5142,83589531046
5157321;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;5142,83589531046
5157322;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;6315,80037209122
5157323;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;5696,70758767494
5157323;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;5696,70758767494
5157323;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;5696,70758767494
5157323;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;5696,70758767494
5157323;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;5696,70758767494
5157324;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3187,65884659738
5157324;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3187,65884659738
5157324;1;3;3;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3187,65884659738
5157324;1;4;3;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;3187,65884659738
5157333;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;496,280986380565
5157333;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;496,280986380565
5157334;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;450,869834311896
5157334;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;450,869834311896
5157335;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;797,671706002886
5157335;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;797,671706002886
5157335;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;797,671706002886
5157335;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;797,671706002886
5157335;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;797,671706002886
5157335;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;797,671706002886
5157335;1;9;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;797,671706002886
5157335;1;10;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;797,671706002886
5157336;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;688,327964429907
5157336;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;688,327964429907
5157336;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;688,327964429907
5157336;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;688,327964429907
5157337;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;540,681705051554
5157337;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;540,681705051554
5157337;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;13;540,681705051554
5157337;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;540,681705051554
5157337;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;540,681705051554
5157338;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;574,669910774749
5157338;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;574,669910774749
5157338;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;574,669910774749
5157338;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;574,669910774749
5157340;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;912,005364429148
5157340;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;912,005364429148
5157340;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;912,005364429148
5157342;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;753,221377665335
5157342;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;13;753,221377665335
5157342;1;4;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;753,221377665335
5157342;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;753,221377665335
5157344;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;740,566602900363
5157344;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;740,566602900363
5157344;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;740,566602900363
5157345;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;455,054713698137
5157345;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;455,054713698137
5157345;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;455,054713698137
5157345;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;13;455,054713698137
5157345;1;5;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;13;455,054713698137
5157346;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;450,53217642584
5157346;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;450,53217642584
5157346;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;13;450,53217642584
5157346;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;450,53217642584
5157347;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;451,526358465875
5157347;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;451,526358465875
5157347;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;451,526358465875
5157347;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;451,526358465875
5157348;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;566,166862294205
5157348;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;566,166862294205
5157348;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;566,166862294205
5157349;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;403,182078803663
5157349;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;403,182078803663
5157349;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;403,182078803663
5157349;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;403,182078803663
5157350;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;446,674824287653
5157350;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;446,674824287653
5157350;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;446,674824287653
5157350;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;446,674824287653
5157351;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;389,935060727587
5157351;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;389,935060727587
5157353;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;420,763717460463
5157353;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;420,763717460463
5157355;1;1;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;977,611835447128
5157355;1;2;3;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;977,611835447128
5157356;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;1221,96800457651
5157356;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;1221,96800457651
5157356;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;1221,96800457651
5157357;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;772,919715963249
5157357;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;772,919715963249
5157358;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;858,215625858953
5157358;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;858,215625858953
5157358;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;858,215625858953
5157358;1;4;2;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;858,215625858953
5157358;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;858,215625858953
5157359;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;949,947072017707
5157360;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;983,993654127789
5157360;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;983,993654127789
5157362;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;552,469672793193
5157362;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;552,469672793193
5157362;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;552,469672793193
5157363;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;865,689670819918
5157363;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;865,689670819918
5157363;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;865,689670819918
5157364;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;771,269606596305
5157364;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;771,269606596305
5157365;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;770,592636720802
5157365;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;03;13;770,592636720802
5157366;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;949,517255486079
5157366;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;949,517255486079
5157367;1;1;4;2;2;2;1;3; ; ; ; ; ; ;1;1;03;13;782,540028365107
5157367;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;782,540028365107
5157367;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;782,540028365107
5157368;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;903,250816464806
5157368;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;903,250816464806
5157368;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;903,250816464806
5157368;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;903,250816464806
5157370;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;940,850176479984
5157370;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;940,850176479984
5157371;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;899,199649032579
5157371;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;899,199649032579
5157371;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;899,199649032579
5157371;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;899,199649032579
5157372;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;851,230503277369
5157372;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;851,230503277369
5157373;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;781,705446346824
5157373;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;781,705446346824
5157373;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;781,705446346824
5157377;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;476,671008929903
5157377;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;476,671008929903
5157377;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;476,671008929903
5157377;1;4;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;476,671008929903
5157377;1;5;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;476,671008929903
5157379;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;1296,83575938178
5157379;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;1296,83575938178
5157380;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;623,896097164139
5157380;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;623,896097164139
5157381;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;718,236842628077
5157381;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;718,236842628077
5157381;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;718,236842628077
5157381;1;4;4;2;2;1; ; ; ; ; ; ; ; ; ;1;03;13;718,236842628077
5157381;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;718,236842628077
5157381;1;7;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;718,236842628077
5157381;1;8;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;718,236842628077
5157382;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;993,362028068542
5157382;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;993,362028068542
5157383;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;1108,27158402066
5157384;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;13;1325,59129446366
5157384;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;1325,59129446366
5157385;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;623,105688224649
5157385;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;623,105688224649
5157385;1;3;3;2;2;2;1;3; ; ; ; ; ; ;1;1;03;13;623,105688224649
5157385;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;623,105688224649
5157385;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;623,105688224649
5157385;1;7;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;623,105688224649
5157385;1;8;2;2;2;2;1;3; ; ; ; ; ; ;1;1;03;13;623,105688224649
5157385;1;9;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;623,105688224649
5157386;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;561,360424119569
5157386;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;561,360424119569
5157386;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;561,360424119569
5157386;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;561,360424119569
5157386;1;6;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;13;561,360424119569
5157387;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;1041,876869849
5157387;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;1041,876869849
5157387;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;1041,876869849
5157387;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;1041,876869849
5157388;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;1353,57556396121
5157388;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;13;1353,57556396121
5157388;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;1353,57556396121
5157389;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;633,58856555427
5157389;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;633,58856555427
5157389;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;633,58856555427
5157389;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;633,58856555427
5157389;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;633,58856555427
5157390;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;559,045337021229
5157390;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;559,045337021229
5157391;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;649,847113439812
5157391;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;13;649,847113439812
5157391;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;649,847113439812
5157391;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;649,847113439812
5157392;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;916,938983549369
5157392;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;916,938983549369
5157392;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;916,938983549369
5157392;1;5;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;13;916,938983549369
5157393;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;720,27196431162
5157393;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;720,27196431162
5157394;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;545,615686498095
5157394;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;545,615686498095
5157395;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;924,660878725183
5157395;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;924,660878725183
5157396;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;537,494004513564
5157396;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;537,494004513564
5157396;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;537,494004513564
5157396;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;537,494004513564
5157396;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;537,494004513564
5157396;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;537,494004513564
5157396;1;7;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;537,494004513564
5157397;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;467,277215440675
5157397;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;467,277215440675
5157397;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;467,277215440675
5157397;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;467,277215440675
5157397;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;467,277215440675
5157397;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;467,277215440675
5157398;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;483,853561433226
5157399;1;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;520,016446439487
5157399;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;520,016446439487
5157399;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;520,016446439487
5157399;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;520,016446439487
5157400;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;541,662408579987
5157400;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;541,662408579987
5157400;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;541,662408579987
5157400;1;4;3;2;2;1; ; ; ; ; ; ; ; ; ;1;03;13;541,662408579987
5157401;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;688,230236483112
5157401;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;688,230236483112
5157401;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;688,230236483112
5157401;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;688,230236483112
5157402;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;528,578669596583
5157402;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;528,578669596583
5157403;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;658,795103247002
5157403;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;658,795103247002
5157404;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;664,001667452201
5157404;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;13;664,001667452201
5157404;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;664,001667452201
5157404;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;664,001667452201
5157405;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;726,243027012372
5157405;1;2;2;2;2;2;1;3; ; ; ; ; ; ;1;1;03;13;726,243027012372
5157405;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;726,243027012372
5157406;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;513,003017491397
5157406;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;513,003017491397
5157406;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;513,003017491397
5157407;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;478,667993342455
5157407;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;478,667993342455
5157407;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;478,667993342455
5157407;1;4;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;478,667993342455
5157408;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;804,014683717776
5157408;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;804,014683717776
5157408;1;3;6;2;2;2;2; ;1;3;1;2; ; ; ;1;03;13;804,014683717776
5157408;1;4;4;2;2;2;2; ;1;13; ; ; ; ; ;1;03;13;804,014683717776
5157409;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;701,883109309657
5157409;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;13;701,883109309657
5157410;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;766,107452949632
5157410;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;766,107452949632
