DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,fex_c_2011
2615534,1,2,1,80,73,2,,,,1,2,2,,2,,.,,,1,2,73,221.061.495.150.989
2615534,1,3,1,80,73,1,1,2,,2,,2,,,,,2,2,1,2,73,221.061.495.150.989
2615543,1,3,1,80,73,2,,,,2,,2,,2,,.,,,1,2,73,462.371.303.091.715
2615543,1,4,1,80,73,2,,,,2,,2,,2,,.,,,1,2,73,462.371.303.091.715
2615544,1,3,1,80,73,1,1,2,,2,,2,,,,,2,2,1,2,73,481.754.328.234.413
2615545,1,1,1,80,73,1,4,4,,2,,2,,,,,4,2,1,2,73,338.254.042.536.298
2615546,1,1,1,80,73,2,,,,2,,2,,2,,.,,,1,2,73,347.962.698.949.235
2615546,1,2,1,80,73,1,3,4,,2,,2,,,,,4,2,1,2,73,347.962.698.949.235
2615546,1,6,1,80,73,2,,,,2,,2,,2,,.,,,1,2,73,347.962.698.949.235
2615547,1,2,1,80,73,1,1,8,,2,,2,,,,,8,2,1,2,73,331.349.315.727.403
2615548,1,1,1,80,73,1,4,3,,2,,2,,,,,8,2,1,2,73,249.988.982.793.552
2615585,1,1,1,80,66,2,,,,2,,2,,2,,.,,,1,2,66,177.134.284.196.071
2615585,1,3,1,80,66,1,4,8,,2,,2,,,,,9,2,1,2,66,177.134.284.196.071
2615585,1,6,1,80,66,1,4,4,,2,,2,,,,,4,2,1,2,66,177.134.284.196.071
2615586,1,1,1,80,66,1,4,8,,2,,2,,,,,8,2,1,2,66,275.587.560.506.913
2615589,1,3,1,80,66,2,,,,2,,2,,2,,.,,,1,2,66,270.008.232.473.228
2615592,1,1,1,80,66,2,,,,2,,2,,2,,.,,,1,2,66,289.597.149.895.258
2615594,1,1,1,80,66,2,,,,2,,2,,2,,.,,,1,2,66,288.479.135.958.982
2615595,1,1,1,80,66,1,4,3,,2,,2,,,,,9,2,1,2,66,275.587.560.506.913
2615596,1,3,1,80,66,2,,,,2,,2,,2,,.,,,1,2,66,288.479.135.958.982
2615597,1,1,1,80,66,1,4,3,,2,,2,,,,,9,2,1,2,66,222.597.855.521.219
2615599,1,2,1,80,66,1,1,6,,2,,1,360000,,,,9,2,1,2,66,325.218.884.282.762
2615603,1,1,1,80,66,1,4,6,,2,,2,,,,,8,2,1,2,66,275.587.560.506.913
2615609,1,4,1,80,66,2,,,,2,,2,,2,,.,,,1,2,66,313.993.355.722.156
2615612,1,5,1,80,66,2,,,,2,,2,,2,,.,,,1,2,66,271.163.999.246.002
2615613,1,4,1,80,66,2,,,,2,,2,,2,,.,,,1,2,66,252.943.373.603.271
2615615,1,5,1,80,66,1,1,1,,2,,2,,,,,1,2,1,2,66,259.064.604.905.856
2615617,1,2,1,80,66,1,1,2,,2,,2,,,,,2,2,1,2,66,303.877.947.937.477
2615619,1,1,1,80,66,1,4,4,,2,,2,,,,,4,2,1,2,66,301.101.780.270.087
