DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6585S4A2,P6773S1,P6775,P6772S1,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P9450,P6915S1,P6915,P6773,P7075,P7077,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OFICIO,RAMA2D,OCI,P6430,P6420S1,RAMA4D,RAMA4DP8,RAMA2DP8,INGLABO,MES,DPTO,fex_c_2011
2621089,1,1,1,60,2,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,500000,1,5000000,3,,12,,,,,,,,,,,,,,,,,,,,,,3,,54,,.,54,,,1,7,12,1,13,17,2,,,1,8,,2,,,,1,,,,,,,,1,,2,1,72,1,,2,,,,,0,2,,2,,,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,2,1,,2,2,2,2,4,2,2,3,3,8,,61,1,1,4,,113,,,500000,2,63,360.502.514.759.397
2621090,1,1,1,60,2,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,280000,1,4000000,3,,12,,,,,,,,,,,,,,,,,,,,,,3,,50,,.,50,,,1,7,12,1,13,18,2,,,1,8,,2,,,,1,,,,,,,,1,,2,1,2,8,,2,,,,,0,2,,2,,,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,1,1,,3,3,2,3,3,3,2,3,2,8,,61,1,1,4,,113,,,280000,2,63,3.518.277.555.206
2621091,1,1,1,60,2,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0,1,0,3,,12,,,,,,,,,,,,,,,,,,,,,,3,,54,,.,54,,,1,7,12,1,13,17,2,,,1,8,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,0,2,,6,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,1,3,3,5,,64,5,1,4,,501,,,0,2,63,514.385.813.897.042
2621091,1,5,1,60,2,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,600000,3,,12,,,,,,,,,,,,,,,,,,,,,,3,,56,,.,56,,,1,8,12,1,14,18,2,,,1,8,,2,,,,1,,,,,,,,1,,2,1,36,4,,2,,,,,0,2,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,3,1,3,3,3,1,3,3,8,,64,5,1,4,,501,,,300000,2,63,514.385.813.897.042
2621092,1,1,1,60,2,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,700000,1,8400000,3,,12,,,,,,,,,,,,,,,,,,,,,,2,2,24,2,,24,,,1,8,16,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,1,3,8,,2,,,,,0,2,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,61,1,1,4,,113,,,700000,2,63,391.486.697.021.956
2621093,1,1,1,60,2,1,1,,,1,2,,2,2,2,12,,1,,320000,2,,,1,60000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,.,,,,,,.,12,,,,,,,,,,,,,2,2,,,,2,,,,,,45,,.,45,,,1,7,12,1,13,17,2,,,3,8,,2,,,,1,,,,,,,,1,,2,1,18,4,,2,,,,,0,2,,6,,,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,2,1,,2,2,2,3,4,2,2,3,2,3,,62,1,1,8,,111,,,380000,2,63,306.306.206.813.013
2621093,1,4,1,60,2,1,1,,,1,2,,2,2,2,24,,1,,400000,2,,,2,,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,.,,,,,,.,12,,,,,,,,,,,,,2,2,,,,2,,,,,,45,,.,45,,,1,7,12,1,13,17,2,,,4,8,,2,,,,1,,,,,,,,1,,2,1,96,4,,2,,,,,0,2,,2,,,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,2,1,,3,3,2,3,3,3,2,3,3,8,,62,1,1,8,,111,,,500000,2,63,306.306.206.813.013
2621094,1,1,1,60,2,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,4000000,1,48000000,3,,12,,,,,,,,,,,,,,,,,,,,,,2,2,40,,.,40,,,1,8,12,1,14,18,2,,,4,8,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,0,2,,3,,,,2,,,,2,,,,,,,,,,,,,,,1,1,1,2,3,2,1,4,3,5,,61,1,1,5,,113,,,4000000,2,63,279.065.972.909.218
2621139,1,1,1,60,2,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,200000,1,1800000,1,,12,,,,,,,,,,,,,,,,,,,,,,3,,9,1,,3,6,,1,10,13,2,,,,,,1,4,,2,,,,1,,,,,,,1,,TRABAJAR SU CARRO,2,1,300,8,,1,12,4,,0,0,2,,2,,2,8,2,,,,2,,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,1,9,,98,60,1,4,,6021,,,200000,2,63,292.927.313.166.415
2621139,1,4,1,60,2,1,1,,,1,1,,2,2,2,24,,1,,260000,2,,,1,100000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,.,,,,,,.,12,,,,,,,,,,,,,2,2,,,,2,,,,,,50,,.,50,,,1,6,12,1,13,17,2,,,3,8,,2,,,,1,,,1,,,,,,,2,1,8,8,,2,,,,,0,2,,2,,,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,1,,3,3,2,3,3,3,2,2,3,2,,62,1,1,8,,111,,,360000,2,63,292.927.313.166.415
2621140,1,1,1,60,2,2,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,1000000,1,7000000,3,,12,,,,,,,,,,,,,,,,,,,,,,3,,45,,.,45,,,1,7,12,1,13,17,2,,,2,8,,2,,,,1,,,,,,,,1,,2,1,18,8,,2,,,,,0,2,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,61,1,1,4,,111,,,1000000,2,63,355.286.236.781.907
2621141,1,1,1,60,2,2,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,48000,1,48000,3,,12,,,,,,,,,,,,,,,,,,,,,,3,,77,,.,77,,,1,6,12,1,13,18,2,,,1,8,,2,,,,1,,,,,,,,1,,2,1,1,4,,1,16,8,,48000,3,2,,7,,2,8,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,61,1,1,4,,113,,,96000,2,63,423.734.367.005.723
2621142,1,1,1,60,2,1,1,,,1,1,,1,1,2,60,,1,,436000,2,,,2,,1,100000,2,,2,,,,19700,,2,,,2,1,,2,2,2,,,,2,,,218000,,2,1,2,2,,,,,.,,,,,,.,12,,,,,,,,,,,,,2,2,,,,2,,,,,,50,,.,50,,,1,6,12,1,13,17,2,,,5,8,,1,1,1,6,1,1,,,,,,,,,1,1,36,4,,1,1,4,,200000,0,2,,1,,2,1,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,62,1,1,1,,111,,,736000,2,63,320.591.552.057.959
2621142,1,2,1,60,2,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,.,12,,,,,,,,,,,,,,,,,,,,,,,,60,,.,60,,,1,6,18,2,,,,,,2,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,2,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,53,55,1,6,,5521,,,,2,63,320.591.552.057.959
2621142,1,4,1,60,2,1,1,,,1,1,,2,2,2,12,,1,,260000,2,,,1,100000,1,30000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,.,,,,,,.,12,,,,,,,,,,,,,2,2,,,,2,,,,,,50,,.,50,,,1,6,12,1,13,17,2,,,3,8,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,0,2,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,3,2,2,3,5,,62,1,1,8,,111,,,390000,2,63,320.591.552.057.959
2621142,1,5,1,60,2,1,1,,,1,1,,2,2,2,12,,1,,260000,2,,,1,100000,1,40000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,.,,,,,,.,12,,,,,,,,,,,,,2,2,,,,2,,,,,,50,,.,50,,,1,6,12,1,13,17,2,,,3,8,,2,,,,1,,,,,,,,1,,2,1,12,8,,2,,,,,0,2,,11,,,,2,,,,1,1,1,1,1,1,2,2,2,2,2,,2,1,,2,2,2,3,3,2,2,2,3,5,,62,1,1,8,,111,,,400000,2,63,320.591.552.057.959
2621143,1,1,1,60,2,2,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,1160000,1,9600000,3,,10,,,,,,,,,,,,,,,,,,,,,,3,,42,,.,42,,,1,4,7,1,15,18,2,,,1,8,,2,,,,1,,,,,,,,1,,2,1,48,2,,2,,,,,3,2,,2,,,,1,20,2,1,2,,,,,,,,,,,,,,,1,2,3,2,3,2,2,3,3,3,,61,1,1,4,,121,,,1160000,2,63,567.665.817.502.924
