Directorio;Secuencia_p;Orden;Area;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Ini;Dpto;Fex_c_2011
239771;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;834,275016969104
239771;2;2;05;80;1;4;3; ;2; ; ; ; ; ;1;05;834,275016969104
239772;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;846,874443542116
239773;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;903,077959540599
239776;2;2;05;80;1;2;2; ;2; ; ; ; ; ;1;05;834,776014314815
239776;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;834,776014314815
239776;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;834,776014314815
239780;2;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;1692,27866645067
239782;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;698,46029351874
239782;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;698,46029351874
239782;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;698,46029351874
239783;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;741,608121021448
239785;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;727,673031873977
239785;2;2;05;80;1;4;8;CAMBIO DE CIUDAD;2; ; ; ; ; ;1;05;727,673031873977
239785;2;4;05;80;1;1;1; ;2; ; ; ; ; ;1;05;727,673031873977
239786;2;4;05;80;1;4;7; ;2; ; ; ; ; ;1;05;1703,33694109967
239787;2;2;05;80;1;4;3; ;2; ; ; ; ; ;1;05;728,909932943323
239789;2;4;05;80;1;4;3; ;2; ; ; ; ; ;1;05;970,320714077177
239790;2;1;05;80;1;3;0; ;2; ; ; ; ; ;1;05;710,209122946117
239790;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;710,209122946117
239791;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;643,538614509235
239792;2;1;05;80;1;4;8;POR QUE YA LOS HIJOS CRECIERON.;3; ; ; ; ; ;1;05;731,141128583049
239796;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;725,692788692005
239796;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;725,692788692005
239796;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;725,692788692005
239797;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;846,874443542116
239798;2;2;05;80;1;4;2; ;3; ; ; ; ; ;1;05;560,769564428311
239798;2;9;05;80;2; ; ; ; ; ; ; ; ; ;1;05;560,769564428311
239800;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;696,651643697777
239801;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;701,212351141279
239803;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;798,817102202835
239803;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;798,817102202835
239804;2;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;828,360037949628
239804;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;828,360037949628
239805;2;2;05;80;1;1;8;POR QUE LO PAGABAN MUY BARATO;2; ; ; ; ; ;1;05;941,127046952187
239806;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;585,479036182212
239806;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;585,479036182212
239806;2;3;05;80;1;4;8;DEBE CUIDAR A LOS PADRES;2; ; ; ; ; ;1;05;585,479036182212
239809;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;752,85515969626
239810;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;714,569930870626
239810;2;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;714,569930870626
239811;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;798,817102202835
239811;2;2;05;80;1;4;2; ;3; ; ; ; ; ;1;05;798,817102202835
239812;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;743,07834165501
239814;2;1;05;80;1;4;2; ;3; ; ; ; ; ;1;05;709,823281251139
239814;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;709,823281251139
239815;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;589,180452455501
239815;2;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;589,180452455501
239815;2;3;05;80;1;4;4; ;3; ; ; ; ; ;1;05;589,180452455501
239818;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;485,122227498117
239818;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;485,122227498117
239818;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;485,122227498117
239822;2;2;05;80;1;1;2; ;2; ; ; ; ; ;1;05;847,609553858897
239823;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;802,634005304978
239824;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;741,608121021448
239827;2;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;880,504637257175
239828;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;641,558371327263
239828;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;641,558371327263
239830;2;1;05;80;1;3;4; ;3; ; ; ; ; ;1;05;798,817102202835
239830;2;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;798,817102202835
239832;2;2;05;80;1;4;6; ;2; ; ; ; ; ;1;05;792,90212318336
239835;2;2;05;80;1;2;2; ;2; ; ; ; ; ;1;05;766,288458091167
239836;2;2;05;80;1;1;2; ;2; ; ; ; ; ;1;05;846,874443542116
239837;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;789,200706910072
239839;2;3;05;80;1;1;8;ESPACIO PUBLICO  NO LA DEJO;2; ; ; ; ; ;1;05;741,608121021448
239841;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;677,365092486601
239841;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;677,365092486601
239842;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;660,856349424404
239842;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;660,856349424404
239845;2;2;05;80;1;1;6; ;2; ; ; ; ; ;1;05;647,588837175593
239845;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;647,588837175593
239846;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;932,882556128936
239847;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;789,935817226852
239848;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;798,817102202835
239849;2;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;927,792510062394
239849;2;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;927,792510062394
239849;2;3;05;80;1;4;3; ;2; ; ; ; ; ;1;05;927,792510062394
239849;2;4;05;80;1;4;4; ;3; ; ; ; ; ;1;05;927,792510062394
239849;2;5;05;80;1;4;6; ;2; ; ; ; ; ;1;05;927,792510062394
239850;2;1;05;80;1;4;6; ;2; ; ; ; ; ;1;05;634,155538780686
239853;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;834,623823362174
239853;2;5;05;80;1;4;4; ;3; ; ; ; ; ;1;05;834,623823362174
239854;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,837387999551
239854;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,837387999551
239857;2;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;727,608693545976
239857;2;7;05;80;2; ; ; ; ; ; ; ; ; ;1;05;727,608693545976
239857;2;8;05;80;2; ; ; ; ; ; ; ; ; ;1;05;727,608693545976
239858;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;790,670927543633
239859;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;735,191351249407
239862;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;840,457673770075
239862;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;840,457673770075
239863;2;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;647,240030782523
239864;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;941,465144961467
239864;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;941,465144961467
239864;2;4;05;80;1;1;7; ;2; ; ; ; ; ;1;05;941,465144961467
239864;2;8;05;80;1;2;3; ;2; ; ; ; ; ;1;05;941,465144961467
239865;2;2;05;80;1;1;1; ;2; ; ; ; ; ;1;05;641,907177720332
239865;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;641,907177720332
239866;2;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;798,817102202835
239867;2;2;05;80;1;3;2; ;2; ; ; ; ; ;1;05;735,926461566188
239867;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;735,926461566188
239867;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;735,926461566188
239868;2;1;05;80;1;2;2; ;2; ; ; ; ; ;1;05;679,847126421138
239869;2;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;748,767901727994
239871;2;2;05;80;1;4;8;EDAD;2; ; ; ; ; ;1;05;1003,91387249033
239871;2;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1003,91387249033
239872;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;782,398095443053
239872;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;782,398095443053
239872;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;782,398095443053
239873;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;669,380133982739
239873;2;3;05;80;1;4;2; ;2; ; ; ; ; ;1;05;669,380133982739
239873;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;669,380133982739
239876;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;818,706607354957
239876;2;5;05;80;1;4;2; ;2; ; ; ; ; ;1;05;818,706607354957
239877;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;612,93062284131
239877;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;612,93062284131
239877;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;612,93062284131
239877;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;612,93062284131
239877;2;12;05;80;1;1;7; ;2; ; ; ; ; ;1;05;612,93062284131
239877;2;13;05;80;2; ; ; ; ; ; ; ; ; ;1;05;612,93062284131
239877;3;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;612,93062284131
239880;2;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;643,538614509235
239884;2;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;654,005606947634
239884;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;654,005606947634
239888;2;2;05;80;1;1;6; ;2; ; ; ; ; ;1;05;732,05345193189
239888;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;732,05345193189
239888;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;732,05345193189
239888;2;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;732,05345193189
239888;2;7;05;80;1;4;3; ;2; ; ; ; ; ;1;05;732,05345193189
239889;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;699,580914352377
239889;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;699,580914352377
239890;2;1;05;80;1;4;3; ;3; ; ; ; ; ;1;05;750,489405997432
239890;2;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;750,489405997432
239890;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;750,489405997432
239894;2;3;05;80;1;1;1; ;2; ; ; ; ; ;1;05;779,307608633112
239894;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;779,307608633112
239895;2;1;05;80;1;4;5; ;2; ; ; ; ; ;1;05;792,90212318336
239896;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;886,41961627665
239896;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;886,41961627665
239897;2;1;05;80;1;3;0; ;2; ; ; ; ; ;1;05;695,916533380996
239897;2;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;695,916533380996
239900;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1461,95982485542
239900;2;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1461,95982485542
239901;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1373,72731008801
239901;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1373,72731008801
239903;2;2;05;80;1;3;2; ;2; ; ; ; ; ;1;05;1719,14526324048
239907;2;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;595,210918303831
239908;2;1;05;80;1;1;3; ;2; ; ; ; ; ;1;05;784,254157771592
239908;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;784,254157771592
239909;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;795,115685929547
239911;2;1;05;80;1;1;3; ;2; ; ; ; ; ;1;05;741,106330268883
239911;2;3;05;80;1;1;3; ;2; ; ; ; ; ;1;05;741,106330268883
239911;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;741,106330268883
239912;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;587,422244062277
239914;2;2;05;80;1;2;8;EMBARAZO;2; ; ; ; ; ;1;05;767,882859578161
239916;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;641,907177720332
239916;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;641,907177720332
239918;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;710,209122946117
239919;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;692,545314499264
239920;2;2;05;80;1;4;3; ;3; ; ; ; ; ;1;05;581,777619908924
239921;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;677,131772922385
239921;2;3;05;80;1;2;1; ;2; ; ; ; ; ;1;05;677,131772922385
239921;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;677,131772922385
239921;2;5;05;80;1;4;4; ;3; ; ; ; ; ;1;05;677,131772922385
239922;2;1;05;80;1;2;7; ;3; ; ; ; ; ;1;05;850,961701510382
239924;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1391,83306676199
239925;2;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;1692,11076552786
239925;2;3;05;80;1;4;2; ;2; ; ; ; ; ;1;05;1692,11076552786
239925;2;4;05;80;1;1;3; ;2; ; ; ; ; ;1;05;1692,11076552786
239925;3;2;05;80;1;1;2; ;2; ; ; ; ; ;1;05;1692,11076552786
239926;2;2;05;80;1;4;7; ;2; ; ; ; ; ;1;05;1470,38270249882
239926;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1470,38270249882
239926;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1470,38270249882
239928;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;729,509691794147
239928;2;3;05;80;1;3;7; ;2; ; ; ; ; ;1;05;729,509691794147
239929;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;741,608121021448
239929;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;741,608121021448
239933;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;934,710277180146
239933;2;6;05;80;1;4;3; ;2; ; ; ; ; ;1;05;934,710277180146
239936;2;2;05;80;1;3;7; ;2; ; ; ; ; ;1;05;846,139333225335
239937;2;4;05;80;1;2;8;NO RECIBIA INGRESOS;2; ; ; ; ; ;1;05;630,543858809812
239937;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;630,543858809812
239937;2;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;630,543858809812
239938;2;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;598,912334577119
239938;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;598,912334577119
239938;2;3;05;80;1;2;1; ;2; ; ; ; ; ;1;05;598,912334577119
239940;2;2;05;80;1;1;0; ;1;1;1;433700;1;5000000;1;05;644,273724826015
239942;2;2;05;80;1;3;4; ;3; ; ; ; ; ;1;05;734,842544856338
239942;2;3;05;80;1;4;4; ;3; ; ; ; ; ;1;05;734,842544856338
239943;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;784,254157771592
239943;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;784,254157771592
239944;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;735,191351249407
239945;2;1;05;80;1;4;6; ;2; ; ; ; ; ;1;05;1462,2822571661
239951;2;1;05;80;1;4;4; ;2; ; ; ; ; ;1;05;824,65862167634
239951;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;824,65862167634
239952;2;1;05;80;1;4;4; ;2; ; ; ; ; ;1;05;647,240030782523
239952;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;647,240030782523
239955;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;783,519047454811
239957;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;647,588837175593
239957;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;647,588837175593
239959;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;876,803220983886
239960;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;735,191351249407
239961;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;741,608121021448
239964;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;705,299609109545
239969;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;886,41961627665
239971;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;705,299609109545
239972;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;840,457673770075
239973;2;1;05;80;1;4;3; ;3; ; ; ; ; ;1;05;789,200706910072
239975;2;2;05;80;1;1;6; ;2; ; ; ; ; ;1;05;859,572631620242
239976;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;741,106330268883
239976;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;741,106330268883
239980;2;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;735,191351249407
239980;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;735,191351249407
239980;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;735,191351249407
239981;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1458,28650501508
239982;2;1;05;80;1;2;4; ;3; ; ; ; ; ;1;05;1597,63420440567
239982;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1597,63420440567
239984;2;1;05;80;1;2;4; ;3; ; ; ; ; ;1;05;639,837198235946
239985;2;2;05;80;1;1;4; ;3; ; ; ; ; ;1;05;692,545314499264
239985;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;692,545314499264
239985;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;692,545314499264
239988;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;737,056107602525
239988;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;737,056107602525
239990;2;1;05;80;1;2;4; ;3; ; ; ; ; ;1;05;705,299609109545
239991;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;846,139333225335
239994;2;2;05;80;1;2;7; ;2; ; ; ; ; ;1;05;700,353059971065
239995;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;744,807746542171
239995;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;744,807746542171
239996;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;778,572498316332
239996;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;778,572498316332
239996;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;778,572498316332
239998;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;840,457673770075
239999;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;818,97696222108
240000;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;1585,80424636672
240001;2;1;05;80;1;2;4; ;3; ; ; ; ; ;1;05;1649,31724335268
240001;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;1649,31724335268
240002;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;1699,68149899725
240004;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;737,056107602525
240004;2;2;05;80;1;3;6; ;2; ; ; ; ; ;1;05;737,056107602525
240008;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;840,457673770075
240010;2;2;05;80;1;4;6; ;1;1;2; ;2; ;1;05;585,479036182212
240010;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;585,479036182212
240011;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;625,837770760474
240011;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;625,837770760474
240013;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;705,299609109545
240014;2;1;05;80;1;3;0; ;2; ; ; ; ; ;1;05;836,370415801809
240014;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;836,370415801809
240015;2;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;818,97696222108
240015;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;818,97696222108
240016;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;741,608121021448
240017;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;822,445058930152
240017;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;822,445058930152
240017;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;822,445058930152
240018;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1058,65833846777
240018;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1058,65833846777
240020;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;772,890838861071
240020;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;772,890838861071
240020;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;772,890838861071
240021;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;834,390503797958
240021;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;834,390503797958
240022;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;768,617969894942
240023;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;673,189895559955
240024;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;741,608121021448
240025;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;818,97696222108
240025;2;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;818,97696222108
240027;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;705,299609109545
240028;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;638,592065370755
240028;2;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;638,592065370755
240029;2;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;1060,85249880559
240029;3;1;05;80;1;4;2; ;3; ; ; ; ; ;1;05;1060,85249880559
240029;3;2;05;80;1;1;1; ;2; ; ; ; ; ;1;05;1060,85249880559
240033;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;647,588837175593
240035;2;2;05;80;1;2;3; ;2; ; ; ; ; ;1;05;829,210635095263
240035;2;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;829,210635095263
240036;2;3;05;80;1;3;2; ;2; ; ; ; ; ;1;05;727,053870614784
240036;2;4;05;80;1;1;3; ;2; ; ; ; ; ;1;05;727,053870614784
240038;2;1;05;80;1;1;4; ;3; ; ; ; ; ;1;05;1061,62464442428
240038;2;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;1061,62464442428
