Directorio;Area;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Dpto;Orden;Fex_c_2011
239726;05;2;2;1;1;1;1;1;1;1;3; ; ; ; ;120000;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;654,005606947634
239727;05;2;3;2;1;1;1;1;1;1;3; ; ; ; ;130000;1;1;2;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;05;1;803,369115621759
239728;05;2;3;3;1;1;1;1;1;1;3; ; ; ; ;130000;1;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;834,776014314815
239729;05;2;4;3;1;1;1;1;1;1;3; ; ; ; ;250000;1;2;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;783,519047454811
239730;05;2;4;1;1;1;1;1;1;4;1; ; ;30000000;220000; ;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;798,817102202835
239731;05;2;5;2;1;1;1;1;1;3;6;PRESTADA; ; ;180000;180000;1;1;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;1287,07722901847
239732;05;2;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;1;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;1693,74888708423
239733;05;2;4;2;1;1;1;1;1;4;3; ; ; ; ;160000;1;1;2;1;1;1;2;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;1692,27866645067
239734;05;2;4;2;1;1;1;1;1;3;1; ; ;27000000;200000; ;1;1;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;1806,1559190812
239735;05;2;5;3;1;1;1;1;1;3;2; ;300000;250000;300000; ;1;1;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;789,935817226852
239736;05;2;4;2;1;1;1;1;1;3;3; ; ; ; ;180000;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;1833,02251587101
239737;05;2;2;2;1;1;1;1;1;1;3; ; ; ; ;50000;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;846,874443542116
239738;05;2;3;2;1;1;1;1;1;4;3; ; ; ; ;130000;1;1;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;741,608121021448
239739;05;2;3;1;1;1;1;1;1;1;1; ; ;18000000;120000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;1;653,270496630853
239740;05;2;2;2;1;1;1;1;1;1;3; ; ; ; ;100000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;1;741,608121021448
239741;05;2;3;2;1;1;1;1;1;1;3; ; ; ; ;130000;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;1;2;1;01;05;1;771,970117546427
239742;05;2;4;3;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;1;2;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;738,892767522696
239743;05;2;4;3;1;1;1;1;1;3;1; ; ;26000000;230000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;797,811637019932
239744;05;2;1;1;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;1418,69966355181
239745;05;2;1;1;1;1;1;1;1;3;3; ; ; ; ;367500;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;1578,40141382014
239747;05;2;3;2;1;1;1;1;1;1;3; ; ; ; ;150000;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;932,882556128936
239748;05;2;2;1;1;1;1;1;1;3;1; ; ;20000000;150000; ;1;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;1;2;1;01;05;1;605,67791074223
239749;05;2;4;3;1;1;1;1;1;3;1; ; ;45000000;300000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;599,996251286969
239750;05;2;4;3;1;1;1;1;1;3;1; ; ;80000000;320000; ;1;1;2;1;1;1;2;2;2;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;1;2;1;01;05;1;681,181995588743
239751;05;2;5;3;1;1;1;1;1;3;1; ; ;98;180000; ;1;1;2;1;1;1;1;1;1;2;1;2;1;1;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;1470,38270249882
239752;05;2;5;3;1;2;1;1;1;3;3; ; ; ; ;100000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;1163,23280750717
239752;05;3;1;1;1;2;1;1;1;3;4; ; ; ;30000; ;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;05;1;1163,23280750717
239753;05;2;5;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;1481,74602140934
