Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Dpto;Orden;Fex_c_2011
246814;2;4;3;3;1;4;6;1;4;4; ; ; ;98; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;2; ;1;01;2;50;1;2144,82811454344
246815;2;3;2;2;1;4;3;1;5;4; ; ; ;120000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;50;1;1456,58458899942
246817;2;5;4;2;1;4;3;1;4;4; ; ; ;150000; ;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;1;1;1;1;4;2;2;2;2;2; ; ; ;01;2;50;1;1838,30142286173
246818;2;5;1;3;1;4;3;1;4;4; ; ; ;150000; ;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;4;1;2;2;2;2;2; ; ;01;2;50;1;879,617577405569
246819;2;1;1;2;1;4;3;1;4;4; ; ; ;120000; ;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;50;1;2591,31156005211
246820;2;1;1;6; ;4;3;6; ;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;6;9;1;2;2;2;2;2; ; ; ;01;2;50;1;1722,39934594902
249393;2;3;2;2;1;4;1;1;5;1; ; ;5000000;30000; ;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;4;1;1;2;2;2;1;1; ;2;01;2;23;1;2081,51979870042
249395;2;3;2;6; ;4;1;5;5;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;2;2;1; ; ;01;2;23;1;1743,59722895895
249406;2;3;3;2;2;4;1;5;5;1; ; ;7000000;30000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;4;1;1;2;2;2;1;1; ;2;01;2;23;1;1962,79263446155
249406;3;2;1;2;2;4;1;5;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;01;2;23;1;1962,79263446155
249412;2;3;1;2;1;4;10;1;1;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;2;2;2;2;1; ; ;01;2;23;1;2228,69582487114
249413;2;3;2;2;1;4;1;1;5;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;2437,93506355031
249415;2;2;1;2;1;4;1;1;5;1; ; ;1000000;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;7;1;1;2;2;2;1;1; ;2;01;2;23;1;2405,86521122372
249418;2;4;1;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;5;2;1;2;2;2;1;1; ;1;01;2;23;1;2302,84512290171
249419;2;3;1;2;1;4;1;1;5;1; ; ;1500000;30000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;1;1; ;2;01;2;23;1;1591,65772937267
249420;2;5;3;2;1;4;1;1;5;4; ; ; ;200000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;4;1;2;2;2;1;1; ;2;01;2;23;1;2405,86521122372
249422;2;5;1;6; ;4;1;1;5;1; ; ;5000000;100000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;27;1;823,577043850008
249423;2;3;2;6; ;3;5;1;5;1; ; ;7000000;100000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;27;1;823,577043850008
249424;2;5;2;6; ;2;5;1;5;1; ; ;5000000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;27;1;1262,16178998721
249425;2;3;2;6; ;2;1;1;5;1; ; ;98;60000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;1;1; ;1;01;2;27;1;2000,40829894151
249426;2;5;4;6; ;2;5;1;5;1; ; ;12000000;15000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;7;3;2;2;2;2;2; ; ; ;01;2;27;1;823,577043850008
249428;2;2;1;6; ;2;1;2;5;1; ; ;98;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;2;2;2;2;1; ; ;1;01;2;27;1;2000,40829894151
