DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;INI;DPTO;AREA;fex_c_2011
733115;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;153.793.117.356.287
733119;1;1;80;1;2;4;;3;;2;;;;;10;2;1;1;52;52;133.140.793.615.383
733124;1;2;80;1;3;5;;2;;2;;;;;9;2;1;1;52;52;223.759.620.639.344
733124;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;223.759.620.639.344
733124;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;223.759.620.639.344
733124;1;8;80;2;;;;2;;2;;2;;.;;;1;1;52;52;223.759.620.639.344
733128;1;5;80;1;1;1;;2;;2;;;;;2;2;1;1;52;52;162.377.560.346.999
733131;1;3;80;1;1;2;;2;;2;;;;;9;2;1;1;52;52;164.846.440.409.148
733133;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;188.675.566.937.279
733133;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;188.675.566.937.279
733138;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;165.427.436.537.551
733139;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;175.788.707.420.073
733139;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;175.788.707.420.073
733139;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;175.788.707.420.073
733144;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;176.369.703.548.476
733144;1;3;80;1;3;7;;2;;2;;;;;2;2;1;1;52;52;176.369.703.548.476
733144;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;176.369.703.548.476
733147;1;2;80;1;4;2;;2;;2;;;3;;9;1;1;1;52;52;177.733.299.926.354
733147;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;177.733.299.926.354
733150;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;52;52;134.000.229.269.075
733150;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;134.000.229.269.075
733152;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;179.237.699.289.358
733154;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;178.545.647.119.019
733157;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;186.013.715.350.854
733157;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;186.013.715.350.854
733157;1;7;80;1;3;3;;2;;2;;;;;4;2;1;1;52;52;186.013.715.350.854
733157;1;10;80;1;3;3;;2;;2;;;;;4;2;1;1;52;52;186.013.715.350.854
733160;1;3;80;1;2;2;;2;;2;;;;;9;2;1;1;52;52;166.210.036.787.026
733168;1;2;80;1;3;3;;2;;2;;;;;4;2;1;1;52;52;133.298.938.118.347
733173;1;1;80;2;;;;2;;2;;1;3;;4;;1;1;52;52;178.545.647.119.019
733173;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;178.545.647.119.019
733173;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;178.545.647.119.019
733177;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;190.962.566.549.759
733177;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;190.962.566.549.759
733179;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;158.975.477.499.273
733183;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;52;52;994.800.096.170.437
733187;1;1;80;2;;;;2;;2;;1;4;;8;;1;1;52;52;114.882.837.657.426
733187;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;52;52;114.882.837.657.426
733187;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;114.882.837.657.426
733193;1;1;80;1;4;8;CAMBIO DE DOMICILIO;2;;2;;;;;8;2;1;1;52;52;994.800.096.170.437
733193;1;2;80;1;3;5;;2;;2;;;;NO TIENE RECURSOS PARA INSTALAR UN NEGOCIO;12;2;1;1;52;52;994.800.096.170.437
733193;1;3;80;1;3;2;;2;;2;;;;;9;2;1;1;52;52;994.800.096.170.437
733194;1;1;80;1;2;2;;2;;2;;;;;9;2;1;1;52;52;172.127.908.718.461
733196;1;1;80;2;;;;2;;2;;2;;.;;;1;1;52;52;145.557.713.046.123
733196;1;2;80;1;3;5;;2;;2;;;1;;1;1;1;1;52;52;145.557.713.046.123
733200;1;6;80;2;;;;2;;2;;2;;.;;;1;1;52;52;170.230.404.673.207
733200;1;7;80;2;;;;2;;2;;2;;.;;;1;1;52;52;170.230.404.673.207
733203;1;1;80;1;4;3;;3;;2;;;;;4;2;1;1;52;52;886.145.780.103.357
733205;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;141.487.253.967.484
733207;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;15.332.317.726.982
733207;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;15.332.317.726.982
733209;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;153.793.117.356.287
733218;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;154.485.169.526.626
733220;1;10;80;1;1;1;;2;;2;;;;;2;2;1;1;52;52;167.448.258.064.456
733224;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;147.921.548.062.819
733227;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;52;52;165.896.770.240.425
733230;1;2;80;1;4;7;;2;;2;;;;;4;2;1;1;52;52;143.660.209.000.869
733232;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;166.210.036.787.026
733234;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;52;52;15.839.448.137.087
733234;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;52;52;15.839.448.137.087
733234;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;15.839.448.137.087
733236;1;1;80;1;2;4;;3;;2;;;;;10;2;1;1;52;52;127.252.668.627.138
733236;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;127.252.668.627.138
733238;1;1;80;1;1;3;;2;;2;;;;;4;2;1;1;52;52;104.392.742.271.005
733238;1;7;80;2;;;;2;;2;;2;;.;;;1;1;52;52;104.392.742.271.005
733238;1;8;80;2;;;;2;;2;;2;;.;;;1;1;52;52;104.392.742.271.005
733241;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;52;52;137.712.410.686.777
733241;1;2;80;1;4;4;;3;;2;;;;;10;2;1;1;52;52;137.712.410.686.777
733247;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;177.152.303.797.951
733247;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;177.152.303.797.951
733250;1;1;80;1;4;4;;3;;2;;;;;4;2;1;1;52;52;133.140.793.615.383
733251;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;52;52;125.295.491.256.037
733251;1;2;80;1;4;8;LA EDAD;2;;2;;;;;8;2;1;1;52;52;125.295.491.256.037
733256;1;1;80;1;1;3;;3;;2;;;;;4;2;1;1;52;52;191.543.562.678.162
733256;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;191.543.562.678.162
733257;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;160.450.129.919.088
733265;1;1;80;2;;;;2;;2;;2;;.;;;1;1;52;52;13.255.979.748.698
733268;1;1;80;2;;;;2;;2;;2;;.;;;1;1;52;52;157.974.632.476.862
733269;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;52;52;120.882.018.687.607
733269;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;120.882.018.687.607
733273;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;52;52;128.616.265.005.017
733277;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;202.828.236.795.285
733277;1;5;80;1;2;2;;2;;2;;;;;9;2;1;1;52;52;202.828.236.795.285
733281;1;1;80;1;4;8;LA EDAD;2;;2;;;;;8;2;1;1;52;52;137.712.410.686.777
733281;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;137.712.410.686.777
733284;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;120.783.547.510.491
733284;1;3;80;1;4;8;CAMBIO DE DOMICILIO;2;;2;;;;;9;2;1;1;52;52;120.783.547.510.491
733284;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;120.783.547.510.491
733284;1;6;80;2;;;;2;;2;;2;;.;;;1;1;52;52;120.783.547.510.491
733286;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;16.609.898.074.509
733291;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;52;52;108.465.099.256.868
733291;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;52;52;108.465.099.256.868
733293;1;6;80;1;4;2;;2;;2;;;;;9;2;1;1;52;52;164.503.426.919.357
733299;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;188.906.918.001.541
733299;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;188.906.918.001.541
733299;1;6;80;2;;;;2;;2;;2;;.;;;1;1;52;52;188.906.918.001.541
733303;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;151.848.524.850.006
733303;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;151.848.524.850.006
733304;1;2;80;1;3;2;;2;;2;;;;;9;2;1;1;52;52;180.601.295.667.236
733306;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;145.557.713.046.123
733308;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;20.040.043.419.768
733308;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;20.040.043.419.768
733308;1;4;80;1;1;8;POR EMBARAZO;2;;2;;;;;9;2;1;1;52;52;20.040.043.419.768
733308;1;6;80;2;;;;2;;2;;2;;.;;;1;1;52;52;20.040.043.419.768
733310;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;15.332.317.726.982
733312;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;139.669.588.057.878
733312;1;4;80;1;4;8;EDAD;2;;2;;;;;8;2;1;1;52;52;139.669.588.057.878
733313;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;165.316.380.495.615
733315;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;153.010.517.106.812
733323;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;188.205.626.850.813
733325;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;52;52;153.904.173.398.223
733325;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;153.904.173.398.223
733326;1;1;80;1;4;8;EDAD;2;;2;;;;;8;2;1;1;52;52;138.524.757.879.442
733326;1;2;80;1;4;4;;3;;2;;;;;9;2;1;1;52;52;138.524.757.879.442
733333;1;2;80;1;1;6;;2;;1;408000;;;;1;2;1;1;52;52;166.791.032.915.429
733342;1;1;80;2;;;;2;;2;;2;;.;;;1;1;52;52;156.499.980.057.048
733342;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;156.499.980.057.048
733346;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;177.622.243.884.418
733349;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;52;52;164.846.440.409.148
733349;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;164.846.440.409.148
733349;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;164.846.440.409.148
733351;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;148.016.048.409.979
733351;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;148.016.048.409.979
733351;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;148.016.048.409.979
733353;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;176.369.703.548.476
733353;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;176.369.703.548.476
733355;1;2;80;1;3;4;;3;;2;;;;;9;2;1;1;52;52;136.237.758.266.962
733355;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;136.237.758.266.962
733359;1;1;80;1;4;4;;3;;2;;;2;;6;1;1;1;52;52;156.107.481.758.391
733359;1;2;80;1;2;7;;2;;2;;;;;9;2;1;1;52;52;156.107.481.758.391
733359;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;156.107.481.758.391
733359;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;156.107.481.758.391
733360;1;1;80;1;4;4;;3;;2;;;;;9;2;1;1;52;52;12.570.719.179.959
733362;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;144.083.060.626.308
733363;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;52;52;133.140.793.615.383
733368;1;1;80;1;4;3;;2;;2;;;;;8;2;1;1;52;52;133.140.793.615.383
733372;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;52;52;137.712.410.686.777
733372;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;137.712.410.686.777
733375;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;164.846.440.409.148
733375;1;4;80;2;;;;2;;2;;2;;.;;;1;1;52;52;164.846.440.409.148
733376;1;1;80;1;4;3;;2;;2;;;;;8;2;1;1;52;52;886.722.111.696.561
733376;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;886.722.111.696.561
733379;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;181.524.698.901.838
733381;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;136.085.624.760.482
733381;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;136.085.624.760.482
733383;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;197.673.241.441.923
733383;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;197.673.241.441.923
733383;1;4;80;1;1;7;;2;;1;62000;;;PIENZA ESTUDIAR;12;2;1;1;52;52;197.673.241.441.923
733383;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;197.673.241.441.923
733383;1;6;80;2;;;;2;;2;;2;;.;;;1;1;52;52;197.673.241.441.923
733383;1;7;80;2;;;;2;;2;;2;;.;;;1;1;52;52;197.673.241.441.923
733390;1;1;80;2;;;;2;;2;;2;;.;;;1;1;52;52;142.426.527.756.824
733392;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;179.237.699.289.358
733392;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;179.237.699.289.358
733394;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;189.604.981.168.364
733394;1;11;80;2;;;;2;;2;;2;;.;;;1;1;52;52;189.604.981.168.364
733394;1;12;80;1;4;3;;2;;2;;;;;4;2;1;1;52;52;189.604.981.168.364
733399;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;166.791.032.915.429
733401;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;52;52;117.861.889.440.245
733401;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;117.861.889.440.245
733401;1;5;80;1;4;2;;2;;2;;;3;;9;1;1;1;52;52;117.861.889.440.245
733405;1;3;80;2;;;;2;;2;;2;;.;;;1;1;52;52;165.427.436.537.551
733407;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;52;52;125.295.491.256.037
733407;1;2;80;2;;;;2;;2;;2;;.;;;1;1;52;52;125.295.491.256.037
733409;1;1;80;2;;;;2;;2;;2;;.;;;1;1;52;52;116.310.401.616.213
733412;1;1;80;1;3;2;;2;;2;;;;;9;2;1;1;52;52;133.140.793.615.383
733414;1;6;80;2;;;;2;;2;;2;;.;;;1;1;52;52;15.398.100.880.244
733418;1;5;80;2;;;;2;;2;;2;;.;;;1;1;52;52;155.526.485.629.988
733422;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;320.087.859.583.421
733422;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;320.087.859.583.421
733423;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;35.104.544.655.089
733423;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;35.104.544.655.089
733426;1;2;80;1;4;7;;2;;2;;;;;9;2;1;1;54;54;323.238.664.958.064
733431;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;54;54;297.647.382.711.679
733433;1;2;80;1;2;2;;2;;2;;;;;9;2;1;1;54;54;290.573.217.285.031
733435;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;349.775.974.997.058
733435;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;349.775.974.997.058
733435;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;349.775.974.997.058
733439;1;4;80;1;1;1;;2;;2;;;;;2;2;1;1;54;54;266.032.068.430.645
733442;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;54;54;29.595.040.429.217
733442;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;29.595.040.429.217
733444;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;54;54;394.017.791.497.712
733444;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;394.017.791.497.712
733447;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;290.248.798.560.561
733447;1;5;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;290.248.798.560.561
733449;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;299.472.247.748.217
733449;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;299.472.247.748.217
733449;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;299.472.247.748.217
733452;1;2;80;1;2;1;;2;;2;;;;;2;2;1;1;54;54;376.368.338.673.332
733454;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;264.098.292.472.956
733454;1;6;80;1;1;1;;2;;2;;;;;2;2;1;1;54;54;264.098.292.472.956
733455;1;1;80;1;4;4;;3;;2;;;;;4;2;1;1;54;54;303.645.723.811.206
733455;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;303.645.723.811.206
733455;1;6;80;2;;;;2;;2;;2;;.;;;1;1;54;54;303.645.723.811.206
733457;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;320.585.780.370.872
733457;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;320.585.780.370.872
733460;1;2;80;1;1;2;;2;;2;;;;;9;2;1;1;54;54;377.256.893.770.685
733462;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;348.449.030.747.972
733464;1;2;80;1;2;2;;2;;2;;;;;9;2;1;1;54;54;346.299.306.803.217
733467;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;350.330.364.568.784
733467;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;350.330.364.568.784
733469;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;230.647.509.417.695
733472;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;54;54;350.330.364.568.784
733472;1;6;80;1;2;1;;2;;2;;;;;2;2;1;1;54;54;350.330.364.568.784
733477;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;320.976.414.680.774
733477;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;320.976.414.680.774
733479;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;258.120.125.484.893
733482;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;268.591.303.676.485
733482;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;268.591.303.676.485
733484;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;346.299.306.803.217
733485;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;318.045.833.352.228
733487;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;268.591.303.676.485
733492;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;230.647.509.417.695
733494;1;5;80;1;4;4;;3;;2;;;;;10;2;1;1;54;54;264.700.848.122.527
733494;1;7;80;2;;;;2;;2;;2;;.;;;1;1;54;54;264.700.848.122.527
733500;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;297.647.382.711.679
733500;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;297.647.382.711.679
733501;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;323.324.614.471.212
733502;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;297.534.856.379.143
733506;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;376.255.812.340.797
733506;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;376.255.812.340.797
733506;1;4;80;2;;;;2;;2;;1;1;;8;;1;1;54;54;376.255.812.340.797
733508;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;296.932.300.729.573
733508;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;296.932.300.729.573
733511;1;2;80;1;3;2;;2;;2;;;;;9;2;1;1;54;54;286.815.462.175.071
733511;1;5;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;286.815.462.175.071
733515;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;295.050.966.908.761
733515;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;295.050.966.908.761
733517;1;1;80;1;4;3;;2;;2;;;;;8;2;1;1;54;54;287.262.154.033.234
733517;1;2;80;1;1;1;;2;;2;;;;;2;2;1;1;54;54;287.262.154.033.234
733518;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;406.112.922.871.244
733518;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;406.112.922.871.244
733520;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;323.324.614.471.212
733521;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;41.642.832.118.412
733521;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;41.642.832.118.412
733521;1;4;80;1;2;2;;2;;2;;;;;9;2;1;1;54;54;41.642.832.118.412
733521;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;41.642.832.118.412
733521;1;6;80;2;;;;2;;2;;2;;.;;;1;1;54;54;41.642.832.118.412
733526;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;54;54;375.771.106.791.439
733526;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;375.771.106.791.439
733528;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;266.355.630.218.583
733531;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;325.454.164.304.504
733535;1;1;80;1;4;3;;2;;2;;;;;9;2;1;1;54;54;323.324.614.471.212
733535;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;323.324.614.471.212
733536;1;1;80;1;3;2;;2;;2;;;;;9;2;1;1;54;54;343.368.725.474.671
733537;1;1;80;1;1;5;;2;;1;300000;;1;;4;1;1;1;54;54;351.877.532.863.968
733537;1;3;80;1;1;5;;2;;2;;;1;;5;1;1;1;54;54;351.877.532.863.968
733537;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;351.877.532.863.968
733541;1;1;80;2;;;;2;;2;;2;;.;;;1;1;54;54;341.699.312.993.528
733544;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;28.935.049.666.205
733550;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;352.926.780.371.702
733552;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;320.976.414.680.774
733554;1;2;80;1;1;1;;2;;2;;;;;2;2;1;1;54;54;292.281.077.990.596
733556;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;54;54;325.119.998.778.876
733556;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;325.119.998.778.876
733558;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;331.421.245.345.226
733558;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;331.421.245.345.226
733558;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;331.421.245.345.226
733560;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;356.640.104.115.955
733560;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;356.640.104.115.955
733562;1;2;80;1;4;4;;3;;2;;;;;10;2;1;1;54;54;328.628.614.583.131
733564;1;2;80;1;4;7;;2;;2;;;;;7;2;1;1;54;54;39.468.971.105.639
733564;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;39.468.971.105.639
733564;1;6;80;2;;;;2;;2;;2;;.;;;1;1;54;54;39.468.971.105.639
733566;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;293.467.503.940.765
733566;1;3;80;2;;;;2;;2;;1;1;;4;;1;1;54;54;293.467.503.940.765
733567;1;2;80;1;1;7;;2;;2;;;;;5;2;1;1;54;54;380.187.475.099.231
733571;1;2;80;2;;;;2;;2;;1;3;;9;;1;1;54;54;320.976.414.680.774
733571;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;320.976.414.680.774
733572;1;1;80;1;4;6;;2;;2;;;4;;1;1;1;1;54;54;325.454.164.304.504
733572;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;325.454.164.304.504
733576;1;1;80;1;4;2;;2;;2;;;;;8;2;1;1;54;54;285.380.820.212.422
733577;1;2;80;1;1;5;;2;;2;;;;;9;2;1;1;54;54;287.976.801.482.113
733578;1;1;80;2;;;;3;;2;;2;;.;;;1;1;54;54;159.603.803.596.249
733578;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;159.603.803.596.249
733581;1;1;80;1;4;3;;2;;2;;;;;8;2;1;1;54;54;261.939.261.910.791
733581;1;3;80;1;4;6;;2;;2;;;;;9;2;1;1;54;54;261.939.261.910.791
733584;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;54;54;268.591.303.676.485
733584;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;268.591.303.676.485
733585;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;444.546.335.211.056
733590;1;1;80;1;2;3;;2;;2;;;;;8;2;1;1;54;54;357.151.401.451.288
733594;1;1;80;1;1;7;;2;;1;300000;;;;4;2;1;1;54;54;307.018.168.378.941
733594;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;307.018.168.378.941
733594;1;9;80;1;4;3;;2;;2;;;;;8;2;1;1;54;54;307.018.168.378.941
733596;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;54;54;299.821.674.853.643
733598;1;2;80;1;4;0;;2;;2;;;1;;5;1;1;1;54;54;297.647.382.711.679
733600;1;3;80;2;;;;2;;2;;2;;.;;;1;1;54;54;308.062.092.118.997
733600;1;4;80;1;3;7;;2;;2;;;;;2;2;1;1;54;54;308.062.092.118.997
733600;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;308.062.092.118.997
733602;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;351.131.396.064.037
733604;1;1;80;1;1;3;;2;;2;;;;;8;2;1;1;54;54;265.994.887.873.567
733604;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;265.994.887.873.567
733605;1;2;80;1;4;7;;2;;2;;;;;9;2;1;1;54;54;359.912.987.663.023
733605;1;4;80;1;1;5;;2;;1;400000;;;;6;2;1;1;54;54;359.912.987.663.023
733605;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;359.912.987.663.023
733610;1;3;80;1;2;2;;2;;2;;;;;2;2;1;1;54;54;379.186.393.669.342
733610;1;4;80;2;;;;2;;2;;2;;.;;;1;1;54;54;379.186.393.669.342
733610;1;5;80;2;;;;2;;2;;2;;.;;;1;1;54;54;379.186.393.669.342
733612;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;54;54;285.380.820.212.422
733616;1;2;80;2;;;;2;;2;;2;;.;;;1;1;54;54;325.119.998.778.876
