DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;CLASE;DPTO;fex_c_2011
752449;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;174.495.807.373.875
752449;1;2;90;;1;;1;2;1;2;2;2;2;2;2;5;;20;;16;;;;;;;2;13;174.495.807.373.875
752449;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;13;174.495.807.373.875
752454;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;152.086.709.180.872
752454;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;13;152.086.709.180.872
752459;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;271.084.535.605.769
752459;1;2;90;;1;;1;2;2;2;2;2;2;2;2;6;;40;;;;;;;;;2;13;271.084.535.605.769
752459;1;3;90;;1;;1;2;1;2;2;2;2;2;2;10;;15;;20;;;;;;;2;13;271.084.535.605.769
752461;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;171.278.703.933.727
752461;1;2;90;;1;;1;2;1;2;2;2;2;2;2;9;;20;;20;;;;;;;2;13;171.278.703.933.727
752502;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;10;;;;;;;2;13;18.386.603.887.213
752502;1;2;90;;1;;1;2;1;2;2;2;2;2;2;10;;30;;30;;;;;;;2;13;18.386.603.887.213
752504;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;13;199.478.441.619.046
752505;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;161.241.377.581.958
752505;1;2;90;;1;;1;2;1;2;2;2;2;2;2;10;;30;;20;;;;;;;2;13;161.241.377.581.958
752505;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;161.241.377.581.958
752505;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;161.241.377.581.958
752509;1;1;90;;1;;2;2;1;2;2;2;2;2;2;10;;;;10;;;;;;;2;13;168.646.326.453.145
752509;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;20;;;;;;;2;13;168.646.326.453.145
752512;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;10;;;;;;;2;13;292.105.875.683.631
752512;1;2;90;;1;;1;2;1;2;2;2;2;2;2;10;;20;;30;;;;;;;2;13;292.105.875.683.631
752515;1;1;90;;1;;1;2;2;2;2;2;2;2;2;8;;20;;;;;;;;;2;13;118.990.471.083.375
752515;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;118.990.471.083.375
752515;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;118.990.471.083.375
752516;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;174.495.807.373.875
752516;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;13;174.495.807.373.875
752516;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;174.495.807.373.875
752518;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;10;;;;;;;2;13;21.846.498.812.792
752518;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;20;;;;;;;2;13;21.846.498.812.792
752519;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;196.095.231.296.769
752519;1;2;90;;1;;1;2;2;2;2;2;2;2;2;10;;30;;;;;;;;;2;13;196.095.231.296.769
752520;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;196.095.231.296.769
752520;1;2;90;;1;;1;2;2;2;2;2;2;2;2;8;;30;;;;;;;;;2;13;196.095.231.296.769
752522;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;152.008.686.338.951
752522;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;20;;;;;;;2;13;152.008.686.338.951
752522;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;13;152.008.686.338.951
752522;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;152.008.686.338.951
752526;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;18.386.603.887.213
752526;1;2;90;;1;;1;2;1;2;2;2;2;2;2;6;;30;;30;;;;;;;2;13;18.386.603.887.213
752527;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;170.494.244.876.439
752527;1;2;90;;1;;1;2;1;2;2;2;2;2;2;5;;30;;20;;;;;;;2;13;170.494.244.876.439
752527;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;13;170.494.244.876.439
752527;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;170.494.244.876.439
752533;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;148.605.299.965.201
752533;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;10;;;;;;;2;13;148.605.299.965.201
752533;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;148.605.299.965.201
752533;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;148.605.299.965.201
752533;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;148.605.299.965.201
752536;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;13;158.863.755.732.851
752537;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;30;;;;;;;2;13;161.496.282.040.979
752537;1;2;90;;2;;2;2;1;2;2;2;2;2;2;;;;;10;;;;;;;2;13;161.496.282.040.979
752539;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;20;;;;;;;2;13;192.878.276.684.167
752539;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;13;192.878.276.684.167
752543;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;161.261.553.633.432
752543;1;2;90;;1;;1;2;1;2;2;2;2;2;2;5;;30;;20;;;;;;;2;13;161.261.553.633.432
752543;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;13;161.261.553.633.432
752543;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;13;161.261.553.633.432
752546;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;158.863.755.732.851
752548;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;187.495.332.706.771
752548;1;2;90;;1;;1;2;1;2;2;2;2;2;2;8;;30;;20;;;;;;;2;13;187.495.332.706.771
752548;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;187.495.332.706.771
752548;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;187.495.332.706.771
752550;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;10;;;;;;;2;13;15.927.609.495.489
752550;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;20;;;;;;;2;13;15.927.609.495.489
752550;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;13;15.927.609.495.489
752556;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;186.891.255.508.189
752556;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;20;;;;;;;2;13;186.891.255.508.189
752557;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;301.043.431.198.838
752557;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;30;;;;;;;2;13;301.043.431.198.838
752561;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;2.730.812.351.599
752561;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;20;;;;;;;2;13;2.730.812.351.599
752562;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;2.577.947.446.291
752562;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;20;;;;;;;2;13;2.577.947.446.291
752564;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;167.189.057.396.084
752564;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;13;167.189.057.396.084
752564;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;167.189.057.396.084
752567;1;1;90;;1;;1;2;1;2;2;2;2;2;2;5;;30;;20;;;;;;;2;13;180.560.851.391.775
752570;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;12;;;;;;;2;13;202.523.568.872.336
752570;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;20;;;;;;;2;13;202.523.568.872.336
752570;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;13;202.523.568.872.336
752570;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;13;202.523.568.872.336
752570;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;13;202.523.568.872.336
752570;1;6;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;13;202.523.568.872.336
752606;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;7;;;;;;;2;13;21.846.498.812.792
752606;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;49;;42;;;;;;;2;13;21.846.498.812.792
752608;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;177.088.992.320.152
752608;1;2;90;;1;;1;2;2;2;2;2;2;2;2;14;;49;;;;;;;;;2;13;177.088.992.320.152
752608;1;3;90;;2;;1;2;1;2;2;2;2;2;2;;;42;;49;;;;;;;2;13;177.088.992.320.152
752612;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;176.598.630.256.191
752612;1;2;90;;1;;1;2;1;2;2;2;2;2;2;14;;35;;30;;;;;;;2;13;176.598.630.256.191
752612;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;13;176.598.630.256.191
752620;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;123.170.985.136.138
752620;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;123.170.985.136.138
752620;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;123.170.985.136.138
752620;1;4;90;;1;;1;2;2;2;2;2;2;2;2;40;;14;;;;;;;;;2;13;123.170.985.136.138
752625;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;233.925.330.029.348
752625;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;49;;40;;;;;;;2;13;233.925.330.029.348
752628;1;1;90;;1;;1;2;2;2;2;2;2;2;2;21;;7;;;;;;;;;2;13;14.752.620.064.583
752628;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;14;;;;;;;;;2;13;14.752.620.064.583
752628;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;13;14.752.620.064.583
752628;1;4;90;;1;;1;2;2;2;2;2;2;2;2;7;;15;;;;;;;;;2;13;14.752.620.064.583
752628;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;14.752.620.064.583
752632;1;1;90;;1;;1;2;1;2;2;2;2;2;2;35;;7;;7;;;;;;;2;13;211.555.573.198.198
752632;1;2;90;;1;;1;2;1;2;2;2;2;2;2;7;;50;;40;;;;;;;2;13;211.555.573.198.198
752638;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;157.936.190.101.603
752638;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;40;;;;;;;;;2;13;157.936.190.101.603
752638;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;157.936.190.101.603
752641;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;14.615.920.541.822
752641;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;49;;;;;;;;;2;13;14.615.920.541.822
752641;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;14.615.920.541.822
752645;1;1;90;;1;;1;2;2;2;2;2;2;2;2;60;;7;;;;;;;;;2;13;152.008.686.338.951
752645;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;63;;;;;;;;;2;13;152.008.686.338.951
752645;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;13;152.008.686.338.951
752645;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;152.008.686.338.951
752647;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;50;;30;;;;;;;2;13;153.185.984.551.716
752647;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;153.185.984.551.716
752648;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;158.863.755.732.851
752649;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;131.056.857.203.009
752649;1;2;90;;1;;1;2;2;2;2;2;2;2;2;14;;35;;;;;;;;;2;13;131.056.857.203.009
752651;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;189.676.178.431.008
752651;1;2;90;;1;;1;2;1;2;2;2;2;2;2;10;;60;;30;;;;;;;2;13;189.676.178.431.008
752652;1;1;90;;1;;2;2;1;2;2;2;2;2;2;21;;;;7;;;;;;;2;13;226.775.285.617.183
752652;1;2;90;;1;;1;2;1;2;2;2;2;2;2;7;;35;;50;;;;;;;2;13;226.775.285.617.183
752654;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;273.596.659.187.449
752654;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;7;;;;;;;2;13;273.596.659.187.449
752654;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;273.596.659.187.449
752654;1;4;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;7;;;;;;;2;13;273.596.659.187.449
752660;1;1;90;;1;;2;2;2;2;2;2;2;2;2;20;;;;;;;;;;;2;13;211.314.943.715.754
752660;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;40;;40;;;;;;;2;13;211.314.943.715.754
752661;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;168.646.326.453.145
752661;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;35;;;;;;;;;2;13;168.646.326.453.145
752663;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;13;152.086.709.180.872
752663;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;40;;;;;;;;;2;13;152.086.709.180.872
752664;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;10;;;;;;;2;13;197.471.982.647.148
752664;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;30;;;;;;;2;13;197.471.982.647.148
752937;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;107.290.411.758.463
752937;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;17;107.290.411.758.463
752937;1;3;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;40;;;;;;;2;17;107.290.411.758.463
752939;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;107.062.565.306.355
752939;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;107.062.565.306.355
752941;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;129.281.023.491.491
752941;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;129.281.023.491.491
752943;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;141.601.522.556.479
752943;1;2;90;;2;;1;2;1;2;1;2;2;2;2;;;70;;10;;2;;;;;2;17;141.601.522.556.479
752946;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;123.003.055.431.987
752946;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;17;123.003.055.431.987
752946;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;123.003.055.431.987
752948;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;972.694.648.997.746
752948;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;24;;24;;;;;;;2;17;972.694.648.997.746
752949;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;107.869.352.544.694
752949;1;2;90;;1;;1;2;2;1;2;2;2;2;2;7;;54;;;56;;;;;;2;17;107.869.352.544.694
752949;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;107.869.352.544.694
752950;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;148.736.645.964.198
752950;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;98;;;;;;;;;2;17;148.736.645.964.198
752950;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;17;148.736.645.964.198
752950;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;17;148.736.645.964.198
752952;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;24;;;;;;;;;2;17;805.547.931.528.924
752952;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;805.547.931.528.924
752953;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;110.168.904.750.994
752953;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;48;;;;;;;;;2;17;110.168.904.750.994
752955;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;13.849.518.311.184
752955;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;70;;10;;;;;;;2;17;13.849.518.311.184
752959;1;1;90;;2;;1;2;2;1;2;2;2;2;2;;;70;;;70;;;;;;2;17;110.359.134.649.798
752959;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;110.359.134.649.798
752959;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;110.359.134.649.798
752959;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;110.359.134.649.798
752961;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;108.252.386.163.126
752961;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;17;108.252.386.163.126
752961;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;17;108.252.386.163.126
752963;1;1;90;;2;;1;2;2;2;2;1;2;2;1;;;56;;;;;4;;;4;2;17;107.248.444.756.851
752963;1;2;90;;1;;1;2;2;2;2;2;2;2;2;25;;25;;;;;;;;;2;17;107.248.444.756.851
752963;1;3;90;;1;;2;2;2;2;2;2;2;2;2;30;;;;;;;;;;;2;17;107.248.444.756.851
752963;1;4;90;;1;;2;2;2;2;2;2;2;2;2;25;;;;;;;;;;;2;17;107.248.444.756.851
752965;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;123.296.191.054.321
752965;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;17;123.296.191.054.321
752965;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;123.296.191.054.321
752967;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;114.237.218.600.295
752967;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;17;114.237.218.600.295
752977;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;142.751.813.527.029
752977;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;52;;;;;;;;;2;17;142.751.813.527.029
752977;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;142.751.813.527.029
752977;1;4;90;;1;;2;2;2;2;2;2;2;2;2;21;;;;;;;;;;;2;17;142.751.813.527.029
752977;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;17;142.751.813.527.029
752990;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;158.359.805.056.615
752990;1;2;90;;2;;1;2;2;2;2;2;2;2;1;;;70;;;;;;;;8;2;17;158.359.805.056.615
752990;1;3;90;;1;;2;2;2;2;2;2;2;2;2;25;;;;;;;;;;;2;17;158.359.805.056.615
752990;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;158.359.805.056.615
752992;1;1;90;;1;;1;2;2;2;2;2;2;2;2;46;;35;;;;;;;;;2;17;170.584.511.688.576
752992;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;170.584.511.688.576
752993;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;152.920.169.989.272
752993;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;152.920.169.989.272
752993;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;152.920.169.989.272
752993;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;50;;;;;;;;;2;17;152.920.169.989.272
752993;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;152.920.169.989.272
752995;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;106.997.276.136.129
752995;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;70;;70;;;;;;;2;17;106.997.276.136.129
752995;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;106.997.276.136.129
753008;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;13.273.086.666.834
753008;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;70;;;;;;;;;2;17;13.273.086.666.834
753008;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;13.273.086.666.834
753008;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;13.273.086.666.834
753013;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;141.601.522.556.479
753013;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;70;;;;;;;;;2;17;141.601.522.556.479
753015;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;129.281.023.491.491
753015;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;70;;;;;;;;;2;17;129.281.023.491.491
753016;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;113.275.244.195.633
753016;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;50;;;;;;;;;2;17;113.275.244.195.633
753018;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;116.058.161.923.071
753018;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;70;;;;;;;;;2;17;116.058.161.923.071
753018;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;17;116.058.161.923.071
753020;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;50;;;;;;;;;2;17;12.204.299.436.024
753020;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;12.204.299.436.024
753021;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;102.926.525.171.435
753021;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;70;;70;;;;;;;2;17;102.926.525.171.435
753023;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;134.760.158.316.589
753023;1;2;90;;1;;1;2;2;2;2;2;2;2;2;3;;54;;;;;;;;;2;17;134.760.158.316.589
753023;1;6;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;134.760.158.316.589
753026;1;1;90;;1;;2;2;2;2;2;2;2;2;2;35;;;;;;;;;;;2;17;114.237.218.600.295
753026;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;70;;;;;;;;;2;17;114.237.218.600.295
753027;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;164.784.392.261.669
753027;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;70;;;;;;;;;2;17;164.784.392.261.669
753027;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;164.784.392.261.669
753029;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;113.275.244.195.633
753029;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;70;;;;;;;;;2;17;113.275.244.195.633
753031;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;129.281.023.491.491
753031;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;70;;;;;;;;;2;17;129.281.023.491.491
753034;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;13.676.698.108.986
753034;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;17;13.676.698.108.986
753034;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;13.676.698.108.986
753034;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;13.676.698.108.986
753034;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;17;13.676.698.108.986
753034;1;6;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;17;13.676.698.108.986
753039;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;121.475.247.731.546
753039;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;17;121.475.247.731.546
753051;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;114.237.218.600.295
753051;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;30;;;;;;;;;2;17;114.237.218.600.295
753053;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;20;;;;;;;;;2;17;865.396.255.900.617
753057;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;123.296.191.054.321
753057;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;25;;;;;;;;;2;17;123.296.191.054.321
753057;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;17;123.296.191.054.321
753059;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;35;;;;;;;;;2;17;118.936.654.915.601
753059;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;17;118.936.654.915.601
