DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
727236;1;9;23;80;2;;;;2;;2;;2;;.;;;1;23;117.065.974.137.691
727242;1;1;23;80;1;3;3;;2;;2;;;;;4;2;1;23;886.290.585.748.297
727242;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;886.290.585.748.297
727242;1;3;23;80;1;1;1;;2;;2;;;;;2;2;1;23;886.290.585.748.297
727242;1;4;23;80;2;;;;2;;2;;2;;.;;;1;23;886.290.585.748.297
727242;1;5;23;80;2;;;;2;;2;;2;;.;;;1;23;886.290.585.748.297
727242;1;6;23;80;2;;;;2;;2;;2;;.;;;1;23;886.290.585.748.297
727249;1;2;23;80;1;4;2;;2;;2;;;;;9;2;1;23;835.724.710.959.886
727250;1;1;23;80;2;;;;2;;2;;2;;.;;;1;23;762.188.760.701.563
727250;1;5;23;80;2;;;;2;;2;;2;;.;;;1;23;762.188.760.701.563
727252;1;1;23;80;1;4;4;;3;;2;;;;;10;2;1;23;102.927.183.217.779
727252;1;2;23;80;1;2;5;;2;;2;;;;;9;2;1;23;102.927.183.217.779
727256;1;3;23;80;2;;;;2;;2;;2;;.;;;1;23;397.804.727.246.718
727256;1;4;23;80;2;;;;2;;2;;2;;.;;;1;23;397.804.727.246.718
727257;1;1;23;80;1;4;4;;3;;2;;;;;10;2;1;23;346.046.998.225.052
727257;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;346.046.998.225.052
727263;1;4;23;80;2;;;;2;;2;;2;;.;;;1;23;118.807.843.921.909
727265;1;1;23;80;1;3;3;;2;;2;;;;;4;2;1;23;797.782.531.213.342
727266;1;2;23;80;1;4;2;;2;;2;;;;;8;2;1;23;847.190.444.080.514
727266;1;8;23;80;2;;;;2;;2;;2;;.;;;1;23;847.190.444.080.514
727266;1;12;23;80;2;;;;2;;2;;2;;.;;;1;23;847.190.444.080.514
727268;1;2;23;80;1;4;2;;2;;2;;;;;8;2;1;23;104.482.622.877.839
727270;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;73.549.818.372.013
727272;1;1;23;80;2;;;;2;;2;;2;;.;;;1;23;936.614.340.199.721
727272;1;2;23;80;1;3;2;;2;;2;;;;;9;2;1;23;936.614.340.199.721
727272;1;3;23;80;2;;;;2;;2;;2;;.;;;1;23;936.614.340.199.721
727273;1;1;23;80;1;4;4;;3;;2;;;;;8;2;1;23;104.251.609.743.621
727273;1;2;23;80;2;;;;2;;2;;1;3;;9;;1;23;104.251.609.743.621
727273;1;4;23;80;2;;;;2;;2;;2;;.;;;1;23;104.251.609.743.621
727276;1;7;23;80;2;;;;2;;2;;2;;.;;;1;23;584.171.040.943.599
727281;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;184.069.420.957.776
727285;1;2;23;80;1;4;3;;2;;2;;;;;4;2;1;23;743.540.229.457.628
727285;1;4;23;80;1;1;1;;2;;2;;;;;2;2;1;23;743.540.229.457.628
727285;1;5;23;80;2;;;;2;;2;;2;;.;;;1;23;743.540.229.457.628
727286;1;4;23;80;1;2;2;;2;;2;;;;;9;2;1;23;939.883.279.222.702
727289;1;2;23;80;1;3;2;;2;;2;;;;;9;2;1;23;119.702.196.295.894
727294;1;2;23;80;1;4;2;;2;;2;;;;;9;2;1;23;194.608.472.637.007
727294;1;4;23;80;2;;;;2;;2;;2;;.;;;1;23;194.608.472.637.007
727296;1;1;23;80;1;4;2;;2;;2;;;;;9;2;1;23;206.414.651.196.245
727296;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;206.414.651.196.245
727301;1;1;23;80;1;4;2;;2;;2;;;;;8;2;1;23;21.014.825.742.191
727307;1;1;23;80;1;1;5;;2;;1;60000;;;;8;2;1;23;197.233.582.475.388
727307;1;2;23;80;1;4;3;;2;;2;;;;;8;2;1;23;197.233.582.475.388
727309;1;3;23;80;2;;;;2;;2;;2;;.;;;1;23;175.768.053.310.624
727309;1;4;23;80;1;2;6;;2;;2;;;;;2;2;1;23;175.768.053.310.624
727322;1;7;23;80;2;;;;2;;2;;2;;.;;;1;23;105.793.643.279.547
727325;1;2;23;80;1;1;2;;2;;2;;;;;11;2;1;23;327.284.916.876.737
727325;1;3;23;80;2;;;;2;;2;;2;;.;;;1;23;327.284.916.876.737
727327;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;101.974.207.715.188
727330;1;1;23;80;2;;;;2;;2;;2;;.;;;1;23;995.249.652.067.695
727333;1;4;23;80;1;4;3;;2;;2;;;;;8;2;1;23;718.723.598.902.988
727337;1;3;23;80;2;;;;2;;2;;2;;.;;;1;23;819.613.228.142.824
727337;1;4;23;80;2;;;;2;;2;;2;;.;;;1;23;819.613.228.142.824
727339;1;3;23;80;2;;;;2;;2;;2;;.;;;1;23;93.738.921.067.789
727342;1;1;23;80;1;4;2;;2;;2;;;;;9;2;1;23;294.199.273.488.052
727344;1;3;23;80;2;;;;2;;2;;2;;.;;;1;23;358.009.249.931.176
727345;1;4;23;80;2;;;;2;;2;;2;;.;;;1;23;364.516.144.095.512
727347;1;2;23;80;1;4;3;;2;;2;;;;;4;2;1;23;444.915.120.260.744
727347;1;3;23;80;2;;;;2;;2;;2;;.;;;1;23;444.915.120.260.744
727348;1;1;23;80;2;;;;2;;2;;2;;.;;;1;23;42.665.111.225.531
727350;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;427.053.254.264.417
727360;1;1;23;80;1;4;5;;2;;2;;;;;4;2;1;23;107.102.079.075.054
727362;1;1;23;80;1;4;4;;3;;2;;;;;10;2;1;23;843.028.922.746.483
727362;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;843.028.922.746.483
727362;1;5;23;80;2;;;;2;;2;;2;;.;;;1;23;843.028.922.746.483
727362;1;6;23;80;2;;;;2;;2;;2;;.;;;1;23;843.028.922.746.483
727362;1;7;23;80;2;;;;2;;2;;2;;.;;;1;23;843.028.922.746.483
727364;1;4;23;80;2;;;;2;;2;;2;;.;;;1;23;104.872.123.327.418
727364;1;6;23;80;1;1;8;EMBARAZO;2;;2;;;;EMBARAZO;12;2;1;23;104.872.123.327.418
727366;2;2;23;80;2;;;;2;;2;;2;;.;;;1;23;11.241.311.299.593
727367;1;2;23;80;1;4;5;;2;;2;;;;;8;2;1;23;903.572.519.971.739
727369;1;1;23;80;1;4;3;;2;;2;;;;;4;2;1;23;111.567.545.574.135
727369;1;5;23;80;1;1;1;;2;;2;;;;;2;2;1;23;111.567.545.574.135
727371;1;3;23;80;1;1;3;;2;;1;80000;;;;4;2;1;23;823.262.263.768.062
727373;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;39.986.942.326.844
727374;1;1;23;80;1;1;0;;2;;2;;;1;;8;1;1;23;322.237.636.962.496
727374;1;2;23;80;1;1;6;;1;1;2;;;;EMBARAZO;12;2;1;23;322.237.636.962.496
727375;1;1;23;80;1;4;7;;2;;2;;;;;2;2;1;23;31.573.074.279.816
727375;1;3;23;80;1;4;4;;2;;2;;;;;10;2;1;23;31.573.074.279.816
727379;1;6;23;80;2;;;;2;;2;;2;;.;;;1;23;100.801.810.919.082
727381;1;1;23;80;1;4;4;;3;;2;;;;;10;2;1;23;650.875.789.891.135
727383;1;1;23;80;2;;;;2;;2;;2;;.;;;1;23;886.054.605.947.433
727383;1;2;23;80;1;4;3;;2;;2;;;;;4;2;1;23;886.054.605.947.433
727383;1;3;23;80;1;1;7;;2;;2;;;;;9;2;1;23;886.054.605.947.433
727385;1;2;23;80;2;;;;2;;2;;2;;.;;;1;23;912.666.301.049.106
727386;1;1;23;80;1;3;3;;2;;2;;;;;4;2;1;23;855.773.730.056.271
727386;2;1;23;80;1;4;5;;2;;2;;;3;;9;1;1;23;855.773.730.056.271
727386;2;3;23;80;1;2;2;;2;;2;;;;;9;2;1;23;855.773.730.056.271
729875;1;2;5;80;1;4;6;;2;;2;;;;;11;2;1;5;746.626.853.206.949
729878;1;3;5;80;2;;;;2;;2;;2;;.;;;1;5;666.334.670.970.908
729878;1;5;5;80;2;;;;2;;2;;2;;.;;;1;5;666.334.670.970.908
729880;1;2;5;80;1;1;3;;2;;2;;;;;4;2;1;5;953.773.828.952.157
729881;1;1;5;80;2;;;;3;;2;;2;;.;;;1;5;506.669.930.536.104
729881;1;2;5;80;1;2;2;;2;;2;;;;;11;2;1;5;506.669.930.536.104
729881;1;4;5;80;2;;;;2;;2;;2;;.;;;1;5;506.669.930.536.104
729881;1;6;5;80;2;;;;2;;2;;2;;.;;;1;5;506.669.930.536.104
729881;1;7;5;80;1;1;2;;2;;2;;;;;9;2;1;5;506.669.930.536.104
729890;1;2;5;80;2;;;;2;;2;;2;;.;;;1;5;741.855.423.548.926
729892;1;1;5;80;1;4;2;;2;;2;;;;;9;2;1;5;760.039.285.259.296
729895;1;1;5;80;1;4;3;;2;;2;;;;;4;2;1;5;746.418.874.668.643
729897;1;2;5;80;2;;;;2;;2;;1;1;;9;;1;5;668.784.095.313.957
729901;1;2;5;80;1;4;2;;2;;2;;;;;9;2;1;5;953.943.417.262.504
729901;1;3;5;80;1;1;7;;2;;2;;;;;2;2;1;5;953.943.417.262.504
729903;1;1;5;80;1;4;3;;3;;2;;;;;4;2;1;5;760.039.285.259.296
729904;1;1;5;80;1;4;4;;3;;2;;;;;8;2;1;5;684.743.398.403.668
729904;1;2;5;80;1;4;4;;3;;2;;;;;8;2;1;5;684.743.398.403.668
729909;1;3;13;80;2;;;;2;;2;;2;;.;;;1;13;303.195.546.168.895
729913;1;1;13;80;1;4;2;;2;;2;;;;;8;2;1;13;248.093.868.716.364
729913;1;7;13;80;2;;;;2;;2;;2;;.;;;1;13;248.093.868.716.364
729916;1;1;13;80;1;4;4;;3;;2;;;;;10;2;1;13;220.698.003.565.332
729916;1;2;13;80;1;4;4;;3;;2;;;;;10;2;1;13;220.698.003.565.332
729919;1;3;13;80;2;;;;2;;2;;2;;.;;;1;13;301.515.633.061.678
729921;1;4;13;80;2;;;;2;;2;;2;;.;;;1;13;377.668.447.037.113
729924;1;2;13;80;1;3;2;;1;1;2;;;;;9;2;1;13;323.632.319.042.518
729924;1;3;13;80;2;;;;2;;2;;2;;.;;;1;13;323.632.319.042.518
729927;1;1;13;80;1;1;5;;2;;2;;;;;8;2;1;13;163.148.057.980.883
729927;1;2;13;80;2;;;;2;;2;;2;;.;;;1;13;163.148.057.980.883
729927;1;3;13;80;1;4;2;;3;;2;;;;;8;2;1;13;163.148.057.980.883
729927;1;5;13;80;2;;;;2;;2;;2;;.;;;1;13;163.148.057.980.883
729932;1;3;13;80;2;;;;2;;2;;2;;.;;;1;13;70.833.518.912.901
729935;1;1;13;80;1;4;2;;2;;2;;;;;8;2;1;13;468.894.982.850.256
729941;1;2;13;80;1;3;0;;2;;2;;;2;;5;1;1;13;313.674.702.281.157
729943;1;1;13;80;2;;;;3;;2;;2;;.;;;1;13;315.267.448.656.457
729943;1;2;13;80;1;3;5;;2;;2;;;;;11;2;1;13;315.267.448.656.457
729945;1;1;13;80;1;3;4;;3;;2;;;;;10;2;1;13;259.598.149.473.379
729950;1;1;13;80;1;4;4;;3;;2;;;;;8;2;1;13;163.402.510.430.122
729950;1;2;13;80;1;4;4;;3;;2;;;;;10;2;1;13;163.402.510.430.122
729950;1;3;13;80;1;4;3;;2;;2;;;;;4;2;1;13;163.402.510.430.122
729952;1;3;13;80;2;;;;2;;2;;2;;.;;;1;13;278.854.936.973.802
729952;1;4;13;80;2;;;;2;;2;;2;;.;;;1;13;278.854.936.973.802
729954;1;4;13;80;2;;;;2;;2;;2;;.;;;1;13;3.900.070.371.801
729954;1;5;13;80;2;;;;2;;2;;2;;.;;;1;13;3.900.070.371.801
729960;1;5;13;80;2;;;;2;;2;;2;;.;;;1;13;607.645.468.106.578
729960;1;6;13;80;2;;;;2;;2;;2;;.;;;1;13;607.645.468.106.578
729962;1;2;13;80;2;;;;2;;2;;2;;.;;;1;13;557.720.768.620.631
729964;1;2;13;80;2;;;;2;;2;;2;;.;;;1;13;519.995.232.267.152
729964;1;3;13;80;2;;;;2;;2;;2;;.;;;1;13;519.995.232.267.152
729965;1;1;13;80;1;4;4;;3;;2;;;;;8;2;1;13;220.978.384.808.897
729965;1;2;13;80;2;;;;2;;2;;2;;.;;;1;13;220.978.384.808.897
729965;1;4;13;80;2;;;;2;;2;;2;;.;;;1;13;220.978.384.808.897
729965;1;5;13;80;1;3;5;;2;;2;;;;;9;2;1;13;220.978.384.808.897
729965;1;6;13;80;2;;;;2;;2;;2;;.;;;1;13;220.978.384.808.897
729968;1;1;13;80;2;;;;2;;2;;2;;.;;;1;13;259.598.149.473.379
729969;1;1;13;80;1;4;4;;3;;2;;;;;8;2;1;13;311.828.562.592.336
729969;1;2;13;80;2;;;;2;;2;;2;;.;;;1;13;311.828.562.592.336
729969;1;4;13;80;2;;;;2;;2;;2;;.;;;1;13;311.828.562.592.336
729971;1;6;13;80;1;4;5;;2;;2;;;;;9;2;1;13;270.021.115.738.326
729971;1;7;13;80;2;;;;2;;2;;2;;.;;;1;13;270.021.115.738.326
729973;1;2;13;80;2;;;;2;;2;;2;;.;;;1;13;167.108.084.149.668
729973;1;6;13;80;2;;;;2;;2;;2;;.;;;1;13;167.108.084.149.668
729973;1;7;13;80;2;;;;2;;2;;2;;.;;;1;13;167.108.084.149.668
729975;1;2;13;80;2;;;;2;;2;;2;;.;;;1;13;323.811.839.966.025
729975;1;3;13;80;2;;;;2;;2;;2;;.;;;1;13;323.811.839.966.025
729975;1;4;13;80;2;;;;2;;2;;2;;.;;;1;13;323.811.839.966.025
729983;1;1;13;80;1;4;4;;3;;2;;;;;10;2;1;13;53.543.029.080.063
729983;1;5;13;80;2;;;;2;;2;;2;;.;;;1;13;53.543.029.080.063
729987;1;1;13;80;1;4;4;;3;;2;;;;;10;2;1;13;353.346.579.520.437
729987;1;2;13;80;1;4;2;;2;;2;;;;;9;2;1;13;353.346.579.520.437
729987;1;3;13;80;2;;;;2;;2;;2;;.;;;1;13;353.346.579.520.437
729987;1;4;13;80;2;;;;2;;2;;2;;.;;;1;13;353.346.579.520.437
729994;1;1;13;80;2;;;;2;;2;;2;;.;;;1;13;298.696.957.229.588
729994;1;2;13;80;2;;;;2;;2;;2;;.;;;1;13;298.696.957.229.588
729996;1;1;13;80;1;4;3;;2;;2;;;;;4;2;1;13;245.453.844.454.754
729996;1;2;13;80;1;4;6;;2;;2;;;;;9;2;1;13;245.453.844.454.754
729997;1;1;13;80;1;4;2;;2;;2;;;;;9;2;1;13;212.300.697.912.713
730055;1;2;17;80;1;4;2;;2;;2;;;;;9;2;1;17;365.220.893.666.435
730058;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;334.241.543.742.632
730058;1;4;17;80;2;;;;2;;2;;2;;.;;;1;17;334.241.543.742.632
730062;1;1;17;80;1;4;4;;3;;2;;;;;10;2;1;17;140.584.753.544.117
730062;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;140.584.753.544.117
730064;1;5;17;80;1;4;0;;2;;2;;;;;9;2;1;17;177.280.200.576.228
730067;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;15.550.915.770.911
730069;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;185.338.517.315.968
730070;1;2;17;80;2;;;;2;;2;;2;;.;;;1;17;342.120.146.960.043
730070;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;342.120.146.960.043
730072;1;2;17;80;1;4;4;;3;;2;;;;;4;2;1;17;342.120.146.960.043
730072;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;342.120.146.960.043
730074;1;1;17;80;1;4;4;;3;;2;;;;;10;2;1;17;160.627.268.676.804
730074;1;2;17;80;1;4;3;;2;;2;;;;;9;2;1;17;160.627.268.676.804
730079;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;368.334.367.810.877
730081;1;2;17;80;1;4;2;;2;;2;;;;;9;2;1;17;431.487.777.206.807
730081;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;431.487.777.206.807
730081;1;5;17;80;1;1;2;;2;;2;;;;;9;2;1;17;431.487.777.206.807
730084;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;311.018.315.418.221
730088;1;5;17;80;2;;;;2;;2;;2;;.;;;1;17;323.354.967.177.992
730088;1;6;17;80;2;;;;2;;2;;2;;.;;;1;17;323.354.967.177.992
730095;1;2;17;80;2;;;;2;;2;;2;;.;;;1;17;156.973.404.887.175
730095;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;156.973.404.887.175
730095;1;4;17;80;2;;;;2;;2;;2;;.;;;1;17;156.973.404.887.175
730098;1;1;17;80;1;3;4;;3;;2;;;;;10;2;1;17;18.867.227.952.796
730101;1;1;17;80;2;;;;2;;2;;2;;.;;;1;17;157.675.125.469.551
730103;1;2;17;80;1;2;7;;2;;2;;;;;9;2;1;17;169.468.890.223.667
730103;1;5;17;80;2;;;;2;;2;;2;;.;;;1;17;169.468.890.223.667
730106;1;2;17;80;2;;;;2;;2;;2;;.;;;1;17;176.127.684.522.375
730106;1;3;17;80;2;;;;2;;2;;2;;.;;;1;17;176.127.684.522.375
730106;1;4;17;80;2;;;;2;;2;;2;;.;;;1;17;176.127.684.522.375
730112;1;1;17;80;1;4;4;;3;;2;;;;;10;2;1;17;176.894.207.853.011
732241;1;1;50;80;1;4;8;CAMBIO DE DOMICILIO;3;;2;;;;;9;2;1;50;160.685.681.877.145
732242;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;189.260.469.003.637
732244;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;141.150.418.177.203
732247;1;3;50;80;1;1;8;CAMBIO DE DOMICILIO;2;;2;;;;;2;2;1;50;207.434.321.849.648
732257;1;3;50;80;1;1;1;;2;;2;;;;;2;2;1;50;189.117.494.859.753
732260;1;5;50;80;1;4;3;;2;;2;;;;;4;2;1;50;848.804.037.744.154
732264;1;6;50;80;1;1;5;;2;;1;600000;;;;9;2;1;50;227.278.653.632.224
732264;1;11;50;80;2;;;;2;;2;;2;;.;;;1;50;227.278.653.632.224
732267;1;1;50;80;2;;;;2;;2;;2;;.;;;1;50;130.572.193.948.678
732268;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;186.251.361.019.621
732268;1;5;50;80;2;;;;2;;2;;2;;.;;;1;50;186.251.361.019.621
732270;1;2;50;80;1;3;7;;2;;2;;;;;9;2;1;50;188.546.309.876.826
732270;1;3;50;80;1;3;1;;2;;2;;;;;2;2;1;50;188.546.309.876.826
732270;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;188.546.309.876.826
732272;1;2;50;80;1;1;3;;2;;2;;;;;4;2;1;50;181.160.632.275.259
732272;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;181.160.632.275.259
732275;1;1;50;80;1;3;3;;3;;2;;;;;9;2;1;50;166.156.613.722.069
732275;1;2;50;80;2;;;;2;;2;;2;;.;;;1;50;166.156.613.722.069
732276;1;3;50;80;1;1;1;;2;;2;;;;;2;2;1;50;186.822.546.002.548
732278;1;1;50;80;2;;;;2;;2;;2;;.;;;1;50;112.141.001.542.429
732279;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;199.905.670.104.197
732279;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;199.905.670.104.197
732282;1;2;50;80;2;;;;2;;2;;2;;.;;;1;50;160.602.141.365.872
732282;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;160.602.141.365.872
732284;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;170.032.352.309.668
732284;1;5;50;80;1;1;2;;2;;2;;;;;9;2;1;50;170.032.352.309.668
732293;1;2;50;80;1;1;6;;2;;2;;;;;8;2;1;50;127.500.105.367.729
732293;2;2;50;80;1;1;2;;2;;2;;;;;9;2;1;50;127.500.105.367.729
732295;1;2;50;80;1;2;5;;2;;2;;;;;9;2;1;50;189.117.494.859.753
732295;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;189.117.494.859.753
732296;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;183.455.581.132.464
732302;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;191.342.089.763.983
732302;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;191.342.089.763.983
732302;1;5;50;80;2;;;;2;;2;;2;;.;;;1;50;191.342.089.763.983
732302;1;6;50;80;2;;;;2;;2;;2;;.;;;1;50;191.342.089.763.983
732302;1;7;50;80;2;;;;2;;2;;2;;.;;;1;50;191.342.089.763.983
732305;1;2;50;80;1;2;2;;2;;2;;;1;;9;1;1;50;186.572.130.487.572
732309;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;188.462.200.034.032
732311;1;2;50;80;1;3;3;;2;;2;;;;;9;2;1;50;184.277.181.630.367
732315;1;2;50;80;2;;;;2;;2;;2;;.;;;1;50;158.056.776.993.691
732316;1;2;50;80;1;1;3;;2;;1;20000;;;;4;2;1;50;134.293.468.740.508
732316;1;6;50;80;2;;;;2;;2;;2;;.;;;1;50;134.293.468.740.508
732316;1;7;50;80;2;;;;2;;2;;2;;.;;;1;50;134.293.468.740.508
732320;1;2;50;80;1;4;2;;2;;2;;;;;9;2;1;50;194.243.756.376.908
732320;1;3;50;80;1;1;1;;2;;2;;;;;2;2;1;50;194.243.756.376.908
732320;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;194.243.756.376.908
732324;1;3;50;80;1;1;6;;2;;2;;;;;2;2;1;50;162.897.090.223.077
732325;1;1;50;80;1;2;3;;2;;2;;;;;4;2;1;50;153.676.049.230.246
732327;1;2;50;80;2;;;;2;;2;;2;;.;;;1;50;112.141.001.542.429
732334;1;1;50;80;2;;;;2;;2;;2;;.;;;1;50;170.166.602.701.037
732334;1;2;50;80;1;4;3;;2;;2;;;;;4;2;1;50;170.166.602.701.037
732334;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;170.166.602.701.037
732334;1;7;50;80;2;;;;2;;2;;2;;.;;;1;50;170.166.602.701.037
732335;1;1;50;80;1;4;4;;3;;2;;;;;10;2;1;50;131.038.103.387.409
732337;1;2;50;80;2;;;;2;;2;;2;;.;;;1;50;181.160.632.275.259
732337;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;181.160.632.275.259
732339;1;1;50;80;1;4;3;;2;;2;;;;;4;2;1;50;85.122.327.936.147
732339;1;2;50;80;1;4;3;;2;;2;;;;;4;2;1;50;85.122.327.936.147
732341;1;1;50;80;1;2;3;;2;;2;;;1;;4;1;1;50;154.880.794.005.972
732342;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;82.846.435.055.117
732344;1;2;50;80;1;2;5;;2;;2;;;;;2;2;1;50;16.371.869.072.098
732350;1;2;50;80;1;4;2;;2;;2;;;;;9;2;1;50;19.467.196.721.595
732352;1;2;50;80;1;1;2;;2;;2;;;;;9;2;1;50;777.416.768.078.988
732352;1;5;50;80;2;;;;2;;2;;2;;.;;;1;50;777.416.768.078.988
732354;1;1;50;80;1;4;2;;2;;2;;;;;9;2;1;50;102.783.405.074.953
732354;1;2;50;80;2;;;;2;;2;;2;;.;;;1;50;102.783.405.074.953
732358;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;181.160.632.275.259
732359;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;181.160.632.275.259
732369;1;2;50;80;1;2;3;;2;;2;;;;;4;2;1;50;126.825.025.978.032
732370;1;2;50;80;2;;;;2;;2;;2;;.;;;1;50;158.056.776.993.691
732372;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;179.036.554.696.858
732372;1;6;50;80;1;2;5;;2;;2;;;;;8;2;1;50;179.036.554.696.858
732376;1;1;50;80;1;1;3;;2;;2;;;;;4;2;1;50;174.363.891.821.539
732379;1;1;50;80;1;4;3;;2;;2;;;;;4;2;1;50;130.572.193.948.678
732385;1;1;50;80;1;2;2;;2;;2;;;;;9;2;1;50;165.763.224.063.209
732387;1;2;50;80;2;;;;2;;2;;2;;.;;;1;50;153.676.049.230.246
732390;1;1;50;80;1;3;2;;2;;2;;;;;1;2;1;50;118.868.163.393.538
732390;1;3;50;80;1;1;3;;2;;2;;;;;4;2;1;50;118.868.163.393.538
732392;1;1;50;80;2;;;;2;;2;;2;;.;;;1;50;121.984.712.748.646
732398;1;2;50;80;1;4;2;;2;;2;;;;;9;2;1;50;129.202.739.996.146
732398;2;3;50;80;2;;;;2;;2;;2;;.;;;1;50;129.202.739.996.146
732400;1;2;50;80;1;4;2;;2;;2;;;;;9;2;1;50;121.984.712.748.646
732401;2;1;50;80;1;3;3;;2;;2;;;;;8;2;1;50;186.635.560.395.284
732405;2;2;50;80;1;1;7;;2;;2;;;1;;9;1;1;50;193.850.366.718.048
732408;1;1;50;80;1;4;4;;3;;2;;;;;9;2;1;50;134.423.256.326.094
732408;1;2;50;80;1;4;2;;2;;2;;;;;9;2;1;50;134.423.256.326.094
732412;1;1;50;80;1;1;2;;2;;2;;;;;9;2;1;50;182.843.931.650.479
732417;1;1;50;80;1;4;4;;3;;2;;;;;10;2;1;50;150.559.499.875.138
732417;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;150.559.499.875.138
732418;1;1;50;80;1;3;4;;3;;2;;;;;10;2;1;50;142.742.133.942.549
732418;1;2;50;80;1;3;7;;2;;2;;;;;11;2;1;50;142.742.133.942.549
732420;1;2;50;80;2;;;;2;;2;;2;;.;;;1;50;160.351.725.850.896
732424;1;1;50;80;1;2;1;;2;;2;;;;;2;2;1;50;161.173.326.348.799
732425;1;2;50;80;1;3;2;;2;;2;;;;;9;2;1;50;191.412.443.716.958
732425;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;191.412.443.716.958
732427;1;2;50;80;1;3;7;;2;;2;;;;;5;2;1;50;209.926.401.284.116
732431;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;18.370.599.664.744
732431;1;4;50;80;1;1;1;;2;;2;;;;;2;2;1;50;18.370.599.664.744
732433;1;2;50;80;1;1;7;;2;;2;;;;;8;2;1;50;169.189.622.565.904
732434;1;2;50;80;1;4;2;;2;;2;;;;;9;2;1;50;192.377.018.358.745
732437;1;4;50;80;1;1;4;;3;;2;;;;;10;2;1;50;230.484.892.193.504
732439;1;1;50;80;1;4;3;;2;;2;;;;;4;2;1;50;133.117.558.320.859
732439;1;2;50;80;1;3;6;;2;;2;;;;;2;2;1;50;133.117.558.320.859
732440;1;1;50;80;1;4;3;;2;;2;;;;;4;2;1;50;126.657.375.623.965
732440;1;4;50;80;1;2;5;;2;;2;;;;;4;2;1;50;126.657.375.623.965
732445;1;1;50;80;1;4;3;;2;;2;;;4;;4;1;1;50;167.704.778.840.129
732445;1;2;50;80;1;4;7;;2;;2;;;4;;9;1;1;50;167.704.778.840.129
732445;1;6;50;80;1;4;4;;3;;2;;;;;10;2;1;50;167.704.778.840.129
732449;1;4;50;80;2;;;;2;;2;;2;;.;;;1;50;189.367.910.374.729
732451;1;2;50;80;1;4;6;;2;;2;;;;;9;2;1;50;905.803.161.376.296
732451;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;905.803.161.376.296
732453;1;1;50;80;2;;;;2;;2;;2;;.;;;1;50;1.252.653.654.935
732453;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;1.252.653.654.935
732455;1;2;50;80;1;2;1;;2;;2;;;;;2;2;1;50;191.555.417.860.842
732455;1;5;50;80;2;;;;2;;2;;2;;.;;;1;50;191.555.417.860.842
732460;1;3;50;80;2;;;;2;;2;;2;;.;;;1;50;189.117.494.859.753
732462;1;2;50;80;1;4;4;;3;;2;;;;;10;2;1;50;848.804.037.744.154
