DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4755774;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;926,283034446439
4755776;1;2;1;80;05;1;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;11;05;1000,13813511771
4755776;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1000,13813511771
4755779;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1149,84267247721
4755780;1;1;1;80;05;1;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;11;05;1063,41931409177
4755782;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;967,233288976085
4755782;1;2;1;80;05;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;967,233288976085
4755783;1;1;1;80;05;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;11;05;952,099943850293
4755783;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;952,099943850293
4755785;1;1;1;80;05;1;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;11;05;1119,53944798642
4755786;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;1063,41931409177
4755787;1;1;1;80;05;1;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;1063,41931409177
4755790;1;2;1;80;05;1;1;1;9;INCAPACITADO POR UNA GOLPIZA QUE LE DIERON;2; ; ;12;RECLUIDO EN EL BUNKER DE LA FISCALIA;2; ;1;800000;2; ;781242;2;1;11;05;914,491882653892
4755790;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;914,491882653892
4755791;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;11;05;1142,49719662895
4755791;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1142,49719662895
4755792;1;1;1;80;05;1;1;4;7; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;11;05;1063,41931409177
4755794;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;11;05;974,578764824348
4755794;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;974,578764824348
4755796;1;1;1;80;05;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;11;05;1231,01824218126
4755797;1;3;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;1149,08119888276
4755798;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;839,602136950498
4755798;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;839,602136950498
4755799;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;758,843530310314
4755800;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1144,33734468532
4755800;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;1144,33734468532
4755802;1;1;1;80;05;1;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;781242;2;1;11;05;705,325018066489
4755802;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;705,325018066489
4755802;1;3;1;80;05;1;2; ; ; ; ;1;1;7; ;2; ;2; ;1;24;900000;2;1;11;05;705,325018066489
4755803;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;1063,16177498127
4755804;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1040,36345029211
4755805;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;1063,16177498127
4755806;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;903,325285803906
4755808;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1007,04164108662
4755813;1;1;1;80;05;1;1;4;1; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;11;05;1063,41931409177
4755814;1;1;1;80;05;1;1;4;9;SE RETIRO POR CANSANCIO;2; ; ;11; ;2; ;2; ; ; ; ;2;1;11;05;893,083691405191
4755817;1;1;1;80;05;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;11;05;974,578764824348
4755817;1;2;1;80;05;1;1;4;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;11;05;974,578764824348
4755818;1;1;1;80;05;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;24;800000;2;1;11;05;1009,64326273745
4755818;1;2;1;80;05;1;1;3;6; ;2; ; ;2; ;2; ;2; ;1;24;950000;2;1;11;05;1009,64326273745
4755820;1;2;1;80;05;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;1480,69296786904
4755821;1;2;1;80;05;1;1;1;9;ESTA EMBARAZADA;2; ; ;12;ESTA EMBARAZADA;2; ;1;400000; ; ; ;2;1;11;05;959,445419698556
4755822;1;2;1;80;05;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;11;05;1030,25692883965
4755823;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;1093,72253858256
4755824;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1030,25692883965
4755824;1;2;1;80;05;1;1;4;7; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;11;05;1030,25692883965
4755825;1;2;1;80;05;1;1;2;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;11;05;1480,69296786904
4755828;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;974,578764824348
4755829;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;1444,10391937759
4755833;1;1;1;80;05;1;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;11;05;885,738215556928
4755833;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;885,738215556928
4755833;1;3;1;80;05;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;885,738215556928
4755834;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;910,855615970939
4755835;1;1;1;80;05;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;11;05;862,817424703526
4755835;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;24;781242;2;1;11;05;862,817424703526
4755835;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;862,817424703526
4755836;1;2;1;80;05;1;1;1;4; ;2; ; ;9; ;2; ;2; ;2; ;1000000;2;1;11;05;1505,93283444729
4755836;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1505,93283444729
4755836;1;7;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;11;05;1505,93283444729
4755837;1;1;1;80;05;1;1;4;1; ;1; ;4;4; ;3; ;2; ; ; ; ;3;1;11;05;1063,41931409177
4755839;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;870,162900551789
4755840;1;1;1;80;05;1;1;1;8; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;11;05;974,578764824348
4755840;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;974,578764824348
4755842;1;2;1;80;05;1;1;4;9;NO DESEA TRABAJAR;2; ; ;11; ;2; ;2; ; ; ; ;2;1;11;05;1305,49102482079
4755842;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1305,49102482079
4755848;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;639,699756552098
4755848;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;639,699756552098
4755849;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;1037,60240468791
4755853;1;1;1;80;08;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;11;08;515,764212304523
4755853;1;3;1;80;08;1;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;08;515,764212304523
4755853;1;4;1;80;08;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;11;08;515,764212304523
4755854;1;3;1;80;08;1;1;1;8; ;2; ; ;2; ;2; ;2; ;2; ;1000000;2;1;11;08;515,199271513072
4755854;1;4;1;80;08;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;08;515,199271513072
4755854;1;5;1;80;08;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;08;515,199271513072
4755857;1;2;1;80;08;1;1;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;11;08;622,142451407307
4755857;1;4;1;80;08;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;08;622,142451407307
4755857;1;6;1;80;08;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;40;500000;2;1;11;08;622,142451407307
4755859;1;1;1;80;08;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;11;08;548,402858865778
4755865;1;1;1;80;13;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;11;13;390,577635557693
4755866;1;2;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;13;356,995027324579
4755867;1;2;1;80;13;1;1;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;11;13;387,628995731892
4755867;1;4;1;80;13;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;13;387,628995731892
4755869;1;1;1;80;13;1;1;2;5; ;2; ; ;8; ;3; ;2; ;1;40;98;3;1;11;13;345,959515534829
4755869;1;4;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;781242;2;1;11;13;345,959515534829
4755869;1;5;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;13;345,959515534829
4755869;1;6;1;80;13;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;13;345,959515534829
4755870;1;1;1;80;13;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;11;13;391,126016980622
4755870;1;2;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;13;391,126016980622
4755870;1;4;1;80;13;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;13;391,126016980622
4755870;1;6;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;13;391,126016980622
4755871;1;2;1;80;13;1;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;11;13;442,697842245465
4755871;1;4;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;13;442,697842245465
4755871;1;5;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;13;442,697842245465
4755876;1;1;1;80;15;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;15;91,088633933378
4755878;1;1;1;80;15;1;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;15;92,5140984439289
4755879;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;15;118,792060707395
4755879;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;15;118,792060707395
4755880;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;781242;2;1;11;15;99,0485529600976
4755880;1;3;1;80;15;1;1;2;2; ;2; ; ;2; ;1; ;2; ; ; ; ;2;1;11;15;99,0485529600976
4755880;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;15;99,0485529600976
4755883;1;1;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;11;15;92,5140984439289
4755883;1;2;1;80;15;1;1;4;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;15;92,5140984439289
4755885;1;1;1;80;15;1;1;3;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;15;133,457404428049
4755885;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;15;133,457404428049
4755886;1;1;1;80;15;1;1;4;4; ;2; ; ;4; ;2;4;2; ; ; ; ;1;1;11;15;91,088633933378
4755890;1;1;1;80;15;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;15;112,257606191226
4755891;1;1;1;80;15;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;15;91,088633933378
4755895;1;1;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;11;15;98,2148373577293
4755895;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;15;98,2148373577293
4755895;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;15;98,2148373577293
4755896;1;1;1;80;15;1;2; ; ; ; ;1;1;2; ;2; ;2; ;1;8;781242;2;1;11;15;113,114406859156
4755898;1;3;1;80;15;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;11;15;103,504142099583
4755898;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;15;103,504142099583
4755899;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;15;134,079979315207
