Directorio;Secuencia_p;Orden;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Clase;Dpto;Fex_c_2011
189577;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1172,66446179824
189577;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;1172,66446179824
189577;2;5;80;2; ; ; ; ; ; ; ; ; ;2;23;1172,66446179824
189579;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1145,23607053677
189580;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1200,25136472151
189580;2;4;80;2; ; ; ; ; ; ; ; ; ;2;23;1200,25136472151
189580;2;5;80;1;2;7; ;2; ; ; ; ; ;2;23;1200,25136472151
189581;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1150,01119150887
189596;2;1;80;1;1;7; ;2; ; ; ; ; ;2;23;1275,13755844041
189597;2;2;80;1;3;2; ;2; ; ; ; ; ;2;23;1187,5243004376
189597;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;1187,5243004376
189597;2;4;80;2; ; ; ; ; ; ; ; ; ;2;23;1187,5243004376
189598;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1844,80290476661
189603;2;1;80;1;4;2; ;2; ; ; ; ; ;2;23;2576,20900633687
189603;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;2576,20900633687
189604;2;2;80;1;4;2; ;2; ; ; ; ; ;2;23;3555,60769545486
189604;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;3555,60769545486
189604;2;4;80;2; ; ; ; ; ; ; ; ; ;2;23;3555,60769545486
189604;2;5;80;2; ; ; ; ; ; ; ; ; ;2;23;3555,60769545486
189608;2;2;80;1;4;2; ;2; ; ; ; ; ;2;23;3257,42047966043
189608;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;3257,42047966043
189608;2;4;80;2; ; ; ; ; ; ; ; ; ;2;23;3257,42047966043
189608;2;5;80;2; ; ; ; ; ; ; ; ; ;2;23;3257,42047966043
189609;2;1;80;1;3;3; ;2; ; ; ; ; ;2;23;2207,00614056181
189609;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;2207,00614056181
189609;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;2207,00614056181
189611;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;2866,54702711946
189611;2;4;80;2; ; ; ; ; ; ; ; ; ;2;23;2866,54702711946
189612;2;1;80;1;4;3; ;2; ; ; ; ; ;2;23;3519,77355962441
189613;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;2908,96383287485
189614;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;3476,25795204763
189614;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;3476,25795204763
189614;2;4;80;2; ; ; ; ; ; ; ; ; ;2;23;3476,25795204763
189616;2;1;80;1;4;2; ;2; ; ; ; ; ;2;23;3499,02734063493
189616;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;3499,02734063493
189616;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;3499,02734063493
189618;2;1;80;1;1;2; ;2; ; ; ; ; ;2;23;2126,11812597151
189618;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;2126,11812597151
189717;2;4;80;2; ; ; ; ; ; ; ; ; ;2;23;1977,77633452095
189718;2;2;80;1;1;7; ;2; ; ; ; ; ;2;23;1191,25292280658
189721;2;2;80;1;2;2; ;2; ; ; ; ; ;2;23;1695,2020597949
189725;2;5;80;2; ; ; ; ; ; ; ; ; ;2;23;1919,30872248764
189725;2;6;80;2; ; ; ; ; ; ; ; ; ;2;23;1919,30872248764
189725;2;7;80;2; ; ; ; ; ; ; ; ; ;2;23;1919,30872248764
189727;2;2;80;1;4;2; ;2; ; ; ; ; ;2;23;1359,23596846935
189728;2;3;80;1;3;5; ;2; ; ; ; ; ;2;23;1345,57614520929
189728;2;5;80;2; ; ; ; ; ; ; ; ; ;2;23;1345,57614520929
189730;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;948,486397061794
190462;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;3113,280642431
190464;2;3;80;1;1;7; ;2; ; ; ; ; ;2;17;3151,42139724159
190464;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;3151,42139724159
190465;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;3087,71212347577
190465;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;3087,71212347577
190465;2;5;80;2; ; ; ; ; ; ; ; ; ;2;17;3087,71212347577
190466;2;7;80;2; ; ; ; ; ; ; ; ; ;2;17;1986,26450427097
190466;2;9;80;2; ; ; ; ; ; ; ; ; ;2;17;1986,26450427097
190486;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;2518,0322419743
190487;2;2;80;1;1;5; ;2; ; ; ; ; ;2;17;2794,17011915839
190488;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;2952,12157332216
190488;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;2952,12157332216
190489;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;2980,14963367402
190489;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;2980,14963367402
190491;2;1;80;2; ; ; ; ; ; ; ; ; ;2;17;2980,14963367402
190504;2;1;80;1;4;3; ;2; ; ; ; ; ;2;17;2588,17460855201
190504;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;2588,17460855201
190506;2;1;80;2; ; ; ; ; ; ; ; ; ;2;17;2984,53272899158
190506;2;3;80;1;1;5; ;2; ; ; ; ; ;2;17;2984,53272899158
190506;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;2984,53272899158
190684;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;3021,30647352473
190684;2;4;80;1;1;7; ;2; ; ; ; ; ;2;17;3021,30647352473
190685;2;2;80;1;4;2; ;2; ; ; ; ; ;2;17;2856,00114388692
190690;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;3832,51447410236
190690;2;5;80;2; ; ; ; ; ; ; ; ; ;2;17;3832,51447410236
190690;2;6;80;2; ; ; ; ; ; ; ; ; ;2;17;3832,51447410236
190704;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;2348,81047590107
190704;2;3;80;1;2;2; ;2; ; ; ; ; ;2;17;2348,81047590107
190704;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;2348,81047590107
190705;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;2875,68076988647
190705;2;7;80;2; ; ; ; ; ; ; ; ; ;2;17;2875,68076988647
190706;2;1;80;1;4;3; ;2; ; ; ; ; ;2;17;3434,10635616845
190707;2;1;80;1;4;4; ;3; ; ; ; ; ;2;17;2887,60550582508
190707;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;2887,60550582508
190708;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;2887,60550582508
190709;2;2;80;1;4;2; ;2; ; ; ; ; ;2;17;1985,60089580901
190710;2;1;80;2; ; ; ; ; ; ; ; ; ;2;17;2825,77448109654
191531;2;2;80;1;4;2; ;2; ; ; ; ; ;2;18;1165,15496882702
191531;2;6;80;1;4;3; ;2; ; ; ; ; ;2;18;1165,15496882702
191533;2;2;80;1;4;0; ;2; ; ; ; ; ;2;18;1121,67694782182
191534;2;2;80;2; ; ; ; ; ; ; ; ; ;2;18;1548,29151337561
191535;2;4;80;1;2;3; ;2; ; ; ; ; ;2;18;1130,32050530735
191536;2;5;80;1;2;2; ;2; ; ; ; ; ;2;18;1389,81187390931
191537;2;2;80;1;4;3; ;2; ; ; ; ; ;2;18;1278,8716191188
191539;2;2;80;1;3;2; ;2; ; ; ; ; ;2;18;1329,01409412749
191539;2;3;80;2; ; ; ; ; ; ; ; ; ;2;18;1329,01409412749
191539;2;4;80;2; ; ; ; ; ; ; ; ; ;2;18;1329,01409412749
191817;2;1;80;1;4;4; ;3; ; ; ; ; ;2;47;906,161659571793
191818;2;2;80;1;4;2; ;2; ; ; ; ; ;2;47;1854,02773559914
191818;2;6;80;1;2;2; ;2; ; ; ; ; ;2;47;1854,02773559914
191820;2;3;80;2; ; ; ; ; ; ; ; ; ;2;47;1586,61979925109
191821;2;1;80;1;4;8;POR RAZONES DE INSEGURIDAD SOCIAL  VENDIERON LA FINCA;2; ; ; ; ; ;2;47;811,867673497249
191821;2;2;80;1;4;8;POR LA INSEGURIDAD VENDIERON LA FINCA;2; ; ; ; ; ;2;47;811,867673497249
191822;2;1;80;1;4;4; ;3; ; ; ; ; ;2;47;1236,58388811012
191822;2;2;80;1;4;2; ;2; ; ; ; ; ;2;47;1236,58388811012
191822;2;5;80;2; ; ; ; ; ; ; ; ; ;2;47;1236,58388811012
191822;2;6;80;2; ; ; ; ; ; ; ; ; ;2;47;1236,58388811012
191823;2;1;80;1;4;3; ;2; ; ; ; ; ;2;47;1168,85776420631
191823;2;2;80;1;4;3; ;2; ; ; ; ; ;2;47;1168,85776420631
191824;2;2;80;1;3;3; ;2; ; ; ; ; ;2;47;1340,70253236487
191824;2;4;80;1;1;0; ;2; ; ; ; ; ;2;47;1340,70253236487
191825;2;1;80;1;4;4; ;3; ; ; ; ; ;2;47;1302,41567626689
191825;2;2;80;1;4;2; ;2; ; ; ; ; ;2;47;1302,41567626689
192832;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;3800,33455375332
192832;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;3800,33455375332
192834;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;1976,94801148058
192837;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;4257,15138128125
192838;2;2;80;1;1;7; ;2; ; ; ; ; ;2;25;3198,14728232954
192839;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;4948,98654815744
192841;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;3914,58806060547
192841;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;3914,58806060547
192843;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;3181,75284292548
192843;2;5;80;1;2;8;ACOSO SEXUAL DEL EMPLEADOR;2; ; ; ; ; ;2;25;3181,75284292548
192845;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;4090,9120351811
192850;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;3535,66413878658
192850;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;3535,66413878658
192851;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;2465,1812101167
192860;2;2;80;1;4;2; ;2; ; ; ; ; ;2;25;4386,57672396375
192860;2;3;80;1;1;7; ;2; ; ; ; ; ;2;25;4386,57672396375
192860;2;5;80;2; ; ; ; ; ; ; ; ; ;2;25;4386,57672396375
192863;2;2;80;1;1;7; ;2; ; ; ; ; ;2;25;4257,15138128125
192865;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;2641,26910395534
192867;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;5605,50229840435
192872;2;2;80;1;1;2; ;2; ; ; ; ; ;2;25;3439,46580627628
192872;2;6;80;1;1;5; ;2; ; ; ; ; ;2;25;3439,46580627628
192873;2;2;80;1;4;2; ;2; ; ; ; ; ;2;25;2802,69806657374
192873;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;2802,69806657374
192874;2;1;80;1;4;2; ;2; ; ; ; ; ;2;25;3955,99878358327
192874;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;3955,99878358327
192876;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;5595,60421760085
192876;2;6;80;2; ; ; ; ; ; ; ; ; ;2;25;5595,60421760085
193247;2;6;80;2; ; ; ; ; ; ; ; ; ;2;25;10637,0719191433
193247;2;7;80;2; ; ; ; ; ; ; ; ; ;2;25;10637,0719191433
193263;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;5634,03076680913
193264;2;2;80;1;4;2; ;2; ; ; ; ; ;2;25;6145,99449177452
193264;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;6145,99449177452
193291;2;2;80;1;1;8;POR  VOLUNTAD  PROPIA;2; ; ; ; ; ;2;25;7934,58623652328
193292;2;2;80;1;4;2; ;2; ; ; ; ; ;2;25;6877,81022465742
193293;2;2;80;1;4;2; ;2; ; ; ; ; ;2;25;6389,08505064901
193293;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;6389,08505064901
193296;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;7441,72392043291
193296;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;7441,72392043291
193296;2;5;80;2; ; ; ; ; ; ; ; ; ;2;25;7441,72392043291
193431;2;2;80;1;1;5; ;1;2;2; ;2; ;2;25;6009,18505925484
193433;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;4566,78184129049
193434;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;4206,23760457952
193435;2;1;80;1;1;7; ;2; ; ; ; ; ;2;25;7422,62251155789
193436;2;2;80;1;3;2; ;2; ; ; ; ; ;2;25;5107,71133191718
193473;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;7816,87821287862
193474;2;2;80;1;3;2; ;2; ; ; ; ; ;2;25;11226,7160824592
193474;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;11226,7160824592
193474;2;5;80;2; ; ; ; ; ; ; ; ; ;2;25;11226,7160824592
193475;2;2;80;1;1;2; ;2; ; ; ; ; ;2;25;9473,40622405615
193475;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;9473,40622405615
193622;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1035,30311600765
193622;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1035,30311600765
193623;2;1;80;2; ; ; ; ; ; ; ; ; ;2;17;984,101621291849
193633;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;973,095115276844
193634;2;2;80;1;4;0; ;2; ; ; ; ; ;2;17;905,085196211821
193634;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;905,085196211821
193635;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1079,02366487388
193636;2;2;80;1;1;7; ;2; ; ; ; ; ;2;17;950,907782202785
193636;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;950,907782202785
193637;2;2;80;1;1;5; ;2; ; ; ; ; ;2;17;934,472501892776
193638;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;891,465883268075
193638;2;3;80;1;4;5; ;2; ; ; ; ; ;2;17;891,465883268075
193638;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;891,465883268075
193639;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1083,11117152465
193639;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;1083,11117152465
193641;2;2;80;1;3;0; ;2; ; ; ; ; ;2;17;1173,05745717033
193642;2;2;80;1;4;2; ;2; ; ; ; ; ;2;17;1090,03017088889
193643;2;2;80;1;4;3; ;2; ; ; ; ; ;2;17;963,282335741207
193646;2;1;80;1;2;7; ;2; ; ; ; ; ;2;17;975,861217072936
193646;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;975,861217072936
193646;2;5;80;2; ; ; ; ; ; ; ; ; ;2;17;975,861217072936
193647;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;989,480530016682
193648;2;3;80;1;1;1; ;2; ; ; ; ; ;2;17;999,241556531166
193648;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;999,241556531166
193654;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1044,48855814059
193654;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1044,48855814059
193654;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;1044,48855814059
193655;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1000,36485848587
193655;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;1000,36485848587
193655;2;6;80;1;1;2; ;2; ; ; ; ; ;2;17;1000,36485848587
193658;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1217,49193627811
193658;2;4;80;1;2;3; ;2; ; ; ; ; ;2;17;1217,49193627811
193659;2;1;80;1;4;3; ;3; ; ; ; ; ;2;17;858,669360551235
193659;2;2;80;1;3;2; ;2; ; ; ; ; ;2;17;858,669360551235
193659;2;5;80;2; ; ; ; ; ; ; ; ; ;2;17;858,669360551235
193659;2;6;80;2; ; ; ; ; ; ; ; ; ;2;17;858,669360551235
193670;2;2;80;1;4;2; ;2; ; ; ; ; ;2;17;920,648141060527
193671;2;1;80;2; ; ; ; ; ; ; ; ; ;2;17;1005,63483708403
193671;2;2;80;1;4;3; ;2; ; ; ; ; ;2;17;1005,63483708403
193672;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;913,653216342135
193672;2;3;80;1;4;2; ;2; ; ; ; ; ;2;17;913,653216342135
193673;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1389,71599325672
193673;2;5;80;2; ; ; ; ; ; ; ; ; ;2;17;1389,71599325672
193673;2;7;80;2; ; ; ; ; ; ; ; ; ;2;17;1389,71599325672
193676;2;2;80;1;4;2; ;2; ; ; ; ; ;2;17;1067,84283781483
193676;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1067,84283781483
193677;2;1;80;1;3;4; ;3; ; ; ; ; ;2;17;1115,65089333184
193677;2;2;80;1;4;4; ;3; ; ; ; ; ;2;17;1115,65089333184
193677;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1115,65089333184
193677;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;1115,65089333184
193678;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1035,30311600765
193678;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1035,30311600765
193679;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1035,30311600765
193679;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1035,30311600765
193687;2;2;80;1;1;7; ;2; ; ; ; ; ;2;17;968,66124446604
193687;2;4;80;1;4;3; ;2; ; ; ; ; ;2;17;968,66124446604
193689;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;967,293196942622
193689;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;967,293196942622
193689;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;967,293196942622
193692;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;984,815551533387
193693;3;2;80;2; ; ; ; ; ; ; ; ; ;2;17;889,73438263639
193702;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;975,656169184432
193702;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;975,656169184432
193703;2;1;80;2; ; ; ; ; ; ; ; ; ;2;17;1062,69503676249
193703;3;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1062,69503676249
193704;2;2;80;1;3;7; ;2; ; ; ; ; ;2;17;777,131579243826
193705;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1145,31917225546
193705;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1145,31917225546
193705;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;1145,31917225546
193705;2;5;80;2; ; ; ; ; ; ; ; ; ;2;17;1145,31917225546
193706;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1123,1715368616
193707;2;2;80;1;4;2; ;2; ; ; ; ; ;2;17;1111,56338668107
193707;2;3;80;1;4;3; ;2; ; ; ; ; ;2;17;1111,56338668107
193708;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;994,628331069024
193710;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;920,648141060527
193716;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1029,22022443076
193716;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1029,22022443076
193731;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;934,472501892776
193732;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1081,98786956995
193736;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;989,480530016682
193736;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;989,480530016682
193737;2;2;80;1;1;2; ;2; ; ; ; ; ;2;17;1051,68853074748
193737;2;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1051,68853074748
193737;2;4;80;2; ; ; ; ; ; ; ; ; ;2;17;1051,68853074748
193743;2;1;80;2; ; ; ; ; ; ; ; ; ;2;17;1090,03017088889
193744;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;994,628331069024
193744;2;3;80;1;4;3; ;2; ; ; ; ; ;2;17;994,628331069024
193753;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1008,19589099162
193754;2;2;80;2; ; ; ; ; ; ; ; ; ;2;17;989,480530016682
