Directorio;Secuencia_p;Orden;Area;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s4;P7510s6;P7510s2a1;P7510s4a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;Dpto;Fex_c_2011
180626;2;3;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;191,824267646639
180626;2;5;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;191,824267646639
180627;2;1;73;95;1; ;2;1; ;900000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;73;226,534144008594
180627;2;2;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;226,534144008594
180627;2;3;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;226,534144008594
180627;2;4;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;226,534144008594
180628;2;1;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;167,561978881643
180628;2;2;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;167,561978881643
180628;2;3;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;167,561978881643
180629;2;1;73;95;1; ;2;1; ;1300000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;73;151,044112066605
180629;2;2;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;151,044112066605
180629;2;3;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;151,044112066605
180630;2;1;73;95;1; ;2;1; ;912000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;73;216,792361738926
180630;2;2;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;216,792361738926
180630;2;3;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;216,792361738926
180630;2;5;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;216,792361738926
180631;2;1;73;95;1; ;1;2; ; ;60000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;73;183,165583652346
180631;2;2;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;183,165583652346
180631;2;3;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;183,165583652346
180631;2;4;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;183,165583652346
180632;2;1;73;95;1; ;1;2; ; ;180000;2;1;2;2;2; ; ; ; ; ;70000;2;1;2;73;135,218252582047
180632;2;2;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;135,218252582047
180633;2;1;73;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;3600000;2;1;2;73;172,152713156351
180633;2;2;73;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;580000; ; ; ;2;2;2;73;172,152713156351
180634;2;1;73;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;73;154,561272727829
180635;2;1;73;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1800000;2;1;2;73;196,019489912139
180635;2;2;73;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;600000;2;1;2;73;196,019489912139
180636;2;1;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;139,539721852003
180637;2;1;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;155,297317350176
180637;2;2;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;155,297317350176
180638;2;1;73;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;550000; ; ; ;2;2;2;73;194,523173972928
180638;2;2;73;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;800000; ; ; ;2;2;2;73;194,523173972928
180639;2;1;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;161,91018266858
180640;2;1;73;95;1; ;1;2; ; ;600000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;73;159,05728561482
180640;2;2;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;159,05728561482
180640;2;3;73;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;73;159,05728561482
180641;2;1;76;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ;84000000; ; ;1;2;2;76;2172,8005887457
180641;2;2;76;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ;2000000; ; ;1;2;2;76;2172,8005887457
180641;2;3;76;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;48000; ; ; ;2;2;2;76;2172,8005887457
180642;2;1;76;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;76;1371,59587539876
180642;2;2;76;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;76;1371,59587539876
180642;2;3;76;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;76;1371,59587539876
180642;2;4;76;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;76;1371,59587539876
180772;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;600000; ; ; ;2;2;2;05;949,805685738823
180772;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;949,805685738823
180772;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;949,805685738823
180772;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;949,805685738823
180780;2;1;08;95;1; ;2;1; ;367000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;08;329,254920142666
180780;2;2;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;329,254920142666
180780;2;3;08;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;210000;2;1;2;08;329,254920142666
180784;2;1;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;483,901830553901
180784;2;5;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;483,901830553901
180784;2;6;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;483,901830553901
180786;2;1;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;423,399056077804
180786;2;2;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;423,399056077804
180786;2;3;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;423,399056077804
180786;3;1;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;423,399056077804
180786;4;1;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;423,399056077804
180786;4;2;08;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;08;423,399056077804
180790;3;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2363,7684468946
180791;2;1;11;95;1; ;1;2; ; ;99;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2032,35264507338
180791;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2032,35264507338
180791;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2032,35264507338
180791;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2032,35264507338
180794;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3198,37194143333
180794;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3198,37194143333
180794;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3198,37194143333
180795;2;1;11;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2375,00964244145
180795;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2375,00964244145
180795;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2375,00964244145
180795;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2375,00964244145
180795;2;5;11;95;1; ;1;2; ; ;1400000;2;1;2;2;2; ; ; ;98; ; ;1;2;2;11;2375,00964244145
180798;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2533,89614299044
180798;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2533,89614299044
180800;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2690,78634391715
180800;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2690,78634391715
180800;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2690,78634391715
180800;2;5;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2690,78634391715
180802;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2428,50641078438
180802;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2428,50641078438
180802;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2428,50641078438
180802;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2428,50641078438
180803;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2713,17574661965
180803;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2713,17574661965
180804;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2570,38025468189
180804;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2570,38025468189
180804;2;3;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;480000;2;1;2;11;2570,38025468189
180805;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2090,74422811987
180806;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2405,01837547391
180806;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2405,01837547391
180807;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2307,73524641254
180807;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2307,73524641254
180807;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2307,73524641254
180807;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2307,73524641254
180809;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2211,80742838216
180809;2;2;11;95;1; ;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2211,80742838216
180809;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2211,80742838216
180809;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2211,80742838216
180810;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2833,02526295124
180810;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2833,02526295124
180811;2;1;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;550000;2;1;2;11;2651,38610837138
180811;2;2;11;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;200000;2;1;2;11;2651,38610837138
180812;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2081,24626527487
180812;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2081,24626527487
180813;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2568,85841972938
180813;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2568,85841972938
180814;2;1;11;95;1; ;1;2; ; ;140000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1790,22539744654
180814;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1790,22539744654
180814;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1790,22539744654
180814;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;1790,22539744654
180815;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3187,15342082014
180815;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;3187,15342082014
180816;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2204,16888790976
180818;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2483,30557884529
180818;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2483,30557884529
180819;2;1;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2446,79509572843
180819;2;2;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2446,79509572843
180819;2;3;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2446,79509572843
180819;2;4;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2446,79509572843
180819;2;5;11;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;11;2446,79509572843
180825;2;1;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;150,035939888505
180825;2;2;17;95;1; ;1;2; ; ;500000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;150,035939888505
180825;2;3;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;150,035939888505
180825;2;4;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;150,035939888505
180826;2;1;17;95;1; ;2;1; ;635000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;215,854117334272
180826;2;2;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;215,854117334272
180826;2;3;17;95;1; ;2;1; ;635000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;215,854117334272
180827;2;1;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;218,028282793527
180827;2;2;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;218,028282793527
180827;2;3;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;218,028282793527
180827;2;4;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;218,028282793527
180827;2;5;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;218,028282793527
180827;2;6;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;218,028282793527
180828;2;1;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;166,817811343067
180828;2;2;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;166,817811343067
180828;2;3;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;166,817811343067
180836;2;1;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;212,55507751784
180836;2;2;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;212,55507751784
180836;2;3;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;212,55507751784
180836;2;4;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;212,55507751784
180838;2;1;17;95;1; ;2;1; ;1000000; ;2;1;2;2;2; ; ; ; ; ;1000000;2;1;2;17;169,878417781829
180838;2;2;17;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;169,878417781829
180906;3;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;139,15337540093
180906;3;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;139,15337540093
180941;2;1;05;95;1; ;2;1; ;960000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;870,949909143814
180941;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;870,949909143814
180941;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;56000; ; ; ;2;2;2;05;870,949909143814
180941;2;5;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;870,949909143814
180941;2;6;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;870,949909143814
180941;2;8;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;870,949909143814
180941;2;9;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;870,949909143814
180941;2;12;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;870,949909143814
180942;2;1;05;95;1; ;2;1; ;488060; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;944,214021312708
180942;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;944,214021312708
180942;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;944,214021312708
180943;2;1;05;95;1; ;1;1; ;600000;150000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;793,517014990956
180943;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;793,517014990956
180944;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;2;360000; ; ; ; ;250000;2;1;1;05;761,160991552525
180946;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;60000; ; ; ;2;2;2;05;675,890825021154
180946;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;675,890825021154
180947;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;916,365599293606
180947;2;2;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;109000; ; ; ;2;2;2;05;916,365599293606
180947;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;916,365599293606
180948;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;835,379162643068
180948;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;835,379162643068
180949;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;300000;2;1;2;05;641,660746786576
180949;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;641,660746786576
180949;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;641,660746786576
180950;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;150000;2;1;2;05;650,838687431258
180950;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;650,838687431258
180950;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;650,838687431258
180953;2;1;05;95;1; ;2;1; ;1500000; ;2;1;2;2;2; ; ; ;120000; ; ;1;2;2;05;1040,00776647973
180953;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1040,00776647973
180954;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;716,207101446119
180954;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;716,207101446119
180954;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;716,207101446119
180956;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;803,023139204637
180959;2;1;05;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;761,160991552525
180960;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;835,379162643068
180960;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;835,379162643068
180961;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1057,68178926843
180961;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1057,68178926843
180965;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;660,66380360661
180965;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;660,66380360661
180965;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;2;600000; ; ;15000000; ; ;1;2;1;05;660,66380360661
180965;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;660,66380360661
180965;2;5;05;95;2; ; ; ; ; ; ; ;1;2;2;2;100000; ; ; ; ; ;2;2;1;05;660,66380360661
180966;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;821,252808194948
180966;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;821,252808194948
180966;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;821,252808194948
180967;2;1;05;95;1; ;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;894,549654084728
180967;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;894,549654084728
180968;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;900,931310300204
180969;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;300000;2;1;2;05;793,517014990956
180969;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;793,517014990956
180970;2;1;05;95;1; ;1;1; ;433700;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;2049,62769723745
180970;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;2049,62769723745
180970;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;680000; ; ; ;2;2;2;05;2049,62769723745
180971;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1875,91534592797
180972;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1875,91534592797
180973;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;61000; ; ; ;2;2;2;05;1635,36808073663
180973;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1635,36808073663
180973;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1635,36808073663
180974;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1709,4208060642
180974;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1709,4208060642
180974;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1709,4208060642
180975;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1460,99936228916
180975;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1460,99936228916
180976;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1709,4208060642
180976;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1709,4208060642
180976;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;800000; ; ; ;2;2;2;05;1709,4208060642
180977;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1352,07933364898
180977;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1352,07933364898
180977;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1352,07933364898
180977;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1352,07933364898
180977;2;5;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1352,07933364898
181028;2;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;78,8617811166009
181028;2;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;78,8617811166009
181028;2;3;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;78,8617811166009
181029;2;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;100,210379138772
