DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;OFICIO;RAMA2D;OCI;P6430;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;MES;DPTO;fex_c_2011
4126420;1;1;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;48; ;1; ;2;1000000;2; ; ;2; ;2; ;1;200000;2; ;2; ; ;2; ; ;1;30000;2;2; ; ;2; ; ;2; ; ;1;1000000;1;200000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;50; ;.;50; ; ;9;7; ;1; ;1;1;1;4;1;1; ; ; ;1; ; ; ; ;1;1;1;3;24;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;32;01;1;1;0113; ; ;1000000;08;05;5164,37040429984
4126421;1;1;1;60;2;5;1;1; ; ;1; ; ;1;2;2;2;8; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;11;60; ;.;60; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;1;1;35;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;62;01;1;8;0115; ; ;600000;08;05;4606,10682308206
4126421;1;2;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;24; ;2; ;2;1400000;2; ; ;2; ;2; ;1;180000;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1400000;1;350000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;55; ;.;55; ; ;9;7; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;97;01;1;1;0113; ; ;1400000;08;05;4606,10682308206
4126422;1;1;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;144; ;1; ;2;1100000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;60000;2;2; ; ;2; ; ;2; ; ;1;1100000;1;120000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;9;8; ;1; ;1;1;1;20;1;1; ; ; ; ; ; ; ; ;1;1;1;0;96;8; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;2;2;2;1;1;2; ;2;2;2;2;1;1;1;1;3; ;62;01;1;8;0113; ; ;1100000;08;05;4080,30449489896
4126422;1;3;1;60;2;5;1;1; ; ;1; ; ;2;2;2;2;12; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;2;2;2;2;2;1;EMPLEO ESTABLE CON PRESTACIONES Y SEGURIDAD SOCIAL;2;1;2;2;1;2;1;1;3; ;45;52;1;1;5219; ; ;600000;08;05;4080,30449489896
4126422;1;5;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;2; ;2; ;1;889900;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77700;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;2;48; ;.;48; ; ;9;7; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;1;24;24;1; ;2; ; ; ; ; ; ; ;1;10;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;3; ;02;64;1;1;6421; ; ;889900;08;05;4080,30449489896
4126423;1;1;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;240; ;1; ;2;650000;2; ; ;2; ;2; ;1;78000;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;600000;2; ;1;300000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;9;7; ;1; ;3; ; ; ; ;.; ; ; ; ; ; ; ; ;1;1;1;0;240;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1; ;62;01;1;1;0113; ; ;650000;08;05;3866,75330728506
4126424;1;1;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;72; ;1; ;2;900000;2; ; ;2; ;2; ;1;250000;2; ;2; ; ;2; ; ;1;60000;2;2; ; ;2; ; ;2; ; ;1;850000;1;250000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;9;7; ;1; ;1;1;1;9;1;1; ; ; ; ; ; ; ; ;1;1;1;2;24;8; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;62;01;1;1;0113; ; ;900000;08;05;5103,40863258099
4126425;1;1;1;60;2;5;2; ; ; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;3;500000;1;6000000;3; ;12;40; ;.;40; ; ;1;1; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;79;18;1;4;1810; ; ;500000;08;05;3769,07514549975
4126426;1;1;1;60;2;5;1;1; ; ;1; ; ;1;2;2;2;5; ;1; ;2;440000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10;48; ;.;48; ; ;5;7; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;6;1; ;2; ; ; ; ; ; ; ;1;24;2;1;1;1;1;1;2;1;2;2;2;2;2; ;2;1;2;2;2;2;2;1;3; ;39;51;1;1;5125; ; ;440000;08;05;3368,36503292322
4126427;1;1;1;60;2;5;1;2;1; ;1; ; ;2;2;2;2;0; ;2; ;2;500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8;48; ;.;48; ; ;6;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;2;8; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;1;2;1;1;1;1;EMPLEO ESTABLE CON PRESTACIONES Y SEGURIDAD SOCIAL;1;1;2;2;1;2;2;1;3; ;62;01;1;8;0113; ; ;500000;08;05;3463,66527431334
4126449;1;1;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;8; ;1; ;2;1000000;1;500000;2;1;208000;2; ;1;72800;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;800000;2; ;2; ;2; ;2; ;1;19; ; ; ; ; ; ; ; ; ; ; ;8;67; ;.;86; ; ;5;4; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;2;2;2;1;2;1;UN HORARIO QUE LE PERMITA ESTUDIAR;2;1;2;1;2;2;1;1;5; ;97;55;1;1;5530; ; ;1208000;08;05;4975,42903398294
4126451;1;1;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;7; ;1; ;2;750000;2; ; ;2; ;2; ;1;300000;2; ;2; ; ;2; ; ;1;95400;2;2; ; ;2; ; ;2; ; ;1;400000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;40; ;.;40; ; ;9;8; ;1; ;1;2;1;7;1;1; ; ; ; ; ; ; ; ;1;1;1;0;12;1; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;9; ;62;01;1;8;0113; ; ;750000;08;05;6675,37918435997
4126452;1;3;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;24; ;1; ;2;689500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;77700;2;1;27500;2;2; ; ;2; ; ;2; ; ;1;697000;1;348000;2; ;1;560000;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;8;7; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;1;0;36;1; ;1;5;7;3; ;100000;1;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;55;85;1;1;8514; ; ;789500;08;05;3448,89466869776
4126453;1;1;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;252; ;2; ;2;1040000;2; ; ;2; ;2; ;1;100000;2; ;2; ; ;2; ; ;1;90000;2;2; ; ;2; ; ;2; ; ;1;800000;1;300000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;48; ;.;48; ; ;8;8; ;1; ;1;1;1;21;1;1; ; ; ;1; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;62;01;1;8;0113; ; ;1040000;08;05;3594,46358705251
4126455;1;1;1;60;2;5;2; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;500000;1;6000000;3; ;12;36;2; ;36; ; ;1;7; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;1; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;1;2;2;1;1;1;EMPLEO ESTABLE CON PRESTACIONES Y SEGURIDAD SOCIAL;2;1;2;2;1;2;2;1;9; ;61;01;1;4;0113; ; ;500000;08;05;5406,95858652072
4126521;1;1;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;5600000;3; ;12;50; ;.;50; ; ;1;8; ;11; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;1;4; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;1;2;2;1;1;2; ;2;1;1;2;1;2;2;1;8; ;61;01;1;4;0113; ; ;400000;08;63;1113,0271604713
4126522;1;1;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;300000;1;3000000;3; ;12;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;1;4; ;2; ; ; ; ; ; ; ;1;10;2;1;1;1;1;1;2;2;2;2;1;2;2; ;2;1;1;2;1;2;2;1;3; ;61;01;1;4;0113; ; ;300000;08;63;1007,57795789777
4126522;1;3;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;3;3;2; ;3; ; ;2;8; ;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;62;01;1;6;0113; ; ; ;08;63;1007,57795789777
4126524;1;1;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;300000;1;1500000;2; ;11;49; ;.;49; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;36;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;61;01;1;4;0111; ; ;300000;08;63;785,975096594393
4126524;1;2;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;11;42; ;.;42; ; ;2;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;6;6; ;2; ; ; ; ; ; ; ;1;20;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;62;01;1;6;0111; ; ; ;08;63;785,975096594393
4126524;1;3;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;1;2;2; ;2; ; ;2;8; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;2;1;2;1;1;3; ;62;01;1;6;0111; ; ; ;08;63;785,975096594393
4126525;1;1;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3;50000;1;700000;3; ;12;50; ;.;0;1; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;2;4; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;61;01;1;4;0113; ; ;50000;08;63;876,016729922977
4126526;1;2;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;140000;1;420000;3; ;12;5;2; ;0;1; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;61;01;1;4;0111; ; ;140000;08;63;846,384244708745
4126527;1;1;1;60;2;63;1;1; ; ;1; ; ;1;2;2;2;12; ;1; ;2;600000;2; ; ;2; ;1;40000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;1;150000;2; ; ;.; ; ; ; ; ; ; ; ;.;12;43; ;.;43; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;84;1; ;2; ; ; ; ; ; ; ;1;10;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;9; ;62;01;1;8;0117; ; ;640000;08;63;1969,38974694921
4126527;1;9;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;1600000;2; ;4;43; ;.;43; ; ;1;8; ;7; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;12;4;1; ;2; ; ; ; ; ; ; ;1;10;1;1;1;1;2;1;2;1;2;2;1;1;2; ;1;1;2;2;1;2;2;2;3; ;61;01;1;4;0111; ; ;400000;08;63;1969,38974694921
4126528;1;1;1;60;2;63;1;1; ; ;1; ; ;1;1;2;1;9; ;1; ;2;560000;2; ; ;1;160000;1;40000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;280000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12;45; ;.;45; ; ;6;8; ;1; ;1;2;3;2;1;1; ; ; ; ; ; ; ; ;1;2;1;0;36;8; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;62;01;1;8;0111; ; ;760000;08;63;905,110494954392
4126529;1;1;1;60;2;63;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;250000;1;800000;3; ;12;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;120;8; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;9; ;61;01;1;4;0111; ; ;250000;08;63;795,893631219946
