DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4251151;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1077,15851560942
4251152;1;1;1;80;05;1;3;4; ;2; ; ;8; ;3; ;2; ;1;02;05;942,401395859436
4251152;1;2;1;80;05;1;4;9;RENUNCIO;2; ; ;8; ;2; ;2; ;1;02;05;942,401395859436
4251153;1;3;1;80;05;1;1;8; ;2; ; ;12;DESCANSAR;2; ;2; ;1;02;05;1340,82680734168
4251153;1;4;1;80;05;1;2;7; ;2; ; ;9; ;2; ;2; ;1;02;05;1340,82680734168
4251154;1;1;1;80;05;1;4;9;CAMBIO DE RESIDENCIA;2; ; ;4; ;2; ;2; ;1;02;05;1050,3656514957
4251155;1;1;1;80;05;1;1;8; ;2; ; ;4; ;2; ;2; ;1;02;05;1050,3656514957
4251156;1;2;1;80;05;1;1;7; ;2; ; ;8; ;2; ;2; ;1;02;05;1327,70815353417
4251157;1;6;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;978,412854942074
4251158;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1028,81964647171
4251159;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1932,76706963862
4251160;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1174,28637590084
4251166;1;1;1;80;05;1;4;3; ;2; ; ;9; ;3; ;2; ;1;02;05;1050,3656514957
4251167;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;02;05;973,165995852338
4251169;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1156,71210675603
4251170;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1028,81964647171
4251171;1;1;1;80;05;1;4;7; ;2; ; ;9; ;2; ;2; ;1;02;05;1149,90255591548
4251173;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1097,72698698002
4251178;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;02;05;1173,36395087257
4251180;1;1;1;80;05;1;4;8; ;2; ; ;9; ;2; ;2; ;1;02;05;731,8349528965
4251181;1;3;1;80;05;1;3;7; ;1; ;3;8; ;2; ;2; ;1;02;05;1237,32765238115
4251183;1;6;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1156,15626085862
4251186;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;731,8349528965
4251186;1;4;1;80;05;1;1;2; ;2; ; ;2; ; ; ;2; ;1;02;05;731,8349528965
4251188;1;5;1;80;05;1;3;5; ;2; ; ;10; ;3; ;2; ;1;02;05;1139,21277309792
4251189;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1050,3656514957
4251190;1;2;1;80;05;1;1;8; ;2; ; ;2; ;2; ;1;737000;1;02;05;1153,38063759939
4251190;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1153,38063759939
4251191;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;579,164953565979
4251191;1;5;1;80;05;1;3;2; ;1; ;1;12;PORQUE RECIBE AYUDA ECONOMICA POR ESTUDIAR;2; ;2; ;1;02;05;579,164953565979
4251192;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;980,030655318003
4251193;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1045,41638196313
4251195;1;3;1;80;05;1;1;2; ;2; ; ;2; ; ; ;2; ;1;02;05;902,830999674644
4251198;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;942,401395859436
4251199;1;2;1;80;05;1;2;6; ;2; ; ;7; ;2; ;2; ;1;02;05;1473,70942580442
4251199;1;4;1;80;05;1;4;9;LA PATRONA CAMBIO DE DOMICILIO;2; ; ;9; ;2; ;2; ;1;02;05;1473,70942580442
4251200;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1331,12404351594
4251200;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1331,12404351594
4251202;1;4;1;80;05;1;4;9;NO DESEABA TRABAJAR MAS;2; ; ;11; ;2; ;2; ;1;02;05;1219,74389789791
4251204;1;4;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ;1;02;05;1271,94877903338
4251207;1;3;1;80;05;1;1;2; ;1; ;1;2; ;2; ;2; ;1;02;05;864,688259159228
4251209;1;2;1;80;05;1;3;9;PROBLEMAS JUDICIALES;2; ; ;12;ESTABA EN LA CARCEL;2; ;2; ;1;02;05;1244,70579290367
4251211;1;1;1;80;05;1;4;5; ;2; ; ;4; ;3; ;2; ;1;02;05;1222,15294202627
4251211;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1222,15294202627
4251212;1;2;1;80;05;1;4;9;EDAD;2; ; ;8; ;2; ;2; ;1;02;05;1243,69894705026
4251214;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ;1;02;05;1348,97636475504
4251214;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1348,97636475504
4251214;1;3;1;80;05;1;4;7; ;1; ;3;8; ;2; ;2; ;1;02;05;1348,97636475504
4251215;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;799,816013570949
4251217;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1250,50849789081
4251218;1;1;1;80;05;1;2;5; ;2; ; ;10; ;3; ;2; ;1;02;05;1050,3656514957
4251219;1;2;1;80;05;1;1;8; ;1; ;1;4; ;2; ;2; ;1;02;05;830,580613563851
4251220;1;1;1;80;05;1;2;9;DESEA DESCANSAR;2; ; ;11; ;2; ;2; ;1;02;05;902,830999674644
4251220;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;902,830999674644
4251220;1;3;1;80;05;1;1;2; ;2; ; ;11; ;2; ;2; ;1;02;05;902,830999674644
4251220;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;902,830999674644
4251221;1;6;1;80;05;1;4;6; ;2; ; ;4; ;2; ;2; ;1;02;05;1921,93067429378
4251226;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;983,36212447464
4251229;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;05;2452,98251407262
4251229;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;2452,98251407262
4251230;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;2874,06448520966
4251231;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1086,9457002603
4251232;1;1;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;05;2517,74731481029
4251233;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1153,38063759939
4251234;1;1;1;80;05;1;4;5; ;1; ;4;8; ;3; ;2; ;1;02;05;1149,90255591548
4251236;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1225,48441118291
4251239;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;02;05;902,830999674644
4251240;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;05;1149,90255591548
4251242;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;906,687526333968
4251242;1;3;1;80;05;1;4;9;CAMBIO DE PAIS;2; ; ;8; ;2; ;2; ;1;02;05;906,687526333968
4251242;1;5;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;05;906,687526333968
4251243;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;980,030655318003
4251244;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;05;1337,49533818505
4251244;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1337,49533818505
4251245;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;2072,39557398844
4251245;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;05;2072,39557398844
4251247;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1158,32990713196
4251247;1;6;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1158,32990713196
4251250;1;1;1;80;05;1;1;8; ;2; ; ;4; ;2; ;2; ;1;02;05;1059,58424646461
4251250;1;2;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ;1;02;05;1059,58424646461
4251251;1;2;1;80;05;1;4;8; ;2; ; ;9; ;3; ;2; ;1;02;05;995,50324462876
4251255;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;05;3357,60308346421
4251256;1;1;1;80;05;1;1;9;POR LA EDAD;2; ; ;10; ;3; ;2; ;1;02;05;1159,12115088439
4251256;1;2;1;80;05;1;4;4; ;2; ; ;9; ;2; ;2; ;1;02;05;1159,12115088439
4251256;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1159,12115088439
4251257;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1072,70290027212
4251258;1;2;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ;1;02;05;579,164953565979
4251258;1;6;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;579,164953565979
4251258;1;7;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;579,164953565979
4251259;1;1;1;80;05;1;4;7; ;2; ; ;8; ;2; ;2; ;1;02;05;1106,8105458675
4251259;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1106,8105458675
4251260;1;2;1;80;05;1;4;8; ;2; ; ;9; ;2; ;2; ;1;02;05;1028,81964647171
4251261;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1465,62497309978
4251261;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1465,62497309978
4251262;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1237,32765238115
4251264;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;732,812486549891
4251265;1;1;1;80;05;1;4;4; ;2; ; ;9; ;2; ;2; ;1;02;05;1946,33199170468
4251270;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;02;05;1236,32080652775
4251271;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1144,16204263048
4251274;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1159,12115088439
4251274;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1159,12115088439
4251276;1;2;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1331,12404351594
4251282;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;05;778,270008546958
4251282;1;2;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ;1;02;05;778,270008546958
4251283;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1266,03619582668
4251283;1;5;1;80;05;1;1;2; ;2; ; ;2; ;2; ;1;700000;1;02;05;1266,03619582668
4251284;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;1427,27437015397
4251284;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1427,27437015397
4251285;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1153,38063759939
4251286;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;998,981326312674
4251286;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;998,981326312674
4251288;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;809,03460853986
4251288;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;809,03460853986
4251291;1;1;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ;1;02;05;1111,77964226165
4251294;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;1077,15851560942
4251299;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;05;1149,90255591548
4251299;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;05;1149,90255591548
4251300;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;05;886,234264183219
4251301;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;05;1149,90255591548
4251303;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;05;635,684626258471
4251304;1;2;1;80;05;1;4;2; ;2; ; ;2; ;2; ;2; ;1;02;05;1581,67368144068
4251305;1;1;1;80;08;1;4;5; ;1; ;3;4; ;3; ;2; ;1;02;08;540,486987546288
4251306;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;455,409013756805
4251307;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;08;490,491190132949
4251307;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;490,491190132949
4251307;1;5;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;490,491190132949
4251308;1;2;1;80;08;1;3;7; ;1; ;2;9; ;2; ;2; ;1;02;08;611,994854526777
4251310;1;2;1;80;08;1;1;4; ;2; ; ;4; ;2; ;2; ;1;02;08;509,19774810071
4251310;1;5;1;80;08;1;1;4; ;2; ; ;12;POR ACCIDENTE;2; ;2; ;1;02;08;509,19774810071
4251310;1;6;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;08;509,19774810071
4251314;1;1;1;80;08;1;4;2; ;2; ; ;9; ;2; ;2; ;1;02;08;548,407701486536
4251314;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;548,407701486536
4251318;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;08;445,202445825616
4251319;1;2;1;80;08;1;2;3; ;2; ; ;9; ;2; ;2; ;1;02;08;641,216610062814
4251319;1;6;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;08;641,216610062814
4251320;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;08;417,869077816731
4251320;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;417,869077816731
4251322;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;550,693555477477
4251323;1;2;1;80;08;1;1;6; ;2; ; ;5; ;2; ;2; ;1;02;08;508,331305169281
4251324;1;3;1;80;08;1;3;4; ;2; ; ;4; ;2; ;2; ;1;02;08;463,759339733888
4251326;1;6;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;08;554,91259358879
4251328;1;2;1;80;08;1;3;3; ;1; ;1;9; ;2; ;2; ;1;02;08;527,009181477301
4251328;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;527,009181477301
4251328;1;4;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;527,009181477301
4251329;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;417,869077816731
4251330;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;531,739195105416
4251330;1;4;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;08;531,739195105416
4251331;1;1;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;603,615846889953
4251332;1;1;1;80;08;1;4;5; ;2; ; ;8; ;3; ;2; ;1;02;08;265,496867286867
4251332;1;5;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;08;265,496867286867
4251332;1;8;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;08;265,496867286867
4251332;1;11;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;265,496867286867
4251333;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;08;451,329616449541
4251333;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;08;451,329616449541
4251334;1;1;1;80;08;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;08;540,486987546288
4251335;1;2;1;80;08;1;2;4; ;2; ; ;4; ;2; ;2; ;1;02;08;457,284881500478
4251335;1;4;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;457,284881500478
4251337;1;2;1;80;08;1;2;7; ;2; ; ;8; ;2; ;2; ;1;02;08;445,202445825616
4251339;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;08;455,409013756805
4251343;1;1;1;80;11;1;3;4; ;2; ; ;4; ;2; ;2; ;1;02;11;2625,92786948594
4251344;1;1;1;80;11;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;11;2610,81109903649
4251344;1;2;1;80;11;1;4;4; ;2; ; ;10; ;3; ;2; ;1;02;11;2610,81109903649
4251346;1;1;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;386,939181661289
4251346;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;386,939181661289
4251346;1;5;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;386,939181661289
4251347;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;485,854594556586
4251347;1;4;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;485,854594556586
4251347;1;5;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;485,854594556586
4251351;1;1;1;80;13;1;2;3; ;2; ; ;9; ;2; ;2; ;1;02;13;340,411507183716
4251351;1;6;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;340,411507183716
4251351;1;7;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;13;340,411507183716
4251353;1;2;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;357,2724959045
4251354;1;1;1;80;13;1;2;4; ;2; ; ;4; ;2; ;2; ;1;02;13;423,341028698996
4251355;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;438,451022279122
4251355;1;4;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;13;438,451022279122
4251356;1;4;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;359,320249789555
4251358;1;1;1;80;13;1;3;5; ;2; ; ;10; ;3; ;2; ;1;02;13;323,211138393879
4251360;1;2;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;13;374,762386165523
4251361;1;1;1;80;13;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;13;312,462727968144
4251361;1;2;1;80;13;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;13;312,462727968144
