DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4251365;1;1;1;80;13;1;1;4; ;2; ; ;4; ;2; ;2; ;1;02;13;410,089183917053
4251366;1;2;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;303,230790819536
4251368;1;2;1;80;13;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;13;394,782140893676
4251368;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;394,782140893676
4251369;1;1;1;80;13;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;13;355,26093500241
4251369;1;2;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;355,26093500241
4251370;1;3;1;80;13;1;1;8; ;2; ; ;2; ;2; ;2; ;1;02;13;336,462983175822
4251372;1;1;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;355,26093500241
4251372;1;2;1;80;13;1;4;5; ;2; ; ;8; ;3; ;2; ;1;02;13;355,26093500241
4251375;1;2;1;80;13;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;13;388,950742563379
4251375;1;3;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;13;388,950742563379
4251375;1;4;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;13;388,950742563379
4251375;1;7;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;13;388,950742563379
4251378;1;1;1;80;13;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;13;534,022279986597
4251378;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;534,022279986597
4251378;1;4;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;534,022279986597
4251378;1;5;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;534,022279986597
4251378;1;6;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;534,022279986597
4251379;1;2;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;414,283592056789
4251379;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;414,283592056789
4251381;1;1;1;80;13;1;1;8; ;2; ; ;1; ;2; ;2; ;1;02;13;402,292957330222
4251381;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;402,292957330222
4251381;1;4;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;402,292957330222
4251381;1;5;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;13;402,292957330222
4251382;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;395,832657459686
4251384;1;1;1;80;13;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;13;509,982617625109
4251384;1;3;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;509,982617625109
4251384;1;4;1;80;13;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;13;509,982617625109
4251387;1;1;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;319,934137250879
4251388;1;2;1;80;13;1;2;7; ;2; ; ;11; ;2; ;2; ;1;02;13;415,330894451953
4251388;1;4;1;80;13;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;13;415,330894451953
4251514;1;1;1;80;17;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;17;352,374258535069
4251514;1;3;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;17;352,374258535069
4251516;1;2;1;80;17;1;3;7; ;2; ; ;9; ;2; ;2; ;1;02;17;155,61034927279
4251517;1;2;1;80;17;1;4;3; ;1; ;4;8; ;3; ;2; ;1;02;17;156,482072528252
4251519;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;17;133,165482769419
4251519;1;2;1;80;17;1;2;5; ;2; ; ;10; ;3; ;2; ;1;02;17;133,165482769419
4251520;1;2;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;17;266,330965538838
4251522;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;240,922453206108
4251522;1;4;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;240,922453206108
4251523;1;2;1;80;17;1;4;9;VIAJE AL EXTERIOR;2; ; ;8; ;1;4;2; ;1;02;17;154,896172214029
4251524;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;178,212761972862
4251525;1;1;1;80;17;1;4;7; ;2; ; ;8; ;3; ;2; ;1;02;17;255,000780735469
4251525;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;255,000780735469
4251528;1;1;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;17;306,241463303381
4251529;1;1;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;17;335,624514663241
4251530;1;2;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;17;353,437197206519
4251530;1;5;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;17;353,437197206519
4251531;1;1;1;80;17;1;4;8; ;2; ; ;11; ;2; ;2; ;1;02;17;133,165482769419
4251531;1;2;1;80;17;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;17;133,165482769419
4251533;1;3;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;162,378262837052
4251533;1;5;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;17;162,378262837052
4251533;1;6;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;17;162,378262837052
4251536;1;2;1;80;17;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;17;133,165482769419
4251537;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;161,626631588197
4251537;1;3;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;161,626631588197
4251538;1;2;1;80;17;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;17;223,225352136684
4251539;1;1;1;80;17;1;4;8; ;1; ;1;5; ;2; ;2; ;1;02;17;176,838690609867
4251539;1;4;1;80;17;1;2;4; ;2; ; ;4; ;2; ;2; ;1;02;17;176,838690609867
4251540;1;2;1;80;17;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;17;257,167957769899
4251541;1;2;1;80;17;1;4;7; ;2; ; ;9; ;2; ;2; ;1;02;17;133,165482769419
4251542;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;133,165482769419
4251544;1;1;1;80;17;1;2;4; ;2; ; ;4; ;3; ;2; ;1;02;17;217,03972639326
4251544;1;2;1;80;17;1;2;8; ;2; ; ;9; ;1;1;2; ;1;02;17;217,03972639326
4251544;1;3;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;217,03972639326
4251546;1;1;1;80;17;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;17;114,989777918391
4251546;1;2;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;114,989777918391
4251546;1;4;1;80;17;1;1;2; ;2; ; ;2; ;2; ;2; ;1;02;17;114,989777918391
4251546;1;5;1;80;17;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;17;114,989777918391
4251546;1;6;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;114,989777918391
4251550;1;1;1;80;17;1;3;5; ;2; ; ;10; ;3; ;2; ;1;02;17;256,907757497136
4251551;1;1;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;174,851421096301
4251552;1;2;1;80;17;1;4;3; ;2; ; ;11; ;3; ;2; ;1;02;17;169,417426601732
4251552;1;4;1;80;17;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;169,417426601732
