DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4251221;1;2;1;70;05;4;40;4; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;85;1;1;8532;02;05;1921,93067429378
4251240;1;2;1;70;05;16;48;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;93;93;45;1;2;4552;02;05;1149,90255591548
4251244;1;4;1;70;05;4;48;4; ;2;4;5; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1000000;93;93;45;1;1;4552;02;05;1337,49533818505
4251247;1;2;1;70;05;26;48;1; ;2;26;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;45;1;2;4530;02;05;1158,32990713196
4251248;1;2;1;70;05;1;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;550000;85;85;45;1;1;4542;02;05;1946,33199170468
4251249;1;1;1;70;05;8;48;1; ;2;8;1; ;7;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;2; ;11;11;70;1;1;7020;02;05;1115,23789708398
4251251;1;4;1;70;05;2;48;1; ;2;2;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;330000;04;39;74;1;1;7499;02;05;995,50324462876
4251257;1;1;1;70;05;12;48;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;93;93;45;1;1;4552;02;05;1072,70290027212
4251258;1;1;1;70;05;1;48;4; ;2;8;2; ;9;2;1; ; ; ; ; ;1; ; ; ; ; ;1;4500000;41;58;75;1;1;7524;02;05;579,164953565979
4251258;1;4;1;70;05;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;02;05;579,164953565979
4251264;1;1;1;70;05;12;48;4; ;2;98;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;57;57;93;1;1;9302;02;05;732,812486549891
4251265;1;2;1;70;05;12;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5262;02;05;1946,33199170468
4251267;1;3;1;70;05;1;48;1; ;2;1;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;1;1200000;53;53;55;1;1;5529;02;05;1153,38063759939
4251273;1;1;1;70;05;4;48;1; ;2;8;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;80;1;1;8050;02;05;896,94387386237
4251274;1;1;1;70;05;52;48;1; ;2;24;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;35000;98;98;60;1;2;6021;02;05;1159,12115088439
4251275;1;1;1;70;05;48;48;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;54;95;1;2;9500;02;05;1050,3656514957
4251277;1;2;1;70;05;12;48;1; ;2;28;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5529;02;05;1466,33128528191
4251290;1;2;1;70;05;5;48;1; ;2;4;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;600000;39;98;60;1;1;6021;02;05;1028,81964647171
4251294;1;2;1;70;05;4;50;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;700000;53;53;55;1;1;5529;02;05;1077,15851560942
4251303;1;2;1;70;05;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;02;05;635,684626258471
4251313;1;2;1;70;08;5;48;1; ;2;48;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5521;02;08;535,834754288942
4251319;1;4;1;70;08;15;48;1; ;2;16;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;87;87;45;1;2;4521;02;08;641,216610062814
4251319;1;5;1;70;08;16;48;3; ;2;16;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;02;08;641,216610062814
4251322;1;1;1;70;08;5;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;45;18;1;1;1810;02;08;550,693555477477
4251332;1;7;1;70;08;16;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;45;52;1;2;5225;02;08;265,496867286867
4251338;1;1;1;70;08;12;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;85;85;45;1;1;4542;02;08;587,548858118657
4251351;1;3;1;70;13;26;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;84; ; ;1;2; ;02;13;340,411507183716
4251351;1;4;1;70;13;26;48;1; ;2;26;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5529;02;13;340,411507183716
4251352;1;1;1;70;13;4;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;21;33;65;1;1;6512;02;13;391,291232090465
4251356;1;3;1;70;13;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;02;13;359,320249789555
4251362;1;2;1;70;13;2;48;1; ;2;2;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;92;1;1;9249;02;13;373,801341829442
4251516;1;3;1;70;17;6;20;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;33;55;1;1;5521;02;17;155,61034927279
4251527;1;1;1;70;17;10;50;4; ;2;10;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;13;13;80;1;1;8060;02;17;223,355452273065
4251534;1;4;1;70;17;20;48;2; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;58;95;45;1;2;4522;02;17;210,854100649836
4251536;1;1;1;70;17;3;40;1; ;2;12;4; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;37;37;60;1;1;6042;02;17;133,165482769419
4251549;1;2;1;70;17;12;45;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;83;83;27;1;1;2731;02;17;189,022413434492
4251557;1;3;1;70;17;5;40;2; ;2;6;2; ;9;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;19;13;80;1;1;8011;02;17;252,801119349355
4251561;1;1;1;70;17;24;50;3; ;2;40;1; ;9;2;1; ; ; ; ; ; ; ; ;1;LA PENSION; ;2; ;54;32;75;1;2;7530;02;17;306,241463303381
4251566;1;2;1;70;17;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;126000;38;45;52;1;1;5239;02;17;459,469443467021
4251571;1;2;1;70;17;4;40;2; ;2;5;1; ;6;2;1; ; ;1; ; ; ; ; ; ; ; ;1;400000;19;19;85;1;1;8531;02;17;147,455639250006
4251580;1;2;1;70;17;250;48;3; ;2;250;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;02;17;155,61034927279
4251580;1;3;1;70;17;3;48;1; ;2;4;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;74;1;1;7412;02;17;155,61034927279
4251582;1;1;1;70;17;28;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;95;87;45;1;2;4541;02;17;133,165482769419
4251585;1;3;1;70;17;12;72;1; ;2;17;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;02;17;204,234472456162
4251586;1;2;1;70;17;4;80;1; ;2;4;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;800000;58;58;74;1;1;7492;02;17;176,318157268127
4251589;1;3;1;70;17;6;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;02;17;142,191916047665
4251592;1;1;1;70;17;12;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONAD; ;2; ;98;98;60;1;1;6042;02;17;133,87965982818
4251605;1;1;1;70;17;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;55;45;52;1;1;5262;02;17;112,790885796411
4251608;1;2;1;70;17;16;40;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;56;53;55;1;2;5521;02;17;154,549085769212
4251609;1;2;1;70;17;8;54;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;02;17;90,6708602028273
4251610;1;3;1;70;17;4;48;1; ;2;6;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5522;02;17;196,02321400741
4251611;1;1;1;70;17;32;48;1; ;2;20;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;45;45;52;1;2;5235;02;17;202,34820071333
4251612;1;1;1;70;17;4;60;1; ;2;60;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4522;02;17;155,61034927279
4251618;1;3;1;70;17;9;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;58;58;74;1;1;7492;02;17;155,297541413372
4251623;1;2;1;70;17;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;160000;38;53;55;1;1;5530;02;17;169,186328694616
4251639;1;1;1;70;17;8;48;1; ;2;8;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;55;53;55;1;1;5522;02;17;168,665795352877
4251646;1;4;1;70;17;4;48;1; ;2;5;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;38;97;33;1;1;3312;02;17;147,55663702074
4251651;1;1;1;70;17;12;48;1; ;2;12;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;45;53;55;1;1;5521;02;17;223,355452273065
4251651;1;2;1;70;17;4;40;1; ;2;52;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;32;33;55;1;1;5521;02;17;223,355452273065
4251654;1;2;1;70;17;77;40;1; ;2;77;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;07;21;70;1;2;7020;02;17;257,167957769899
4251656;1;1;1;70;17;104;48;1; ;2;104;1; ;7;2;1; ; ; ; ; ; ; ; ;1;LA PENSION; ;2; ;58;39;45;1;2;4530;02;17;133,87965982818
4251870;1;1;1;70;23;20;45;3; ;2;26;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;53;55;1;2;5529;02;23;262,628363480271
4251870;1;8;1;70;23;23;40;3; ;2;43;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;53;55;1;2;5529;02;23;262,628363480271
4251871;1;3;1;70;23;24;48;2; ;2;30;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;2;8043;02;23;116,893260083399
4251873;1;3;1;70;23;8;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;39;39;75;1;1;7530;02;23;132,467166327691
4251878;1;2;1;70;23;6;48;1; ;2;8;1; ;9;2;9;ES AFILIADA A UN REGIMEN CONTRIBUTIVO EN SALUD; ; ; ; ; ; ;1; ; ; ;2; ;19;19;85;1;1;8532;02;23;145,593049515539
4251881;1;1;1;70;23;16;48;1; ;2;18;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;85;1;2;8511;02;23;145,943510115727
4251883;1;3;1;70;23;12;48;1; ;2;14;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;21;92;1;1;9241;02;23;144,017636891397
4252108;1;2;1;70;50;30;48;1; ;2;32;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;02;21;74;1;2;7499;02;50;113,351068843264
4252116;1;3;1;70;50;4;40;2; ;2;24;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;34;17;75;1;1;7513;02;50;258,558737312238
4252116;1;5;1;70;50;1;40;4; ;2;8;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;17;17;75;1;1;7513;02;50;258,558737312238
4252118;1;3;1;70;50;8;60;4; ;2;8;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;02;02;75;1;1;7512;02;50;132,340026045037
4252122;1;3;1;70;50;5;60;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;02;50;203,738271627634
4252125;1;1;1;70;50;52;48;2; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;39;58;74;1;2;7492;02;50;272,655555991332
4252127;1;3;1;70;50;2;48;4; ;2;2;6; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;53;55;1;1;5529;02;50;184,136604518313
4252129;1;1;1;70;50;24;48;1; ;2;35;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;93;77;15;1;2;1551;02;50;214,864654588556
4252129;1;2;1;70;50;8;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;95;95;45;1;1;4521;02;50;214,864654588556
4252130;1;2;1;70;50;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;95;95;45;1;1;4521;02;50;208,83930884034
4252133;1;2;1;70;50;4;48;1; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;1;8043;02;50;181,163000089437
4252136;1;2;1;70;50;2;48;1; ;2;2;4; ;1;2;9;SISBEN; ; ; ; ; ; ; ; ; ;1;1;700000;95;95;45;1;1;4521;02;50;306,357210490451
4252154;1;3;1;70;50;6;48;1; ;2;5;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;02;05;75;1;1;7512;02;50;203,802416014434
4252155;1;1;1;70;50;26;60;1; ;2;26;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5234;02;50;176,651629706683
4252159;1;2;1;70;50;60;35;1; ;2;98;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;75;1;2;7512;02;50;154,527900069259
4252169;1;1;1;70;50;32;60;1; ;2;32;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;60;1;2;6042;02;50;210,353284205801
4252170;1;2;1;70;50;13;48;1; ;2;13;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;11;11;51;1;1;5139;02;50;199,22690124488
4252172;1;3;1;70;50;54;48;1; ;2;54;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;12;12;75;1;2;7512;02;50;205,767933280669
4252172;1;4;1;70;50;13;48;4; ;2;13;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;1;8060;02;50;205,767933280669
4252175;1;2;1;70;50;20;60;1; ;2;18;1; ;4;1;1; ; ; ; ;1; ; ; ; ; ; ;2; ;33;33;55;1;2;5521;02;50;195,133951194815
4252179;1;3;1;70;50;12;48;1; ;2;12;1; ;5;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;13;13;80;1;1;8060;02;50;165,515410590182
4252179;1;4;1;70;50;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;45;45;52;1;1;5237;02;50;165,515410590182
4252186;1;2;1;70;50;24;48;1; ;2;26;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;74;1;2;7411;02;50;193,748264602953
4252186;1;3;1;70;50;4;48;1; ;2;10;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;55;1;1;5529;02;50;193,748264602953
4252186;1;5;1;70;50;10;60;1; ;2;10;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;60;1;1;6021;02;50;193,748264602953
4252186;1;6;1;70;50;104;48;1; ;2;72;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;40;52;1;2;5233;02;50;193,748264602953
4252187;1;1;1;70;50;13;48;4; ;2;14;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;18;18;92;1;1;9241;02;50;232,403033300846
4252200;1;1;1;70;50;8;48;1; ;2;8;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;58;58;75;1;1;7522;02;50;262,0117377499
4252209;1;1;1;70;50;54;70;1; ;2;8;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;95;45;1;2;4521;02;50;553,253185520061
4252210;1;1;1;70;50;5;48;4; ;2;5;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;1;300000;54;41;52;1;1;5233;02;50;215,319403270859
4252213;1;2;1;70;50;8;40;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;55;1;1;5530;02;50;198,71438366801
4252219;1;2;1;70;50;54;60;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;2; ;02;50;141,500144228903
4252222;1;1;1;70;50;4;48;1; ;2;21;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;21;64;1;1;6422;02;50;187,713868280805
4252233;1;2;1;70;50;13;48;1; ;2;13;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;39;97;15;1;1;1522;02;50;170,562139571668
4252238;1;2;1;70;52;4;30;2; ;2;20;4; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;07;07;85;1;1;8511;02;52;270,251802975048
4252254;1;1;1;70;52;12;40;1; ;2;12;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;51;1;1;5155;02;52;121,757601693642
4252262;1;5;1;70;52;52;20;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5219;02;52;114,030916619112
4252264;1;3;1;70;52;8;20;1; ;2;104;1; ;4;2;9;CON EL CARNET DE SUBSIDIADO DE OTRO MUNICIPIO; ; ; ; ; ; ; ; ; ;1;2; ;45;53;55;1;1;5521;02;52;173,619849036292
4252266;1;3;1;70;52;8;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;41;52;1;1;5224;02;52;193,061370772111
4252285;1;4;1;70;52;3;24;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;750000;45;53;55;1;1;5522;02;52;129,082977619919
4252288;1;2;1;70;52;4;44;1; ;2;13;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;38;97;51;1;1;5139;02;52;198,126332826093
4252292;1;3;1;70;52;52;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;2;4521;02;52;141,075325440975
4252299;1;3;1;70;52;4;44;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;85;1;1;8512;02;52;186,61092714633
4252307;1;2;1;70;52;52;24;1; ;2;156;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5521;02;52;236,048240053837
4252308;1;1;1;70;52;6;48;1; ;2;5;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;53;77;63;1;1;6320;02;52;186,066737235611
4252314;2;8;2;70;52;52;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;79;17;1;2;1749;02;52;227,795529134776
4252316;1;4;1;70;52;3;40;1; ;2;3;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;95;95;45;1;1;4521;02;52;390,462029323139
4252319;1;3;1;70;52;6;40;2; ;2;6;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;12;12;75;1;1;7512;02;52;157,409486232877
4252324;1;2;1;70;52;52;28;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;02;52;404,428519985607
4252358;1;2;1;70;52;52;24;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;56;93;1;2;9301;02;52;213,757438554969
4252367;1;2;1;70;52;2;48;1; ;2;2;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;400000;38;38;64;1;1;6422;02;52;221,531983740136
4252371;1;1;1;70;52;104;48;1; ;2;104;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;60000;32;53;55;1;2;5521;02;52;182,695881671344
4252377;1;3;1;70;54;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;45;41;52;1;1;5233;02;54;426,778552574382
4252382;1;3;1;70;54;8;48;2; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;02;39;85;1;1;8511;02;54;275,293774997501
4252392;1;1;1;70;54;2;54;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;99;93;93;45;1;1;4552;02;54;435,607122626947
4252400;1;1;1;70;54;3;48;4; ;2;14;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;93;45;1;1;4552;02;54;409,897903338719
4252407;1;1;1;70;54;1;40;4; ;2;7;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;12;12;75;1;1;7512;02;54;331,67100888033
4252411;1;1;1;70;54;8;50;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;02;54;289,795947477424
4252411;1;2;1;70;54;4;40;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;53;55;1;1;5521;02;54;289,795947477424
4252414;1;1;1;70;54;8;40;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;99;99;75;1;1;7512;02;54;384,685282438219
4252415;1;1;1;70;54;4;48;4; ;2;5;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;32;32;75;1;1;7512;02;54;411,635545158996
4252416;1;2;1;70;54;8;40;1; ;2;146;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5521;02;54;558,728159589911
4252417;1;1;1;70;54;12;48;4; ;2;12;4; ;9;2;1; ; ;1; ; ; ; ;1; ; ; ;2; ;31;31;75;1;1;7512;02;54;462,91960003918
4252417;1;2;1;70;54;12;48;4; ;2;12;4; ;9;2;7; ; ; ; ; ; ; ;1; ; ; ;2; ;39;39;85;1;1;8532;02;54;462,91960003918
4252418;1;1;1;70;54;8;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;97;95;45;1;1;4521;02;54;354,736241063724
4252418;1;2;1;70;54;8;48;1; ;2;56;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;32;85;1;1;8512;02;54;354,736241063724
4252583;1;1;1;70;66;3;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;55;55;74;1;1;7493;02;66;419,744517981923
4252583;1;2;1;70;66;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5241;02;66;419,744517981923
4252586;1;3;1;70;66;4;48;3; ;2;4;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;500000;54;54;95;1;1;9500;02;66;328,219697255806
4252589;1;1;1;70;66;4;40;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;45;45;52;1;1;5211;02;66;325,901312420395
4252598;1;3;1;70;66;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;53;55;1;1;5521;02;66;321,649865204437
4252602;1;1;1;70;66;52;24;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5211;02;66;264,114305850276
4252602;1;5;1;70;66;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4521;02;66;264,114305850276
4252610;1;2;1;70;66;13;48;4; ;2;13;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;79;79;17;1;1;1749;02;66;294,784632594157
4252614;1;3;1;70;66;60;48;1; ;2;100;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;38;74;1;2;7499;02;66;227,624422301906
4252618;1;3;1;70;66;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;16;37;60;1;1;6042;02;66;251,443435177049
4252633;1;2;1;70;66;4;48;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;54;54;95;1;1;9500;02;66;273,035820381562
