DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4747366;1;2;1;70;2;12;24;4; ;2;250;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;61;93;36;1;1;10;3611;70;1540,26135216675
4747774;1;2;1;70;2;15;40;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;13;13;80;1;2;10;8041;23;2563,64390265621
4747854;1;6;1;70;2;20;24;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;80000; ; ;97; ; ;1;2;10; ;63;1649,85956978448
4747891;1;2;1;70;2;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;53;58;11;1;2;10;1110;13;4659,82756534724
4747915;1;4;1;70;2;15;48;1; ;2;20;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;03;85;1;2;10;8511;68;1468,47609774691
4747927;1;1;1;70;2;3;40;1; ;2;156;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;98;52;1;1;10;5211;73;3447,50266219191
4747940;1;5;1;70;2;1;44;8; ;2;2;8; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;1;840000;840000;2; ;62;62;01;1;1;10;0117;73;6334,12997164814
4747945;1;2;1;70;2;1;44;1; ;2;384;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;53;55;1;1;10;5521;73;1823,26245381141
4747945;1;3;1;70;2;1;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;45; ; ;1;1;10; ;73;1823,26245381141
4747955;1;2;1;70;2;2;48;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;800000;2; ;55;45;52;1;1;10;5229;73;2797,29031265273
4748835;1;1;1;70;2;2;50;4; ;2;3;4; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;1;98;1000000;2; ;61;61;01;1;1;10;0118;20;1689,024131725
4748839;1;2;1;70;2;28;40;1; ;2;24;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;13;13;80;1;2;10;8012;20;1433,48840276899
4748843;1;1;1;70;2;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;10;9500;20;2127,87424578481
4748847;1;4;1;70;2;28;48;4; ;2;28;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;84;84;50;1;2;10;5020;20;1905,54765692729
4748925;1;4;1;70;2;3;24;3; ;2;78;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;54;45;15;1;1;10;1589;20;2483,26314692013
4748992;1;2;1;70;2;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;58; ; ;1;2;10; ;20;2422,1413657454
4749108;1;2;1;70;2;3;48;1; ;2;11;4; ;5;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;1200000;2; ;39;39;70;1;1;10;7020;25;2847,57764309625
4749634;1;2;1;70;2;4;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;900000;2; ;45;53;55;1;1;10;5521;18;2719,74316223072
4749769;1;3;1;70;2;10;40;4; ;2;10;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;10;9500;18;425,739695365825
4749860;1;2;1;70;2;4;48;2; ;2;4;2; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;1;1400000;1600000;2; ;13;13;80;1;1;10;8043;68;953,015010601733
4751059;1;3;1;70;2;4;48;1; ;2;24;1; ;4;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;1;1;39;79;17;1;1;10;1749;25;1547,33156661719
4751060;1;2;1;70;2;1;48;1; ;2;4;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;360000;781242;2; ;97;54;95;1;1;10;9500;25;1869,57367824977
4751064;1;3;1;70;2;52;10;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;30000; ; ;41; ; ;1;2;10; ;25;2341,13948619174
4751082;1;4;1;70;2;3;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;44;64;1;1;10;6421;25;1765,75299894075
4751082;1;9;1;70;2;4;60;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1076000;781242;2; ;62;60;01;1;1;10;0121;25;1765,75299894075
4751082;1;10;1;70;2;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;392000;781242;2; ;99;99;15;1;1;10;1530;25;1765,75299894075
4751094;1;4;1;70;2;12;36;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;10; ;25;1175,46634170152
4751151;1;3;1;70;2;50;48;2; ;2;80;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;39;45;52;1;2;10;5221;41;1105,80760880275
4751155;1;2;1;70;2;20;45;4; ;2;53;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;41;51;55;1;2;10;5529;41;643,748312084677
4751180;1;2;1;70;2;40;48;1; ;2;400;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;45;45;52;1;2;10;5239;41;490,922712419632
4751200;1;2;1;70;2;6;48;3; ;2;500;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;54;54;95;1;1;10;9500;41;1224,40531339442
4751206;1;5;1;70;2;4;40;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;787000;2; ;45;53;01;1;1;10;0140;41;1226,86905268552
4751289;1;3;1;70;2;24;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;32;32;50;1;2;10;5030;47;682,11920558327
4751302;1;4;1;70;2;8;48;8; ;2;24;8; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;62;62;01;1;1;10;0118;47;586,296459644415
4751341;1;3;1;70;2;8;48;1; ;2;10;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;85;1;1;10;8511;47;496,396915637981
4751345;1;2;1;70;2;4;48;3; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;53;55;1;1;10;5529;47;1261,3823385752
4751353;2;2;2;70;2;60;48;1; ;2;48;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;787500;2; ;59;45;52;1;2;10;5234;47;547,399479261127
4751379;1;5;1;70;2;108;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;58; ; ;1;2;10; ;47;486,306561658937
4751389;1;3;1;70;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;58; ; ;1;2;10; ;47;367,258257273425
4751400;1;2;1;70;2;40;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;74;1;2;10;7492;47;1081,04852238566
4751401;1;4;1;70;2;52;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1000000;2; ;59;59;85;1;2;10;8511;47;799,734422665851
4751520;1;1;1;70;2;2;40;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;781000;2; ;62;62;01;1;1;10;0113;50;747,252746685923
4751581;1;2;1;70;2;2;40;1; ;2;5;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;781200;2; ;45;53;55;1;1;10;5530;50;1419,04190364902
4751611;1;3;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;18; ; ;1;1;10; ;70;700,679486389116
4751615;1;2;1;70;2;4;40;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;400000;2; ;41;51;55;1;1;10;5529;70;996,19112548054
4751627;1;2;1;70;2;2;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;1;10; ;70;1264,84334028565
4751656;1;2;1;70;2;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781200; ; ;45; ; ;1;1;10; ;70;1134,27283725574
4751662;1;2;1;70;2;2;48;4; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;53;54;95;1;1;10;9500;70;1124,03722935519
4751760;1;2;1;70;2;4;48;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;10;5233;18;1127,42376334667
4751768;1;1;1;70;2;4;48;1; ;2;4;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;1;600000;600000;2; ;60;62;01;1;1;10;0121;18;891,453408719914
4751783;1;4;1;70;2;3;45;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;62; ; ;1;1;10; ;18;298,667908165238
4751798;1;3;1;70;2;4;48;1; ;2;96;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;75;1;1;10;7512;18;239,827107272829
4751809;1;4;1;70;2;6;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;1;10; ;18;338,234458794041
4751836;1;2;1;70;2;2;45;8; ;2;6;8; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;10;0121;18;389,448425088402
4751963;1;2;1;70;2;12;48;1; ;2;104;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;15;1;1;10;1551;19;1169,88200832279
4751965;1;4;1;70;2;74;40;1; ;2;74;1; ;3;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;85;1;2;10;8514;19;691,359203651063
4751967;1;1;1;70;2;4;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;10;5211;19;2903,70865533446
4751983;1;1;1;70;2;28;40;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;15;1;2;10;1581;19;1575,69577756229
4751986;1;2;1;70;2;12;40;3; ;2;16;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;53;55;95;1;1;10;9500;19;691,359203651063
4752013;1;1;1;70;2;36;40;3; ;2;36;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;53;55;1;2;10;5521;19;691,359203651063
4752014;1;1;1;70;2;24;40;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;2;10;9500;19;691,359203651063
4752026;1;2;1;70;2;4;40;1; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;59;54;95;1;1;10;9500;19;691,359203651063
4752030;1;1;1;70;2;8;48;4; ;2;8;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;62;62;01;1;1;10;0140;19;691,359203651063
4752030;2;2;2;70;2;26;44;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;39; ; ;1;2;10; ;19;691,359203651063
4752033;1;1;1;70;2;40;40;4; ;2;3;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;1;800000;700000;2; ;62;87;41;1;2;10;4100;19;691,359203651063
4752075;1;2;1;70;2;8;30;1; ;2;3;1; ;5;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;400000;2; ;32;45;51;1;1;10;5155;19;471,851913318171
4752086;1;2;1;70;2;8;48;3; ;2;32;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;61;01;1;1;10;0140;19;471,851913318171
4752104;1;3;1;70;2;24;24;3; ;2;72;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;2;10;9500;19;471,851913318171
4752105;1;2;1;70;2;24;40;3; ;2;100;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;2;10;9500;19;1981,77803593632
4752155;1;4;1;70;2;16;58;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;62;62;15;1;2;10;1571;19;1981,77803593632
4752162;1;3;1;70;2;45;40;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;95;95;45;1;2;10;4521;19;1697,01247838527
4752168;1;1;1;70;2;32;40;1; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;400000;2; ;45;54;95;1;2;10;9500;19;1981,77803593632
4752170;1;2;1;70;2;16;40;1; ;2;16;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;790000;2; ;45;45;15;1;2;10;1551;19;1981,77803593632
4752171;1;1;1;70;2;4;40;1; ;2;4;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;62;62;01;1;1;10;0121;19;1981,77803593632
4752172;1;2;1;70;2;4;40;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;780000;2; ;62;61;01;1;1;10;0140;19;1757,4255673457
4752181;1;3;1;70;2;24;44;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;18;45;52;1;2;10;5221;19;471,851913318171
4752183;1;1;1;70;2;4;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;781242;2; ;53;53;55;1;1;10;5521;19;471,851913318171
4752201;1;2;1;70;2;1;40;3; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;800000;2; ;54;61;01;1;1;10;0140;19;1981,77803593632
4752204;1;2;1;70;2;30;40;1; ;2;60;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;55;24;1;2;10;2412;19;1981,77803593632
4752216;1;1;1;70;2;100;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;2;10; ;19;471,851913318171
4752217;1;1;1;70;2;40;48;1; ;2;2;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;780000;2; ;58;62;01;1;2;10;0140;19;1154,58025028554
4752219;1;1;1;70;2;52;40;3; ;2;156;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;54;95;1;2;10;9500;19;471,851913318171
4752219;1;3;1;70;2;32;40;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;59;15;1;2;10;1589;19;471,851913318171
4752334;1;1;1;70;2;20;48;8; ;2;20;8; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;62;62;01;1;2;10;0121;50;468,370138707253
4752372;1;2;1;70;2;24;48;1; ;2;24;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;1;97;97;01;1;2;10;0123;50;904,997437103153
4752403;1;1;1;70;2;8;48;8; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;62;62;55;1;1;10;5511;50;1212,5148121927
4752406;1;2;1;70;2;52;48;1; ;2;104;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;62;53;01;1;2;10;0121;50;1434,11442441226
4752409;1;2;1;70;2;52;48;1; ;2;8;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;53;62;01;1;2;10;0117;50;1647,38581087206
4752423;1;2;1;70;2;6;48;8; ;2;6;8; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;1;450000;800000;2; ;62;62;01;1;1;10;0117;50;691,317604399059
4752484;1;2;1;70;2;4;30;1; ;2;6;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;700000;2; ;44;44;65;1;1;10;6515;76;7046,05811785681
4752495;1;3;1;70;2;52;72;1; ;2;52;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;85;1;2;10;8519;76;3108,6406125604
4752550;1;2;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;33; ; ;1;1;10; ;13;1273,9277580586
4752553;1;1;1;70;2;40;40;1; ;2;40;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;84;84;50;1;2;10;5020;13;1433,23168424891
4755636;1;2;1;70;2;96;24;4; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;51;53;55;1;2;10;5521;18;239,827107272829
4755656;1;3;1;70;2;16;40;4; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;85;1;2;10;8513;19;1981,77803593632
4755701;1;5;1;70;2;3;48;4; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;1400000;2; ;03;03;50;1;1;10;5012;54;450,765959317041
