DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;RABAND;FT;DPTO;fex_c_2011
4731539;1;3;1;50;05;1; ; ;3;6;LEER;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1097,15527026815
4731540;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1135,18916838378
4731540;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;10;2;1;05;1135,18916838378
4731542;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731542;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731543;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1231,95621869569
4731543;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1231,95621869569
4731545;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1072,03460666813
4731545;1;2;1;50;05;1; ; ;2;6;CAMINAR;1; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1072,03460666813
4731545;1;3;1;50;05;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10; ;1;05;1072,03460666813
4731546;1;1;1;50;05;1;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10; ;1;05;1323,61357791013
4731546;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1323,61357791013
4731547;1;1;1;50;05;1; ; ;1;6;HACIENDO DILIGENCIAS;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;570,365192956206
4731547;1;2;1;50;05;1; ; ;2;6;CAMINAR VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;570,365192956206
4731547;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;570,365192956206
4731547;1;4;1;50;05;1; ; ;1;6;VIAJANDO;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;570,365192956206
4731547;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;570,365192956206
4731548;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1304,33229495322
4731548;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1304,33229495322
4731549;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;1;9; ; ; ; ; ; ;10;2;1;05;731,436846845433
4731549;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;10;2;1;05;731,436846845433
4731549;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;731,436846845433
4731550;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1145,79050117998
4731551;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1142,21885374334
4731551;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1142,21885374334
4731551;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1142,21885374334
4731551;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1142,21885374334
4731552;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1236,29010853128
4731552;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1236,29010853128
4731552;1;3;1;50;05;1; ; ;3;6;JUGAR COMPUTADOR;2;2;2;2;1;8; ;2; ;2; ; ;10;1;1;05;1236,29010853128
4731553;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1178,0009881547
4731554;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;684,687305143262
4731554;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;684,687305143262
4731554;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;684,687305143262
4731554;1;4;1;50;05;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;684,687305143262
4731554;1;5;1;50;05;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;684,687305143262
4731555;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1067,14698196184
4731555;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;10;2;1;05;1067,14698196184
4731555;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1067,14698196184
4731556;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1179,09680099927
4731556;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1179,09680099927
4731556;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1179,09680099927
4731557;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1395,98965416765
4731557;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1395,98965416765
4731558;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1263,1204578617
4731558;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1263,1204578617
4731559;1;1;1;50;05;1; ; ;2;6;VISITAR A SU PADRE;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731559;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731560;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1178,0009881547
4731561;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731561;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731562;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731562;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731563;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1391,65576433207
4731564;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;903,185211384092
4731564;1;2;1;50;05;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;10; ;1;05;903,185211384092
4731565;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1061,76684431755
4731565;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1061,76684431755
4731566;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1235,33213872945
4731567;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1061,76684431755
4731567;1;2;1;50;05;1; ; ;1;3; ;1; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1061,76684431755
4731568;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1145,79050117998
4731571;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1108,91255392405
4731571;1;2;1;50;05;1; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1108,91255392405
4731572;1;1;1;50;05;1; ; ;3;6;HOSPITALIZADA;2;1; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1292,57501129731
4731572;1;2;1;50;05;1; ; ;2;6;CUIDAR SU ESPOSA HOSPITALIZADA;2;2;2;2;1;8; ;2; ;1;9;1;10;1;1;05;1292,57501129731
4731572;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;10;2;1;05;1292,57501129731
4731573;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1178,0009881547
4731574;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1082,22004763636
4731574;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1082,22004763636
4731574;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1082,22004763636
4731575;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1117,60847358697
4731575;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1117,60847358697
4731575;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1117,60847358697
4731575;1;4;1;50;05;1; ; ;4;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1117,60847358697
4731576;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1354,77781707614
4731576;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1354,77781707614
4731577;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1108,91255392405
4731577;1;2;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1108,91255392405
4731578;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1263,1204578617
4731578;1;2;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1263,1204578617
4731579;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1497,22843735788
4731579;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1497,22843735788
4731579;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1497,22843735788
4731580;1;1;1;50;05;1; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;10; ;1;05;1108,91255392405
4731580;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1108,91255392405
4731581;1;1;1;50;05;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1182,33487799029
4731581;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1182,33487799029
4731582;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1251,3631742058
4731582;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1251,3631742058
4731582;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1251,3631742058
4731583;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1277,63978866553
4731583;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1277,63978866553
4731583;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1277,63978866553
4731585;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731585;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731586;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;993,724657895607
4731586;1;2;1;50;05;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;993,724657895607
4731586;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;993,724657895607
4731587;1;1;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1439,89728678314
4731587;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1439,89728678314
4731587;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1439,89728678314
4731589;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1263,1204578617
4731589;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1263,1204578617
4731590;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1152,40429471158
4731590;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1152,40429471158
4731590;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1152,40429471158
4731590;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1152,40429471158
4731591;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1194,03202363106
4731591;1;2;1;50;05;1; ; ;2;6;LEER;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1194,03202363106
4731591;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1194,03202363106
4731592;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1097,15527026815
4731592;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1097,15527026815
4731592;1;3;1;50;05;1; ; ;3;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1097,15527026815
4731593;1;1;1;50;05;1; ; ;1;6;LEER;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1082,22004763636
4731593;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1082,22004763636
4731593;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1082,22004763636
4731594;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731594;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731595;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1108,91255392405
4731595;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1108,91255392405
4731596;1;1;1;50;05;1; ; ;1;6;REPARANDO EL TECHO DE LA VIVIENDA;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1251,3631742058
4731596;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1251,3631742058
4731596;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1251,3631742058
4731597;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1299,99840511763
4731598;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1157,15407637513
4731598;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1157,15407637513
4731598;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1157,15407637513
4731598;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1157,15407637513
4731599;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731599;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1166,2437044988
4731600;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1153,42420353198
4731600;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1153,42420353198
4731601;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1236,29010853128
4731601;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1236,29010853128
4731601;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1236,29010853128
4731602;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1041,91661531082
4731602;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1041,91661531082
4731602;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;05;1041,91661531082
4731603;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1299,99840511763
4731604;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1286,7356306542
4731604;1;2;1;50;05;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;10; ;1;05;1286,7356306542
4731604;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;05;1286,7356306542
