DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4731522;1;3;1;70;1;8;50;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;550000;2; ;95;95;45;1;1;10;4521;76;3441,92052825641; 
4731522;1;4;1;70;1;24;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;45;45;52;1;2;10;5233;76;3441,92052825641; 
4731529;1;2;1;70;1;8;40;1; ;2;8;1; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;95;45;1;1;10;4521;76;2670,59371847578; 
4731536;1;3;1;70;1;20;48;1; ;2;20;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;95;45;1;2;10;4530;05;857,640285051725;05
4731536;1;4;1;70;1;52;48;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;2;10;4521;05;857,640285051725;05
4731545;1;3;1;70;1;8;48;1; ;2;8;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;45;1;1;10;4521;05;1072,03460666813;05
4731546;1;1;1;70;1;52;24;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;45;95;45;1;2;10;4521;05;1323,61357791013;05
4731564;1;2;1;70;1;26;48;1; ;2;28;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;02;02;74;1;2;10;7421;05;903,185211384092;05
4731572;1;2;1;70;1;12;48;1; ;2;60;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;30;63;1;1;10;6331;05;1292,57501129731;05
4731604;1;2;1;70;1;24;48;3; ;2;104;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;51;55;1;2;10;5530;05;1286,7356306542;05
4731615;1;1;1;70;1;65;48;3; ;2;99;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;2;10;9500;05;1231,95621869569;05
4731615;1;2;1;70;1;4;48;1; ;2;5;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;39;74;1;1;10;7499;05;1231,95621869569;05
4731617;1;2;1;70;1;16;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;820000;2; ;95;95;45;1;2;10;4521;05;1179,09680099927;05
4731623;1;2;1;70;1;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;45;52;1;1;10;5231;05;1304,33229495322;05
4731629;1;2;1;70;1;208;48;1; ;2;202;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;21;39;64;1;2;10;6421;05;1162,86778446504;05
4731629;1;3;1;70;1;24;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;38; ; ;1;2;10; ;05;1162,86778446504;05
4731630;1;2;1;70;1;52;48;1; ;2;102;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;32;85;1;2;10;8515;05;1111,05461457733;05
4731633;1;1;1;70;1;52;48;1; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;85;85;45;1;2;10;4552;05;1127,03608501782;05
4731633;1;2;1;70;1;52;48;1; ;2;52;1; ;3;2;4; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;2;38;79;18;1;2;10;1810;05;1127,03608501782;05
4731636;1;3;1;70;1;35;48;2; ;2;36;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;12;12;75;1;2;10;7512;05;1258,9968765578;05
4731636;1;4;1;70;1;6;24;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;38;38;74;1;1;10;7499;05;1258,9968765578;05
4731639;1;2;1;70;1;24;48;1; ;2;300;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;54;85;1;2;10;8532;05;1497,22843735788;05
4731643;1;2;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;38;45;60;1;1;10;6031;05;1247,98725417205;05
4731643;1;3;1;70;1;24;48;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;16;16;92;1;2;10;9212;05;1247,98725417205;05
4731652;1;2;1;70;1;102;48;1; ;2;102;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;2;10;5521;05;1108,91255392405;05
4731660;1;3;1;70;1;68;48;1; ;2;68;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;30;30;52;1;2;10;5211;08;569,073507759013;08
4731667;1;3;1;70;1;52;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;1;2;86;86;92;1;2;10;9213;08;462,006525063609;08
4731667;1;4;1;70;1;32;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;21;44;80;1;2;10;8060;08;462,006525063609;08
4731674;1;1;1;70;1;24;40;1; ;2;40;1; ;5;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;781242;2; ;53;53;15;1;2;10;1589;13;700,824852378947;13
4731674;1;3;1;70;1;16;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;37;37;64;1;2;10;6412;13;700,824852378947;13
4731686;1;1;1;70;1;25;48;1; ;2;25;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;44;44;66;1;2;10;6601;13;366,261731456545;13
4731692;1;3;1;70;1;36;48;1; ;2;36;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;58;58;60;1;2;10;6021;13;331,398389996274;13
4731706;1;2;1;70;1;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;12; ; ;1;2;10; ;13;341,16823862376;13
4731716;1;2;1;70;1;1;48;1; ;2;1;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;850000;2; ;59;59;52;1;1;10;5231;13;379,247141075106;13
4731719;1;2;1;70;1;2;40;3; ;2;2;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;400000;2; ;54;54;95;1;1;10;9500;13;738,676941607308;13
4731721;1;3;1;70;1;4;40;1; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;781242;2; ;54;54;95;1;1;10;9500;13;704,325124068203;13
4731729;1;5;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ;12; ; ;1;1;10; ;15;126,872197582437;15
4731729;1;7;1;70;1;12;48;1; ;2;12;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;08;08;74;1;1;10;7492;15;126,872197582437;15
4731731;1;1;1;70;1;24;48;1; ;2;108;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;10;5231;15;84,8560215154217;15
4731732;1;4;1;70;1;28;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;850000; ; ;45; ; ;1;2;10; ;15;111,455321219035;15
4731734;1;1;1;70;1;3;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781200;781200;2; ;45;45;52;1;1;10;5233;15;100,191586520848;15
4731743;1;1;1;70;1;36;20;1; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONADA; ;2; ;1500000;3; ;21;13;74;1;2;10;7414;15;94,9117002293359;15
4731759;1;5;1;70;1;28;48;1; ;2;28;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;10;5211;15;117,042132596244;15
4731764;1;5;1;70;1;1;48;1; ;2;1;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;45;45;50;1;1;10;5051;15;151,945824074009;15
4731765;1;1;1;70;1;8;48;1; ;2;32;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;97;45;1;1;10;4521;15;264,800091597043;15
4731774;1;3;1;70;1;18;40;2; ;2;37;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;13;13;80;1;2;10;8021;15;101,490761289741;15
4731780;1;2;1;70;1;12;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;98;60;1;1;10;6031;15;133,699220567415;15
4731784;1;2;1;70;1;35;40;1; ;2;35;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;5000000;2; ;21;06;85;1;2;10;8511;15;182,198707784979;15
4731794;1;1;1;70;1;3;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;781242;2; ;37;37;55;1;1;10;5521;15;96,0435115006641;15
4731800;1;3;1;70;1;108;48;2; ;2;108;1; ;5;2;4; ; ; ;1; ; ; ; ; ; ; ;2; ;1400000;1;1;13;16;85;1;2;10;8532;15;133,699220567415;15
4731801;1;6;1;70;1;4;48;3; ;2;4;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;1;98;781242;2; ;54;51;55;1;1;10;5521;15;102,71177332875;15
4731811;1;2;1;70;1;30;48;1; ;2;65;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;98;98;45;1;2;10;4530;15;79,7082175342222;15
4731816;1;1;1;70;1;3;48;1; ;2;4;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;781242;2; ;45;49;65;1;1;10;6599;17;196,920656099495;17
4731836;1;2;1;70;1;60;48;4; ;2;60;1; ;6;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;3000000;2; ;06;06;85;1;2;10;8520;17;172,579143199631;17
4731840;1;9;1;70;1;5;48;1; ;2;5;2; ;9;2;2; ; ;1; ; ; ; ; ; ; ; ;2; ;2500000;1;1;95;95;45;1;1;10;4530;17;224,194720951075;17
4731850;1;1;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;10; ;17;303,108638235697;17
4731852;1;3;1;70;1;3;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;93;93;45;1;1;10;4552;17;185,030204061248;17
4731855;1;2;1;70;1;2;48;1; ;2;3;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;700000;781242;2; ;38;38;64;1;1;10;6421;17;402,543031240715;17
4731857;1;4;1;70;1;36;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;45;64;1;2;10;6421;17;298,829076338516;17
4731860;1;1;1;70;1;3;16;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;240000;2; ;77;77;55;1;1;10;5521;17;207,062731276989;17
4731891;1;1;1;70;1;240;48;1; ;2;240;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;77;45;92;1;2;10;9242;17;175,84483808907;17
4731891;1;2;1;70;1;36;48;1; ;2;36;1; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;54;95;1;2;10;9500;17;175,84483808907;17
4731892;1;2;1;70;1;6;48;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;79;18;1;1;10;1810;17;172,598363331211;17
4731897;1;2;1;70;1;48;72;1; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;59;54;85;1;2;10;8531;17;324,809584348893;17
4731898;3;1;3;70;1;8;60;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;10;4521;17;308,479389236085;17
4731899;1;1;1;70;1;4;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONADO; ;2; ;781242;3; ;98;98;60;1;1;10;6031;17;182,396059482258;17
4731899;1;4;1;70;1;1;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;99;99;50;1;1;10;5020;17;182,396059482258;17
4731916;1;3;1;70;1;40;48;1; ;2;40;4; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;16;16;74;1;2;10;7430;17;189,375399312874;17
4731916;1;4;1;70;1;32;48;1; ;2;32;3; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;1400000;1;1;59;59;95;1;2;10;9500;17;189,375399312874;17
4731917;1;2;1;70;1;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;11;11;85;1;1;10;8512;17;172,598363331211;17
4731925;1;1;1;70;1;16;48;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ;1; ; ; ; ;2; ;1500000;2; ;59;59;01;1;2;10;0121;17;169,332668441772;17
4731938;1;2;1;70;1;8;48;1; ;2;8;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;58;58;75;1;1;10;7524;18;100,928991478372;18
4731939;1;1;1;70;1;12;50;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;95;95;45;1;1;10;4521;18;72,1302552101022;18
4731943;1;2;1;70;1;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;500000;2; ;61;61;01;1;1;10;0140;18;70,4868663607177;18
