DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4741410;1;2;1;80; ;2;1;1;9;RETIRO VOLUNTARIO;2; ; ;11; ;2; ;2; ;2; ;98;2;1;10;76;1405,65247159029
4741411;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;76;4960,72007973603
4741411;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;1;25000; ; ; ;2;1;10;76;4960,72007973603
4741412;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;76;2428,49030110507
4741413;1;1;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;60;500000;2;1;10;76;1405,65247159029
4741413;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;76;1405,65247159029
4741413;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;76;1405,65247159029
4741418;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;781242;2;1;10;76;1405,65247159029
4741418;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;76;1405,65247159029
4741425;1;1;1;80; ;2;2; ; ; ; ;1;1;1; ;2; ;2; ;1;48;800000;2;1;10;76;5903,74038067921
4741425;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;76;5903,74038067921
4741425;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;76;5903,74038067921
4741433;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;76;5903,74038067921
4741433;1;5;1;80; ;2;1;1;2; ;2; ; ;2; ;3; ;2; ; ; ; ;2;1;10;76;5903,74038067921
